CommitNumber;Entity;Method;Change
bbab2ce3c162b244119bdc22a990d7b75fdef0af;METHOD;com.google.common.util.concurrent.Futures.compose(ListenableFuture<I>,final);BODY_MODIFIED
bbab2ce3c162b244119bdc22a990d7b75fdef0af;METHOD;com.google.common.util.concurrent.Futures.compose(final,final);BODY_MODIFIED
bbab2ce3c162b244119bdc22a990d7b75fdef0af;METHOD;com.google.common.collect.AsMap.containsKey(Object);BODY_MODIFIED
bbab2ce3c162b244119bdc22a990d7b75fdef0af;METHOD;com.google.common.collect.AsMap.get(Object);BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.base.NotPredicate<T>.NotPredicate(Predicate<T>);BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.base.NotPredicate<T>.hashCode();BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.base.Suppliers.memoizeWithExpiration(Supplier<T>,long,TimeUnit);BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.collect.AsMap.entrySet();BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.collect.Builder<K, V>.build();BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.collect.Builder<E>.add(E);BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.collect.Builder<E>.addAll(Iterable<? extends E>);BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.collect.Builder<E>.addAll(Iterator<? extends E>);BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.collect.SerializedForm.readResolve();BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.collect.Builder<E>.add(E);BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.collect.EntrySet<E>.writeReplace();BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.collect.TransformedImmutableSet<D, E>.toArray(T);BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.collect.SerializedForm.readResolve();BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.collect.Builder<E>.add(E);BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.collect.Partition<T>.get(int);BODY_MODIFIED
ee071f342edd0f5240dc2667a11e717a3a9395e6;METHOD;com.google.common.collect.CartesianSet<B>.iterator();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.base.Suppliers.memoizeWithExpiration(Supplier<T>,long,TimeUnit);BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.HashIterator.HashIterator();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.HashIterator.advance();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.HashIterator.nextInChain();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.HashIterator.nextInTable();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.HashIterator.hasNext();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.HashIterator.nextEntry();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.HashIterator.remove();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.KeyIterator.next();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.ValueIterator.next();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.WriteThroughEntry.WriteThroughEntry(K,V);BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.WriteThroughEntry.getKey();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.WriteThroughEntry.getValue();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.EntryIterator.next();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.KeySet.iterator();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.KeySet.size();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.KeySet.isEmpty();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.KeySet.contains(Object);BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.KeySet.remove(Object);BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.KeySet.clear();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.Values.iterator();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.Values.size();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.Values.isEmpty();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.Values.contains(Object);BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.Values.clear();BODY_MODIFIED
7ce09488d186e4f085046fb8d60578726ec429de;METHOD;com.google.common.collect.EntrySet.iterator();BODY_MODIFIED
