Complexity metrics,Sex, 17 nov 2017 11:09:50 BRST
Method,ev(G),iv(G),v(G)
"org.apache.tools.ant.IntrospectionHelper.AddNestedCreator.store(Object,Object)",1,2,2
"org.apache.tools.ant.IntrospectionHelper.AttributeSetter.AttributeSetter(Method,Class<?>)",1,1,1
"org.apache.tools.ant.IntrospectionHelper.AttributeSetter.setObject(Project,Object,Object)",5,6,6
"org.apache.tools.ant.IntrospectionHelper.CreateNestedCreator.CreateNestedCreator(Method)",1,1,1
"org.apache.tools.ant.IntrospectionHelper.CreateNestedCreator.create(Project,Object,Object)",1,1,1
"org.apache.tools.ant.IntrospectionHelper.Creator.Creator(Project,Object,NestedCreator)",1,1,1
"org.apache.tools.ant.IntrospectionHelper.Creator.create()",5,4,10
"org.apache.tools.ant.IntrospectionHelper.Creator.getRealObject()",1,1,1
"org.apache.tools.ant.IntrospectionHelper.Creator.setPolyType(String)",1,1,1
"org.apache.tools.ant.IntrospectionHelper.Creator.store()",2,2,6
"org.apache.tools.ant.IntrospectionHelper.IntrospectionHelper(Class<?>)",15,42,49
"org.apache.tools.ant.IntrospectionHelper.MethodAndObject.MethodAndObject(Method,Object)",1,1,1
"org.apache.tools.ant.IntrospectionHelper.NestedCreator.NestedCreator(Method)",1,1,1
"org.apache.tools.ant.IntrospectionHelper.NestedCreator.getMethod()",1,1,1
"org.apache.tools.ant.IntrospectionHelper.NestedCreator.getRealObject()",1,1,1
"org.apache.tools.ant.IntrospectionHelper.NestedCreator.isPolyMorphic()",1,1,1
"org.apache.tools.ant.IntrospectionHelper.NestedCreator.store(Object,Object)",1,1,1
"org.apache.tools.ant.IntrospectionHelper.addText(Project,Object,String)",3,3,5
"org.apache.tools.ant.IntrospectionHelper.clearCache()",1,1,1
"org.apache.tools.ant.IntrospectionHelper.condenseText(String)",2,1,2
"org.apache.tools.ant.IntrospectionHelper.createAddTypeCreator(Project,Object,String)",4,4,10
"org.apache.tools.ant.IntrospectionHelper.createAttributeSetter(Method,Class<?>,String)",13,15,28
"org.apache.tools.ant.IntrospectionHelper.createDynamicElement(Object,String,String,String)",1,3,4
"org.apache.tools.ant.IntrospectionHelper.createElement(Project,Object,String)",1,3,5
"org.apache.tools.ant.IntrospectionHelper.createRestricted(ComponentHelper,String,List<Method>)",4,2,4
"org.apache.tools.ant.IntrospectionHelper.createTopLevel(ComponentHelper,String,List<Method>)",3,1,3
"org.apache.tools.ant.IntrospectionHelper.extractBuildException(InvocationTargetException)",2,1,2
"org.apache.tools.ant.IntrospectionHelper.findMatchingMethod(Class<?>,List<Method>)",6,5,6
"org.apache.tools.ant.IntrospectionHelper.findRestrictedDefinition(ComponentHelper,String,List<Method>)",6,2,6
"org.apache.tools.ant.IntrospectionHelper.getAddTextMethod()",2,2,2
"org.apache.tools.ant.IntrospectionHelper.getAttributeMap()",1,2,2
"org.apache.tools.ant.IntrospectionHelper.getAttributeMethod(String)",2,2,2
"org.apache.tools.ant.IntrospectionHelper.getAttributeType(String)",2,2,2
"org.apache.tools.ant.IntrospectionHelper.getAttributes()",1,1,1
"org.apache.tools.ant.IntrospectionHelper.getElementCreator(Project,String,Object,String,UnknownElement)",1,1,1
"org.apache.tools.ant.IntrospectionHelper.getElementMethod(String)",2,2,2
"org.apache.tools.ant.IntrospectionHelper.getElementName(Project,Object)",1,1,1
"org.apache.tools.ant.IntrospectionHelper.getElementType(String)",2,2,2
"org.apache.tools.ant.IntrospectionHelper.getEnumSetter(Class<?>,Method,Class<?>)",2,3,3
"org.apache.tools.ant.IntrospectionHelper.getExtensionPoints()",1,2,2
"org.apache.tools.ant.IntrospectionHelper.getHelper(Class<?>)",1,1,1
"org.apache.tools.ant.IntrospectionHelper.getHelper(Project,Class<?>)",1,3,4
"org.apache.tools.ant.IntrospectionHelper.getNestedCreator(Project,String,Object,String,UnknownElement)",1,8,13
"org.apache.tools.ant.IntrospectionHelper.getNestedElementMap()",1,2,2
"org.apache.tools.ant.IntrospectionHelper.getNestedElements()",1,1,1
"org.apache.tools.ant.IntrospectionHelper.getPropertyName(String,String)",1,1,1
"org.apache.tools.ant.IntrospectionHelper.insertAddTypeMethod(Method)",4,5,5
"org.apache.tools.ant.IntrospectionHelper.isContainer()",1,1,1
"org.apache.tools.ant.IntrospectionHelper.isDynamic()",1,2,2
"org.apache.tools.ant.IntrospectionHelper.isHiddenSetMethod(String,Class<?>)",3,3,5
"org.apache.tools.ant.IntrospectionHelper.setAttribute(Project,Object,String,Object)",6,6,10
"org.apache.tools.ant.IntrospectionHelper.setAttribute(Project,Object,String,String)",1,1,1
"org.apache.tools.ant.IntrospectionHelper.storeElement(Project,Object,Object,String)",3,2,6
"org.apache.tools.ant.IntrospectionHelper.supportsCharacters()",1,1,1
"org.apache.tools.ant.IntrospectionHelper.supportsNestedElement(String)",1,1,1
"org.apache.tools.ant.IntrospectionHelper.supportsNestedElement(String,String)",2,2,3
"org.apache.tools.ant.IntrospectionHelper.supportsNestedElement(String,String,Project,Object)",2,3,4
"org.apache.tools.ant.IntrospectionHelper.supportsReflectElement(String,String)",3,1,5
"org.apache.tools.ant.IntrospectionHelper.throwNotSupported(Project,Object,String)",1,1,1
"org.apache.tools.ant.Location.Location()",1,1,1
"org.apache.tools.ant.Location.Location(Locator)",1,1,1
"org.apache.tools.ant.Location.Location(String)",1,1,1
"org.apache.tools.ant.Location.Location(String,int,int)",1,3,3
"org.apache.tools.ant.Location.equals(Object)",4,1,4
"org.apache.tools.ant.Location.getColumnNumber()",1,1,1
"org.apache.tools.ant.Location.getFileName()",1,1,1
"org.apache.tools.ant.Location.getLineNumber()",1,1,1
"org.apache.tools.ant.Location.hashCode()",1,1,1
"org.apache.tools.ant.Location.toString()",1,3,3
"org.apache.tools.ant.MagicNames.MagicNames()",1,1,1
"org.apache.tools.ant.Main.Main()",1,1,1
"org.apache.tools.ant.Main.Main(String[])",1,1,1
"org.apache.tools.ant.Main.addBuildListeners(Project)",1,2,2
"org.apache.tools.ant.Main.addInputHandler(Project)",1,2,2
"org.apache.tools.ant.Main.createLogger()",3,4,4
"org.apache.tools.ant.Main.exit(int)",1,1,1
"org.apache.tools.ant.Main.findBuildFile(String,String)",3,3,4
"org.apache.tools.ant.Main.findTargetPosition(Vector<String>,String)",1,2,4
"org.apache.tools.ant.Main.getAntVersion()",2,3,4
"org.apache.tools.ant.Main.getParentFile(File)",1,2,3
"org.apache.tools.ant.Main.getShortAntVersion()",1,2,2
"org.apache.tools.ant.Main.handleArgBuildFile(String[],int)",1,1,2
"org.apache.tools.ant.Main.handleArgDefine(String[],int)",3,2,3
"org.apache.tools.ant.Main.handleArgInputHandler(String[],int)",2,1,3
"org.apache.tools.ant.Main.handleArgListener(String[],int)",1,1,2
"org.apache.tools.ant.Main.handleArgLogger(String[],int)",2,1,3
"org.apache.tools.ant.Main.handleArgNice(String[],int)",2,2,5
"org.apache.tools.ant.Main.handleArgPropertyFile(String[],int)",1,1,2
"org.apache.tools.ant.Main.handleLogfile()",1,2,2
"org.apache.tools.ant.Main.loadPropertyFiles()",1,5,5
"org.apache.tools.ant.Main.main(String[])",1,1,1
"org.apache.tools.ant.Main.printDescription(Project)",1,2,2
"org.apache.tools.ant.Main.printMessage(Throwable)",1,2,2
"org.apache.tools.ant.Main.printTargets(Project,Vector<String>,Vector<String>,Vector<Enumeration<String>>,String,int)",1,7,8
"org.apache.tools.ant.Main.printTargets(Project,boolean,boolean)",3,9,11
"org.apache.tools.ant.Main.printUsage()",1,2,2
"org.apache.tools.ant.Main.printVersion(int)",1,1,1
"org.apache.tools.ant.Main.processArgs(String[])",37,60,69
"org.apache.tools.ant.Main.removeDuplicateTargets(Map<String, Target>)",1,5,5
"org.apache.tools.ant.Main.runBuild(ClassLoader)",10,20,25
"org.apache.tools.ant.Main.setProperties(Project)",1,2,2
"org.apache.tools.ant.Main.start(String[],Properties,ClassLoader)",1,1,1
"org.apache.tools.ant.Main.startAnt(String[],Properties,ClassLoader)",2,8,9
"org.apache.tools.ant.NoBannerLogger.NoBannerLogger()",1,1,1
"org.apache.tools.ant.NoBannerLogger.extractTargetName(BuildEvent)",1,1,1
"org.apache.tools.ant.NoBannerLogger.messageLogged(BuildEvent)",2,4,5
"org.apache.tools.ant.NoBannerLogger.targetFinished(BuildEvent)",1,1,1
"org.apache.tools.ant.NoBannerLogger.targetStarted(BuildEvent)",1,1,1
"org.apache.tools.ant.PathTokenizer.PathTokenizer(String)",1,1,2
"org.apache.tools.ant.PathTokenizer.hasMoreTokens()",2,1,2
"org.apache.tools.ant.PathTokenizer.nextToken()",1,17,19
"org.apache.tools.ant.Project.AntRefTable.AntRefTable()",1,1,1
"org.apache.tools.ant.Project.AntRefTable.get(Object)",1,2,2
"org.apache.tools.ant.Project.AntRefTable.getReal(Object)",1,1,1
"org.apache.tools.ant.Project.Project()",1,1,1
"org.apache.tools.ant.Project.addBuildListener(BuildListener)",3,1,3
"org.apache.tools.ant.Project.addDataTypeDefinition(String,Class<?>)",1,1,1
"org.apache.tools.ant.Project.addFilter(String,String)",2,1,2
"org.apache.tools.ant.Project.addIdReference(String,Object)",1,1,1
"org.apache.tools.ant.Project.addOrReplaceTarget(String,Target)",1,1,1
"org.apache.tools.ant.Project.addOrReplaceTarget(Target)",1,1,1
"org.apache.tools.ant.Project.addReference(String,Object)",2,2,4
"org.apache.tools.ant.Project.addTarget(String,Target)",2,1,2
"org.apache.tools.ant.Project.addTarget(Target)",1,1,1
"org.apache.tools.ant.Project.addTaskDefinition(String,Class<?>)",1,1,1
"org.apache.tools.ant.Project.checkTaskClass(Class<?>)",3,6,6
"org.apache.tools.ant.Project.copyFile(File,File)",1,1,1
"org.apache.tools.ant.Project.copyFile(File,File,boolean)",1,1,2
"org.apache.tools.ant.Project.copyFile(File,File,boolean,boolean)",1,1,2
"org.apache.tools.ant.Project.copyFile(File,File,boolean,boolean,boolean)",1,1,2
"org.apache.tools.ant.Project.copyFile(String,String)",1,1,1
"org.apache.tools.ant.Project.copyFile(String,String,boolean)",1,1,2
"org.apache.tools.ant.Project.copyFile(String,String,boolean,boolean)",1,1,2
"org.apache.tools.ant.Project.copyFile(String,String,boolean,boolean,boolean)",1,1,2
"org.apache.tools.ant.Project.copyInheritedProperties(Project)",1,1,1
"org.apache.tools.ant.Project.copyUserProperties(Project)",1,1,1
"org.apache.tools.ant.Project.createClassLoader(ClassLoader,Path)",1,1,1
"org.apache.tools.ant.Project.createClassLoader(Path)",1,1,1
"org.apache.tools.ant.Project.createDataType(String)",1,1,1
"org.apache.tools.ant.Project.createSubProject()",1,1,2
"org.apache.tools.ant.Project.createTask(String)",1,1,1
"org.apache.tools.ant.Project.defaultInput(byte[],int,int)",2,2,2
"org.apache.tools.ant.Project.demuxFlush(String,boolean)",1,3,4
"org.apache.tools.ant.Project.demuxInput(byte[],int,int)",2,2,2
"org.apache.tools.ant.Project.demuxOutput(String,boolean)",1,3,4
"org.apache.tools.ant.Project.executeSortedTargets(Vector<Target>)",8,7,14
"org.apache.tools.ant.Project.executeTarget(String)",2,1,2
"org.apache.tools.ant.Project.executeTargets(Vector<String>)",1,1,1
"org.apache.tools.ant.Project.fireBuildFinished(Throwable)",1,2,2
"org.apache.tools.ant.Project.fireBuildStarted()",1,2,2
"org.apache.tools.ant.Project.fireMessageLogged(Project,String,Throwable,int)",1,1,1
"org.apache.tools.ant.Project.fireMessageLogged(Project,String,int)",1,1,1
"org.apache.tools.ant.Project.fireMessageLogged(Target,String,Throwable,int)",1,1,1
"org.apache.tools.ant.Project.fireMessageLogged(Target,String,int)",1,1,1
"org.apache.tools.ant.Project.fireMessageLogged(Task,String,Throwable,int)",1,1,1
"org.apache.tools.ant.Project.fireMessageLogged(Task,String,int)",1,1,1
"org.apache.tools.ant.Project.fireMessageLoggedEvent(BuildEvent,String,int)",2,4,5
"org.apache.tools.ant.Project.fireSubBuildFinished(Throwable)",1,3,3
"org.apache.tools.ant.Project.fireSubBuildStarted()",1,3,3
"org.apache.tools.ant.Project.fireTargetFinished(Target,Throwable)",1,2,2
"org.apache.tools.ant.Project.fireTargetStarted(Target)",1,2,2
"org.apache.tools.ant.Project.fireTaskFinished(Task,Throwable)",1,2,2
"org.apache.tools.ant.Project.fireTaskStarted(Task)",1,2,2
"org.apache.tools.ant.Project.getBaseDir()",1,3,3
"org.apache.tools.ant.Project.getBuildListeners()",1,2,2
"org.apache.tools.ant.Project.getCopyOfDataTypeDefinitions()",1,1,1
"org.apache.tools.ant.Project.getCopyOfReferences()",1,1,1
"org.apache.tools.ant.Project.getCopyOfTargets()",1,1,1
"org.apache.tools.ant.Project.getCopyOfTaskDefinitions()",1,1,1
"org.apache.tools.ant.Project.getCoreLoader()",1,1,1
"org.apache.tools.ant.Project.getDataTypeDefinitions()",1,1,1
"org.apache.tools.ant.Project.getDefaultInputStream()",1,1,1
"org.apache.tools.ant.Project.getDefaultTarget()",1,1,1
"org.apache.tools.ant.Project.getDescription()",1,2,2
"org.apache.tools.ant.Project.getElementName(Object)",1,1,1
"org.apache.tools.ant.Project.getExecutor()",3,6,7
"org.apache.tools.ant.Project.getFilters()",1,1,1
"org.apache.tools.ant.Project.getGlobalFilterSet()",1,1,1
"org.apache.tools.ant.Project.getInheritedProperties()",1,1,1
"org.apache.tools.ant.Project.getInputHandler()",1,1,1
"org.apache.tools.ant.Project.getJavaVersion()",1,1,1
"org.apache.tools.ant.Project.getName()",1,1,1
"org.apache.tools.ant.Project.getProject(Object)",3,3,4
"org.apache.tools.ant.Project.getProperties()",1,1,1
"org.apache.tools.ant.Project.getProperty(String)",1,2,2
"org.apache.tools.ant.Project.getReference(String)",2,3,5
"org.apache.tools.ant.Project.getReferences()",1,1,1
"org.apache.tools.ant.Project.getResource(String)",1,1,1
"org.apache.tools.ant.Project.getTargets()",1,1,1
"org.apache.tools.ant.Project.getTaskDefinitions()",1,1,1
"org.apache.tools.ant.Project.getThreadTask(Thread)",1,3,4
"org.apache.tools.ant.Project.getUserProperties()",1,1,1
"org.apache.tools.ant.Project.getUserProperty(String)",1,1,1
"org.apache.tools.ant.Project.hasReference(String)",1,1,1
"org.apache.tools.ant.Project.inheritIDReferences(Project)",1,1,1
"org.apache.tools.ant.Project.init()",1,1,1
"org.apache.tools.ant.Project.initProperties()",1,1,1
"org.apache.tools.ant.Project.initSubProject(Project)",1,1,1
"org.apache.tools.ant.Project.isKeepGoingMode()",1,1,1
"org.apache.tools.ant.Project.log(String)",1,1,1
"org.apache.tools.ant.Project.log(String,Throwable,int)",1,1,1
"org.apache.tools.ant.Project.log(String,int)",1,1,1
"org.apache.tools.ant.Project.log(Target,String,Throwable,int)",1,1,1
"org.apache.tools.ant.Project.log(Target,String,int)",1,1,1
"org.apache.tools.ant.Project.log(Task,String,Throwable,int)",1,1,1
"org.apache.tools.ant.Project.log(Task,String,int)",1,1,1
"org.apache.tools.ant.Project.makeCircularException(String,Stack<String>)",1,2,2
"org.apache.tools.ant.Project.registerThreadTask(Thread,Task)",1,2,2
"org.apache.tools.ant.Project.removeBuildListener(BuildListener)",3,3,3
"org.apache.tools.ant.Project.replaceProperties(String)",1,1,1
"org.apache.tools.ant.Project.resolveFile(String)",1,1,1
"org.apache.tools.ant.Project.resolveFile(String,File)",1,1,1
"org.apache.tools.ant.Project.setAntLib()",1,2,2
"org.apache.tools.ant.Project.setBaseDir(File)",3,3,3
"org.apache.tools.ant.Project.setBasedir(String)",1,1,1
"org.apache.tools.ant.Project.setCoreLoader(ClassLoader)",1,1,1
"org.apache.tools.ant.Project.setDefault(String)",1,2,2
"org.apache.tools.ant.Project.setDefaultInputStream(InputStream)",1,1,1
"org.apache.tools.ant.Project.setDefaultTarget(String)",1,1,1
"org.apache.tools.ant.Project.setDescription(String)",1,1,1
"org.apache.tools.ant.Project.setExecutor(Executor)",1,1,1
"org.apache.tools.ant.Project.setFileLastModified(File,long)",1,1,1
"org.apache.tools.ant.Project.setInheritedProperty(String,String)",1,1,1
"org.apache.tools.ant.Project.setInputHandler(InputHandler)",1,1,1
"org.apache.tools.ant.Project.setJavaVersionProperty()",2,1,2
"org.apache.tools.ant.Project.setKeepGoingMode(boolean)",1,1,1
"org.apache.tools.ant.Project.setName(String)",1,1,1
"org.apache.tools.ant.Project.setNewProperty(String,String)",1,1,1
"org.apache.tools.ant.Project.setProjectReference(Object)",2,3,4
"org.apache.tools.ant.Project.setProperty(String,String)",1,1,1
"org.apache.tools.ant.Project.setPropertyInternal(String,String)",1,1,1
"org.apache.tools.ant.Project.setSystemProperties()",1,3,3
"org.apache.tools.ant.Project.setUserProperty(String,String)",1,1,1
"org.apache.tools.ant.Project.toBoolean(String)",1,3,3
"org.apache.tools.ant.Project.topoSort(String,Hashtable<String, Target>)",1,1,1
"org.apache.tools.ant.Project.topoSort(String,Hashtable<String, Target>,boolean)",1,1,1
"org.apache.tools.ant.Project.topoSort(String[],Hashtable<String, Target>,boolean)",7,6,10
"org.apache.tools.ant.Project.translatePath(String)",1,1,1
"org.apache.tools.ant.Project.tsort(String,Hashtable<String, Target>,Hashtable<String, String>,Stack<String>,Vector<Target>)",6,6,7
"org.apache.tools.ant.ProjectComponent.ProjectComponent()",1,1,1
"org.apache.tools.ant.ProjectComponent.clone()",1,1,1
"org.apache.tools.ant.ProjectComponent.getDescription()",1,1,1
"org.apache.tools.ant.ProjectComponent.getLocation()",1,1,1
"org.apache.tools.ant.ProjectComponent.getProject()",1,1,1
"org.apache.tools.ant.ProjectComponent.log(String)",1,1,1
"org.apache.tools.ant.ProjectComponent.log(String,int)",1,3,3
"org.apache.tools.ant.ProjectComponent.setDescription(String)",1,1,1
"org.apache.tools.ant.ProjectComponent.setLocation(Location)",1,1,1
"org.apache.tools.ant.ProjectComponent.setProject(Project)",1,1,1
"org.apache.tools.ant.ProjectHelper.OnMissingExtensionPoint.OnMissingExtensionPoint(String)",1,1,1
"org.apache.tools.ant.ProjectHelper.OnMissingExtensionPoint.name()",1,1,1
"org.apache.tools.ant.ProjectHelper.OnMissingExtensionPoint.toString()",1,1,1
"org.apache.tools.ant.ProjectHelper.OnMissingExtensionPoint.valueOf(String)",4,2,4
"org.apache.tools.ant.ProjectHelper.ProjectHelper()",1,1,1
"org.apache.tools.ant.ProjectHelper.addLocationToBuildException(BuildException,Location)",3,2,4
"org.apache.tools.ant.ProjectHelper.addText(Project,Object,String)",2,2,3
"org.apache.tools.ant.ProjectHelper.addText(Project,Object,char[],int,int)",1,1,1
"org.apache.tools.ant.ProjectHelper.canParseAntlibDescriptor(Resource)",1,1,1
"org.apache.tools.ant.ProjectHelper.canParseBuildFile(Resource)",1,1,1
"org.apache.tools.ant.ProjectHelper.configure(Object,AttributeList,Project)",3,4,5
"org.apache.tools.ant.ProjectHelper.configureProject(Project,File)",1,1,1
"org.apache.tools.ant.ProjectHelper.extractNameFromComponentName(String)",2,1,2
"org.apache.tools.ant.ProjectHelper.extractUriFromComponentName(String)",3,1,3
"org.apache.tools.ant.ProjectHelper.genComponentName(String,String)",2,3,4
"org.apache.tools.ant.ProjectHelper.getContextClassLoader()",1,2,2
"org.apache.tools.ant.ProjectHelper.getCurrentPrefixSeparator()",1,1,1
"org.apache.tools.ant.ProjectHelper.getCurrentTargetPrefix()",1,1,1
"org.apache.tools.ant.ProjectHelper.getDefaultBuildFile()",1,1,1
"org.apache.tools.ant.ProjectHelper.getExtensionStack()",1,1,1
"org.apache.tools.ant.ProjectHelper.getImportStack()",1,1,1
"org.apache.tools.ant.ProjectHelper.getProjectHelper()",1,1,1
"org.apache.tools.ant.ProjectHelper.isInIncludeMode()",1,1,1
"org.apache.tools.ant.ProjectHelper.nsToComponentName(String)",1,1,1
"org.apache.tools.ant.ProjectHelper.parse(Project,Object)",1,1,1
"org.apache.tools.ant.ProjectHelper.parseAntlibDescriptor(Project,Resource)",1,1,1
"org.apache.tools.ant.ProjectHelper.parsePropertyString(String,Vector<String>,Vector<String>)",1,1,1
"org.apache.tools.ant.ProjectHelper.replaceProperties(Project,String)",1,1,1
"org.apache.tools.ant.ProjectHelper.replaceProperties(Project,String,Hashtable<String, Object>)",1,1,1
"org.apache.tools.ant.ProjectHelper.resolveExtensionOfAttributes(Project)",5,7,9
"org.apache.tools.ant.ProjectHelper.setCurrentPrefixSeparator(String)",1,1,1
"org.apache.tools.ant.ProjectHelper.setCurrentTargetPrefix(String)",1,1,1
"org.apache.tools.ant.ProjectHelper.setInIncludeMode(boolean)",1,1,1
"org.apache.tools.ant.ProjectHelper.storeChild(Project,Object,Object,String)",1,1,1
"org.apache.tools.ant.ProjectHelperRepository.ConstructingIterator.ConstructingIterator(Iterator<Constructor<? extends ProjectHelper>>)",1,1,1
"org.apache.tools.ant.ProjectHelperRepository.ConstructingIterator.hasNext()",1,2,2
"org.apache.tools.ant.ProjectHelperRepository.ConstructingIterator.next()",1,3,3
"org.apache.tools.ant.ProjectHelperRepository.ConstructingIterator.remove()",1,1,1
"org.apache.tools.ant.ProjectHelperRepository.ProjectHelperRepository()",1,1,1
"org.apache.tools.ant.ProjectHelperRepository.collectProjectHelpers()",1,6,6
"org.apache.tools.ant.ProjectHelperRepository.getHelperConstructor(String)",1,3,5
"org.apache.tools.ant.ProjectHelperRepository.getHelpers()",1,1,1
"org.apache.tools.ant.ProjectHelperRepository.getInstance()",1,1,1
