SmellMetrics,Seg, 4 jun 2018 10:48:56 BRT
Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"net.sourceforge.jvlt.JVLT.JVLT()",1,1,n/a,4,0,0,2,1
"net.sourceforge.jvlt.JVLT.getConfig()",0,103,n/a,3,0,0,1,1
"net.sourceforge.jvlt.JVLT.getDataVersion()",0,13,n/a,3,0,0,1,1
"net.sourceforge.jvlt.JVLT.getInstance()",0,0,n/a,3,0,0,1,1
"net.sourceforge.jvlt.JVLT.getRuntimeProperties()",0,32,n/a,8,0,0,1,1
"net.sourceforge.jvlt.JVLT.getSupportedLocales()",0,2,n/a,3,0,0,1,1
"net.sourceforge.jvlt.JVLT.getVersion()",0,0,n/a,3,0,0,1,1
"net.sourceforge.jvlt.JVLT.init(Config)",12,1,n/a,27,1,1,14,3
"net.sourceforge.jvlt.actions.AddDictObjectAction.AddDictObjectAction(Reinitializable)",1,3,n/a,3,0,1,1,1
"net.sourceforge.jvlt.actions.DictObjectAction.DictObjectAction(Reinitializable)",1,4,n/a,4,0,1,2,1
"net.sourceforge.jvlt.actions.DictObjectAction.getObject()",0,7,n/a,3,0,0,1,1
"net.sourceforge.jvlt.actions.EditDictObjectAction.EditDictObjectAction(Reinitializable)",1,0,n/a,3,0,1,1,1
"net.sourceforge.jvlt.actions.EditDictObjectAction.EditDictObjectAction(Reinitializable,Reinitializable)",2,7,n/a,5,0,2,3,1
"net.sourceforge.jvlt.actions.EditDictObjectAction.executeAction()",1,4,n/a,3,0,0,1,1
"net.sourceforge.jvlt.actions.EditDictObjectAction.getNewData()",0,1,n/a,3,0,0,1,1
"net.sourceforge.jvlt.actions.EditDictObjectAction.getOldData()",0,0,n/a,3,0,0,1,1
"net.sourceforge.jvlt.actions.EditDictObjectAction.setNewData(Reinitializable)",0,0,n/a,3,0,1,1,1
"net.sourceforge.jvlt.actions.EditDictObjectAction.undoAction()",1,4,n/a,3,0,0,1,1
"net.sourceforge.jvlt.actions.EditEntriesAction.EditEntriesAction(EditEntryAction[])",3,2,n/a,4,0,1,2,1
"net.sourceforge.jvlt.actions.EditEntriesAction.executeAction()",1,1,n/a,5,1,0,2,2
"net.sourceforge.jvlt.actions.EditEntriesAction.getEntries()",3,2,n/a,7,1,0,4,2
"net.sourceforge.jvlt.actions.EditEntriesAction.undoAction()",1,1,n/a,5,1,0,2,2
"net.sourceforge.jvlt.actions.EditEntryAction.EditEntryAction(Entry,Entry)",2,3,n/a,4,0,2,2,1
"net.sourceforge.jvlt.actions.EditEntryAction.addSenseActions(List<DictObjectAction>)",1,2,n/a,3,0,1,1,1
"net.sourceforge.jvlt.actions.EditEntryAction.executeAction()",11,6,n/a,21,2,0,16,6
"net.sourceforge.jvlt.actions.EditEntryAction.undoAction()",13,5,n/a,22,2,0,16,6
"net.sourceforge.jvlt.actions.ImportAction.ImportAction(String,String,Collection<Entry>,Collection<Example>)",0,1,n/a,7,0,4,4,1
"net.sourceforge.jvlt.actions.ImportAction.getEntries()",0,2,n/a,3,0,0,1,1
"net.sourceforge.jvlt.actions.ImportAction.getExamples()",0,3,n/a,3,0,0,1,1
"net.sourceforge.jvlt.actions.ImportAction.getNewLanguage()",0,2,n/a,3,0,0,1,1
"net.sourceforge.jvlt.actions.ImportAction.getOldLanguage()",0,2,n/a,3,0,0,1,1
"net.sourceforge.jvlt.actions.LanguageChangeAction.LanguageChangeAction(String,String)",0,1,n/a,4,0,2,2,1
"net.sourceforge.jvlt.actions.LanguageChangeAction.getNewLanguage()",0,3,n/a,3,0,0,1,1
"net.sourceforge.jvlt.actions.LanguageChangeAction.getOldLanguage()",0,3,n/a,3,0,0,1,1
"net.sourceforge.jvlt.actions.MoveSenseAction.MoveSenseAction(Sense,int,int)",1,1,n/a,5,0,3,3,1
"net.sourceforge.jvlt.actions.MoveSenseAction.getNewIndex()",0,1,n/a,3,0,0,1,1
