Dependency metrics,Ter, 12 dez 2017 15:00:50 BRST
Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.apache.xerces.dom.AttrImpl",19,9,53,8,41
"org.apache.xerces.dom.CDATASectionImpl",19,5,53,2,41
"org.apache.xerces.dom.CharacterDataImpl",19,7,53,2,41
"org.apache.xerces.dom.CommentImpl",19,5,53,2,41
"org.apache.xerces.dom.DOMExceptionImpl",0,1,2,14,42
"org.apache.xerces.dom.DOMImplementationImpl",19,10,53,1,41
"org.apache.xerces.dom.DeepNodeListImpl",19,4,53,2,41
"org.apache.xerces.dom.DeferredAttrImpl",11,5,75,1,20
"org.apache.xerces.dom.DeferredCDATASectionImpl",11,5,75,1,20
"org.apache.xerces.dom.DeferredCommentImpl",11,4,75,1,20
"org.apache.xerces.dom.DeferredDocumentImpl",11,22,75,12,20
"org.apache.xerces.dom.DeferredDocumentImpl.IntVector",0,1,1,1,21
"org.apache.xerces.dom.DeferredDocumentTypeImpl",11,9,75,1,20
"org.apache.xerces.dom.DeferredElementDefinitionImpl",11,6,75,1,20
"org.apache.xerces.dom.DeferredElementImpl",11,6,75,1,20
"org.apache.xerces.dom.DeferredEntityImpl",11,6,75,1,20
"org.apache.xerces.dom.DeferredEntityReferenceImpl",11,9,75,1,20
"org.apache.xerces.dom.DeferredNotationImpl",11,5,75,1,20
"org.apache.xerces.dom.DeferredProcessingInstructionImpl",11,4,75,1,20
"org.apache.xerces.dom.DeferredTextImpl",11,5,75,1,20
"org.apache.xerces.dom.DocumentFragmentImpl",19,6,53,1,41
"org.apache.xerces.dom.DocumentImpl",19,44,53,21,41
"org.apache.xerces.dom.DocumentTypeImpl",19,8,53,6,41
"org.apache.xerces.dom.ElementDefinitionImpl",19,5,53,4,41
"org.apache.xerces.dom.ElementImpl",19,17,53,7,41
"org.apache.xerces.dom.EntityImpl",19,6,53,3,41
"org.apache.xerces.dom.EntityReferenceImpl",19,6,53,2,41
"org.apache.xerces.dom.LCount",0,0,0,3,42
"org.apache.xerces.dom.NamedNodeMapImpl",19,11,53,5,41
"org.apache.xerces.dom.NodeImpl",19,22,53,31,41
"org.apache.xerces.dom.NodeImpl.EnclosingAttr",19,1,53,1,41
"org.apache.xerces.dom.NodeImpl.LEntry",0,1,19,1,42
"org.apache.xerces.dom.NotationImpl",19,6,53,3,41
"org.apache.xerces.dom.ProcessingInstructionImpl",19,4,53,2,41
"org.apache.xerces.dom.TextImpl",19,7,53,6,41
"org.apache.xerces.dom.events.EventImpl",0,3,19,3,43
"org.apache.xerces.dom.events.MutationEventImpl",0,3,21,4,42
"org.apache.xerces.dom.traversal.NodeIteratorImpl",19,6,53,2,41
"org.apache.xerces.dom.traversal.TreeWalkerImpl",0,3,18,1,42
"org.apache.xerces.domx.DOMException",0,1,1,4,43
"org.apache.xerces.domx.XGrammarWriter",0,13,180,0,0
"org.apache.xerces.domx.XGrammarWriter.OutputFormat",0,0,0,1,1
"org.apache.xerces.framework.Version",0,0,0,0,0
"org.apache.xerces.framework.XMLAttrList",0,2,7,8,35
"org.apache.xerces.framework.XMLContentSpecNode",0,0,0,13,30
"org.apache.xerces.framework.XMLDTDScanner",0,9,16,1,20
