SmellMetrics,Seg, 4 jun 2018 17:40:17 BRT
Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"org.apache.nutch.crawl.AbstractFetchSchedule.AbstractFetchSchedule()",1,0,n/a,3,0,0,1,1
"org.apache.nutch.crawl.AbstractFetchSchedule.AbstractFetchSchedule(Configuration)",1,0,n/a,3,0,1,1,1
"org.apache.nutch.crawl.AbstractFetchSchedule.calculateLastFetchTime(CrawlDatum)",2,2,n/a,8,0,1,1,1
"org.apache.nutch.crawl.AbstractFetchSchedule.forceRefetch(Text,CrawlDatum,boolean)",8,2,n/a,27,0,3,9,3
"org.apache.nutch.crawl.AbstractFetchSchedule.initializeSchedule(Text,CrawlDatum)",4,1,n/a,18,0,2,4,1
"org.apache.nutch.crawl.AbstractFetchSchedule.setConf(Configuration)",5,1,n/a,9,0,1,7,2
"org.apache.nutch.crawl.AbstractFetchSchedule.setFetchSchedule(Text,CrawlDatum,long,long,long,long,int)",1,5,n/a,12,0,7,2,1
"org.apache.nutch.crawl.AbstractFetchSchedule.setPageGoneSchedule(Text,CrawlDatum,long,long,long)",6,2,n/a,27,0,5,5,2
"org.apache.nutch.crawl.AbstractFetchSchedule.setPageRetrySchedule(Text,CrawlDatum,long,long,long)",3,1,n/a,31,0,5,3,1
"org.apache.nutch.crawl.AbstractFetchSchedule.shouldFetch(Text,CrawlDatum,long)",5,1,n/a,38,2,3,7,4
"org.apache.nutch.crawl.AdaptiveFetchSchedule.main(String[])",20,1,n/a,57,2,1,39,8
"org.apache.nutch.crawl.AdaptiveFetchSchedule.setConf(Configuration)",7,2,n/a,13,0,1,9,2
"org.apache.nutch.crawl.AdaptiveFetchSchedule.setFetchSchedule(Text,CrawlDatum,long,long,long,long,int)",12,6,n/a,46,2,7,31,11
"org.apache.nutch.crawl.CrawlDatum.Comparator.Comparator()",1,1,n/a,3,0,0,1,1
"org.apache.nutch.crawl.CrawlDatum.Comparator.compare(byte[],int,int,byte[],int,int)",9,0,n/a,31,1,6,27,11
"org.apache.nutch.crawl.CrawlDatum.CrawlDatum()",0,27,n/a,2,0,0,0,1
"org.apache.nutch.crawl.CrawlDatum.CrawlDatum(int,int)",1,5,n/a,5,0,2,3,1
"org.apache.nutch.crawl.CrawlDatum.CrawlDatum(int,int,float)",1,5,n/a,4,0,3,2,1
