smells_analysis,Sex, 18 mai 2018 16:12:20 BRT
Method,CALL,CALLED,CALLEDp,CDENS,CONTROL,ev(G),EXEC,EXP,IF_NEST,IMP,iv(G),LOC,LOOP,LOOP_NEST,NBD,NCLOC,NP,NTP,RLOC,STAT,v(G)
"org.apache.tools.zip.AsiExtraField.getGroupId()",0,6,1,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"2,68%",1,1
"org.apache.tools.zip.AsiExtraField.getHeaderId()",0,13,10,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"2,68%",1,1
"org.apache.tools.zip.AsiExtraField.getLinkedFile()",0,6,3,"0,00%",0,1,1,1,0,n/a,1,11,0,0,0,3,0,0,"3,69%",1,1
"org.apache.tools.zip.AsiExtraField.getLocalFileDataData()",22,8,4,"0,00%",0,1,14,104,0,n/a,1,28,0,0,0,19,0,0,"9,40%",14,1
"org.apache.tools.zip.AsiExtraField.getLocalFileDataLength()",3,14,4,"0,00%",0,1,1,12,0,n/a,1,15,0,0,0,8,0,0,"5,03%",1,1
"org.apache.tools.zip.AsiExtraField.getMode()",0,14,1,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"2,68%",1,1
"org.apache.tools.zip.AsiExtraField.getMode(int)",2,3,3,"33,33%",2,1,4,17,1,n/a,2,15,0,0,1,9,1,0,"5,03%",6,3
"org.apache.tools.zip.AsiExtraField.getUserId()",0,6,1,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"2,68%",1,1
"org.apache.tools.zip.AsiExtraField.isDirectory()",1,6,1,"0,00%",0,1,1,5,0,n/a,2,8,0,0,0,3,0,0,"2,68%",1,2
"org.apache.tools.zip.AsiExtraField.isLink()",2,5,2,"0,00%",0,1,1,6,0,n/a,1,8,0,0,0,3,0,0,"2,68%",1,1
"org.apache.tools.zip.AsiExtraField.parseFromLocalFileData(byte[],int,int)",16,8,3,"11,11%",2,2,16,103,1,n/a,3,37,0,0,1,27,3,0,"12,42%",18,3
"org.apache.tools.zip.AsiExtraField.setDirectory(boolean)",1,7,1,"0,00%",0,1,2,9,0,n/a,1,9,0,0,0,4,1,0,"3,02%",2,1
"org.apache.tools.zip.AsiExtraField.setGroupId(int)",0,2,0,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"2,68%",1,1
"org.apache.tools.zip.AsiExtraField.setLinkedFile(String)",1,3,0,"0,00%",0,1,2,8,0,n/a,1,12,0,0,0,4,1,0,"4,03%",2,1
"org.apache.tools.zip.AsiExtraField.setMode(int)",1,8,1,"0,00%",0,1,1,6,0,n/a,1,8,0,0,0,3,1,0,"2,68%",1,1
"org.apache.tools.zip.AsiExtraField.setUserId(int)",0,2,0,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"2,68%",1,1
"org.apache.tools.zip.CentralDirectoryParsingZipExtraField.parseFromCentralDirectoryData(byte[],int,int)",n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,2,3,0,"55,56%",n/a,n/a
"org.apache.tools.zip.ExtraFieldUtils.UnparseableExtraField.UnparseableExtraField(int)",0,3,3,"0,00%",0,1,1,3,0,n/a,1,3,0,0,0,3,1,0,"6,98%",1,1
"org.apache.tools.zip.ExtraFieldUtils.UnparseableExtraField.getKey()",0,2,2,"0,00%",0,1,1,1,0,n/a,1,4,0,0,0,1,0,0,"9,30%",1,1
"org.apache.tools.zip.ExtraFieldUtils.createExtraField(ZipShort)",4,1,1,"16,67%",1,2,5,17,1,n/a,2,19,0,0,1,10,1,0,"7,12%",6,2
"org.apache.tools.zip.ExtraFieldUtils.mergeCentralDirectoryData(ZipExtraField[])",12,3,1,"15,79%",3,1,16,112,1,n/a,4,32,2,1,1,26,1,0,"11,99%",19,6
"org.apache.tools.zip.ExtraFieldUtils.mergeLocalFileDataData(ZipExtraField[])",12,3,1,"15,79%",3,1,16,112,1,n/a,4,32,2,1,1,26,1,0,"11,99%",19,6
"org.apache.tools.zip.ExtraFieldUtils.parse(byte[])",1,2,0,"0,00%",0,1,1,6,0,n/a,1,11,0,0,0,3,1,0,"4,12%",1,1
"org.apache.tools.zip.ExtraFieldUtils.parse(byte[],boolean)",1,0,0,"0,00%",0,1,1,6,0,n/a,1,14,0,0,0,4,2,0,"5,24%",1,1
"org.apache.tools.zip.ExtraFieldUtils.parse(byte[],boolean,UnparseableExtraField)",22,9,5,"35,48%",11,6,19,133,2,n/a,8,73,1,1,4,57,3,0,"27,34%",31,12
"org.apache.tools.zip.ExtraFieldUtils.register(Class<?>)",6,5,5,"16,67%",1,1,5,23,0,n/a,1,21,0,0,1,12,1,0,"7,87%",6,4
"org.apache.tools.zip.FallbackZipEncoding.FallbackZipEncoding()",0,1,1,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,0,0,"10,77%",1,1
"org.apache.tools.zip.FallbackZipEncoding.FallbackZipEncoding(String)",0,2,2,"0,00%",0,1,1,4,0,n/a,1,9,0,0,0,3,1,0,"13,85%",1,1
"org.apache.tools.zip.FallbackZipEncoding.canEncode(String)",0,15,9,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,1,0,"10,77%",1,1
"org.apache.tools.zip.FallbackZipEncoding.decode(byte[])",2,10,9,"33,33%",1,2,2,10,1,n/a,1,11,0,0,1,7,1,0,"16,92%",3,2
"org.apache.tools.zip.FallbackZipEncoding.encode(String)",4,18,11,"33,33%",1,2,2,18,1,n/a,2,11,0,0,1,7,1,0,"16,92%",3,2
"org.apache.tools.zip.GeneralPurposeBit.GeneralPurposeBit()",0,3,3,"0,00%",0,1,0,0,0,n/a,1,2,0,0,0,2,0,0,"1,28%",0,1
"org.apache.tools.zip.GeneralPurposeBit.clone()",2,12,12,"33,33%",1,1,2,6,0,n/a,1,9,0,0,1,8,0,0,"5,77%",3,2
"org.apache.tools.zip.GeneralPurposeBit.encode()",1,0,0,"0,00%",0,1,3,7,0,n/a,1,8,0,0,0,5,0,0,"5,13%",3,1
"org.apache.tools.zip.GeneralPurposeBit.encode(byte[],int)",1,3,3,"0,00%",0,1,1,26,0,n/a,1,18,0,0,0,10,2,0,"11,54%",1,5
"org.apache.tools.zip.GeneralPurposeBit.equals(Object)",0,70,69,"25,00%",1,2,3,24,1,n/a,1,11,0,0,1,11,1,0,"7,05%",4,5
"org.apache.tools.zip.GeneralPurposeBit.hashCode()",0,15,13,"0,00%",0,1,1,34,0,n/a,1,7,0,0,0,7,0,0,"4,49%",1,5
"org.apache.tools.zip.GeneralPurposeBit.parse(byte[],int)",6,1,1,"0,00%",0,1,7,43,0,n/a,1,15,0,0,0,10,2,0,"9,62%",7,1
"org.apache.tools.zip.GeneralPurposeBit.useDataDescriptor(boolean)",0,2,2,"0,00%",0,1,1,3,0,n/a,1,7,0,0,0,3,1,0,"4,49%",1,1
"org.apache.tools.zip.GeneralPurposeBit.useEncryption(boolean)",0,2,2,"0,00%",0,1,1,3,0,n/a,1,6,0,0,0,3,1,0,"3,85%",1,1
"org.apache.tools.zip.GeneralPurposeBit.useStrongEncryption(boolean)",1,2,1,"33,33%",1,1,2,7,1,n/a,2,9,0,0,1,6,1,0,"5,77%",3,2
"org.apache.tools.zip.GeneralPurposeBit.useUTF8ForNames(boolean)",0,2,2,"0,00%",0,1,1,3,0,n/a,1,6,0,0,0,3,1,0,"3,85%",1,1
"org.apache.tools.zip.GeneralPurposeBit.usesDataDescriptor()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"4,49%",1,1
"org.apache.tools.zip.GeneralPurposeBit.usesEncryption()",0,1,1,"0,00%",0,1,1,1,0,n/a,1,6,0,0,0,3,0,0,"3,85%",1,1
"org.apache.tools.zip.GeneralPurposeBit.usesStrongEncryption()",0,0,0,"0,00%",0,1,1,3,0,n/a,1,6,0,0,0,3,0,0,"3,85%",1,2
"org.apache.tools.zip.GeneralPurposeBit.usesUTF8ForNames()",0,1,1,"0,00%",0,1,1,1,0,n/a,1,6,0,0,0,3,0,0,"3,85%",1,1
"org.apache.tools.zip.JarMarker.JarMarker()",0,2,1,"0,00%",0,1,0,0,0,n/a,1,4,0,0,0,2,0,0,"5,19%",0,1
"org.apache.tools.zip.JarMarker.getCentralDirectoryData()",0,4,3,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"10,39%",1,1
"org.apache.tools.zip.JarMarker.getCentralDirectoryLength()",0,4,2,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"10,39%",1,1
"org.apache.tools.zip.JarMarker.getHeaderId()",0,12,10,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"9,09%",1,1
"org.apache.tools.zip.JarMarker.getInstance()",0,1,1,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"9,09%",1,1
"org.apache.tools.zip.JarMarker.getLocalFileDataData()",0,4,3,"0,00%",0,1,1,1,0,n/a,1,9,0,0,0,3,0,0,"11,69%",1,1
"org.apache.tools.zip.JarMarker.getLocalFileDataLength()",0,8,2,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"10,39%",1,1
"org.apache.tools.zip.JarMarker.parseFromLocalFileData(byte[],int,int)",1,4,3,"50,00%",1,2,1,5,1,n/a,1,14,0,0,1,6,3,0,"18,18%",2,2
"org.apache.tools.zip.NioZipEncoding.NioZipEncoding(Charset)",0,1,1,"0,00%",0,1,1,4,0,n/a,1,9,0,0,0,3,1,0,"11,84%",1,1
"org.apache.tools.zip.NioZipEncoding.canEncode(String)",4,15,9,"0,00%",0,1,4,18,0,n/a,1,10,0,0,0,6,1,0,"13,16%",4,1
"org.apache.tools.zip.NioZipEncoding.decode(byte[])",6,10,9,"0,00%",0,1,1,20,0,n/a,1,10,0,0,0,6,1,0,"13,16%",1,1
"org.apache.tools.zip.NioZipEncoding.encode(String)",26,18,11,"31,82%",7,5,15,117,2,n/a,8,34,2,2,3,28,1,0,"44,74%",22,8
"org.apache.tools.zip.Simple8BitZipEncoding.Simple8BitChar.Simple8BitChar(byte,char)",0,1,1,"0,00%",0,1,2,8,0,n/a,1,4,0,0,0,4,2,0,"12,50%",2,1
"org.apache.tools.zip.Simple8BitZipEncoding.Simple8BitChar.compareTo(Simple8BitChar)",0,3,3,"0,00%",0,1,1,5,0,n/a,1,3,0,0,0,3,1,0,"9,38%",1,1
"org.apache.tools.zip.Simple8BitZipEncoding.Simple8BitChar.equals(Object)",0,69,68,"25,00%",1,2,3,14,1,n/a,1,8,0,0,1,8,1,0,"25,00%",4,3
"org.apache.tools.zip.Simple8BitZipEncoding.Simple8BitChar.hashCode()",0,15,13,"0,00%",0,1,1,1,0,n/a,1,4,0,0,0,4,0,0,"12,50%",1,1
"org.apache.tools.zip.Simple8BitZipEncoding.Simple8BitChar.toString()",2,81,72,"0,00%",0,1,1,15,0,n/a,1,5,0,0,0,5,0,0,"15,62%",1,1
"org.apache.tools.zip.Simple8BitZipEncoding.Simple8BitZipEncoding(char[])",6,2,2,"11,11%",1,1,8,40,0,n/a,2,15,1,1,1,11,1,0,"7,50%",9,2
"org.apache.tools.zip.Simple8BitZipEncoding.canEncode(String)",3,15,9,"28,57%",2,3,5,19,1,n/a,2,13,1,1,2,9,1,0,"6,50%",7,3
"org.apache.tools.zip.Simple8BitZipEncoding.canEncodeChar(char)",1,1,1,"25,00%",1,2,3,15,1,n/a,1,11,0,0,1,7,1,0,"5,50%",4,3
"org.apache.tools.zip.Simple8BitZipEncoding.decode(byte[])",2,10,9,"16,67%",1,1,5,22,0,n/a,2,11,1,1,1,7,1,0,"5,50%",6,2
"org.apache.tools.zip.Simple8BitZipEncoding.decodeByte(byte)",0,1,1,"33,33%",1,2,2,11,1,n/a,1,14,0,0,1,6,1,0,"7,00%",3,2
"org.apache.tools.zip.Simple8BitZipEncoding.encode(String)",13,18,11,"25,00%",3,1,9,65,1,n/a,4,20,1,1,2,16,1,0,"10,00%",12,4
"org.apache.tools.zip.Simple8BitZipEncoding.encodeHighChar(char)",4,2,2,"31,25%",5,5,11,56,1,n/a,2,32,1,1,2,24,1,0,"16,00%",16,6
"org.apache.tools.zip.Simple8BitZipEncoding.pushEncodedChar(ByteBuffer,char)",3,1,1,"25,00%",2,3,6,27,1,n/a,2,21,0,0,1,12,2,0,"10,50%",8,4
"org.apache.tools.zip.UnicodeCommentExtraField.UnicodeCommentExtraField()",0,0,0,"0,00%",0,1,0,0,0,n/a,1,2,0,0,0,2,0,0,"4,55%",0,1
"org.apache.tools.zip.UnicodeCommentExtraField.UnicodeCommentExtraField(String,byte[])",1,0,0,"0,00%",0,1,1,4,0,n/a,1,10,0,0,0,3,2,0,"22,73%",1,1
"org.apache.tools.zip.UnicodeCommentExtraField.UnicodeCommentExtraField(String,byte[],int,int)",1,1,1,"0,00%",0,1,1,6,0,n/a,1,14,0,0,0,4,4,0,"31,82%",1,1
"org.apache.tools.zip.UnicodeCommentExtraField.getHeaderId()",0,12,10,"0,00%",0,1,1,1,0,n/a,1,4,0,0,0,3,0,0,"9,09%",1,1
"org.apache.tools.zip.UnicodePathExtraField.UnicodePathExtraField()",0,0,0,"0,00%",0,1,0,0,0,n/a,1,2,0,0,0,2,0,0,"4,76%",0,1
"org.apache.tools.zip.UnicodePathExtraField.UnicodePathExtraField(String,byte[])",1,0,0,"0,00%",0,1,1,4,0,n/a,1,10,0,0,0,3,2,0,"23,81%",1,1
"org.apache.tools.zip.UnicodePathExtraField.UnicodePathExtraField(String,byte[],int,int)",1,4,1,"0,00%",0,1,1,6,0,n/a,1,13,0,0,0,3,4,0,"30,95%",1,1
"org.apache.tools.zip.UnicodePathExtraField.getHeaderId()",0,12,10,"0,00%",0,1,1,1,0,n/a,1,4,0,0,0,3,0,0,"9,52%",1,1
"org.apache.tools.zip.UnparseableExtraFieldData.getCentralDirectoryData()",2,4,3,"0,00%",0,1,1,10,0,n/a,2,9,0,0,0,4,0,0,"10,59%",1,2
"org.apache.tools.zip.UnparseableExtraFieldData.getCentralDirectoryLength()",2,4,2,"0,00%",0,1,1,9,0,n/a,2,10,0,0,0,5,0,0,"11,76%",1,2
"org.apache.tools.zip.UnparseableExtraFieldData.getHeaderId()",0,12,10,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"9,41%",1,1
"org.apache.tools.zip.UnparseableExtraFieldData.getLocalFileDataData()",1,5,4,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,0,0,"9,41%",1,1
"org.apache.tools.zip.UnparseableExtraFieldData.getLocalFileDataLength()",1,9,3,"0,00%",0,1,1,8,0,n/a,1,8,0,0,0,3,0,0,"9,41%",1,2
"org.apache.tools.zip.UnparseableExtraFieldData.parseFromCentralDirectoryData(byte[],int,int)",2,3,3,"25,00%",1,1,3,20,1,n/a,2,15,0,0,1,8,3,0,"17,65%",4,2
"org.apache.tools.zip.UnparseableExtraFieldData.parseFromLocalFileData(byte[],int,int)",1,6,5,"0,00%",0,1,2,12,0,n/a,1,11,0,0,0,4,3,0,"12,94%",2,1
"org.apache.tools.zip.UnrecognizedExtraField.getCentralDirectoryData()",2,5,3,"33,33%",1,2,2,9,1,n/a,2,10,0,0,1,6,0,0,"8,33%",3,2
"org.apache.tools.zip.UnrecognizedExtraField.getCentralDirectoryLength()",2,5,2,"33,33%",1,2,2,8,1,n/a,1,11,0,0,1,6,0,0,"9,17%",3,2
"org.apache.tools.zip.UnrecognizedExtraField.getHeaderId()",0,13,10,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"5,83%",1,1
"org.apache.tools.zip.UnrecognizedExtraField.getLocalFileDataData()",1,6,4,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,0,0,"5,83%",1,1
"org.apache.tools.zip.UnrecognizedExtraField.getLocalFileDataLength()",1,10,3,"0,00%",0,1,1,3,0,n/a,1,7,0,0,0,3,0,0,"5,83%",1,1
"org.apache.tools.zip.UnrecognizedExtraField.parseFromCentralDirectoryData(byte[],int,int)",3,2,2,"20,00%",1,1,4,19,1,n/a,2,14,0,0,1,9,3,0,"11,67%",5,2
"org.apache.tools.zip.UnrecognizedExtraField.parseFromLocalFileData(byte[],int,int)",2,4,3,"0,00%",0,1,3,13,0,n/a,1,11,0,0,0,5,3,0,"9,17%",3,1
"org.apache.tools.zip.UnrecognizedExtraField.setCentralDirectoryData(byte[])",1,2,1,"0,00%",0,1,1,6,0,n/a,1,7,0,0,0,3,1,0,"5,83%",1,1
"org.apache.tools.zip.UnrecognizedExtraField.setHeaderId(ZipShort)",0,9,1,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"5,83%",1,1
"org.apache.tools.zip.UnrecognizedExtraField.setLocalFileDataData(byte[])",1,10,2,"0,00%",0,1,1,6,0,n/a,1,8,0,0,0,3,1,0,"6,67%",1,1
"org.apache.tools.zip.UnsupportedZipFeatureException.Feature.Feature(String)",0,3,3,"0,00%",0,1,1,4,0,n/a,1,3,0,0,0,3,1,0,"12,00%",1,1
"org.apache.tools.zip.UnsupportedZipFeatureException.Feature.toString()",0,81,72,"0,00%",0,1,1,1,0,n/a,1,4,0,0,0,4,0,0,"16,00%",1,1
"org.apache.tools.zip.UnsupportedZipFeatureException.UnsupportedZipFeatureException(Feature,ZipEntry)",2,2,2,"0,00%",0,1,3,17,0,n/a,1,12,0,0,0,7,2,0,"20,34%",3,1
"org.apache.tools.zip.UnsupportedZipFeatureException.getEntry()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,6,0,0,0,3,0,0,"10,17%",1,1
"org.apache.tools.zip.UnsupportedZipFeatureException.getFeature()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,6,0,0,0,3,0,0,"10,17%",1,1
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.Zip64ExtendedInformationExtraField()",0,1,1,"0,00%",0,1,0,0,0,n/a,1,5,0,0,0,1,0,0,"1,84%",0,1
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.Zip64ExtendedInformationExtraField(ZipEightByteInteger,ZipEightByteInteger)",1,0,0,"0,00%",0,1,1,6,0,n/a,1,12,0,0,0,4,2,0,"4,41%",1,1
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.Zip64ExtendedInformationExtraField(ZipEightByteInteger,ZipEightByteInteger,ZipEightByteInteger,ZipLong)",0,1,1,"0,00%",0,1,4,16,0,n/a,1,17,0,0,0,9,4,0,"6,25%",4,1
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.addSizes(byte[])",4,2,2,"25,00%",2,1,6,34,1,n/a,3,12,0,0,1,12,1,0,"4,41%",8,3
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.getCentralDirectoryData()",7,4,3,"22,22%",2,1,7,41,1,n/a,3,14,0,0,1,13,0,0,"5,15%",9,3
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.getCentralDirectoryLength()",1,5,3,"0,00%",0,1,1,30,0,n/a,1,7,0,0,0,6,0,0,"2,57%",1,5
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.getCompressedSize()",0,1,1,"0,00%",0,1,1,1,0,n/a,1,6,0,0,0,3,0,0,"2,21%",1,1
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.getDiskStartNumber()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,6,0,0,0,3,0,0,"2,21%",1,1
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.getHeaderId()",0,12,10,"0,00%",0,1,1,1,0,n/a,1,4,0,0,0,3,0,0,"1,47%",1,1
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.getLocalFileDataData()",2,4,3,"28,57%",2,3,5,23,2,n/a,2,12,0,0,2,11,0,0,"4,41%",7,5
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.getLocalFileDataLength()",1,8,2,"0,00%",0,1,1,7,0,n/a,1,4,0,0,0,3,0,0,"1,47%",1,2
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.getRelativeHeaderOffset()",0,1,1,"0,00%",0,1,1,1,0,n/a,1,6,0,0,0,3,0,0,"2,21%",1,1
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.getSize()",0,1,1,"0,00%",0,1,1,1,0,n/a,1,6,0,0,0,3,0,0,"2,21%",1,1
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.parseFromCentralDirectoryData(byte[],int,int)",6,3,3,"25,00%",3,1,9,58,1,n/a,2,25,0,0,1,17,3,0,"9,19%",12,4
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.parseFromLocalFileData(byte[],int,int)",5,5,4,"23,53%",4,3,13,55,1,n/a,1,29,0,0,1,24,3,0,"10,66%",17,5
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.reparseCentralDirectoryData(boolean,boolean,boolean,boolean)",5,2,2,"35,29%",6,3,11,75,2,n/a,1,48,0,0,2,39,4,0,"17,65%",17,11
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.setCompressedSize(ZipEightByteInteger)",0,4,4,"0,00%",0,1,1,4,0,n/a,1,6,0,0,0,3,1,0,"2,21%",1,1
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.setDiskStartNumber(ZipLong)",0,0,0,"0,00%",0,1,1,3,0,n/a,1,6,0,0,0,3,1,0,"2,21%",1,1
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.setRelativeHeaderOffset(ZipEightByteInteger)",0,1,1,"0,00%",0,1,1,3,0,n/a,1,6,0,0,0,3,1,0,"2,21%",1,1
"org.apache.tools.zip.Zip64ExtendedInformationExtraField.setSize(ZipEightByteInteger)",0,4,4,"0,00%",0,1,1,4,0,n/a,1,6,0,0,0,3,1,0,"2,21%",1,1
"org.apache.tools.zip.Zip64RequiredException.Zip64RequiredException(String)",1,5,5,"0,00%",0,1,1,3,0,n/a,1,3,0,0,0,3,1,0,"13,64%",1,1
"org.apache.tools.zip.Zip64RequiredException.getEntryTooBigMessage(ZipEntry)",1,2,2,"0,00%",0,1,1,5,0,n/a,1,6,0,0,0,3,1,0,"27,27%",1,1
"org.apache.tools.zip.ZipConstants.ZipConstants()",0,0,0,"0,00%",0,1,0,0,0,n/a,1,1,0,0,0,1,0,0,"3,33%",0,1
"org.apache.tools.zip.ZipEightByteInteger.ZipEightByteInteger(BigInteger)",0,1,1,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"3,89%",1,1
"org.apache.tools.zip.ZipEightByteInteger.ZipEightByteInteger(byte[])",1,0,0,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"3,89%",1,1
"org.apache.tools.zip.ZipEightByteInteger.ZipEightByteInteger(byte[],int)",1,10,10,"0,00%",0,1,1,7,0,n/a,1,8,0,0,0,3,2,0,"4,44%",1,1
"org.apache.tools.zip.ZipEightByteInteger.ZipEightByteInteger(long)",2,7,7,"0,00%",0,1,1,6,0,n/a,1,7,0,0,0,3,1,0,"3,89%",1,1
"org.apache.tools.zip.ZipEightByteInteger.equals(Object)",2,69,68,"33,33%",1,2,2,17,1,n/a,1,12,0,0,1,7,1,0,"6,67%",3,3
"org.apache.tools.zip.ZipEightByteInteger.getBytes()",1,3,3,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,0,0,"3,89%",1,1
"org.apache.tools.zip.ZipEightByteInteger.getBytes(BigInteger)",2,2,2,"7,69%",1,1,12,109,1,n/a,1,21,0,0,1,16,1,0,"11,67%",13,2
"org.apache.tools.zip.ZipEightByteInteger.getBytes(long)",2,9,9,"0,00%",0,1,1,6,0,n/a,1,8,0,0,0,3,1,0,"4,44%",1,1
"org.apache.tools.zip.ZipEightByteInteger.getLongValue()",1,3,3,"0,00%",0,1,1,3,0,n/a,1,7,0,0,0,3,0,0,"3,89%",1,1
"org.apache.tools.zip.ZipEightByteInteger.getLongValue(byte[])",1,2,2,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"4,44%",1,1
"org.apache.tools.zip.ZipEightByteInteger.getLongValue(byte[],int)",2,1,1,"0,00%",0,1,1,6,0,n/a,1,10,0,0,0,3,2,0,"5,56%",1,1
"org.apache.tools.zip.ZipEightByteInteger.getValue()",0,1,1,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"3,89%",1,1
"org.apache.tools.zip.ZipEightByteInteger.getValue(byte[])",1,0,0,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"4,44%",1,1
"org.apache.tools.zip.ZipEightByteInteger.getValue(byte[],int)",2,3,3,"0,00%",0,1,10,118,0,n/a,2,20,0,0,0,13,2,0,"11,11%",10,2
"org.apache.tools.zip.ZipEightByteInteger.hashCode()",1,15,13,"0,00%",0,1,1,3,0,n/a,1,8,0,0,0,4,0,0,"4,44%",1,1
"org.apache.tools.zip.ZipEightByteInteger.toString()",0,81,72,"0,00%",0,1,1,3,0,n/a,1,4,0,0,0,4,0,0,"2,22%",1,1
"org.apache.tools.zip.ZipEncoding.canEncode(String)",n/a,15,9,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,1,1,0,"13,79%",n/a,n/a
"org.apache.tools.zip.ZipEncoding.decode(byte[])",n/a,10,9,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,1,1,0,"10,34%",n/a,n/a
"org.apache.tools.zip.ZipEncoding.encode(String)",n/a,18,11,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,1,1,0,"39,66%",n/a,n/a
"org.apache.tools.zip.ZipEncodingHelper.SimpleEncodingHolder.SimpleEncodingHolder(char[])",0,2,2,"0,00%",0,1,1,4,0,n/a,1,10,0,0,0,3,1,0,"34,48%",1,1
"org.apache.tools.zip.ZipEncodingHelper.SimpleEncodingHolder.getEncoding()",1,1,1,"33,33%",1,1,2,12,1,n/a,1,10,0,0,1,6,0,0,"34,48%",3,2
"org.apache.tools.zip.ZipEncodingHelper.appendSurrogate(ByteBuffer,char)",6,2,2,"0,00%",0,1,6,49,0,n/a,1,15,0,0,0,8,2,0,"7,81%",6,1
"org.apache.tools.zip.ZipEncodingHelper.getZipEncoding(String)",7,11,8,"36,36%",4,4,7,26,1,n/a,2,26,0,0,1,18,1,0,"13,54%",11,5
"org.apache.tools.zip.ZipEncodingHelper.growBuffer(ByteBuffer,int)",6,3,3,"0,00%",0,1,6,28,0,n/a,1,20,0,0,0,8,2,0,"10,42%",6,2
"org.apache.tools.zip.ZipEncodingHelper.isUTF8(String)",3,3,3,"33,33%",1,1,2,18,1,n/a,3,12,0,0,1,7,1,0,"6,25%",3,3
"org.apache.tools.zip.ZipEntry.ZipEntry()",1,1,1,"0,00%",0,1,1,3,0,n/a,1,6,0,0,0,3,0,0,"0,85%",1,1
"org.apache.tools.zip.ZipEntry.ZipEntry(File,String)",8,0,0,"25,00%",1,1,3,29,1,n/a,3,18,0,0,1,8,2,0,"2,56%",4,4
"org.apache.tools.zip.ZipEntry.ZipEntry(String)",2,15,4,"0,00%",0,1,2,6,0,n/a,1,13,0,0,0,4,1,0,"1,85%",2,1
"org.apache.tools.zip.ZipEntry.ZipEntry(ZipEntry)",12,1,0,"0,00%",0,1,7,37,0,n/a,2,20,0,0,0,10,1,0,"2,85%",7,2
"org.apache.tools.zip.ZipEntry.addAsFirstExtraField(ZipExtraField)",6,3,1,"27,27%",3,1,8,53,2,n/a,4,25,0,0,2,17,1,0,"3,56%",11,5
"org.apache.tools.zip.ZipEntry.addExtraField(ZipExtraField)",6,8,3,"30,00%",3,1,7,44,3,n/a,4,27,0,0,3,18,1,0,"3,85%",10,4
