Martin packaging metrics,Qua, 13 dez 2017 16:17:31 BRST
Package,A,Ca,Ce,D,I
"","0,00",37,26,"0,59","0,50"
"completion","0,00",15,6,"0,71","0,23"
"csidekick","0,00",2,1,"0,67","0,33"
"csidekick.node","0,00",10,9,"0,53","0,47"
"csidekick.parser","0,00",0,0,"0,00","1,00"
"csidekick.parser.cpp","0,00",2,3,"0,40","0,60"
"options","0,00",3,4,"0,43","0,67"
"parser","0,10",10,19,"0,24","0,75"

