Martin packaging metrics,Qua, 13 dez 2017 14:43:48 BRST
Package,A,Ca,Ce,D,I
"org.eclipse.jdt.core","0,76",407,110,"0,03","0,21"
"org.eclipse.jdt.core.compiler","0,60",99,12,"0,29","0,11"
"org.eclipse.jdt.core.compiler.batch","0,00",0,2,"0,00","1,00"
"org.eclipse.jdt.core.dom","0,15",622,296,"0,52","0,32"
"org.eclipse.jdt.core.dom.rewrite","0,29",13,16,"0,16","0,64"
"org.eclipse.jdt.core.eval","1,00",7,3,"0,30","0,30"
"org.eclipse.jdt.core.formatter","0,20",16,10,"0,42","0,40"
"org.eclipse.jdt.core.index","0,00",2,2,"0,50","0,67"
"org.eclipse.jdt.core.jdom","0,83",23,14,"0,21","0,38"
"org.eclipse.jdt.core.search","0,43",77,64,"0,11","0,44"
"org.eclipse.jdt.core.util","0,89",88,49,"0,25","0,36"
"org.eclipse.jdt.internal.codeassist","0,29",34,123,"0,08","0,80"
"org.eclipse.jdt.internal.codeassist.complete","0,04",89,153,"0,33","0,63"
"org.eclipse.jdt.internal.codeassist.impl","0,21",30,48,"0,17","0,62"
"org.eclipse.jdt.internal.codeassist.select","0,00",33,90,"0,27","0,73"
"org.eclipse.jdt.internal.compiler","0,29",135,93,"0,31","0,42"
"org.eclipse.jdt.internal.compiler.ast","0,16",975,760,"0,41","0,44"
"org.eclipse.jdt.internal.compiler.batch","0,21",24,55,"0,09","0,72"
"org.eclipse.jdt.internal.compiler.classfmt","0,21",84,86,"0,29","0,45"
"org.eclipse.jdt.internal.compiler.codegen","0,15",64,50,"0,41","0,45"
"org.eclipse.jdt.internal.compiler.env","0,75",182,22,"0,14","0,11"
"org.eclipse.jdt.internal.compiler.flow","0,13",35,54,"0,26","0,61"
"org.eclipse.jdt.internal.compiler.impl","0,20",87,38,"0,50","0,30"
"org.eclipse.jdt.internal.compiler.lookup","0,18",542,294,"0,47","0,34"
"org.eclipse.jdt.internal.compiler.parser","0,20",170,95,"0,44","0,36"
"org.eclipse.jdt.internal.compiler.parser.diagnose","0,00",10,16,"0,38","0,79"
"org.eclipse.jdt.internal.compiler.problem","0,10",85,39,"0,59","0,31"
"org.eclipse.jdt.internal.compiler.util","0,08",108,19,"0,77","0,15"
"org.eclipse.jdt.internal.core","0,11",418,670,"0,27","0,62"
"org.eclipse.jdt.internal.core.builder","0,12",35,88,"0,16","0,72"
"org.eclipse.jdt.internal.core.dom","0,00",3,3,"0,50","0,50"
"org.eclipse.jdt.internal.core.dom.rewrite","0,15",52,67,"0,29","0,55"
"org.eclipse.jdt.internal.core.dom.rewrite.imports","0,16",42,46,"0,32","0,58"
"org.eclipse.jdt.internal.core.eval","0,00",3,19,"0,14","0,86"
"org.eclipse.jdt.internal.core.hierarchy","0,10",14,60,"0,09","0,82"
"org.eclipse.jdt.internal.core.index","0,12",21,20,"0,39","0,50"
"org.eclipse.jdt.internal.core.jdom","0,20",18,65,"0,02","0,78"
"org.eclipse.jdt.internal.core.search","0,26",46,95,"0,06","0,67"
"org.eclipse.jdt.internal.core.search.indexing","0,18",30,108,"0,04","0,78"
"org.eclipse.jdt.internal.core.search.matching","0,05",90,319,"0,17","0,78"
"org.eclipse.jdt.internal.core.search.processing","1,00",9,2,"0,18","0,18"
"org.eclipse.jdt.internal.core.util","0,08",144,195,"0,34","0,59"
"org.eclipse.jdt.internal.eval","0,11",33,145,"0,07","0,82"
"org.eclipse.jdt.internal.formatter","0,09",23,34,"0,31","0,65"
"org.eclipse.jdt.internal.formatter.linewrap","0,00",10,23,"0,30","0,74"
"org.eclipse.jdt.internal.formatter.old","0,00",1,5,"0,17","0,83"

