Complexity metrics,Seg, 11 dez 2017 18:53:32 BRST
Method,ev(G),iv(G),v(G)
"org.apache.nutch.webui.client.impl.RemoteCommandsBatchFactory.createCommands(Crawl)",1,2,2
"org.apache.nutch.webui.client.impl.RemoteCommandsBatchFactory.createFetchCommand()",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandsBatchFactory.createGenerateCommand()",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandsBatchFactory.createIndexCommand()",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandsBatchFactory.createParseCommand()",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandsBatchFactory.createUpdateDbCommand()",1,1,1
"org.apache.nutch.webui.client.impl.RemoteCommandsBatchFactory.inject()",1,1,1
"org.apache.nutch.webui.client.model.Crawl.getCrawlId()",1,1,1
"org.apache.nutch.webui.client.model.Crawl.getCrawlName()",1,1,1
"org.apache.nutch.webui.client.model.Crawl.getId()",1,1,1
"org.apache.nutch.webui.client.model.Crawl.getNumberOfRounds()",1,1,1
"org.apache.nutch.webui.client.model.Crawl.getProgress()",1,1,1
"org.apache.nutch.webui.client.model.Crawl.getSeedDirectory()",1,1,1
"org.apache.nutch.webui.client.model.Crawl.getSeedList()",1,1,1
"org.apache.nutch.webui.client.model.Crawl.getStatus()",1,1,1
"org.apache.nutch.webui.client.model.Crawl.setCrawlId(String)",1,1,1
"org.apache.nutch.webui.client.model.Crawl.setCrawlName(String)",1,1,1
"org.apache.nutch.webui.client.model.Crawl.setId(Long)",1,1,1
"org.apache.nutch.webui.client.model.Crawl.setNumberOfRounds(Integer)",1,1,1
"org.apache.nutch.webui.client.model.Crawl.setProgress(int)",1,1,1
"org.apache.nutch.webui.client.model.Crawl.setSeedDirectory(String)",1,1,1
"org.apache.nutch.webui.client.model.Crawl.setSeedList(SeedList)",1,1,1
"org.apache.nutch.webui.client.model.Crawl.setStatus(CrawlStatus)",1,1,1
"org.apache.nutch.webui.client.model.JobConfig.getArgs()",1,1,1
"org.apache.nutch.webui.client.model.JobConfig.getConfId()",1,1,1
"org.apache.nutch.webui.client.model.JobConfig.getCrawlId()",1,1,1
"org.apache.nutch.webui.client.model.JobConfig.getJobClassName()",1,1,1
"org.apache.nutch.webui.client.model.JobConfig.getType()",1,1,1
"org.apache.nutch.webui.client.model.JobConfig.setArgs(Map<String, Object>)",1,1,1
"org.apache.nutch.webui.client.model.JobConfig.setArgument(String,String)",1,1,1
"org.apache.nutch.webui.client.model.JobConfig.setConfId(String)",1,1,1
"org.apache.nutch.webui.client.model.JobConfig.setCrawlId(String)",1,1,1
"org.apache.nutch.webui.client.model.JobConfig.setJobClassName(String)",1,1,1
"org.apache.nutch.webui.client.model.JobConfig.setType(JobType)",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.getArgs()",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.getConfId()",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.getCrawlId()",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.getId()",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.getMsg()",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.getResult()",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.getState()",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.getType()",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.setArgs(Map<String, Object>)",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.setConfId(String)",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.setCrawlId(String)",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.setId(String)",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.setMsg(String)",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.setResult(Map<String, Object>)",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.setState(State)",1,1,1
"org.apache.nutch.webui.client.model.JobInfo.setType(String)",1,1,1
"org.apache.nutch.webui.client.model.NutchStatus.getConfiguration()",1,1,1
"org.apache.nutch.webui.client.model.NutchStatus.getJobs()",1,1,1
"org.apache.nutch.webui.client.model.NutchStatus.getRunningJobs()",1,1,1
"org.apache.nutch.webui.client.model.NutchStatus.getStartDate()",1,1,1
"org.apache.nutch.webui.client.model.NutchStatus.setConfiguration(Set<String>)",1,1,1
"org.apache.nutch.webui.client.model.NutchStatus.setJobs(Collection<JobInfo>)",1,1,1
"org.apache.nutch.webui.client.model.NutchStatus.setRunningJobs(Collection<JobInfo>)",1,1,1
"org.apache.nutch.webui.client.model.NutchStatus.setStartDate(Date)",1,1,1
"org.apache.nutch.webui.config.CustomDaoFactory.CustomDaoFactory(ConnectionSource)",1,1,1
"org.apache.nutch.webui.config.CustomDaoFactory.createDao(Class<T>)",1,1,2
"org.apache.nutch.webui.config.CustomDaoFactory.getCreatedDaos()",1,1,1
"org.apache.nutch.webui.config.CustomDaoFactory.register(Dao<T, ID>)",1,1,1
"org.apache.nutch.webui.config.CustomTableCreator.CustomTableCreator(ConnectionSource,List<Dao<?, ?>>)",1,1,1
"org.apache.nutch.webui.config.CustomTableCreator.createTableForDao(Dao<?, ?>)",1,1,1
"org.apache.nutch.webui.config.CustomTableCreator.createTableIfNotExists(DatabaseTableConfig<?>)",1,1,2
"org.apache.nutch.webui.config.CustomTableCreator.getConfigFromClass(Class<?>)",1,1,2
"org.apache.nutch.webui.config.CustomTableCreator.getTableConfig(Dao<?, ?>)",2,3,3
"org.apache.nutch.webui.config.CustomTableCreator.initialize()",2,3,3
"org.apache.nutch.webui.config.NutchGuiConfiguration.getInstances()",1,1,1
"org.apache.nutch.webui.config.NutchGuiConfiguration.setInstances(List<NutchInstance>)",1,1,1
"org.apache.nutch.webui.config.SpringConfiguration.createCrawlDao()",1,1,1
"org.apache.nutch.webui.config.SpringConfiguration.createNutchDao()",1,1,1
"org.apache.nutch.webui.config.SpringConfiguration.createSeedListDao()",1,1,1
"org.apache.nutch.webui.config.SpringConfiguration.createSeedUrlDao()",1,1,1
"org.apache.nutch.webui.config.SpringConfiguration.createTableCreator()",1,1,1
"org.apache.nutch.webui.config.SpringConfiguration.getAsyncExecutor()",1,1,1
"org.apache.nutch.webui.config.SpringConfiguration.getConnectionSource()",1,1,1
"org.apache.nutch.webui.config.SpringConfiguration.getDaoFactory()",1,1,1
"org.apache.nutch.webui.model.NutchConfig.getName()",1,1,1
"org.apache.nutch.webui.model.NutchConfig.getValue()",1,1,1
"org.apache.nutch.webui.model.NutchConfig.setName(String)",1,1,1
"org.apache.nutch.webui.model.NutchConfig.setValue(String)",1,1,1
"org.apache.nutch.webui.model.NutchInstance.getConnectionStatus()",1,1,1
"org.apache.nutch.webui.model.NutchInstance.getHost()",1,1,1
"org.apache.nutch.webui.model.NutchInstance.getId()",1,1,1
"org.apache.nutch.webui.model.NutchInstance.getName()",1,1,1
"org.apache.nutch.webui.model.NutchInstance.getPassword()",1,1,1
"org.apache.nutch.webui.model.NutchInstance.getPort()",1,1,1
"org.apache.nutch.webui.model.NutchInstance.getUrl()",1,1,2
"org.apache.nutch.webui.model.NutchInstance.getUsername()",1,1,1
"org.apache.nutch.webui.model.NutchInstance.setConnectionStatus(ConnectionStatus)",1,1,1
"org.apache.nutch.webui.model.NutchInstance.setHost(String)",1,1,1
"org.apache.nutch.webui.model.NutchInstance.setId(Long)",1,1,1
"org.apache.nutch.webui.model.NutchInstance.setName(String)",1,1,1
"org.apache.nutch.webui.model.NutchInstance.setPassword(String)",1,1,1
"org.apache.nutch.webui.model.NutchInstance.setPort(Integer)",1,1,1
"org.apache.nutch.webui.model.NutchInstance.setUsername(String)",1,1,1
"org.apache.nutch.webui.model.SeedList.equals(Object)",7,2,7
"org.apache.nutch.webui.model.SeedList.getId()",1,1,1
"org.apache.nutch.webui.model.SeedList.getName()",1,1,1
"org.apache.nutch.webui.model.SeedList.getSeedUrls()",1,1,1
"org.apache.nutch.webui.model.SeedList.getSeedUrlsCount()",2,1,2
"org.apache.nutch.webui.model.SeedList.hashCode()",1,2,2
"org.apache.nutch.webui.model.SeedList.setId(Long)",1,1,1
"org.apache.nutch.webui.model.SeedList.setName(String)",1,1,1
"org.apache.nutch.webui.model.SeedList.setSeedUrls(Collection<SeedUrl>)",1,1,1
"org.apache.nutch.webui.model.SeedUrl.equals(Object)",7,2,7
"org.apache.nutch.webui.model.SeedUrl.getId()",1,1,1
"org.apache.nutch.webui.model.SeedUrl.getSeedList()",1,1,1
"org.apache.nutch.webui.model.SeedUrl.getUrl()",1,1,1
"org.apache.nutch.webui.model.SeedUrl.hashCode()",1,2,2
"org.apache.nutch.webui.model.SeedUrl.setId(Long)",1,1,1
"org.apache.nutch.webui.model.SeedUrl.setSeedList(SeedList)",1,1,1
"org.apache.nutch.webui.model.SeedUrl.setUrl(String)",1,1,1
"org.apache.nutch.webui.pages.AbstractBasePage.AbstractBasePage()",1,3,3
"org.apache.nutch.webui.pages.AbstractBasePage.InstanceModel.getFirstInstance()",1,1,1
"org.apache.nutch.webui.pages.AbstractBasePage.InstanceModel.load()",2,2,2
"org.apache.nutch.webui.pages.AbstractBasePage.InstanceModel.setObject(NutchInstance)",1,1,1
"org.apache.nutch.webui.pages.AbstractBasePage.addInstancesMenuMenu()",1,2,2
"org.apache.nutch.webui.pages.AbstractBasePage.addMenuItem(Class<P>,String,IconType)",1,1,1
"org.apache.nutch.webui.pages.AbstractBasePage.addUserMenu()",1,1,1
"org.apache.nutch.webui.pages.AbstractBasePage.getCurrentInstance()",1,1,1
"org.apache.nutch.webui.pages.DashboardPage.DashboardPage()",1,1,1
"org.apache.nutch.webui.pages.DashboardPage.JobsModel.load()",1,1,1
"org.apache.nutch.webui.pages.assets.NutchUiCssReference.NutchUiCssReference()",1,1,1
"org.apache.nutch.webui.pages.assets.NutchUiCssReference.instance()",1,1,1
"org.apache.nutch.webui.pages.components.ColorEnumLabel.ColorEnumLabel(String,IModel<E>,Map<E, LabelType>)",1,1,1
"org.apache.nutch.webui.pages.components.ColorEnumLabel.EnumCssModel.EnumCssModel(IModel<E>)",1,1,1
"org.apache.nutch.webui.pages.components.ColorEnumLabel.EnumCssModel.getObject()",2,1,2
"org.apache.nutch.webui.pages.components.ColorEnumLabel.getBuilder(String)",1,1,1
"org.apache.nutch.webui.pages.components.ColorEnumLabel.onInitialize()",1,1,1
"org.apache.nutch.webui.pages.components.ColorEnumLabelBuilder.ColorEnumLabelBuilder(String)",1,1,1
"org.apache.nutch.webui.pages.components.ColorEnumLabelBuilder.build()",1,1,1
"org.apache.nutch.webui.pages.components.ColorEnumLabelBuilder.withEnumColor(E,LabelType)",1,1,1
"org.apache.nutch.webui.pages.components.ColorEnumLabelBuilder.withModel(IModel<E>)",1,1,1
"org.apache.nutch.webui.pages.components.CpmIteratorAdapter.CpmIteratorAdapter(Iterable<T>)",1,1,1
"org.apache.nutch.webui.pages.components.CpmIteratorAdapter.model(T)",1,1,1
"org.apache.nutch.webui.pages.crawls.CrawlPanel.CrawlPanel(String)",1,1,1
"org.apache.nutch.webui.pages.crawls.CrawlPanel.getNumbersOfRounds()",1,2,2
"org.apache.nutch.webui.pages.crawls.CrawlPanel.setModel(IModel<Crawl>)",1,1,1
"org.apache.nutch.webui.pages.crawls.CrawlsPage.CrawlsPage()",1,1,1
"org.apache.nutch.webui.pages.crawls.CrawlsPage.createNewCrawl()",1,1,1
"org.apache.nutch.webui.pages.crawls.CrawlsPage.createStatusLabel()",1,1,1
"org.apache.nutch.webui.pages.crawls.CrawlsPage.editCrawl(AjaxRequestTarget,IModel<Crawl>)",1,1,1
"org.apache.nutch.webui.pages.crawls.CrawlsPage.populateCrawlRow(Item<Crawl>)",1,1,1
"org.apache.nutch.webui.pages.instances.InstancePanel.InstancePanel(String)",1,1,1
"org.apache.nutch.webui.pages.instances.InstancePanel.setModel(IModel<NutchInstance>)",1,1,1
"org.apache.nutch.webui.pages.instances.InstancesPage.InstancesPage()",1,1,1
"org.apache.nutch.webui.pages.instances.InstancesPage.addInstanceButton()",1,1,1
"org.apache.nutch.webui.pages.instances.InstancesPage.createStatusLabel()",1,1,1
"org.apache.nutch.webui.pages.instances.InstancesPage.populateInstanceRow(Item<NutchInstance>)",1,1,1
"org.apache.nutch.webui.pages.instances.InstancesPage.refreshingView()",1,1,1
"org.apache.nutch.webui.pages.menu.VerticalMenu.VerticalMenu(String)",1,1,1
"org.apache.nutch.webui.pages.seed.SeedListsPage.SeedListsPage()",1,1,1
"org.apache.nutch.webui.pages.seed.SeedPage.SeedPage()",1,1,1
"org.apache.nutch.webui.pages.seed.SeedPage.SeedPage(PageParameters)",1,1,1
"org.apache.nutch.webui.pages.seed.SeedPage.addBaseForm()",1,1,1
"org.apache.nutch.webui.pages.seed.SeedPage.addSeedUrl()",1,1,1
"org.apache.nutch.webui.pages.seed.SeedPage.addSeedUrlsList()",1,1,1
"org.apache.nutch.webui.pages.seed.SeedPage.addUrlForm()",1,1,1
"org.apache.nutch.webui.pages.seed.SeedPage.deleteSeedUrl(SeedUrl)",1,1,1
"org.apache.nutch.webui.pages.seed.SeedPage.initPage(IModel<SeedList>)",1,1,1
"org.apache.nutch.webui.pages.settings.SettingsPage.SettingsPage()",1,1,1
"org.apache.nutch.webui.pages.settings.SettingsPage.convertNutchConfig(Map<String, String>)",1,2,2
"org.apache.nutch.webui.service.impl.CrawlServiceImpl.commandExecuted(Crawl,RemoteCommand,int)",1,1,1
"org.apache.nutch.webui.service.impl.CrawlServiceImpl.crawlingFinished(Crawl)",1,1,1
"org.apache.nutch.webui.service.impl.CrawlServiceImpl.crawlingStarted(Crawl)",1,1,1
"org.apache.nutch.webui.service.impl.CrawlServiceImpl.deleteCrawl(Long)",1,1,2
"org.apache.nutch.webui.service.impl.CrawlServiceImpl.getCrawls()",1,1,2
"org.apache.nutch.webui.service.impl.CrawlServiceImpl.onCrawlError(Crawl,String)",1,1,1
"org.apache.nutch.webui.service.impl.CrawlServiceImpl.saveCrawl(Crawl)",1,1,2
"org.apache.nutch.webui.service.impl.CrawlServiceImpl.startCrawl(Long,NutchInstance)",1,3,3
"org.apache.nutch.webui.service.impl.NutchInstanceServiceImpl.getInstance(Long)",1,1,2
"org.apache.nutch.webui.service.impl.NutchInstanceServiceImpl.getInstances()",1,1,2
"org.apache.nutch.webui.service.impl.NutchInstanceServiceImpl.removeInstance(Long)",1,1,2
"org.apache.nutch.webui.service.impl.NutchInstanceServiceImpl.saveInstance(NutchInstance)",1,1,2
"org.apache.nutch.webui.service.impl.NutchServiceImpl.getConnectionStatus(Long)",3,2,4
"org.apache.nutch.webui.service.impl.NutchServiceImpl.getNutchConfig(Long)",1,2,2
"org.apache.nutch.webui.service.impl.NutchServiceImpl.getNutchStatus(Long)",1,1,1
"org.apache.nutch.webui.service.impl.SeedListServiceImpl.delete(Long)",1,1,2
"org.apache.nutch.webui.service.impl.SeedListServiceImpl.findAll()",1,1,2
"org.apache.nutch.webui.service.impl.SeedListServiceImpl.getSeedList(Long)",1,1,2
"org.apache.nutch.webui.service.impl.SeedListServiceImpl.save(SeedList)",1,1,2

Class,OCavg,WMC
"org.apache.nutch.crawl.AbstractFetchSchedule","1,70",17
"org.apache.nutch.crawl.AdaptiveFetchSchedule","7,00",21
"org.apache.nutch.crawl.CrawlDatum","2,27",84
"org.apache.nutch.crawl.CrawlDatum.Comparator","6,00",12
"org.apache.nutch.crawl.CrawlDb","3,80",38
"org.apache.nutch.crawl.CrawlDbFilter","3,00",9
"org.apache.nutch.crawl.CrawlDbMerger","2,33",14
"org.apache.nutch.crawl.CrawlDbMerger.Merger","3,00",9
"org.apache.nutch.crawl.CrawlDbReader","6,67",80
"org.apache.nutch.crawl.CrawlDbReader.CrawlDatumCsvOutputFormat","1,00",1
"org.apache.nutch.crawl.CrawlDbReader.CrawlDatumCsvOutputFormat.LineRecordWriter","2,00",6
"org.apache.nutch.crawl.CrawlDbReader.CrawlDbDumpMapper","4,00",12
"org.apache.nutch.crawl.CrawlDbReader.CrawlDbStatCombiner","2,25",9
"org.apache.nutch.crawl.CrawlDbReader.CrawlDbStatMapper","1,33",4
"org.apache.nutch.crawl.CrawlDbReader.CrawlDbStatReducer","5,00",15
"org.apache.nutch.crawl.CrawlDbReader.CrawlDbTopNMapper","1,33",4
"org.apache.nutch.crawl.CrawlDbReader.CrawlDbTopNReducer","1,33",4
"org.apache.nutch.crawl.CrawlDbReducer","19,33",58
"org.apache.nutch.crawl.DeduplicationJob","2,33",7
"org.apache.nutch.crawl.DeduplicationJob.DBFilter","1,67",5
"org.apache.nutch.crawl.DeduplicationJob.DedupReducer","3,00",12
"org.apache.nutch.crawl.DeduplicationJob.StatusUpdateReducer","2,00",6
"org.apache.nutch.crawl.DefaultFetchSchedule","2,00",2
"org.apache.nutch.crawl.FetchScheduleFactory","1,50",3
"org.apache.nutch.crawl.Generator","4,10",41
"org.apache.nutch.crawl.Generator.CrawlDbUpdater","2,33",7
"org.apache.nutch.crawl.Generator.DecreasingFloatComparator","1,00",1
"org.apache.nutch.crawl.Generator.GeneratorOutputFormat","1,00",1
"org.apache.nutch.crawl.Generator.HashComparator","2,25",9
"org.apache.nutch.crawl.Generator.PartitionReducer","2,00",2
"org.apache.nutch.crawl.Generator.Selector","6,00",30
"org.apache.nutch.crawl.Generator.SelectorEntry","1,00",4
"org.apache.nutch.crawl.Generator.SelectorInverseMapper","1,00",1
"org.apache.nutch.crawl.Injector","2,67",16
"org.apache.nutch.crawl.Injector.InjectMapper","5,33",16
"org.apache.nutch.crawl.Injector.InjectReducer","3,67",11
"org.apache.nutch.crawl.Inlink","1,09",12
"org.apache.nutch.crawl.InlinkPriorityQueue","1,00",2
"org.apache.nutch.crawl.Inlinks","1,78",16
"org.apache.nutch.crawl.LinkDb","4,14",58
"org.apache.nutch.crawl.LinkDbFilter","4,33",13
"org.apache.nutch.crawl.LinkDbMerger","1,89",17
"org.apache.nutch.crawl.LinkDbReader","2,44",22
"org.apache.nutch.crawl.LinkDbReader.LinkDBDumpMapper","2,00",6
"org.apache.nutch.crawl.MD5Signature","2,00",2
"org.apache.nutch.crawl.MapWritable","2,84",71
"org.apache.nutch.crawl.MapWritable.ClassIdEntry","1,00",1
"org.apache.nutch.crawl.MapWritable.KeyValueEntry","1,25",5
"org.apache.nutch.crawl.MimeAdaptiveFetchSchedule","4,25",17
"org.apache.nutch.crawl.MimeAdaptiveFetchSchedule.AdaptiveRate","1,00",1
"org.apache.nutch.crawl.NutchWritable","1,00",3
"org.apache.nutch.crawl.Signature","1,00",2
"org.apache.nutch.crawl.SignatureComparator","4,00",12
"org.apache.nutch.crawl.SignatureFactory","2,00",4
"org.apache.nutch.crawl.TextMD5Signature","2,00",2
"org.apache.nutch.crawl.TextProfileSignature","11,50",23
"org.apache.nutch.crawl.TextProfileSignature.Token","1,00",2
"org.apache.nutch.crawl.TextProfileSignature.TokenComparator","1,00",1
"org.apache.nutch.crawl.URLPartitioner","2,00",6
"org.apache.nutch.fetcher.FetchItem","1,50",12
"org.apache.nutch.fetcher.FetchItemQueue","1,75",21
"org.apache.nutch.fetcher.FetchItemQueues","2,38",31
"org.apache.nutch.fetcher.FetchNode","1,00",10
"org.apache.nutch.fetcher.FetchNodeDb","1,25",5
"org.apache.nutch.fetcher.Fetcher","4,07",61
"org.apache.nutch.fetcher.Fetcher.InputFormat","2,00",2
"org.apache.nutch.fetcher.FetcherOutputFormat","3,50",14
"org.apache.nutch.fetcher.FetcherThread","7,08",85
"org.apache.nutch.fetcher.QueueFeeder","2,67",8
"org.apache.nutch.indexer.CleaningJob","1,40",7
"org.apache.nutch.indexer.CleaningJob.DBFilter","1,33",4
"org.apache.nutch.indexer.CleaningJob.DeleterReducer","1,67",5
"org.apache.nutch.indexer.IndexWriters","2,50",20
"org.apache.nutch.indexer.IndexerMapReduce","6,43",45
"org.apache.nutch.indexer.IndexerOutputFormat","1,67",5
"org.apache.nutch.indexer.IndexingException","1,00",4
"org.apache.nutch.indexer.IndexingFilters","2,00",4
"org.apache.nutch.indexer.IndexingFiltersChecker","7,67",23
"org.apache.nutch.indexer.IndexingJob","4,08",49
"org.apache.nutch.indexer.NutchDocument","1,54",20
"org.apache.nutch.indexer.NutchField","2,25",27
"org.apache.nutch.indexer.NutchIndexAction","1,00",3
"org.apache.nutch.metadata.MetaWrapper","1,10",11
"org.apache.nutch.metadata.Metadata","2,19",35
"org.apache.nutch.metadata.SpellCheckedMetadata","2,29",16
"org.apache.nutch.net.URLFilterChecker","4,00",16
"org.apache.nutch.net.URLFilterException","1,00",4
"org.apache.nutch.net.URLFilters","2,00",4
"org.apache.nutch.net.URLNormalizerChecker","3,50",14
"org.apache.nutch.net.URLNormalizers","5,40",27
"org.apache.nutch.net.protocols.HttpDateFormat","1,00",6
"org.apache.nutch.net.protocols.ProtocolException","1,00",4
"org.apache.nutch.parse.HTMLMetaTags","1,11",20
"org.apache.nutch.parse.HtmlParseFilters","2,00",4
"org.apache.nutch.parse.Outlink","1,54",20
"org.apache.nutch.parse.OutlinkExtractor","3,50",7
"org.apache.nutch.parse.ParseCallable","1,00",2
"org.apache.nutch.parse.ParseData","1,61",29
"org.apache.nutch.parse.ParseException","1,00",4
"org.apache.nutch.parse.ParseImpl","1,00",11
"org.apache.nutch.parse.ParseOutputFormat","5,83",35
"org.apache.nutch.parse.ParseOutputFormat.SimpleEntry","1,00",4
"org.apache.nutch.parse.ParsePluginList","1,00",6
"org.apache.nutch.parse.ParsePluginsReader","4,83",29
"org.apache.nutch.parse.ParseResult","1,36",15
"org.apache.nutch.parse.ParseSegment","3,08",37
"org.apache.nutch.parse.ParseStatus","1,80",45
"org.apache.nutch.parse.ParseStatus.EmptyParseImpl","1,00",4
"org.apache.nutch.parse.ParseText","1,56",14
"org.apache.nutch.parse.ParseUtil","3,75",15
"org.apache.nutch.parse.ParserChecker","6,00",30
"org.apache.nutch.parse.ParserFactory","4,18",46
"org.apache.nutch.parse.ParserNotFound","1,00",5
"org.apache.nutch.plugin.CircularDependencyException","1,00",2
"org.apache.nutch.plugin.Extension","1,08",13
"org.apache.nutch.plugin.ExtensionPoint","1,00",9
"org.apache.nutch.plugin.MissingDependencyException","1,00",2
"org.apache.nutch.plugin.Plugin","1,00",6
"org.apache.nutch.plugin.PluginClassLoader","3,67",11
"org.apache.nutch.plugin.PluginDescriptor","1,26",34
"org.apache.nutch.plugin.PluginManifestParser","3,70",37
"org.apache.nutch.plugin.PluginRepository","3,50",63
"org.apache.nutch.plugin.PluginRuntimeException","1,00",2
"org.apache.nutch.protocol.Content","1,78",32
"org.apache.nutch.protocol.ProtocolException","1,00",4
"org.apache.nutch.protocol.ProtocolFactory","3,00",12
"org.apache.nutch.protocol.ProtocolNotFound","1,00",3
"org.apache.nutch.protocol.ProtocolOutput","1,00",6
"org.apache.nutch.protocol.ProtocolStatus","1,77",46
"org.apache.nutch.protocol.RobotRulesParser","2,67",24
"org.apache.nutch.protocol.RobotRulesParser.TestRobotRulesParser","1,50",3
"org.apache.nutch.scoring.AbstractScoringFilter","1,00",10
"org.apache.nutch.scoring.ScoringFilterException","1,00",4
"org.apache.nutch.scoring.ScoringFilters","1,89",17
"org.apache.nutch.scoring.webgraph.LinkDatum","1,18",20
"org.apache.nutch.scoring.webgraph.LinkDumper","1,67",5
"org.apache.nutch.scoring.webgraph.LinkDumper.Inverter","3,00",12
"org.apache.nutch.scoring.webgraph.LinkDumper.LinkNode","1,00",8
"org.apache.nutch.scoring.webgraph.LinkDumper.LinkNodes","1,67",10
"org.apache.nutch.scoring.webgraph.LinkDumper.Merger","1,67",5
"org.apache.nutch.scoring.webgraph.LinkDumper.Reader","3,00",3
"org.apache.nutch.scoring.webgraph.LinkRank","1,70",17
"org.apache.nutch.scoring.webgraph.LinkRank.Analyzer","2,00",8
"org.apache.nutch.scoring.webgraph.LinkRank.Counter","1,25",5
"org.apache.nutch.scoring.webgraph.LinkRank.Initializer","1,00",3
"org.apache.nutch.scoring.webgraph.LinkRank.Inverter","3,25",13
"org.apache.nutch.scoring.webgraph.LoopReader","1,50",6
"org.apache.nutch.scoring.webgraph.Loops","2,00",6
"org.apache.nutch.scoring.webgraph.Loops.Finalizer","1,33",8
"org.apache.nutch.scoring.webgraph.Loops.Initializer","2,00",12
"org.apache.nutch.scoring.webgraph.Loops.LoopSet","1,67",10
"org.apache.nutch.scoring.webgraph.Loops.Looper","2,83",17
"org.apache.nutch.scoring.webgraph.Loops.Route","1,00",9
"org.apache.nutch.scoring.webgraph.Node","1,08",14
"org.apache.nutch.scoring.webgraph.NodeDumper","5,00",15
"org.apache.nutch.scoring.webgraph.NodeDumper.AggrType",n/a,0
"org.apache.nutch.scoring.webgraph.NodeDumper.DumpType",n/a,0
"org.apache.nutch.scoring.webgraph.NodeDumper.Dumper","2,50",10
"org.apache.nutch.scoring.webgraph.NodeDumper.NameType",n/a,0
"org.apache.nutch.scoring.webgraph.NodeDumper.Sorter","2,00",8
"org.apache.nutch.scoring.webgraph.NodeReader","1,25",5
"org.apache.nutch.scoring.webgraph.ScoreUpdater","2,00",14
"org.apache.nutch.scoring.webgraph.WebGraph","7,33",22
"org.apache.nutch.scoring.webgraph.WebGraph.InlinkDb","1,00",3
"org.apache.nutch.scoring.webgraph.WebGraph.NodeDb","2,00",6
"org.apache.nutch.scoring.webgraph.WebGraph.OutlinkDb","3,67",33
"org.apache.nutch.segment.ContentAsTextInputFormat","1,00",2
"org.apache.nutch.segment.ContentAsTextInputFormat.ContentAsTextRecordReader","1,14",8
"org.apache.nutch.segment.SegmentChecker","4,00",12
"org.apache.nutch.segment.SegmentMergeFilters","4,00",8
"org.apache.nutch.segment.SegmentMerger","8,20",82
"org.apache.nutch.segment.SegmentMerger.ObjectInputFormat","1,00",4
"org.apache.nutch.segment.SegmentMerger.SegmentOutputFormat","4,40",22
"org.apache.nutch.segment.SegmentPart","1,67",10
"org.apache.nutch.segment.SegmentReader","5,10",107
"org.apache.nutch.segment.SegmentReader.InputCompatMapper","2,00",2
"org.apache.nutch.segment.SegmentReader.SegmentReaderStats",n/a,0
"org.apache.nutch.segment.SegmentReader.TextOutputFormat","1,33",4
"org.apache.nutch.service.JobManager.JobType",n/a,0
"org.apache.nutch.service.NutchServer","1,24",21
"org.apache.nutch.service.impl.ConfManagerImpl","2,11",19
"org.apache.nutch.service.impl.JobFactory","1,33",4
"org.apache.nutch.service.impl.JobManagerImpl","1,62",13
"org.apache.nutch.service.impl.JobWorker","1,43",10
"org.apache.nutch.service.impl.LinkReader","2,00",10
"org.apache.nutch.service.impl.NodeReader","2,00",10
"org.apache.nutch.service.impl.NutchServerPoolExecutor","1,60",16
"org.apache.nutch.service.impl.SequenceReader","2,25",9
"org.apache.nutch.service.model.request.DbQuery","1,00",8
"org.apache.nutch.service.model.request.JobConfig","1,00",10
"org.apache.nutch.service.model.request.NutchConfig","1,00",6
"org.apache.nutch.service.model.request.ReaderConfig","1,00",2
"org.apache.nutch.service.model.request.SeedList","1,89",17
"org.apache.nutch.service.model.request.SeedUrl","1,70",17
"org.apache.nutch.service.model.response.FetchNodeDbInfo","1,11",10
"org.apache.nutch.service.model.response.FetchNodeDbInfo.ChildNode","1,00",5
"org.apache.nutch.service.model.response.JobInfo","1,00",17
"org.apache.nutch.service.model.response.JobInfo.State",n/a,0
"org.apache.nutch.service.model.response.NutchServerInfo","1,00",8
"org.apache.nutch.service.resources.AbstractResource","1,00",2
"org.apache.nutch.service.resources.AdminResource","1,25",5
"org.apache.nutch.service.resources.ConfigResource","1,17",7
"org.apache.nutch.service.resources.DbResource","2,17",13
"org.apache.nutch.service.resources.JobResource","1,20",6
"org.apache.nutch.service.resources.ReaderResouce","1,50",9
"org.apache.nutch.service.resources.SeedResource","1,60",8
