Complexity metrics,Qua, 13 dez 2017 16:37:32 BRST
Method,ev(G),iv(G),v(G)
"net.sourceforge.jvlt.io.DictXMLWriter.DictXMLWriter(Dict,OutputStream,int)",1,2,2
"net.sourceforge.jvlt.io.DictXMLWriter.setAddReverse(boolean)",1,1,1
"net.sourceforge.jvlt.io.DictXMLWriter.setClearStats(boolean)",1,1,1
"net.sourceforge.jvlt.io.DictXMLWriter.write()",1,3,3
"net.sourceforge.jvlt.io.DictXMLWriter.writeDict(OutputStream)",1,8,8
"net.sourceforge.jvlt.io.DictXMLWriter.writeStats(OutputStream)",1,3,3
"net.sourceforge.jvlt.io.EntryAttributeSchemaReader.copyAttributes(EntryClass)",1,3,3
"net.sourceforge.jvlt.io.EntryAttributeSchemaReader.readChoiceAttribute(XPath,Element,String)",1,6,7
"net.sourceforge.jvlt.io.EntryAttributeSchemaReader.readSchema(String)",3,10,11
"net.sourceforge.jvlt.io.SAXDictReader.NonCloseableZipInputStream.NonCloseableZipInputStream(InputStream)",1,1,1
"net.sourceforge.jvlt.io.SAXDictReader.NonCloseableZipInputStream.close()",1,1,1
"net.sourceforge.jvlt.io.SAXDictReader.NonCloseableZipInputStream.doClose()",1,1,1
"net.sourceforge.jvlt.io.SAXDictReader.SAXDictReader()",1,1,1
"net.sourceforge.jvlt.io.SAXDictReader.SAXDictReader(String)",1,1,1
"net.sourceforge.jvlt.io.SAXDictReader.read(InputStream)",5,5,5
"net.sourceforge.jvlt.io.SAXDictReader.readDict(InputStream)",1,2,2
"net.sourceforge.jvlt.io.SAXDictReader.readStats(InputStream)",1,2,2
"net.sourceforge.jvlt.io.SAXDictReader.readXML(InputStream,DefaultHandler)",4,6,6
"net.sourceforge.jvlt.io.StatsHandler.StatsHandler(Dict)",1,1,1
"net.sourceforge.jvlt.io.StatsHandler.StatsHandler(Dict,String)",1,1,1
"net.sourceforge.jvlt.io.StatsHandler.startElement(String,String,String,Attributes)",9,11,12
"net.sourceforge.jvlt.io.StatsHandler.stringToDate(String)",2,4,4
"net.sourceforge.jvlt.io.VersionException.VersionException(String)",1,1,1
"net.sourceforge.jvlt.io.VersionException.getVersion()",1,1,1
"net.sourceforge.jvlt.io.XMLFormatter.XMLFormatter()",1,1,1
"net.sourceforge.jvlt.io.XMLFormatter.getXMLForEntry(Document,Entry)",4,16,17
"net.sourceforge.jvlt.io.XMLFormatter.getXMLForEntryInfo(Document,Entry)",1,4,4
"net.sourceforge.jvlt.io.XMLFormatter.getXMLForExample(Document,Example)",1,5,5
"net.sourceforge.jvlt.io.XMLFormatter.getXMLForSenseReverse(Document,Sense)",1,1,1
"net.sourceforge.jvlt.io.XMLFormatter.printXML(Document,OutputStream)",1,2,2
"net.sourceforge.jvlt.io.XMLFormatter.setNoIndentTags(String[])",1,1,1
"net.sourceforge.jvlt.io.XMLWriter.XMLWriter(OutputStream)",1,1,1
"net.sourceforge.jvlt.io.XMLWriter.setNoIndentTags(String[])",1,1,1
"net.sourceforge.jvlt.io.XMLWriter.write(Document)",1,1,1
"net.sourceforge.jvlt.io.XMLWriter.write(Element)",4,13,14
"net.sourceforge.jvlt.metadata.ArrayAttribute.ArrayAttribute(String,Class<? extends Object>)",1,1,1
"net.sourceforge.jvlt.metadata.ArrayAttribute.getFormattedValue(Object)",1,4,5
"net.sourceforge.jvlt.metadata.ArrayAttribute.getXMLElement(Document,Object)",1,2,2
"net.sourceforge.jvlt.metadata.ArrayAttribute.setDelimiter(String)",1,1,1
"net.sourceforge.jvlt.metadata.ArrayAttribute.setEnableNumbering(boolean)",1,1,1
"net.sourceforge.jvlt.metadata.ArrayChoiceAttribute.ArrayChoiceAttribute(String,Class<? extends Object>)",1,1,1
"net.sourceforge.jvlt.metadata.ArrayChoiceAttribute.addValues(Object[])",1,1,1
"net.sourceforge.jvlt.metadata.ArrayChoiceAttribute.getValues()",1,1,1
"net.sourceforge.jvlt.metadata.ArrayChoiceAttribute.setValues(Object[])",1,1,1
"net.sourceforge.jvlt.metadata.AttributeComparator.AttributeComparator(ItemContainer)",1,1,1
"net.sourceforge.jvlt.metadata.AttributeComparator.compare(Object,Object)",3,3,5
"net.sourceforge.jvlt.metadata.BooleanAttribute.BooleanAttribute(String,Class<? extends Object>)",1,1,1
"net.sourceforge.jvlt.metadata.BooleanAttribute.getFormattedValue(Object)",1,2,2
"net.sourceforge.jvlt.metadata.CalendarAttribute.CalendarAttribute(String,Class<? extends Object>)",1,1,1
"net.sourceforge.jvlt.metadata.CalendarAttribute.getFormattedValue(Object)",2,1,2
"net.sourceforge.jvlt.metadata.CustomArrayAttribute.CustomArrayAttribute(String)",1,1,1
"net.sourceforge.jvlt.metadata.CustomArrayAttribute.getFormattedValue(Object)",2,3,4
"net.sourceforge.jvlt.metadata.CustomAttribute.CustomAttribute(String)",1,1,1
"net.sourceforge.jvlt.metadata.CustomAttribute.getValue(Object)",3,1,3
"net.sourceforge.jvlt.metadata.CustomAttribute.getXMLElement(Document,Object)",1,1,1
"net.sourceforge.jvlt.metadata.CustomChoiceAttribute.CustomChoiceAttribute(String)",1,1,1
"net.sourceforge.jvlt.metadata.CustomChoiceAttribute.addValues(Object[])",1,1,1
"net.sourceforge.jvlt.metadata.CustomChoiceAttribute.getFormattedValue(Object)",1,1,1
"net.sourceforge.jvlt.metadata.CustomChoiceAttribute.getValues()",1,1,1
"net.sourceforge.jvlt.metadata.CustomChoiceAttribute.setValues(Object[])",1,1,1
"net.sourceforge.jvlt.metadata.CustomFieldsAttribute.CustomFieldsAttribute()",1,1,1
"net.sourceforge.jvlt.metadata.CustomFieldsAttribute.getFormattedValue(Object)",1,3,3
"net.sourceforge.jvlt.metadata.CustomFieldsAttribute.getXMLElement(Document,Object)",1,2,2
"net.sourceforge.jvlt.metadata.DefaultAttribute.DefaultAttribute(String,Class<? extends Object>)",1,1,1
"net.sourceforge.jvlt.metadata.DefaultAttribute.compareTo(DefaultAttribute)",1,1,1
"net.sourceforge.jvlt.metadata.DefaultAttribute.equals(Object)",3,1,3
"net.sourceforge.jvlt.metadata.DefaultAttribute.getFormattedValue(Object)",2,1,2
"net.sourceforge.jvlt.metadata.DefaultAttribute.getName()",1,1,1
"net.sourceforge.jvlt.metadata.DefaultAttribute.getType()",1,1,1
"net.sourceforge.jvlt.metadata.DefaultAttribute.getValue(Object)",1,1,1
"net.sourceforge.jvlt.metadata.DefaultAttribute.getValue(Object,String)",1,2,2
"net.sourceforge.jvlt.metadata.DefaultAttribute.getXMLElement(Document,Object)",1,1,1
"net.sourceforge.jvlt.metadata.DefaultAttribute.hashCode()",1,1,1
"net.sourceforge.jvlt.metadata.DefaultAttribute.toString()",1,1,1
"net.sourceforge.jvlt.metadata.DefaultChoiceAttribute.DefaultChoiceAttribute(String,Class<? extends Object>)",1,1,1
"net.sourceforge.jvlt.metadata.DefaultChoiceAttribute.addValues(Object[])",1,1,1
"net.sourceforge.jvlt.metadata.DefaultChoiceAttribute.getValues()",1,1,1
"net.sourceforge.jvlt.metadata.DefaultChoiceAttribute.setValues(Object[])",1,1,1
"net.sourceforge.jvlt.metadata.DefaultQuizzableAttribute.DefaultQuizzableAttribute(Attribute)",1,1,1
"net.sourceforge.jvlt.metadata.DefaultQuizzableAttribute.getFormattedValue(Object)",1,1,1
"net.sourceforge.jvlt.metadata.DefaultQuizzableAttribute.getName()",1,1,1
"net.sourceforge.jvlt.metadata.DefaultQuizzableAttribute.getType()",1,1,1
"net.sourceforge.jvlt.metadata.DefaultQuizzableAttribute.getValue(Object)",1,1,1
"net.sourceforge.jvlt.metadata.DefaultQuizzableAttribute.getXMLElement(Document,Object)",1,1,1
"net.sourceforge.jvlt.metadata.DefaultQuizzableAttribute.matches(Object,String,boolean)",1,3,3
"net.sourceforge.jvlt.metadata.EntryMetaData.EntryClassAttribute.EntryClassAttribute()",1,1,1
"net.sourceforge.jvlt.metadata.EntryMetaData.EntryClassAttribute.getFormattedValue(Object)",2,1,2
"net.sourceforge.jvlt.metadata.EntryMetaData.EntryMetaData()",1,1,1
"net.sourceforge.jvlt.metadata.EntryMetaData.SensesAttribute.SensesAttribute()",1,1,1
"net.sourceforge.jvlt.metadata.EntryMetaData.SensesAttribute.getXMLElement(Document,Object)",1,2,2
"net.sourceforge.jvlt.metadata.EntryMetaData.UserFlagsAttribute.UserFlagsAttribute()",1,1,1
"net.sourceforge.jvlt.metadata.EntryMetaData.UserFlagsAttribute.getFormattedValue(Object)",1,4,4
"net.sourceforge.jvlt.metadata.EntryMetaData.getAttributeSchema()",1,1,1
"net.sourceforge.jvlt.metadata.EntryMetaData.setAttributeSchema(EntryAttributeSchema)",2,6,7
"net.sourceforge.jvlt.metadata.ExampleMetaData.ExampleMetaData()",1,1,1
"net.sourceforge.jvlt.metadata.ExampleMetaData.TextAttribute.TextAttribute()",1,1,1
"net.sourceforge.jvlt.metadata.ExampleMetaData.TextAttribute.getXMLElement(Document,Object)",1,3,3
"net.sourceforge.jvlt.metadata.ExampleMetaData.TranslationAttribute.TranslationAttribute()",1,1,1
"net.sourceforge.jvlt.metadata.ExampleMetaData.TranslationAttribute.getXMLElement(Document,Object)",1,3,3
"net.sourceforge.jvlt.metadata.MetaData.MetaData(Class<? extends Object>)",1,1,1
"net.sourceforge.jvlt.metadata.MetaData.addAttribute(Attribute)",1,2,2
"net.sourceforge.jvlt.metadata.MetaData.getAttribute(String)",1,1,1
"net.sourceforge.jvlt.metadata.MetaData.getAttributeNames()",1,1,1
"net.sourceforge.jvlt.metadata.MetaData.getAttributes()",1,1,1
"net.sourceforge.jvlt.metadata.MetaData.getType()",1,1,1
"net.sourceforge.jvlt.metadata.MetaData.init()",1,17,18
"net.sourceforge.jvlt.metadata.MetaData.removeAttribute(String)",1,1,1
"net.sourceforge.jvlt.metadata.NumberAttribute.NumberAttribute(String,Class<? extends Object>)",1,1,1
"net.sourceforge.jvlt.metadata.NumberAttribute.getFormattedValue(Object)",1,2,2
"net.sourceforge.jvlt.metadata.QuizEntryMetaData.QuizEntryMetaData()",1,1,1
"net.sourceforge.jvlt.metadata.QuizEntryMetaData.getAttribute(String)",3,3,3
"net.sourceforge.jvlt.metadata.QuizEntryMetaData.getAttributes()",1,2,2
"net.sourceforge.jvlt.metadata.QuizzableSensesAttribute.matches(Object,String,boolean)",3,4,5
"net.sourceforge.jvlt.metadata.SenseMetaData.SenseMetaData()",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.AbstractModel()",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.addModelResetEventListener(ModelResetEventListener)",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.addUndoableActionListener(UndoableActionListener)",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.executeAction(UndoableAction)",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.fireEvent(Object)",1,5,5
"net.sourceforge.jvlt.model.AbstractModel.getFirstRedoableAction()",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.getFirstUndoableAction()",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.getNumRedoableActions()",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.getNumUndoableActions()",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.isDataModified()",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.redo()",2,1,2
"net.sourceforge.jvlt.model.AbstractModel.removeModelResetEventListener(ModelResetEventListener)",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.removeUndoableActionListener(UndoableActionListener)",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.reset()",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.resetActionCounter()",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.setDict(Dict)",1,1,1
"net.sourceforge.jvlt.model.AbstractModel.undo()",2,1,2
"net.sourceforge.jvlt.model.DictModel.DictModel()",1,1,1
"net.sourceforge.jvlt.model.DictModel.addDictUpdateListener(DictUpdateListener)",1,1,1
"net.sourceforge.jvlt.model.DictModel.addEntries(Collection<Entry>)",1,3,3
"net.sourceforge.jvlt.model.DictModel.addExamples(Collection<Example>)",1,2,2
"net.sourceforge.jvlt.model.DictModel.execute(UndoableAction)",9,18,18
"net.sourceforge.jvlt.model.DictModel.fireDictUpdateEvent(DictUpdateEvent)",1,6,6
"net.sourceforge.jvlt.model.DictModel.getMetaData(Class<? extends Object>)",4,3,4
"net.sourceforge.jvlt.model.DictModel.removeDictUpdateListener(DictUpdateListener)",1,1,1
"net.sourceforge.jvlt.model.DictModel.removeEntries(Collection<Entry>)",1,2,2
"net.sourceforge.jvlt.model.DictModel.removeExamples(Collection<Example>)",1,2,2
"net.sourceforge.jvlt.model.DictModel.setDict(Dict)",1,3,3
"net.sourceforge.jvlt.model.DictModel.setLanguage(String,String)",1,6,8
"net.sourceforge.jvlt.model.DictModel.undo(UndoableAction)",8,18,18
"net.sourceforge.jvlt.model.DictModel.updateAttributes(Collection<Entry>,boolean)",1,6,6
"net.sourceforge.jvlt.model.JVLTModel.JVLTModel()",1,1,1
"net.sourceforge.jvlt.model.JVLTModel.actionPerformed(UndoableActionEvent)",1,4,4
"net.sourceforge.jvlt.model.JVLTModel.getDict()",1,1,1
"net.sourceforge.jvlt.model.JVLTModel.getDictFileName()",1,1,1
"net.sourceforge.jvlt.model.JVLTModel.getDictModel()",1,1,1
"net.sourceforge.jvlt.model.JVLTModel.getFirstRedoableAction()",1,1,1
"net.sourceforge.jvlt.model.JVLTModel.getFirstUndoableAction()",1,1,1
"net.sourceforge.jvlt.model.JVLTModel.getNumRedoableActions()",1,1,1
"net.sourceforge.jvlt.model.JVLTModel.getNumUndoableActions()",1,1,1
"net.sourceforge.jvlt.model.JVLTModel.getQueryModel()",1,1,1
"net.sourceforge.jvlt.model.JVLTModel.isDataModified()",1,2,2
"net.sourceforge.jvlt.model.JVLTModel.load(String)",1,1,1
"net.sourceforge.jvlt.model.JVLTModel.load(String,String)",3,1,3
"net.sourceforge.jvlt.model.JVLTModel.modelResetted(ModelResetEvent)",1,5,5
"net.sourceforge.jvlt.model.JVLTModel.newDict()",1,1,1
"net.sourceforge.jvlt.model.JVLTModel.redo()",1,3,3
"net.sourceforge.jvlt.model.JVLTModel.save()",1,3,3
"net.sourceforge.jvlt.model.JVLTModel.save(String)",8,6,10
"net.sourceforge.jvlt.model.JVLTModel.setDictFileName(String)",1,1,1
"net.sourceforge.jvlt.model.JVLTModel.undo()",1,3,3
"net.sourceforge.jvlt.model.ModelException.ModelException(String)",1,1,1
"net.sourceforge.jvlt.model.QueryModel.QueryModel()",1,1,1
"net.sourceforge.jvlt.model.QueryModel.addDictUpdateListener(DictUpdateListener)",1,1,1
"net.sourceforge.jvlt.model.QueryModel.execute(UndoableAction)",1,2,2
"net.sourceforge.jvlt.model.QueryModel.fireDictUpdateEvent(DictUpdateEvent)",1,2,2
"net.sourceforge.jvlt.model.QueryModel.getQuizEntryMetaData()",1,1,1
"net.sourceforge.jvlt.model.QueryModel.performStatsUpdateAction(StatsUpdateAction,boolean)",1,4,4
"net.sourceforge.jvlt.model.QueryModel.removeDictUpdateListener(DictUpdateListener)",1,1,1
"net.sourceforge.jvlt.model.QueryModel.undo(UndoableAction)",1,2,2
"net.sourceforge.jvlt.multimedia.AudioFile.AudioFile()",1,1,1
"net.sourceforge.jvlt.multimedia.AudioFile.AudioFile(String)",1,1,1
"net.sourceforge.jvlt.multimedia.AudioFile.play()",2,4,4
"net.sourceforge.jvlt.multimedia.CustomMultimediaFile.CustomMultimediaFile(String)",1,1,1
"net.sourceforge.jvlt.multimedia.CustomMultimediaFile.CustomMultimediaFile(String,int)",1,1,1
"net.sourceforge.jvlt.multimedia.CustomMultimediaFile.CustomMultimediaFile(int)",1,1,1
"net.sourceforge.jvlt.multimedia.CustomMultimediaFile.getCommand()",1,1,1
"net.sourceforge.jvlt.multimedia.CustomMultimediaFile.getCommandArray(String)",1,2,3
"net.sourceforge.jvlt.multimedia.CustomMultimediaFile.play()",3,4,5
"net.sourceforge.jvlt.multimedia.CustomMultimediaFile.setCommand(String)",1,1,1
"net.sourceforge.jvlt.multimedia.CustomMultimediaFile.setType(int)",1,1,1
"net.sourceforge.jvlt.multimedia.ImageFile.ImageFile()",1,1,1
"net.sourceforge.jvlt.multimedia.ImageFile.ImageFile(String)",1,1,1
"net.sourceforge.jvlt.multimedia.ImageFile.isImageTooLarge(ImageIcon,Rectangle)",1,2,2
"net.sourceforge.jvlt.multimedia.ImageFile.show(Frame)",3,3,4
"net.sourceforge.jvlt.multimedia.MultimediaFile.MultimediaFile(String)",1,1,1
"net.sourceforge.jvlt.multimedia.MultimediaFile.MultimediaFile(String,int)",1,1,1
"net.sourceforge.jvlt.multimedia.MultimediaFile.getFile()",1,4,5
"net.sourceforge.jvlt.multimedia.MultimediaFile.getFileName()",1,1,1
"net.sourceforge.jvlt.multimedia.MultimediaFile.getType()",1,1,1
"net.sourceforge.jvlt.multimedia.MultimediaFile.getTypeString()",1,1,1
"net.sourceforge.jvlt.multimedia.MultimediaFile.getTypeString(int)",3,3,3
"net.sourceforge.jvlt.multimedia.MultimediaFile.setFileName(String)",1,1,1
"net.sourceforge.jvlt.multimedia.MultimediaUtils.getMultimediaFileForName(String)",7,6,8
"net.sourceforge.jvlt.multimedia.MultimediaUtils.playAudioFile(MultimediaFile)",1,3,3
"net.sourceforge.jvlt.multimedia.MultimediaUtils.playAudioFiles(Entry)",1,2,2
"net.sourceforge.jvlt.os.MacOSController.MacAdapter.handleAbout(ApplicationEvent)",1,1,1
"net.sourceforge.jvlt.os.MacOSController.MacAdapter.handlePreferences(ApplicationEvent)",1,1,1
"net.sourceforge.jvlt.os.MacOSController.MacAdapter.handleQuit(ApplicationEvent)",1,2,2
"net.sourceforge.jvlt.os.MacOSController.MacOSController()",1,1,1
"net.sourceforge.jvlt.os.MacOSController.setMainView(JVLTUI)",1,1,1
"net.sourceforge.jvlt.query.BitmaskQueryItem.BitmaskQueryItem()",1,1,1
"net.sourceforge.jvlt.query.BitmaskQueryItem.BitmaskQueryItem(String,int,Object)",1,1,1
"net.sourceforge.jvlt.query.BitmaskQueryItem.objectMatches(Object)",4,2,4
"net.sourceforge.jvlt.query.BooleanQueryItem.BooleanQueryItem()",1,1,1
"net.sourceforge.jvlt.query.BooleanQueryItem.BooleanQueryItem(String,int,Object)",1,1,1
"net.sourceforge.jvlt.query.BooleanQueryItem.objectMatches(Object)",5,2,7
"net.sourceforge.jvlt.query.CalendarQueryItem.CalendarQueryItem()",1,1,1
"net.sourceforge.jvlt.query.CalendarQueryItem.CalendarQueryItem(String,int,Object)",1,1,1
"net.sourceforge.jvlt.query.CalendarQueryItem.compare(Calendar,Calendar)",3,1,3
"net.sourceforge.jvlt.query.CalendarQueryItem.objectMatches(Object)",5,4,7
"net.sourceforge.jvlt.query.ChoiceObjectArrayQueryItem.ChoiceObjectArrayQueryItem()",1,1,1
"net.sourceforge.jvlt.query.ChoiceObjectArrayQueryItem.ChoiceObjectArrayQueryItem(String,int,Object)",1,1,1
"net.sourceforge.jvlt.query.ChoiceObjectArrayQueryItem.objectMatches(Object)",10,7,13
"net.sourceforge.jvlt.query.ChoiceQueryItem.ChoiceQueryItem()",1,1,1
"net.sourceforge.jvlt.query.ChoiceQueryItem.ChoiceQueryItem(String,int,Object)",1,1,1
"net.sourceforge.jvlt.query.ChoiceQueryItem.objectMatches(Object)",12,14,14
"net.sourceforge.jvlt.query.ContainerQueryItem.ContainerQueryItem()",1,1,1
"net.sourceforge.jvlt.query.ContainerQueryItem.ContainerQueryItem(String,int)",1,1,1
"net.sourceforge.jvlt.query.ContainerQueryItem.addItem(ObjectQueryItem)",1,1,1
"net.sourceforge.jvlt.query.ContainerQueryItem.objectMatches(Object)",4,5,6
"net.sourceforge.jvlt.query.EntryClassQueryItem.EntryClassQueryItem()",1,1,1
"net.sourceforge.jvlt.query.EntryClassQueryItem.EntryClassQueryItem(String,int,Object)",1,1,1
"net.sourceforge.jvlt.query.EntryClassQueryItem.objectMatches(Object)",3,7,7
"net.sourceforge.jvlt.query.EntryFilter.EntryFilter()",1,1,1
"net.sourceforge.jvlt.query.EntryFilter.EntryFilter(ObjectQuery)",1,1,1
"net.sourceforge.jvlt.query.EntryFilter.entryMatches(Entry)",1,1,1
"net.sourceforge.jvlt.query.EntryFilter.getMatchingEntries(Collection<Entry>)",1,3,3
"net.sourceforge.jvlt.query.EntryFilter.getQuery()",1,1,1
"net.sourceforge.jvlt.query.EntryFilter.setQuery(ObjectQuery)",1,1,1
"net.sourceforge.jvlt.query.NumberQueryItem.NumberQueryItem()",1,1,1
"net.sourceforge.jvlt.query.NumberQueryItem.NumberQueryItem(String,int,Object)",1,1,1
"net.sourceforge.jvlt.query.NumberQueryItem.objectMatches(Object)",4,1,4
"net.sourceforge.jvlt.query.ObjectArrayQueryItem.ObjectArrayQueryItem()",1,1,1
"net.sourceforge.jvlt.query.ObjectArrayQueryItem.ObjectArrayQueryItem(String,int,Object)",1,1,1
"net.sourceforge.jvlt.query.ObjectArrayQueryItem.getMatchCase()",1,1,1
"net.sourceforge.jvlt.query.ObjectArrayQueryItem.objectMatches(Object)",9,6,10
"net.sourceforge.jvlt.query.ObjectArrayQueryItem.setMatchCase(boolean)",1,1,1
"net.sourceforge.jvlt.query.ObjectQuery.ObjectQuery()",1,1,1
"net.sourceforge.jvlt.query.ObjectQuery.ObjectQuery(Class<? extends Object>)",1,1,1
"net.sourceforge.jvlt.query.ObjectQuery.ObjectQuery(Class<? extends Object>,int)",1,1,1
"net.sourceforge.jvlt.query.ObjectQuery.addItem(ObjectQueryItem)",1,1,1
"net.sourceforge.jvlt.query.ObjectQuery.getItems()",1,1,1
"net.sourceforge.jvlt.query.ObjectQuery.getName()",1,1,1
"net.sourceforge.jvlt.query.ObjectQuery.getObjectClass()",1,1,1
"net.sourceforge.jvlt.query.ObjectQuery.getType()",1,1,1
"net.sourceforge.jvlt.query.ObjectQuery.isValid()",3,1,3
"net.sourceforge.jvlt.query.ObjectQuery.objectMatches(Object)",5,5,7
"net.sourceforge.jvlt.query.ObjectQuery.setItems(ObjectQueryItem[])",1,1,1
"net.sourceforge.jvlt.query.ObjectQuery.setName(String)",1,1,1
"net.sourceforge.jvlt.query.ObjectQuery.setObjectClass(Class<? extends Object>)",1,2,2
"net.sourceforge.jvlt.query.ObjectQuery.setType(int)",1,1,1
"net.sourceforge.jvlt.query.ObjectQueryItem.ObjectQueryItem()",1,1,1
"net.sourceforge.jvlt.query.ObjectQueryItem.ObjectQueryItem(String,int,Object)",1,1,1
"net.sourceforge.jvlt.query.ObjectQueryItem.getName()",1,1,1
"net.sourceforge.jvlt.query.ObjectQueryItem.getType()",1,1,1
"net.sourceforge.jvlt.query.ObjectQueryItem.getTypeFields()",1,6,6
"net.sourceforge.jvlt.query.ObjectQueryItem.getTypeNames()",1,2,2
"net.sourceforge.jvlt.query.ObjectQueryItem.getTypes()",1,3,3
"net.sourceforge.jvlt.query.ObjectQueryItem.getValue()",1,1,1
"net.sourceforge.jvlt.query.ObjectQueryItem.setName(String)",1,1,1
"net.sourceforge.jvlt.query.ObjectQueryItem.setType(int)",1,1,1
"net.sourceforge.jvlt.query.ObjectQueryItem.setValue(Object)",1,1,1
"net.sourceforge.jvlt.query.SenseArrayQueryItem.SenseArrayQueryItem()",1,1,1
"net.sourceforge.jvlt.query.SenseArrayQueryItem.SenseArrayQueryItem(int,Object)",1,1,1
"net.sourceforge.jvlt.query.SenseArrayQueryItem.getMatchCase()",1,1,1
"net.sourceforge.jvlt.query.SenseArrayQueryItem.objectMatches(Object)",6,9,14
"net.sourceforge.jvlt.query.SenseArrayQueryItem.setMatchCase(boolean)",1,1,1
"net.sourceforge.jvlt.query.SimpleEntryFilter.SimpleEntryFilter()",1,1,1
"net.sourceforge.jvlt.query.SimpleEntryFilter.getFilterString()",1,1,1
"net.sourceforge.jvlt.query.SimpleEntryFilter.setFilterString(String)",1,1,1
"net.sourceforge.jvlt.query.SimpleEntryFilter.setMatchCase(boolean)",1,1,1
"net.sourceforge.jvlt.query.StringPairQueryItem.StringPairQueryItem()",1,1,1
"net.sourceforge.jvlt.query.StringPairQueryItem.StringPairQueryItem(String,int,Object)",1,1,1
"net.sourceforge.jvlt.query.StringPairQueryItem.getMatchCase()",1,1,1
"net.sourceforge.jvlt.query.StringPairQueryItem.objectMatches(Object)",12,8,13
"net.sourceforge.jvlt.query.StringPairQueryItem.setMatchCase(boolean)",1,1,1
"net.sourceforge.jvlt.query.StringQueryItem.StringQueryItem()",1,1,1
"net.sourceforge.jvlt.query.StringQueryItem.StringQueryItem(String,int,Object)",1,1,1
"net.sourceforge.jvlt.query.StringQueryItem.getMatchCase()",1,1,1
"net.sourceforge.jvlt.query.StringQueryItem.objectMatches(Object)",4,5,8
"net.sourceforge.jvlt.query.StringQueryItem.setMatchCase(boolean)",1,1,1
"net.sourceforge.jvlt.quiz.QueryResult.QueryResult(Entry,boolean)",1,1,1
"net.sourceforge.jvlt.quiz.QueryResult.QueryResult(Entry,boolean,String)",1,1,1
"net.sourceforge.jvlt.quiz.QueryResult.getAnswer()",1,1,1
"net.sourceforge.jvlt.quiz.QueryResult.getEntry()",1,1,1
"net.sourceforge.jvlt.quiz.QueryResult.isKnown()",1,1,1
"net.sourceforge.jvlt.quiz.QueryResult.setAnswer(String)",1,1,1
"net.sourceforge.jvlt.quiz.QuizDict.QuizDict(JVLTModel)",1,1,1
"net.sourceforge.jvlt.quiz.QuizDict.getAvailableEntryCount()",1,1,1
"net.sourceforge.jvlt.quiz.QuizDict.getCurrentEntry()",2,2,3
"net.sourceforge.jvlt.quiz.QuizDict.getCurrentEntryCount()",1,1,1
"net.sourceforge.jvlt.quiz.QuizDict.getEntryList(Collection<Entry>,EntryFilter[])",6,16,18
"net.sourceforge.jvlt.quiz.QuizDict.getKnownEntries()",1,3,3
"net.sourceforge.jvlt.quiz.QuizDict.getNotKnownEntries()",1,3,3
"net.sourceforge.jvlt.quiz.QuizDict.getQuizInfo()",1,1,1
"net.sourceforge.jvlt.quiz.QuizDict.getResult(Entry)",1,1,1
"net.sourceforge.jvlt.quiz.QuizDict.getResultCount()",1,1,1
"net.sourceforge.jvlt.quiz.QuizDict.hasNextEntry()",1,1,1
"net.sourceforge.jvlt.quiz.QuizDict.hasPreviousEntry()",1,2,2
"net.sourceforge.jvlt.quiz.QuizDict.isIgnoreBatches()",1,1,1
"net.sourceforge.jvlt.quiz.QuizDict.nextEntry()",1,1,2
"net.sourceforge.jvlt.quiz.QuizDict.previousEntry()",1,1,2
"net.sourceforge.jvlt.quiz.QuizDict.reset()",1,1,1
"net.sourceforge.jvlt.quiz.QuizDict.setIgnoreBatches(boolean)",1,1,1
"net.sourceforge.jvlt.quiz.QuizDict.setResult(Entry,QueryResult)",1,1,1
"net.sourceforge.jvlt.quiz.QuizDict.start()",1,1,1
"net.sourceforge.jvlt.quiz.QuizDict.update(Collection<Entry>,Collection<Entry>,Collection<Entry>)",1,6,8
"net.sourceforge.jvlt.quiz.QuizDict.update(EntryFilter[],QuizInfo)",1,1,1
"net.sourceforge.jvlt.quiz.QuizInfo.getDefaultQuizInfos()",1,1,1
"net.sourceforge.jvlt.quiz.QuizInfo.getLanguage()",1,1,1
"net.sourceforge.jvlt.quiz.QuizInfo.getName()",1,1,1
"net.sourceforge.jvlt.quiz.QuizInfo.getQuizzedAttributes()",1,1,1
"net.sourceforge.jvlt.quiz.QuizInfo.getShownAttributes()",1,1,1
"net.sourceforge.jvlt.quiz.QuizInfo.hashCode()",1,1,1
"net.sourceforge.jvlt.quiz.QuizInfo.setLanguage(String)",1,1,1
"net.sourceforge.jvlt.quiz.QuizInfo.setName(String)",1,1,1
