Complexity metrics,Qua, 13 dez 2017 16:37:32 BRST
Method,ev(G),iv(G),v(G)
"net.sourceforge.jvlt.ui.quiz.ResultDescriptor.init()",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultDescriptor.setKnownEntries(Entry[])",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultDescriptor.setNotKnownEntries(Entry[])",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultDescriptor.updateActions()",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultDescriptor.updateLabels()",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultDescriptor.valueChanged(ListSelectionEvent)",1,2,2
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.Model.addEntry(Entry)",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.Model.clear()",1,2,2
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.Model.getColumnClass(int)",3,2,4
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.Model.getColumnCount()",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.Model.getColumnName(int)",4,4,4
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.Model.getRowCount()",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.Model.getValueAt(int,int)",6,6,7
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.Model.isCellEditable(int,int)",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.Model.isUserFlagColumn(int)",1,2,2
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.Model.removeEntry(Entry)",1,2,2
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.Model.setValueAt(Object,int,int)",1,4,4
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.ResultEntryTable()",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.addEntry(Entry)",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.getCellRenderer(int,int)",3,3,3
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.getEntries()",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.getFlagMap()",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.getSelectedEntry()",2,2,2
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.removeEntry(Entry)",1,1,1
"net.sourceforge.jvlt.ui.quiz.ResultEntryTable.setEntries(List<Entry>)",1,2,2
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.ActionHandler.actionPerformed(ActionEvent)",1,1,1
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.StatsDescriptor(QuizModel)",1,2,2
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.actionPerformed(ActionEvent)",5,11,11
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.dictUpdated(DictUpdateEvent)",2,5,7
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.getID()",1,1,1
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.getQuizDict()",1,1,1
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.getQuizInfo()",3,2,3
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.getRowString(String,String)",1,1,1
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.getSelectedEntries()",1,1,1
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.init()",1,1,1
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.loadQuizInfoList()",1,3,3
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.update()",1,1,1
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.updateEntrySelectionDialog()",4,5,5
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.updateQuizDict()",1,1,2
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.updateQuizInfoList()",1,9,9
"net.sourceforge.jvlt.ui.quiz.StatsDescriptor.updateView()",3,12,17
"net.sourceforge.jvlt.ui.quiz.YesNoDescriptor.YesNoDescriptor(WizardModel,String)",1,1,1
"net.sourceforge.jvlt.ui.quiz.YesNoDescriptor.getState()",1,1,1
"net.sourceforge.jvlt.ui.quiz.YesNoDescriptor.init()",1,1,1
"net.sourceforge.jvlt.ui.quiz.YesNoDescriptor.setContentPanel(JComponent)",1,2,2
"net.sourceforge.jvlt.ui.quiz.YesNoDescriptor.setMessage(String)",1,1,1
"net.sourceforge.jvlt.ui.quiz.YesNoDescriptor.setState(int)",1,1,1
"net.sourceforge.jvlt.ui.quiz.YesNoDescriptor.stateChanged(StateEvent)",1,1,1
"net.sourceforge.jvlt.ui.quiz.YesNoPanel.YesNoPanel(String)",1,1,1
"net.sourceforge.jvlt.ui.quiz.YesNoPanel.addStateListener(StateListener)",1,1,1
"net.sourceforge.jvlt.ui.quiz.YesNoPanel.getState()",3,2,3
"net.sourceforge.jvlt.ui.quiz.YesNoPanel.init()",1,1,1
"net.sourceforge.jvlt.ui.quiz.YesNoPanel.itemStateChanged(ItemEvent)",1,6,6
"net.sourceforge.jvlt.ui.quiz.YesNoPanel.removeStateListener(StateListener)",1,1,1
"net.sourceforge.jvlt.ui.quiz.YesNoPanel.setMessage(String)",1,1,1
"net.sourceforge.jvlt.ui.quiz.YesNoPanel.setState(int)",1,3,3
"net.sourceforge.jvlt.ui.table.ColumnSelectionDialogData.ColumnSelectionDialogData()",1,1,1
"net.sourceforge.jvlt.ui.table.ColumnSelectionDialogData.getSelectedStrings()",1,1,1
"net.sourceforge.jvlt.ui.table.ColumnSelectionDialogData.setAvailableStrings(String[])",1,1,1
"net.sourceforge.jvlt.ui.table.ColumnSelectionDialogData.setSelectedStrings(String[])",1,1,1
"net.sourceforge.jvlt.ui.table.ColumnSelectionDialogData.updateData()",1,1,1
"net.sourceforge.jvlt.ui.table.CustomFontCellRenderer.getCustomFont()",1,1,1
"net.sourceforge.jvlt.ui.table.CustomFontCellRenderer.getTableCellRendererComponent(JTable,Object,boolean,boolean,int,int)",1,2,2
"net.sourceforge.jvlt.ui.table.CustomFontCellRenderer.setCustomFont(Font)",1,1,1
"net.sourceforge.jvlt.ui.table.PercentCellRenderer.getTableCellRendererComponent(JTable,Object,boolean,boolean,int,int)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTable.HeaderRenderer.HeaderRenderer(TableCellRenderer)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTable.HeaderRenderer.getTableCellRendererComponent(JTable,Object,boolean,boolean,int,int)",1,2,2
"net.sourceforge.jvlt.ui.table.SortableTable.MouseHandler.MouseHandler()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTable.MouseHandler.getColumn(MouseEvent)",2,1,2
"net.sourceforge.jvlt.ui.table.SortableTable.MouseHandler.getLastClickedColumn()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTable.MouseHandler.maybeShowPopup(MouseEvent)",1,5,5
"net.sourceforge.jvlt.ui.table.SortableTable.MouseHandler.mouseClicked(MouseEvent)",3,2,5
"net.sourceforge.jvlt.ui.table.SortableTable.MouseHandler.mousePressed(MouseEvent)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTable.MouseHandler.mouseReleased(MouseEvent)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTable.SortableTable(SortableTableModel<T>)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTable.actionPerformed(ActionEvent)",1,6,6
"net.sourceforge.jvlt.ui.table.SortableTable.getCellRenderer(int,int)",2,2,2
"net.sourceforge.jvlt.ui.table.SortableTable.getHeaderRendererIcon(int)",4,2,6
"net.sourceforge.jvlt.ui.table.SortableTable.getSelectedObjects()",1,2,2
"net.sourceforge.jvlt.ui.table.SortableTable.getToolTipText(MouseEvent)",5,4,5
"net.sourceforge.jvlt.ui.table.SortableTable.init()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTable.isArrowDirectionReversed()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTable.isShowTooltips()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTable.setArrowDirectionReversed(boolean)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTable.setCellRenderer(String,TableCellRenderer)",1,4,4
"net.sourceforge.jvlt.ui.table.SortableTable.setSelectedObject(T)",1,2,2
"net.sourceforge.jvlt.ui.table.SortableTable.setShowTooltips(boolean)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.Directive.Directive()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.Directive.Directive(int,SortOrder)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.Directive.getColumn()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.Directive.getDirection()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.Directive.setColumn(int)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.Directive.setDirection(SortOrder)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.Row.Row(int)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.Row.compareTo(Row)",3,7,14
"net.sourceforge.jvlt.ui.table.SortableTableModel.Row.getIndex()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.SortOrder.SortOrder(int)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.SortOrder.isSorted()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.SortOrder.toInt()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.SortOrder.valueOf(int)",3,1,3
"net.sourceforge.jvlt.ui.table.SortableTableModel.SortableTableModel(MetaData)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.addObject(T)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.addObjects(Collection<T>)",1,2,2
"net.sourceforge.jvlt.ui.table.SortableTableModel.addTableModelListener(TableModelListener)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.clear()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.clearSortingState()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.containsObject(Object)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.fireTableModelEvent(TableModelEvent)",1,2,2
"net.sourceforge.jvlt.ui.table.SortableTableModel.getColumnClass(int)",2,1,2
"net.sourceforge.jvlt.ui.table.SortableTableModel.getColumnCount()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.getColumnName(int)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.getColumnName(int,boolean)",2,2,2
"net.sourceforge.jvlt.ui.table.SortableTableModel.getColumnNames()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.getMetaData()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.getModelIndex(int)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.getModelToView()",1,3,3
"net.sourceforge.jvlt.ui.table.SortableTableModel.getObjectAt(int)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.getObjectIndex(T)",3,3,3
"net.sourceforge.jvlt.ui.table.SortableTableModel.getObjects()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.getRowCount()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.getSortingDirective()",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.getValue(int,int)",3,4,4
"net.sourceforge.jvlt.ui.table.SortableTableModel.getValueAt(int,int)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.getViewIndex(int)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.getViewToModel()",1,4,4
"net.sourceforge.jvlt.ui.table.SortableTableModel.isCellEditable(int,int)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.removeObject(T)",2,1,2
"net.sourceforge.jvlt.ui.table.SortableTableModel.removeTableModelListener(TableModelListener)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.setColumnNames(String[])",1,3,3
"net.sourceforge.jvlt.ui.table.SortableTableModel.setFormatValue(Class<? extends Attribute>,boolean)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.setObjects(Collection<T>)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.setSortingDirective(Directive)",1,2,3
"net.sourceforge.jvlt.ui.table.SortableTableModel.setValueAt(Object,int,int)",1,1,1
"net.sourceforge.jvlt.ui.table.SortableTableModel.updateObjects(T[])",4,2,4
"net.sourceforge.jvlt.ui.utils.CustomAction.CustomAction(String)",1,1,1
"net.sourceforge.jvlt.ui.utils.CustomAction.actionPerformed(ActionEvent)",1,2,2
"net.sourceforge.jvlt.ui.utils.CustomAction.addActionListener(ActionListener)",1,1,1
"net.sourceforge.jvlt.ui.utils.CustomAction.removeActionListener(ActionListener)",1,1,1
"net.sourceforge.jvlt.ui.utils.CustomAction.setActionCommand(String)",1,1,1
"net.sourceforge.jvlt.ui.utils.CustomConstraints.CustomConstraints()",1,1,1
"net.sourceforge.jvlt.ui.utils.CustomConstraints.reset()",1,1,1
"net.sourceforge.jvlt.ui.utils.CustomConstraints.update(int,int)",1,1,1
"net.sourceforge.jvlt.ui.utils.CustomConstraints.update(int,int,double,double)",1,1,1
"net.sourceforge.jvlt.ui.utils.CustomConstraints.update(int,int,double,double,int,int)",1,1,1
"net.sourceforge.jvlt.ui.utils.FontInfo.FontInfo(Font)",1,2,2
"net.sourceforge.jvlt.ui.utils.FontInfo.FontInfo(String,int,int)",1,1,1
"net.sourceforge.jvlt.ui.utils.FontInfo.getFamily()",1,1,1
"net.sourceforge.jvlt.ui.utils.FontInfo.getFont()",1,1,1
"net.sourceforge.jvlt.ui.utils.FontInfo.getSize()",1,1,1
"net.sourceforge.jvlt.ui.utils.FontInfo.getStyle()",1,1,1
"net.sourceforge.jvlt.ui.utils.GUIUtils.createAnonymousAction(ActionListener,String)",1,1,1
"net.sourceforge.jvlt.ui.utils.GUIUtils.createIconAction(ActionListener,String)",1,1,1
"net.sourceforge.jvlt.ui.utils.GUIUtils.createMenu(String)",1,2,2
"net.sourceforge.jvlt.ui.utils.GUIUtils.createScrollPane(JComponent,String)",1,2,2
"net.sourceforge.jvlt.ui.utils.GUIUtils.createTextAction(ActionListener,String)",1,3,3
"net.sourceforge.jvlt.ui.utils.GUIUtils.createTextAction(String)",1,1,1
"net.sourceforge.jvlt.ui.utils.GUIUtils.getFrameOrDialogForComponent(Component)",3,3,4
"net.sourceforge.jvlt.ui.utils.GUIUtils.getLabel(String,Component)",1,2,2
"net.sourceforge.jvlt.ui.utils.GUIUtils.getMnemonicKey(String)",2,2,2
"net.sourceforge.jvlt.ui.utils.GUIUtils.showDialog(Component,Dialog)",1,1,1
"net.sourceforge.jvlt.ui.utils.GUIUtils.showSaveDiscardCancelDialog(Frame,String)",1,1,1
"net.sourceforge.jvlt.ui.utils.LineBreaker.LineBreaker(double,double)",1,1,1
"net.sourceforge.jvlt.ui.utils.LineBreaker.Result.Result()",1,1,1
"net.sourceforge.jvlt.ui.utils.LineBreaker.Result.addRow(String,double)",1,1,1
"net.sourceforge.jvlt.ui.utils.LineBreaker.Result.getHeight()",1,1,1
"net.sourceforge.jvlt.ui.utils.LineBreaker.Result.getPositions()",1,2,2
"net.sourceforge.jvlt.ui.utils.LineBreaker.Result.getRows()",1,1,1
"net.sourceforge.jvlt.ui.utils.LineBreaker.Result.setHeight(double)",1,1,1
"net.sourceforge.jvlt.ui.utils.LineBreaker.breakLines(Graphics2D,String)",13,9,14
"net.sourceforge.jvlt.ui.utils.LineBreaker.findBreak(String,int)",3,2,3
"net.sourceforge.jvlt.ui.utils.LineBreaker.findNonWhitespace(String,int)",3,2,3
"net.sourceforge.jvlt.ui.utils.TablePrinter.TablePrinter()",1,1,1
"net.sourceforge.jvlt.ui.utils.TablePrinter.getColumnInfo(PageFormat,double,int)",1,3,6
"net.sourceforge.jvlt.ui.utils.TablePrinter.getFirstRowOnPage(Vector<Integer>,int)",2,1,2
"net.sourceforge.jvlt.ui.utils.TablePrinter.getLastRowOnPage(Vector<Integer>,int)",1,1,1
"net.sourceforge.jvlt.ui.utils.TablePrinter.getPageFormat()",1,1,1
"net.sourceforge.jvlt.ui.utils.TablePrinter.getPageNumber()",1,1,1
"net.sourceforge.jvlt.ui.utils.TablePrinter.paintPage(Graphics2D,int)",2,5,7
"net.sourceforge.jvlt.ui.utils.TablePrinter.print(Graphics,PageFormat,int)",2,3,4
"net.sourceforge.jvlt.ui.utils.TablePrinter.renderCell(Graphics2D,Rectangle2D,String,boolean)",2,3,4
"net.sourceforge.jvlt.ui.utils.TablePrinter.renderPages(Graphics2D)",7,9,11
"net.sourceforge.jvlt.ui.utils.TablePrinter.setColWidth(int,int)",1,1,1
"net.sourceforge.jvlt.ui.utils.TablePrinter.setDataModel(TableModel)",1,1,1
"net.sourceforge.jvlt.ui.utils.TablePrinter.setPageFormat(PageFormat)",1,1,1
"net.sourceforge.jvlt.ui.utils.XSLUtils.expired(String)",2,1,3
"net.sourceforge.jvlt.ui.utils.XSLUtils.filePath(String)",2,2,3
"net.sourceforge.jvlt.ui.utils.XSLUtils.fontStyle(String)",1,1,1
"net.sourceforge.jvlt.ui.utils.XSLUtils.fontStyleFamily(String)",1,2,2
"net.sourceforge.jvlt.ui.utils.XSLUtils.fontStyleSize(String)",1,2,2
"net.sourceforge.jvlt.ui.utils.XSLUtils.formatDate(String)",1,1,2
"net.sourceforge.jvlt.ui.utils.XSLUtils.i18nString(String)",1,1,1
"net.sourceforge.jvlt.ui.utils.XSLUtils.mimeType(String)",4,2,4
"net.sourceforge.jvlt.ui.utils.XSLUtils.mimeTypeImage(String)",3,2,3
"net.sourceforge.jvlt.ui.utils.XSLUtils.translate(String)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ChoiceListInputComponent.getComponent()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ChoiceListInputComponent.getInput()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ChoiceListInputComponent.reset()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ChoiceListInputComponent.setInput(Object)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.ChoiceListInputComponent.updateInputComponent()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.DateInputComponent.getComponent()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.DateInputComponent.getInput()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.DateInputComponent.reset()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.DateInputComponent.setInput(Object)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.DictEntryTree()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.TreeCellRenderer.getTreeCellRendererComponent(JTree,Object,boolean,boolean,boolean,int,boolean)",2,5,5
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.addEntry(Entry)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.addObject(Object,DefaultMutableTreeNode)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.clear()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.containsEntry(Entry)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.containsSense(Sense)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.expandAll(TreePath,boolean)",1,4,4
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.expandAll(boolean)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.getEntries()",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.getEntryNode(Entry)",3,2,3
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.getSelectedEntry()",3,1,3
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.getSelectedObject()",2,1,2
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.getSelectedSense()",3,1,3
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.getSenseNode(Sense)",4,3,4
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.removeEntry(Entry)",2,1,2
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.removeSense(Sense)",2,2,3
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.setEntries(Entry[])",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.setSelectedEntry(Entry)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.setSelectedNode(DefaultMutableTreeNode)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.setSelectedSense(Sense)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.DictEntryTree.setSenses(Sense[])",2,6,7
"net.sourceforge.jvlt.ui.vocabulary.EmptyInputComponent.getComponent()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EmptyInputComponent.getInput()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EmptyInputComponent.reset()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EmptyInputComponent.setInput(Object)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryClassInputComponent.EntryClassInputComponent()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryClassInputComponent.setSchema(EntryAttributeSchema)",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.ActionHandler.actionPerformed(ActionEvent)",1,10,10
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.BasicEntryFilter.BasicEntryFilter(ObjectQueryItem)",1,4,4
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.BasicEntryFilter.getFilterString()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.BasicEntryFilter.setFilterString(String)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.CustomFieldFilter.CustomFieldFilter()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.CustomFieldFilter.getFilterString()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.CustomFieldFilter.setFilterString(String)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.DialogHandler.dialogStateChanged(DialogEvent)",1,4,4
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.EntryFilterPanel(JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.FilterMode.FilterMode(String)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.FilterMode.toString()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.addActionListener(ActionListener)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.fireActionEvent(ActionEvent)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.getFilter()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.getFilterString()",2,2,2
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.getMode()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.loadState()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.saveState()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.setFilterString(String)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.setMode(FilterMode)",2,4,5
"net.sourceforge.jvlt.ui.vocabulary.EntryFilterPanel.updateAdvancedFilterField()",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.EntryInfoPanel.EntryInfoPanel(JVLTModel,SelectionNotifier)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryInfoPanel.dictUpdated(DictUpdateEvent)",1,9,9
"net.sourceforge.jvlt.ui.vocabulary.EntryInfoPanel.getEntry()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryInfoPanel.getMode()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryInfoPanel.hyperlinkUpdate(HyperlinkEvent)",3,8,9
"net.sourceforge.jvlt.ui.vocabulary.EntryInfoPanel.setDisplayedEntryAttributes(String[])",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.EntryInfoPanel.setDisplayedExampleAttributes(String[])",1,3,3
"net.sourceforge.jvlt.ui.vocabulary.EntryInfoPanel.setEntry(Entry)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryInfoPanel.setMode(Mode)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryInfoPanel.updateView()",2,4,4
"net.sourceforge.jvlt.ui.vocabulary.EntryList.EntryList()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryList.getEntries()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryList.getEntryString(Entry)",1,4,4
"net.sourceforge.jvlt.ui.vocabulary.EntryList.setEntries(Collection<Entry>)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.EntryPanel(JVLTModel,SelectionNotifier)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.actionPerformed(ActionEvent)",1,9,9
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.addEntry(Entry)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.addFilterListener(FilterListener<Entry>)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.applyFilter()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.dictUpdated(DictUpdateEvent)",5,15,17
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.editEntries(List<Entry>)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.fireFilterEvent(FilterEvent<Entry>)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.getTableModel()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.handleTableMouseEvent(MouseEvent)",4,3,5
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.init()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.loadState(UIConfig)",2,4,5
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.objectSelected(SelectionEvent)",3,3,4
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.removeEntries(List<Entry>)",3,3,4
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.removeFilterListener(FilterListener<Entry>)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.saveState(UIConfig)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.updateActions()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.updateEntryInfoPanel()",2,4,5
"net.sourceforge.jvlt.ui.vocabulary.EntryPanel.valueChanged(ListSelectionEvent)",1,2,2
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.ComponentReplacementHandler.componentReplaced(ComponentReplacementEvent)",3,3,3
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.DictUpdateHandler.dictUpdated(DictUpdateEvent)",1,3,4
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.EntryQueryDialog(Frame,String,JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.EntryQueryDialog(Frame,String,boolean,JVLTModel)",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.FilterMapEditorPanel.getCurrentObject()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.FilterMapEditorPanel.removeSelectedItem()",1,1,1
"net.sourceforge.jvlt.ui.vocabulary.EntryQueryDialog.FilterMapEditorPanel.selectionChanged()",1,2,2
