Dependency metrics,Qua, 13 dez 2017 15:57:07 BRST
Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.hsqldb.CachedDataRow",224,8,355,2,296
"org.hsqldb.CachedRow",224,8,355,13,296
"org.hsqldb.ClientConnection",224,20,355,3,296
"org.hsqldb.ClientConnectionHTTP",224,6,355,1,296
"org.hsqldb.Collation",224,13,355,6,296
"org.hsqldb.ColumnBase",224,2,355,17,296
"org.hsqldb.ColumnSchema",224,16,355,31,296
"org.hsqldb.Constraint",224,34,355,12,296
"org.hsqldb.ConstraintCore",224,3,355,6,296
"org.hsqldb.Database",224,35,355,66,296
"org.hsqldb.DatabaseManager",224,20,355,8,296
"org.hsqldb.DatabaseURL",224,2,355,10,296
"org.hsqldb.Error",224,5,355,129,296
"org.hsqldb.Expression",224,35,355,42,296
"org.hsqldb.ExpressionAggregate",224,13,355,2,296
"org.hsqldb.ExpressionArithmetic",224,17,355,4,296
"org.hsqldb.ExpressionColumn",224,25,355,18,296
"org.hsqldb.ExpressionLike",224,17,355,1,296
"org.hsqldb.ExpressionLogical",224,28,355,10,296
"org.hsqldb.ExpressionOp",224,18,355,4,296
"org.hsqldb.ExpressionOrderBy",224,8,355,3,296
"org.hsqldb.ExpressionValue",224,8,355,8,296
"org.hsqldb.FunctionCustom",224,27,355,2,296
"org.hsqldb.FunctionSQL",224,26,355,5,296
"org.hsqldb.FunctionSQLInvoked",224,16,355,2,296
"org.hsqldb.HsqlDateTime",224,5,355,11,296
"org.hsqldb.HsqlDateTime.Tokenizer",0,1,1,1,297
"org.hsqldb.HsqlException",224,3,355,172,296
"org.hsqldb.HsqlNameManager",224,7,355,16,296
"org.hsqldb.HsqlNameManager.HsqlName",224,9,355,61,296
"org.hsqldb.HsqlNameManager.SimpleName",0,1,15,48,297
"org.hsqldb.Library",224,1,355,3,296
"org.hsqldb.Like",224,10,355,1,296
"org.hsqldb.LobManager",224,3,355,5,296
"org.hsqldb.NumberSequence",224,14,355,23,296
"org.hsqldb.ParserBase",224,18,355,10,296
"org.hsqldb.ParserCommand",224,40,355,1,296
"org.hsqldb.ParserDDL",224,63,355,4,296
"org.hsqldb.ParserDML",224,44,355,3,296
"org.hsqldb.ParserDQL",224,59,355,7,296
"org.hsqldb.ParserDQL.CompileContext",224,17,355,16,296
"org.hsqldb.ParserRoutine",224,44,355,2,296
"org.hsqldb.QueryExpression",224,39,355,14,296
"org.hsqldb.QuerySpecification",224,54,355,10,296
"org.hsqldb.RangeVariable",224,26,355,29,296
"org.hsqldb.RangeVariable.FullRangeIterator",224,13,355,1,296
"org.hsqldb.RangeVariable.JoinedRangeIterator",224,6,355,1,296
"org.hsqldb.RangeVariable.RangeIteratorBase",224,7,355,8,296
"org.hsqldb.RangeVariable.RangeIteratorMain",224,15,355,4,296
"org.hsqldb.RangeVariableResolver",224,22,355,2,296
"org.hsqldb.Routine",224,24,355,14,296
"org.hsqldb.RoutineSchema",224,13,355,5,296
"org.hsqldb.Row",224,11,355,36,296
"org.hsqldb.RowAction",224,9,355,6,296
"org.hsqldb.RowActionBase",224,3,355,7,296
"org.hsqldb.Scanner",224,28,355,18,296
"org.hsqldb.Schema",224,17,355,2,296
"org.hsqldb.SchemaManager",224,42,355,23,296
"org.hsqldb.SchemaObjectSet",224,21,355,3,296
"org.hsqldb.Session",224,54,355,104,296
"org.hsqldb.SessionContext",224,16,355,17,296
"org.hsqldb.SessionData",224,32,355,18,296
"org.hsqldb.SessionManager",224,14,355,14,296
"org.hsqldb.SetFunction",224,14,355,1,296
"org.hsqldb.SortAndSlice",224,8,355,4,296
"org.hsqldb.SqlInvariants",224,13,355,19,296
"org.hsqldb.Statement",224,10,355,23,296
"org.hsqldb.StatementCommand",224,32,355,2,296
"org.hsqldb.StatementCompound",224,22,355,3,296
"org.hsqldb.StatementDML",224,46,355,2,296
"org.hsqldb.StatementDMQL",224,32,355,12,296
"org.hsqldb.StatementHandler",224,11,355,2,296
"org.hsqldb.StatementInsert",224,28,355,1,296
"org.hsqldb.StatementManager",224,14,355,2,296
"org.hsqldb.StatementProcedure",224,21,355,1,296
"org.hsqldb.StatementQuery",224,15,355,3,296
"org.hsqldb.StatementSchema",224,38,355,3,296
"org.hsqldb.StatementSchemaDefinition",224,23,355,1,296
"org.hsqldb.StatementSimple",224,18,355,2,296
"org.hsqldb.SubQuery",224,24,355,10,296
"org.hsqldb.Table",224,55,355,56,296
"org.hsqldb.TableBase",224,16,355,55,296
"org.hsqldb.TableDerived",224,16,355,11,296
"org.hsqldb.TableUtil",224,13,355,4,296
"org.hsqldb.TableWorks",224,33,355,4,296
"org.hsqldb.TextTable",224,22,355,5,296
"org.hsqldb.Token",224,10,355,9,296
"org.hsqldb.Tokens",0,3,12,61,297
"org.hsqldb.TransactionManager",224,37,355,7,296
"org.hsqldb.TriggerDef",224,20,355,6,296
"org.hsqldb.TriggerDef.DefaultTrigger",0,1,1,1,297
"org.hsqldb.TriggerDef.TriggerData",224,1,355,1,296
"org.hsqldb.TriggerDefSQL",224,13,355,2,296
"org.hsqldb.Types",224,6,355,47,296
"org.hsqldb.View",224,25,355,7,296
"org.hsqldb.cmdline.SqlFile",2,20,372,3,5
"org.hsqldb.cmdline.SqlFile.BadSpecial",0,1,1,1,6
"org.hsqldb.cmdline.SqlFile.BadSubst",0,0,0,1,6
"org.hsqldb.cmdline.SqlFile.BooleanBucket",0,0,0,1,6
"org.hsqldb.cmdline.SqlFile.BreakException",0,1,2,1,6
"org.hsqldb.cmdline.SqlFile.ContinueException",0,1,2,1,6
"org.hsqldb.cmdline.SqlFile.QuitNow",0,1,2,1,6
"org.hsqldb.cmdline.SqlFile.RowError",0,1,1,1,6
"org.hsqldb.cmdline.SqlFile.ToolLogger",2,1,372,3,5
"org.hsqldb.cmdline.SqlTool",0,10,376,1,1
"org.hsqldb.cmdline.SqlTool.BadCmdline",0,0,0,1,2
"org.hsqldb.cmdline.SqlTool.PrivateException",0,0,0,1,2
"org.hsqldb.cmdline.SqlTool.SqlToolException",0,0,0,2,2
"org.hsqldb.cmdline.SqlToolError",0,1,1,6,9
"org.hsqldb.cmdline.SqlToolSprayer",0,3,377,0,0
"org.hsqldb.cmdline.SqltoolRB",0,2,15,3,6
"org.hsqldb.cmdline.sqltool.SqlFileScanner",2,6,372,1,5
"org.hsqldb.cmdline.sqltool.Token",2,1,2,4,8
"org.hsqldb.cmdline.sqltool.TokenList",2,2,2,2,8
"org.hsqldb.dbinfo.DINameSpace",0,11,356,3,3
"org.hsqldb.dbinfo.DIProcedureInfo",0,10,357,1,2
"org.hsqldb.dbinfo.DITableInfo",0,12,357,2,2
"org.hsqldb.dbinfo.DITypeInfo",0,4,356,2,3
"org.hsqldb.dbinfo.DatabaseInformation",224,6,355,4,296
"org.hsqldb.dbinfo.DatabaseInformationFull",0,57,361,0,0
"org.hsqldb.dbinfo.DatabaseInformationMain",0,41,360,1,1
"org.hsqldb.index.BaseMemoryNode",224,3,355,2,296
"org.hsqldb.index.DiskNode",224,7,355,3,296
"org.hsqldb.index.Index",224,23,355,25,296
"org.hsqldb.index.Index.IndexRowIterator",224,8,355,2,296
"org.hsqldb.index.MemoryNode",224,3,355,1,296
"org.hsqldb.index.Node",224,4,355,14,296
"org.hsqldb.index.PointerNode",224,6,355,1,296
"org.hsqldb.jdbc.JDBCBlob",224,2,355,4,296
"org.hsqldb.jdbc.JDBCBlobClient",224,6,355,2,296
"org.hsqldb.jdbc.JDBCCallableStatement",224,11,355,1,296
"org.hsqldb.jdbc.JDBCClob",224,1,355,5,296
"org.hsqldb.jdbc.JDBCClobClient",224,3,355,2,296
"org.hsqldb.jdbc.JDBCColumnMetaData",0,1,1,1,297
"org.hsqldb.jdbc.JDBCConnection",224,24,355,14,296
"org.hsqldb.jdbc.JDBCDataSource",0,2,357,1,1
"org.hsqldb.jdbc.JDBCDataSourceFactory",0,1,358,0,0
"org.hsqldb.jdbc.JDBCDatabaseMetaData",224,10,355,2,296
"org.hsqldb.jdbc.JDBCDriver",0,5,356,6,16
"org.hsqldb.jdbc.JDBCNClob",224,1,355,2,296
"org.hsqldb.jdbc.JDBCParameterMetaData",224,4,355,1,296
"org.hsqldb.jdbc.JDBCPreparedStatement",224,36,355,3,296
"org.hsqldb.jdbc.JDBCResultSet",224,34,355,6,296
"org.hsqldb.jdbc.JDBCResultSetMetaData",224,9,355,2,296
"org.hsqldb.jdbc.JDBCRowId",0,4,356,0,0
"org.hsqldb.jdbc.JDBCSQLXML",224,7,355,2,296
"org.hsqldb.jdbc.JDBCSQLXML.Exceptions",224,2,355,1,296
"org.hsqldb.jdbc.JDBCSQLXML.SAX2DOMBuilder",0,0,0,1,297
"org.hsqldb.jdbc.JDBCSQLXML.SAX2XMLStreamWriter",0,1,1,1,297
"org.hsqldb.jdbc.JDBCSQLXML.SAX2XMLStreamWriter.QualifiedName",0,0,0,1,298
"org.hsqldb.jdbc.JDBCSavepoint",224,2,355,1,296
"org.hsqldb.jdbc.JDBCStatement",224,10,355,1,296
"org.hsqldb.jdbc.StatementBase",224,6,355,3,296
"org.hsqldb.jdbc.Util",224,4,355,22,296
"org.hsqldb.jdbc.pool.BaseConnectionWrapper",0,1,356,3,9
"org.hsqldb.jdbc.pool.ConnectionDefaults",0,0,0,4,8
"org.hsqldb.jdbc.pool.JDBCConnectionPoolDataSource",0,4,360,2,5
"org.hsqldb.jdbc.pool.JDBCPooledConnection",1,1,359,3,7
"org.hsqldb.jdbc.pool.JDBCXAConnection",3,3,364,1,3
"org.hsqldb.jdbc.pool.JDBCXAConnectionWrapper",3,5,364,2,3
"org.hsqldb.jdbc.pool.JDBCXADataSource",3,10,364,1,3
"org.hsqldb.jdbc.pool.JDBCXAResource",3,2,364,3,3
"org.hsqldb.jdbc.pool.LifeTimeConnectionWrapper",1,4,359,4,7
"org.hsqldb.jdbc.pool.ManagedPoolDataSource",0,4,362,0,0
