Martin packaging metrics,Seg, 4 dez 2017 18:31:24 BRST
Package,A,Ca,Ce,D,I
"serde.src.java.org.apache.hadoop.hive.serde2.typeinfo","0,12",296,29,"0,79","0,08"
"serde.src.test.org.apache.hadoop.hive.serde2","0,00",0,10,"0,00","1,00"
"serde.src.test.org.apache.hadoop.hive.serde2.avro","0,00",4,20,"0,17","1,00"
"serde.src.test.org.apache.hadoop.hive.serde2.binarysortable","0,00",6,5,"0,55","0,45"
"serde.src.test.org.apache.hadoop.hive.serde2.columnar","0,00",4,5,"0,44","1,00"
"serde.src.test.org.apache.hadoop.hive.serde2.io","0,00",0,5,"0,00","1,00"
"serde.src.test.org.apache.hadoop.hive.serde2.lazy","0,00",0,12,"0,00","1,00"
"serde.src.test.org.apache.hadoop.hive.serde2.lazybinary","0,00",0,14,"0,00","1,00"
"serde.src.test.org.apache.hadoop.hive.serde2.objectinspector","0,00",7,35,"0,17","1,00"
"serde.src.test.org.apache.hadoop.hive.serde2.objectinspector.primitive","0,00",0,3,"0,00","1,00"
"serde.src.test.org.apache.hadoop.hive.serde2.thrift_test","0,00",1,4,"0,20","1,00"
"serde.src.test.org.apache.hadoop.hive.serde2.typeinfo","0,00",0,1,"0,00","1,00"
"service.src.gen.thrift.gen-javabean.org.apache.hadoop.hive.service","0,01",145,124,"0,53","0,29"
"service.src.gen.thrift.gen-javabean.org.apache.hive.service.cli.thrift","0,00",786,584,"0,57","0,31"
"service.src.java.org.apache.hadoop.hive.service","0,17",9,18,"0,17","0,50"
"service.src.java.org.apache.hive.service","0,27",14,9,"0,34","0,40"
"service.src.java.org.apache.hive.service.auth","0,04",31,39,"0,40","0,58"
"service.src.java.org.apache.hive.service.cli","0,13",40,40,"0,37","0,51"
"service.src.java.org.apache.hive.service.cli.operation","0,17",20,67,"0,06","0,82"
"service.src.java.org.apache.hive.service.cli.session","0,40",10,44,"0,21","0,82"
"service.src.java.org.apache.hive.service.cli.thrift","0,14",23,22,"0,37","0,48"
"service.src.java.org.apache.hive.service.server","0,00",10,9,"0,53","0,47"
"service.src.test.org.apache.hadoop.hive.service","0,00",0,0,"0,00","1,00"
"service.src.test.org.apache.hive.service.auth","0,00",0,3,"0,00","1,00"
"service.src.test.org.apache.hive.service.cli","0,33",0,2,"0,33","1,00"
"service.src.test.org.apache.hive.service.cli.operation","0,00",0,2,"0,00","1,00"
"service.src.test.org.apache.hive.service.cli.session","0,00",3,13,"0,19","0,89"
"service.src.test.org.apache.hive.service.cli.thrift","1,00",0,5,"1,00","1,00"
"service.src.test.org.apache.hive.service.server","0,00",0,0,"0,00","1,00"
"shims.0.20.src.main.java.org.apache.hadoop.hive.shims","0,10",8,7,"0,43","0,75"
"shims.0.20S.src.main.java.org.apache.hadoop.hive.shims","0,00",6,5,"0,55","0,80"
"shims.0.20S.src.main.java.org.apache.hadoop.mapred","0,00",1,1,"0,50","0,50"
"shims.0.23.src.main.java.org.apache.hadoop.hive.shims","0,00",11,13,"0,46","0,86"
"shims.0.23.src.main.java.org.apache.hadoop.hive.thrift","0,00",0,0,"0,00","1,00"
"shims.0.23.src.main.java.org.apache.hadoop.mapred","0,00",1,1,"0,50","0,50"
"shims.common-secure.src.main.java.org.apache.hadoop.hive.shims","0,40",7,7,"0,10","0,50"
"shims.common-secure.src.main.java.org.apache.hadoop.hive.thrift","0,06",17,16,"0,46","0,50"
"shims.common-secure.src.main.java.org.apache.hadoop.hive.thrift.client","0,00",1,1,"0,50","0,50"
"shims.common-secure.src.main.java.org.apache.hadoop.security.token.delegation","0,00",2,0,"1,00","0,00"
"shims.common.src.main.java.org.apache.hadoop.fs","0,00",6,2,"0,75","0,25"
"shims.common.src.main.java.org.apache.hadoop.hive.io","0,25",3,0,"0,75","0,00"
"shims.common.src.main.java.org.apache.hadoop.hive.shims","0,70",116,5,"0,26","0,04"
"shims.common.src.main.java.org.apache.hadoop.hive.thrift","0,33",14,2,"0,54","0,12"
"testutils.ptest2.src.main.java.org.apache.hive.ptest.api","0,00",5,1,"0,83","0,20"
"testutils.ptest2.src.main.java.org.apache.hive.ptest.api.client","0,00",3,6,"0,33","0,80"
"testutils.ptest2.src.main.java.org.apache.hive.ptest.api.request","0,00",9,0,"1,00","0,00"
"testutils.ptest2.src.main.java.org.apache.hive.ptest.api.response","0,14",12,7,"0,49","0,37"
"testutils.ptest2.src.main.java.org.apache.hive.ptest.api.server","0,00",5,16,"0,24","0,89"
"testutils.ptest2.src.main.java.org.apache.hive.ptest.execution","0,12",29,23,"0,44","0,44"
"testutils.ptest2.src.main.java.org.apache.hive.ptest.execution.conf","0,12",18,2,"0,78","0,10"
"testutils.ptest2.src.main.java.org.apache.hive.ptest.execution.context","0,20",16,12,"0,37","0,30"
"testutils.ptest2.src.main.java.org.apache.hive.ptest.execution.ssh","0,17",22,3,"0,71","0,13"
"testutils.ptest2.src.test.java.org.apache.hive.ptest.api.server","0,00",0,6,"0,00","1,00"
"testutils.ptest2.src.test.java.org.apache.hive.ptest.execution","0,07",2,9,"0,12","0,82"
"testutils.ptest2.src.test.java.org.apache.hive.ptest.execution.conf","0,00",0,2,"0,00","1,00"
"testutils.ptest2.src.test.java.org.apache.hive.ptest.execution.context","0,00",0,2,"0,00","1,00"
"testutils.ptest2.src.test.java.org.apache.hive.ptest.execution.ssh","0,00",0,4,"0,00","1,00"
"testutils.src.java.org.apache.hive.testutils.junit.runners","0,00",2,3,"0,40","0,67"
"testutils.src.java.org.apache.hive.testutils.junit.runners.model","0,00",1,0,"1,00","0,00"

