Dependency metrics,Qua, 13 dez 2017 11:01:24 BRST
Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.argouml.application.Main",0,6,6,0,0
"org.argouml.application.PostLoad",0,0,0,1,1
"org.argouml.application.PreloadClasses",0,0,0,1,1
"org.argouml.application.StartCritics",0,0,0,1,1
"org.argouml.application.api.Argo",0,0,0,0,0
"org.argouml.application.api.Configuration",0,0,0,0,0
"org.argouml.application.api.Notation",0,0,0,0,0
"org.argouml.application.configuration.ConfigurationFactory",0,0,0,0,0
"org.argouml.application.configuration.ConfigurationHandler",0,0,0,0,0
"org.argouml.application.configuration.ConfigurationKeyImpl",0,0,0,0,0
"org.argouml.application.configuration.ConfigurationProperties",0,0,0,0,0
"org.argouml.application.events.ArgoEvent",0,0,0,0,0
"org.argouml.application.events.ArgoEventPump",0,1,1,0,0
"org.argouml.application.events.ArgoEventPump.Pair",0,0,0,1,1
"org.argouml.application.events.ArgoModuleEvent",0,0,0,0,0
"org.argouml.application.events.ArgoNotationEvent",0,0,0,0,0
"org.argouml.application.helpers.DiagramHelper",0,0,0,0,0
"org.argouml.application.helpers.ModuleHelper",0,0,0,0,0
"org.argouml.application.helpers.ResourceBundleHelper",0,0,0,0,0
"org.argouml.application.helpers.SettingsTabHelper",0,0,0,0,0
"org.argouml.application.modules.ModuleLoader",0,3,3,0,0
"org.argouml.application.modules.ModuleLoader.JarFileFilter",0,0,0,1,1
"org.argouml.application.notation.NotationNameImpl",0,0,0,0,0
"org.argouml.application.notation.NotationProviderFactory",0,0,0,0,0
"org.argouml.application.security.ArgoAwtExceptionHandler",0,0,0,1,1
"org.argouml.application.security.ArgoClassLoader",0,0,0,0,0
"org.argouml.application.security.ArgoJarClassLoader",0,0,0,1,1
"org.argouml.application.security.ArgoSecurityException",0,0,0,0,0
"org.argouml.application.security.ArgoSecurityManager",0,0,0,1,1
"org.argouml.cognitive.Decision",0,0,0,0,0
"org.argouml.cognitive.DecisionModel",0,0,0,0,0
"org.argouml.cognitive.Design",0,0,0,0,0
"org.argouml.cognitive.DesignMaterial",0,0,0,0,0
"org.argouml.cognitive.Designer",0,0,0,0,0
"org.argouml.cognitive.Goal",0,0,0,0,0
"org.argouml.cognitive.GoalModel",0,0,0,0,0
"org.argouml.cognitive.ToDoItem",0,0,0,1,1
"org.argouml.cognitive.ToDoList",0,1,1,0,0
"org.argouml.cognitive.ToDoListEvent",0,0,0,0,0
"org.argouml.cognitive.checklist.CheckItem",0,0,0,0,0
"org.argouml.cognitive.checklist.CheckManager",0,0,0,0,0
"org.argouml.cognitive.checklist.Checklist",0,0,0,0,0
"org.argouml.cognitive.checklist.ChecklistStatus",0,0,0,0,0
"org.argouml.cognitive.checklist.ui.TabChecklist",1,1,1,1,1
"org.argouml.cognitive.checklist.ui.TableModelChecklist",1,1,1,1,1
"org.argouml.cognitive.critics.Agency",0,0,0,0,0
"org.argouml.cognitive.critics.AndCM",0,1,1,1,1
"org.argouml.cognitive.critics.CompositeCM",0,0,0,3,3
"org.argouml.cognitive.critics.CompoundCritic",0,0,0,0,0
"org.argouml.cognitive.critics.ControlMech",0,0,0,0,0
"org.argouml.cognitive.critics.CrNodesOverlap",0,0,0,0,0
"org.argouml.cognitive.critics.CrZeroLengthEdge",0,0,0,0,0
"org.argouml.cognitive.critics.Critic",0,0,0,0,0
"org.argouml.cognitive.critics.CurDecisionCM",0,0,0,1,1
"org.argouml.cognitive.critics.DesignGoalsCM",0,0,0,1,1
"org.argouml.cognitive.critics.EnabledCM",0,0,0,0,0
"org.argouml.cognitive.critics.HistoryItemCritique",0,0,0,0,0
"org.argouml.cognitive.critics.NotSnoozedCM",0,0,0,1,1
"org.argouml.cognitive.critics.OrCM",0,1,1,0,0
"org.argouml.cognitive.critics.SnoozeOrder",0,0,0,0,0
"org.argouml.cognitive.critics.StandardCM",0,5,5,0,0
"org.argouml.cognitive.critics.ui.CriticBrowserDialog",0,1,1,0,0
"org.argouml.cognitive.critics.ui.TableModelCritics",0,0,0,1,1
"org.argouml.cognitive.ui.AddToDoItemDialog",0,0,0,0,0
"org.argouml.cognitive.ui.DesignIssuesDialog",0,0,0,0,0
"org.argouml.cognitive.ui.DismissToDoItemDialog",0,0,0,0,0
"org.argouml.cognitive.ui.GoListToDecisionsToItems",0,0,0,0,0
"org.argouml.cognitive.ui.GoListToGoalsToItems",0,0,0,0,0
"org.argouml.cognitive.ui.GoListToOffenderToItem",0,0,0,0,0
"org.argouml.cognitive.ui.GoListToPosterToItem",0,0,0,0,0
"org.argouml.cognitive.ui.GoListToPriorityToItem",0,0,0,0,0
"org.argouml.cognitive.ui.GoListToTypeToItem",0,0,0,0,0
"org.argouml.cognitive.ui.GoalsDialog",0,0,0,0,0
"org.argouml.cognitive.ui.KnowledgeTypeNode",0,0,0,1,1
"org.argouml.cognitive.ui.PriorityNode",0,0,0,1,1
"org.argouml.cognitive.ui.TabToDo",0,0,0,0,0
"org.argouml.cognitive.ui.ToDoByDecision",0,0,0,0,0
"org.argouml.cognitive.ui.ToDoByGoal",0,0,0,0,0
"org.argouml.cognitive.ui.ToDoByOffender",0,0,0,0,0
"org.argouml.cognitive.ui.ToDoByPoster",0,0,0,0,0
"org.argouml.cognitive.ui.ToDoByPriority",0,0,0,0,0
"org.argouml.cognitive.ui.ToDoByType",0,0,0,0,0
"org.argouml.cognitive.ui.ToDoPane",0,0,0,0,0
"org.argouml.cognitive.ui.ToDoPerspective",0,1,1,0,0
"org.argouml.cognitive.ui.ToDoTreeRenderer",0,2,2,0,0
"org.argouml.cognitive.ui.WizDescription",0,0,0,0,0
"org.argouml.cognitive.ui.WizStep",0,0,0,0,0
"org.argouml.cognitive.ui.WizStepChoice",0,0,0,0,0
"org.argouml.cognitive.ui.WizStepConfirm",0,0,0,0,0
"org.argouml.cognitive.ui.WizStepCue",0,0,0,0,0
"org.argouml.cognitive.ui.WizStepManyTextFields",0,0,0,0,0
"org.argouml.cognitive.ui.WizStepTextField",0,0,0,0,0
"org.argouml.kernel.ArgoFileFilter",0,0,0,0,0
"org.argouml.kernel.ChildGenDMElements",0,0,0,0,0
"org.argouml.kernel.DelayedChangeNotify",0,0,0,0,0
"org.argouml.kernel.History",0,1,1,0,0
"org.argouml.kernel.HistoryEvent",0,0,0,0,0
"org.argouml.kernel.HistoryItem",0,0,0,0,0
"org.argouml.kernel.HistoryItemManipulation",0,0,0,0,0
"org.argouml.kernel.HistoryItemResolve",0,0,0,0,0
"org.argouml.kernel.PredInstanceOf",0,0,0,0,0
"org.argouml.kernel.Project",2,2,2,11,73
"org.argouml.kernel.ProjectMember",0,0,0,0,0
"org.argouml.kernel.ResetStatsLater",2,1,2,1,73
"org.argouml.kernel.Wizard",0,0,0,0,0
"org.argouml.language.NotationResourceBundle",0,0,0,0,0
"org.argouml.language.helpers.NotationHelper",0,0,0,0,0
"org.argouml.language.java.JavaConstants",0,0,0,0,0
"org.argouml.language.java.Token",9,10,10,9,9
"org.argouml.language.java.Token.AttributeKey",0,0,0,1,10
"org.argouml.language.java.Token.Declaration",9,1,10,1,9
"org.argouml.language.java.Token.MExpression",9,1,10,1,9
"org.argouml.language.java.Token.Modifier",9,1,10,1,9
"org.argouml.language.java.Token.Operator",9,1,10,1,9
"org.argouml.language.java.Token.Punctuation",9,1,10,1,9
"org.argouml.language.java.Token.Special",9,1,10,1,9
"org.argouml.language.java.Token.Statement",9,1,10,1,9
"org.argouml.language.java.Token.Type",9,1,10,1,9
"org.argouml.language.java.Token.Value",9,1,10,1,9
