Dependency metrics,Ter, 12 dez 2017 14:09:57 BRST
Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"com.opensymphony.xwork2.ActionChainResult",0,8,83,12,636
"com.opensymphony.xwork2.ActionContext",7,4,29,291,1.287
"com.opensymphony.xwork2.ActionSupport",0,10,88,168,320
"com.opensymphony.xwork2.CompositeTextProvider",0,2,3,2,652
"com.opensymphony.xwork2.DefaultActionInvocation",0,22,100,10,631
"com.opensymphony.xwork2.DefaultActionProxy",0,13,118,3,629
"com.opensymphony.xwork2.DefaultActionProxyFactory",0,6,134,9,627
"com.opensymphony.xwork2.DefaultLocaleProvider",0,2,31,2,623
"com.opensymphony.xwork2.DefaultTextProvider",0,5,83,3,628
"com.opensymphony.xwork2.DefaultUnknownHandlerManager",0,10,80,5,624
"com.opensymphony.xwork2.InvalidMetadataException",0,0,0,0,0
"com.opensymphony.xwork2.ObjectFactory",0,17,46,76,1.116
"com.opensymphony.xwork2.TestNGXWorkTestCase",0,7,264,3,5
"com.opensymphony.xwork2.TextProviderFactory",0,4,84,4,838
"com.opensymphony.xwork2.TextProviderSupport",0,5,83,5,839
"com.opensymphony.xwork2.ValidationAwareSupport",0,1,1,9,324
"com.opensymphony.xwork2.XWork",0,8,274,0,0
"com.opensymphony.xwork2.XWorkConstants",0,0,0,22,1.070
"com.opensymphony.xwork2.XWorkException",0,3,9,42,1.309
"com.opensymphony.xwork2.XWorkJUnit4TestCase",0,11,263,2,7
"com.opensymphony.xwork2.XWorkTestCase",0,11,263,140,243
"com.opensymphony.xwork2.config.ConfigurationException",0,1,10,73,1.142
"com.opensymphony.xwork2.config.ConfigurationManager",0,9,261,48,620
"com.opensymphony.xwork2.config.ConfigurationUtil",0,2,63,1,627
"com.opensymphony.xwork2.config.FileManagerFactoryProvider",0,7,65,2,626
"com.opensymphony.xwork2.config.FileManagerProvider",0,7,64,2,626
"com.opensymphony.xwork2.config.ReferenceResolverException",0,1,10,0,0
"com.opensymphony.xwork2.config.entities.ActionConfig",7,5,29,88,1.287
"com.opensymphony.xwork2.config.entities.ActionConfig.Builder",0,8,31,43,638
"com.opensymphony.xwork2.config.entities.AllowedMethods",0,3,3,3,1.289
"com.opensymphony.xwork2.config.entities.AllowedMethods.LiteralAllowedMethod",0,1,1,1,1.290
"com.opensymphony.xwork2.config.entities.AllowedMethods.PatternAllowedMethod",0,1,1,1,1.290
"com.opensymphony.xwork2.config.entities.ExceptionMappingConfig",0,1,10,13,1.289
"com.opensymphony.xwork2.config.entities.ExceptionMappingConfig.Builder",0,3,11,7,633
"com.opensymphony.xwork2.config.entities.InterceptorConfig",0,1,10,14,1.121
"com.opensymphony.xwork2.config.entities.InterceptorConfig.Builder",0,3,11,11,629
"com.opensymphony.xwork2.config.entities.InterceptorMapping",7,1,29,34,1.287
"com.opensymphony.xwork2.config.entities.InterceptorStackConfig",0,2,30,9,642
"com.opensymphony.xwork2.config.entities.InterceptorStackConfig.Builder",0,5,32,5,628
"com.opensymphony.xwork2.config.entities.PackageConfig",0,6,32,46,689
"com.opensymphony.xwork2.config.entities.PackageConfig.Builder",0,10,35,22,637
"com.opensymphony.xwork2.config.entities.ResultConfig",0,1,10,38,1.289
"com.opensymphony.xwork2.config.entities.ResultConfig.Builder",0,3,11,20,639
"com.opensymphony.xwork2.config.entities.ResultTypeConfig",0,1,10,15,691
"com.opensymphony.xwork2.config.entities.ResultTypeConfig.Builder",0,3,11,5,630
"com.opensymphony.xwork2.config.entities.UnknownHandlerConfig",0,2,10,6,678
"com.opensymphony.xwork2.config.impl.AbstractMatcher",0,2,2,5,630
