CommitNumber;Entity;Class;Change;Superclass
80e21a7d1d70545cb1a46fe69c1c2bfcd4e48013;CLASS;org.apache.commons.logging.TestAll;ADDED*;.TestCase
dd4e6015c3b624ea3a4ff8c85bca59c3a42cb46b;CLASS;org.apache.commons.logging.TestLog;ADDED*;.AbstractLog
5be574e6f04885b7c1af292b2784bf704767cb2c;CLASS;org.apache.commons.logging.TestLogLevels;ADDED*;.TestCase
bac9c212f39709f285a47a72ac9dbcf83e6d6976;CLASS;org.apache.commons.logging.LogKitLogger;ADDED*;.AbstractLog
91d58c63675b4b030b6ffb7a940b44dc56fa6eb7;CLASS;org.apache.commons.logging.impl.LogFactoryImpl;ADDED*;org.apache.commons.logging.LogFactory
753843f2759190cd6a10da24a2e6842ff685e973;CLASS;org.apache.commons.logging.LogConfigurationException;ADDED*;.RuntimeException
377a98ff3b83b55f22a655283af959d817f42613;CLASS;org.apache.commons.logging.impl.Log4jFactory;ADDED*;org.apache.commons.logging.LogFactory
3bd953f430d803f68150d3be74039e9052ea54b1;CLASS;org.apache.commons.logging.SimpleLogTest;ADDED*;.AbstractLogTest
3bd953f430d803f68150d3be74039e9052ea54b1;CLASS;org.apache.commons.logging.NoOpLogTest;ADDED*;.AbstractLogTest
3bd953f430d803f68150d3be74039e9052ea54b1;CLASS;org.apache.commons.logging.AbstractLogTest;ADDED*;.TestCase
dfcf03ab415d41a43a89cea819a43032c0cd8b1a;CLASS;org.apache.commons.logging.LogTest;ADDED*;.AbstractLogTest
21932779c854de8aa6b7e1b0c1b2a327f06efa61;CLASS;org.apache.commons.logging.LoadTest;ADDED*;.TestCase
916223fc8d2f15f3165916d1411656c600df3f05;CLASS;org.apache.commons.logging.jdk14.TestHandler;ADDED*;java.util.logging.Handler
916223fc8d2f15f3165916d1411656c600df3f05;CLASS;org.apache.commons.logging.jdk14.DefaultConfigTestCase;ADDED*;junit.framework.TestCase
916223fc8d2f15f3165916d1411656c600df3f05;CLASS;org.apache.commons.logging.jdk14.CustomConfigTestCase;ADDED*;.DefaultConfigTestCase
e462bae3aff29900e98d46c161170773e742a20f;CLASS;org.apache.commons.logging.log4j.TestAppender;ADDED*;org.apache.log4j.AppenderSkeleton
e462bae3aff29900e98d46c161170773e742a20f;CLASS;org.apache.commons.logging.log4j.DefaultConfigTestCase;ADDED*;junit.framework.TestCase
e462bae3aff29900e98d46c161170773e742a20f;CLASS;org.apache.commons.logging.log4j.CustomConfigTestCase;ADDED*;.DefaultConfigTestCase
7539845c43fbfc08e001824f69001cef1556348f;CLASS;org.apache.commons.logging.avalon.AvalonLoggerTest;ADDED*;org.apache.commons.logging.AbstractLogTest
45c7fb43cbd3c2da25c6f991d1341fa234508a00;CLASS;org.apache.commons.logging.simple.DefaultConfigTestCase;ADDED*;junit.framework.TestCase
45c7fb43cbd3c2da25c6f991d1341fa234508a00;CLASS;org.apache.commons.logging.simple.DecoratedSimpleLog;ADDED*;org.apache.commons.logging.impl.SimpleLog
45c7fb43cbd3c2da25c6f991d1341fa234508a00;CLASS;org.apache.commons.logging.simple.CustomConfigTestCase;ADDED*;.DefaultConfigTestCase
444a6b28294ad4b59ff766b34cad8f9b3e4a243c;CLASS;org.apache.commons.logging.BasicOperationsTest;ADDED*;junit.framework.TestCase
ed0269ef72e5467b73fc93fac56fb5a7e40cf176;CLASS;org.apache.commons.logging.simple.DateTimeCustomConfigTestCase;ADDED*;.CustomConfigTestCase
23e71e6d58575c86bcbefb0b761f6732bb171153;CLASS;org.apache.commons.logging.impl.MemoryLogTest;ADDED*;.TestCase
23e71e6d58575c86bcbefb0b761f6732bb171153;CLASS;org.apache.commons.logging.TestAll;ADDED*;.TestCase
7a03f06584e4bcdc5d3de779fa1d1ee86aa2ffe4;CLASS;org.apache.commons.logging.BadHashtablePropertyTest;ADDED*;.TestCase
7a03f06584e4bcdc5d3de779fa1d1ee86aa2ffe4;CLASS;org.apache.commons.logging.AltHashtableTest;ADDED*;.TestCase
7a03f06584e4bcdc5d3de779fa1d1ee86aa2ffe4;CLASS;org.apache.commons.logging.AltHashtable;ADDED*;java.util.Hashtable
7a03f06584e4bcdc5d3de779fa1d1ee86aa2ffe4;CLASS;org.apache.commons.logging.impl.WeakHashtableTest;ADDED*;.TestCase
7a03f06584e4bcdc5d3de779fa1d1ee86aa2ffe4;CLASS;org.apache.commons.logging.LogFactoryTest;ADDED*;.TestCase
7a03f06584e4bcdc5d3de779fa1d1ee86aa2ffe4;CLASS;org.apache.commons.logging.impl.WeakHashtable;ADDED*;.Hashtable
2aa2ad57f608985c41773dd2e098d52982d28bc6;CLASS;org.apache.commons.logging.proofofconcept.runner.ParentFirstRunner;ADDED*;.ClassLoaderRunner
2aa2ad57f608985c41773dd2e098d52982d28bc6;CLASS;org.apache.commons.logging.proofofconcept.runner.ChildFirstRunner;ADDED*;.ClassLoaderRunner
2aa2ad57f608985c41773dd2e098d52982d28bc6;CLASS;org.apache.commons.logging.proofofconcept.runner.ChildFirstClassLoader;ADDED*;java.net.URLClassLoader
3200e8aa2e580978117b114f2cd3766d9d0351da;CLASS;org.apache.commons.logging.NullClassLoaderTest;ADDED*;junit.framework.TestCase
