Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"uk.ac.ed.ph.aardvark.core.globals.Entities",0,0,0,22,110
"uk.ac.ed.ph.aardvark.core.globals.IMSConstants",0,0,0,2,13
"uk.ac.ed.ph.aardvark.core.globals.Namespaces",0,0,0,66,208
"uk.ac.ed.ph.aardvark.core.globals.NumberingGroup",0,0,0,6,29
"uk.ac.ed.ph.aardvark.core.globals.ResourceTypeOptions",0,0,0,2,258
"uk.ac.ed.ph.aardvark.processor.validator.AbstractSnuggleTeXValidationStrategy.MasterDocumentAssemblerCallback",0,1,3,10,10
"uk.ac.ed.ph.aardvark.processor.views.serializers.PipelineSerializerTemplate",1,2,150,8,47
"uk.ac.ed.ph.orycteropus.cms.BulkContentReader",0,9,24,6,206
"uk.ac.ed.ph.orycteropus.cms.ContentEditor",0,13,58,1,6
"uk.ac.ed.ph.orycteropus.cms.ContentManager",0,27,63,20,231
"uk.ac.ed.ph.orycteropus.cms.ContentReader",0,13,50,29,236
"uk.ac.ed.ph.orycteropus.cms.NodeLinkIdBuilder",0,2,19,6,233
"uk.ac.ed.ph.orycteropus.cms.ResourceReaderCallback",0,1,1,12,277
"uk.ac.ed.ph.orycteropus.cms.UserContext",0,1,4,12,94
"uk.ac.ed.ph.orycteropus.cms.UserDAO",0,4,6,14,234
"uk.ac.ed.ph.orycteropus.cms.configuration.TypesConfigurationBean",0,4,7,5,352
"uk.ac.ed.ph.orycteropus.cms.domain.ContentNodeIdentifier",0,1,1,37,446
"uk.ac.ed.ph.orycteropus.cms.domain.FilesNodeIdentifier",0,1,2,10,441
"uk.ac.ed.ph.orycteropus.cms.domain.HistoryNodeIdentifier",0,1,2,1,392
"uk.ac.ed.ph.orycteropus.cms.domain.NodeIdentifier",0,0,0,16,455
"uk.ac.ed.ph.orycteropus.cms.domain.NodeLookupResult",0,0,0,5,309
"uk.ac.ed.ph.orycteropus.cms.domain.NodeType",0,1,2,44,413
"uk.ac.ed.ph.orycteropus.cms.domain.ResourceType",0,1,1,80,420
"uk.ac.ed.ph.orycteropus.cms.domain.Role",0,0,0,11,448
"uk.ac.ed.ph.orycteropus.cms.domain.WorkspaceNodeIdentifier",0,1,2,3,392
"uk.ac.ed.ph.orycteropus.cms.domain.rendering.DynamicRenderingKey",0,3,5,10,370
"uk.ac.ed.ph.orycteropus.cms.domain.rendering.DynamicRenderingValueSpace",0,1,1,9,374
"uk.ac.ed.ph.orycteropus.cms.domain.search.MetadataSearchQuery",0,0,0,14,21
"uk.ac.ed.ph.orycteropus.cms.internal.AccessManager",0,3,19,16,83
"uk.ac.ed.ph.orycteropus.cms.internal.MetadataManager",0,9,37,21,85
"uk.ac.ed.ph.orycteropus.cms.internal.MetadataReader",0,4,29,19,90
"uk.ac.ed.ph.orycteropus.cms.internal.MetadataSearcher",0,2,30,5,7
"uk.ac.ed.ph.orycteropus.cms.internal.NodeDependencyDAO",0,4,28,15,93
"uk.ac.ed.ph.orycteropus.cms.internal.ResourceManager",0,8,41,12,79
"uk.ac.ed.ph.orycteropus.cms.internal.ResourceReader",0,5,38,12,81
"uk.ac.ed.ph.orycteropus.cms.internal.SimpleCourseBasedAccessManager.UsersSet",0,0,0,3,6
"uk.ac.ed.ph.orycteropus.cms.internal.editing.EditingStrategy",0,5,25,4,34
"uk.ac.ed.ph.orycteropus.cms.internal.editing.EditingStrategy.SearchAndReplaceMapper",0,0,0,18,35
"uk.ac.ed.ph.orycteropus.cms.readers.SerializableReaderCallback",0,1,2,13,233
"uk.ac.ed.ph.orycteropus.processor.ProcessorJobProgressListener",0,1,31,4,64
"uk.ac.ed.ph.orycteropus.processor.ProcessorLocal",0,15,71,1,62
"uk.ac.ed.ph.orycteropus.processor.ProcessorRemote",0,17,69,1,63
"uk.ac.ed.ph.orycteropus.processor.framework.DynamicViewStrategy",0,4,131,30,130
"uk.ac.ed.ph.orycteropus.processor.framework.NodeValidationRequest",0,2,132,13,79
"uk.ac.ed.ph.orycteropus.processor.framework.ProcessorContext",0,5,83,25,197
"uk.ac.ed.ph.orycteropus.processor.framework.RenderingContext",0,7,62,20,192
"uk.ac.ed.ph.orycteropus.processor.framework.RequestContext",8,17,130,89,191
"uk.ac.ed.ph.orycteropus.processor.framework.ResourceLinkFixupStrategy",0,1,45,9,198
"uk.ac.ed.ph.orycteropus.processor.framework.ResourcePathURIMappingStrategy",0,1,45,6,194
"uk.ac.ed.ph.orycteropus.processor.framework.ResourceRequest",8,4,130,90,191
"uk.ac.ed.ph.orycteropus.processor.framework.TransactionContext",2,5,90,34,196
"uk.ac.ed.ph.orycteropus.processor.framework.ValidationStrategy",0,3,133,5,77
"uk.ac.ed.ph.orycteropus.processor.internal.ProcessorController.JobImplementation",12,4,173,5,61

