Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.apache.derby.authentication.UserAuthenticator",0,0,0,6,23
"org.apache.derby.catalog.AliasInfo",0,0,0,13,436
"org.apache.derby.catalog.DefaultInfo",0,0,0,5,437
"org.apache.derby.catalog.Dependable",0,0,0,26,435
"org.apache.derby.catalog.DependableFinder",19,2,131,27,433
"org.apache.derby.catalog.IndexDescriptor",0,0,0,6,435
"org.apache.derby.catalog.ReferencedColumns",0,0,0,6,50
"org.apache.derby.catalog.Statistics",0,0,0,3,8
"org.apache.derby.catalog.TypeDescriptor",3,1,33,22,824
"org.apache.derby.catalog.UUID",0,0,0,135,556
"org.apache.derby.client.am.ClientJDBCObjectFactory",9,5,51,12,23
"org.apache.derby.client.am.ConnectionCallbackInterface",0,0,0,4,4
"org.apache.derby.client.am.Diagnosable",0,0,0,0,0
"org.apache.derby.client.am.MaterialPreparedStatement",0,0,0,1,1
"org.apache.derby.client.am.MaterialStatement",0,0,0,0,0
"org.apache.derby.client.am.PreparedStatementCallbackInterface",0,0,0,3,3
"org.apache.derby.client.am.ResultSetCallbackInterface",0,0,0,5,5
"org.apache.derby.client.am.StatementCallbackInterface",0,0,0,4,4
"org.apache.derby.client.am.UnitOfWorkListener",0,0,0,1,1
"org.apache.derby.client.net.ConnectionReplyInterface",0,2,3,0,0
"org.apache.derby.client.net.ConnectionRequestInterface",0,0,0,0,0
"org.apache.derby.client.net.ResultSetReplyInterface",0,1,1,0,0
"org.apache.derby.client.net.ResultSetRequestInterface",0,1,1,0,0
"org.apache.derby.client.net.StatementReplyInterface",0,3,4,0,0
"org.apache.derby.client.net.StatementRequestInterface",0,3,10,0,0
"org.apache.derby.database.Database",0,1,1,0,0
"org.apache.derby.iapi.db.Database",19,6,131,10,433
"org.apache.derby.iapi.db.DatabaseContext",0,1,8,7,33
"org.apache.derby.iapi.db.TriggerExecutionContext",0,1,1,9,434
"org.apache.derby.iapi.error.DerbySQLException",0,0,0,1,293
"org.apache.derby.iapi.error.ExceptionSeverity",0,0,0,31,1.053
"org.apache.derby.iapi.jdbc.AuthenticationService",0,0,0,10,692
"org.apache.derby.iapi.jdbc.BrokeredConnectionControl",0,0,0,5,6
"org.apache.derby.iapi.jdbc.BrokeredStatementControl",0,0,0,1,1
"org.apache.derby.iapi.jdbc.ConnectionContext",0,1,22,7,121
"org.apache.derby.iapi.jdbc.EngineConnection",0,0,0,6,20
"org.apache.derby.iapi.jdbc.EngineLOB",0,0,0,5,19
"org.apache.derby.iapi.jdbc.EngineParameterMetaData",0,0,0,2,4
"org.apache.derby.iapi.jdbc.EnginePreparedStatement",0,0,0,2,4
"org.apache.derby.iapi.jdbc.EngineResultSet",0,0,0,5,8
"org.apache.derby.iapi.jdbc.EngineStatement",0,0,0,1,2
"org.apache.derby.iapi.jdbc.ResourceAdapter",0,2,31,9,9
"org.apache.derby.iapi.reference.Attribute",0,0,0,31,1.102
"org.apache.derby.iapi.reference.ClassName",0,0,0,81,145
"org.apache.derby.iapi.reference.ContextId",0,0,0,0,0
"org.apache.derby.iapi.reference.DRDAConstants",0,0,0,10,296
"org.apache.derby.iapi.reference.EngineType",0,0,0,10,1.069
"org.apache.derby.iapi.reference.JDBC20Translation",0,0,0,0,0
"org.apache.derby.iapi.reference.JDBC30Translation",0,0,0,11,440
"org.apache.derby.iapi.reference.JDBC40Translation",0,0,0,11,802
"org.apache.derby.iapi.reference.Limits",0,0,0,36,803
"org.apache.derby.iapi.reference.MessageId",0,0,0,24,323
"org.apache.derby.iapi.reference.Module",0,0,0,5,277
"org.apache.derby.iapi.reference.Property",0,0,0,81,1.082
