Chidamber-Kemerer metrics,Qui, 26 out 2017 17:10:14 BRST
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"Clock2",0,0,4,0,10,16
"CookieExample",9,2,1,0,11,5
"HelloWorldExample",6,2,1,0,4,1
"RequestHeaderExample",6,2,1,0,7,3
"RequestInfoExample",7,2,1,0,11,3
"RequestParamExample",7,2,1,0,6,3
"SessionExample",8,2,1,0,14,4
"async.Async0",9,2,1,0,10,3
"async.Async1",8,2,1,0,3,2
"async.Async2",9,2,1,0,3,2
"async.Async3",6,2,1,0,4,1
"async.AsyncStockServlet",11,2,4,0,25,13
"async.Stockticker",2,0,1,0,10,14
"async.Stockticker.Stock",3,0,3,0,14,15
"async.Stockticker.TickListener",n/a,n/a,n/a,n/a,1,n/a
"cal.Entries",2,0,1,0,6,9
"cal.Entry",0,0,2,0,5,7
"cal.JspCalendar",0,0,1,0,23,25
"cal.TableBean",2,0,1,0,10,17
"chat.ChatServlet",14,2,2,0,28,26
"chat.ChatServlet.MessageSender",3,0,1,0,6,8
"checkbox.CheckTest",0,0,1,0,2,2
"colors.ColorGameBean",0,0,3,0,13,20
"compressionFilters.CompressionFilter",8,0,1,0,10,25
"compressionFilters.CompressionFilterTestServlet",6,2,1,0,5,3
"compressionFilters.CompressionResponseStream",4,1,1,0,15,38
"compressionFilters.CompressionServletResponseWrapper",4,2,2,0,13,25
"dates.JspCalendar",0,0,1,0,22,24
"error.Smart",0,0,1,0,2,2
"examples.ExampleTagBase",7,2,4,2,9,9
"examples.FooTag",7,3,1,0,10,8
"examples.FooTagExtraInfo",3,1,1,0,2,1
"examples.LogTag",6,3,2,0,6,6
"examples.ShowSource",7,1,1,0,10,6
"examples.ValuesTag",5,1,1,0,12,9
"filters.ExampleFilter",7,0,1,0,9,6
"filters.SetCharacterEncodingFilter",6,0,1,0,8,9
"javax.annotation.Generated",n/a,n/a,n/a,n/a,3,n/a
"javax.annotation.PostConstruct",n/a,n/a,n/a,n/a,0,n/a
"javax.annotation.PreDestroy",n/a,n/a,n/a,n/a,0,n/a
"javax.annotation.Resource",n/a,n/a,n/a,n/a,6,n/a
"javax.annotation.Resource.AuthenticationType",2,n/a,0,n/a,0,0
"javax.annotation.Resources",n/a,n/a,n/a,n/a,1,n/a
"javax.annotation.security.DeclareRoles",n/a,n/a,n/a,n/a,1,n/a
"javax.annotation.security.DenyAll",n/a,n/a,n/a,n/a,0,n/a
"javax.annotation.security.PermitAll",n/a,n/a,n/a,n/a,0,n/a
"javax.annotation.security.RolesAllowed",n/a,n/a,n/a,n/a,1,n/a
"javax.annotation.security.RunAs",n/a,n/a,n/a,n/a,1,n/a
"javax.ejb.EJB",n/a,n/a,n/a,n/a,5,n/a
"javax.ejb.EJBs",n/a,n/a,n/a,n/a,1,n/a
"javax.el.ArrayELResolver",8,1,3,0,13,31
"javax.el.BeanELResolver",13,1,3,0,28,44
"javax.el.BeanELResolver.BeanProperties",7,0,1,0,7,6
"javax.el.BeanELResolver.BeanProperty",5,0,1,0,10,11
"javax.el.BeanELResolver.ConcurrentCache",1,0,1,0,3,6
"javax.el.CompositeELResolver",9,1,1,0,18,23
"javax.el.CompositeELResolver.FeatureIterator",3,0,2,0,6,11
"javax.el.ELContext",40,0,6,3,10,10
"javax.el.ELContextEvent",3,0,1,0,2,2
"javax.el.ELContextListener",n/a,n/a,n/a,n/a,1,n/a
"javax.el.ELException",68,0,0,4,4,4
"javax.el.ELResolver",25,0,8,9,9,5
"javax.el.Expression",4,0,2,2,4,0
"javax.el.ExpressionFactory",16,0,5,1,10,25
"javax.el.FunctionMapper",15,0,1,9,1,0
"javax.el.ListELResolver",8,1,3,0,12,31
"javax.el.MapELResolver",7,1,5,0,11,21
"javax.el.MethodExpression",16,1,3,3,3,1
"javax.el.MethodInfo",8,0,3,0,4,4
"javax.el.MethodNotFoundException",8,1,0,1,8,4
"javax.el.PropertyNotFoundException",24,1,0,1,8,4
"javax.el.PropertyNotWritableException",17,1,0,1,8,4
"javax.el.ResourceBundleELResolver",7,1,6,0,10,19
"javax.el.ValueExpression",27,1,6,3,6,1
"javax.el.ValueReference",6,0,2,0,3,3
"javax.el.VariableMapper",14,0,2,3,2,0
"javax.mail.Authenticator",2,0,0,1,0,0
"javax.mail.PasswordAuthentication",1,0,0,0,1,1
"javax.mail.Session",4,0,2,0,2,2
"javax.mail.internet.InternetAddress",2,0,0,0,1,1
"javax.mail.internet.MimeMessage",4,0,2,0,3,3
"javax.mail.internet.MimePart",n/a,n/a,n/a,n/a,0,n/a
"javax.mail.internet.MimePartDataSource",2,0,0,0,1,1
"javax.persistence.PersistenceContext",n/a,n/a,n/a,n/a,4,n/a
"javax.persistence.PersistenceContextType",1,n/a,0,n/a,0,0
"javax.persistence.PersistenceContexts",n/a,n/a,n/a,n/a,1,n/a
"javax.persistence.PersistenceProperty",n/a,n/a,n/a,n/a,2,n/a
"javax.persistence.PersistenceUnit",n/a,n/a,n/a,n/a,2,n/a
"javax.persistence.PersistenceUnits",n/a,n/a,n/a,n/a,1,n/a
"javax.servlet.AsyncContext",n/a,n/a,n/a,n/a,13,n/a
"javax.servlet.AsyncEvent",7,0,4,0,8,8
"javax.servlet.AsyncListener",n/a,n/a,n/a,n/a,4,n/a
"javax.servlet.DispatcherType",18,n/a,0,n/a,0,0
"javax.servlet.Filter",n/a,n/a,n/a,n/a,3,n/a
"javax.servlet.FilterChain",n/a,n/a,n/a,n/a,1,n/a
"javax.servlet.FilterConfig",n/a,n/a,n/a,n/a,4,n/a
"javax.servlet.FilterRegistration",n/a,n/a,n/a,n/a,4,n/a
"javax.servlet.FilterRegistration.Dynamic",n/a,n/a,n/a,n/a,0,n/a
"javax.servlet.GenericServlet",28,0,4,1,19,12
"javax.servlet.HttpConstraintElement",7,0,3,2,7,8
"javax.servlet.HttpMethodConstraintElement",4,1,1,0,7,5
"javax.servlet.MultipartConfigElement",8,0,4,0,11,9
"javax.servlet.Registration",n/a,n/a,n/a,n/a,6,n/a
"javax.servlet.Registration.Dynamic",n/a,n/a,n/a,n/a,1,n/a
"javax.servlet.RequestDispatcher",n/a,n/a,n/a,n/a,2,n/a
"javax.servlet.Servlet",n/a,n/a,n/a,n/a,5,n/a
"javax.servlet.ServletConfig",n/a,n/a,n/a,n/a,4,n/a
"javax.servlet.ServletContainerInitializer",n/a,n/a,n/a,n/a,1,n/a
"javax.servlet.ServletContext",n/a,n/a,n/a,n/a,51,n/a
"javax.servlet.ServletContextAttributeEvent",7,1,2,0,4,3
"javax.servlet.ServletContextAttributeListener",n/a,n/a,n/a,n/a,3,n/a
"javax.servlet.ServletContextEvent",9,0,1,1,2,2
"javax.servlet.ServletContextListener",n/a,n/a,n/a,n/a,2,n/a
"javax.servlet.ServletException",141,0,1,2,5,5
"javax.servlet.ServletInputStream",8,0,1,1,2,6
"javax.servlet.ServletOutputStream",19,0,1,5,16,20
"javax.servlet.ServletRegistration",n/a,n/a,n/a,n/a,3,n/a
"javax.servlet.ServletRegistration.Dynamic",n/a,n/a,n/a,n/a,4,n/a
"javax.servlet.ServletRequest",n/a,n/a,n/a,n/a,36,n/a
"javax.servlet.ServletRequestAttributeEvent",5,1,2,0,4,3
"javax.servlet.ServletRequestAttributeListener",n/a,n/a,n/a,n/a,3,n/a
"javax.servlet.ServletRequestEvent",5,0,2,1,3,3
"javax.servlet.ServletRequestListener",n/a,n/a,n/a,n/a,2,n/a
"javax.servlet.ServletRequestWrapper",12,0,1,2,77,47
"javax.servlet.ServletResponse",n/a,n/a,n/a,n/a,15,n/a
"javax.servlet.ServletResponseWrapper",10,0,1,2,35,26
"javax.servlet.ServletSecurityElement",10,1,1,0,24,13
"javax.servlet.SessionCookieConfig",n/a,n/a,n/a,n/a,14,n/a
"javax.servlet.SessionTrackingMode",9,n/a,0,n/a,0,0
"javax.servlet.SingleThreadModel",n/a,n/a,n/a,n/a,0,n/a
"javax.servlet.UnavailableException",12,1,2,0,8,10
"javax.servlet.annotation.HandlesTypes",n/a,n/a,n/a,n/a,1,n/a
"javax.servlet.annotation.HttpConstraint",n/a,n/a,n/a,n/a,3,n/a
"javax.servlet.annotation.HttpMethodConstraint",n/a,n/a,n/a,n/a,4,n/a
"javax.servlet.annotation.MultipartConfig",n/a,n/a,n/a,n/a,4,n/a
"javax.servlet.annotation.ServletSecurity",n/a,n/a,n/a,n/a,2,n/a
"javax.servlet.annotation.ServletSecurity.EmptyRoleSemantic",5,n/a,0,n/a,0,0
"javax.servlet.annotation.ServletSecurity.TransportGuarantee",5,n/a,0,n/a,0,0
"javax.servlet.annotation.WebFilter",n/a,n/a,n/a,n/a,11,n/a
"javax.servlet.annotation.WebInitParam",n/a,n/a,n/a,n/a,3,n/a
"javax.servlet.annotation.WebListener",n/a,n/a,n/a,n/a,1,n/a
"javax.servlet.annotation.WebServlet",n/a,n/a,n/a,n/a,10,n/a
"javax.servlet.descriptor.JspConfigDescriptor",n/a,n/a,n/a,n/a,2,n/a
"javax.servlet.descriptor.JspPropertyGroupDescriptor",n/a,n/a,n/a,n/a,12,n/a
"javax.servlet.descriptor.TaglibDescriptor",n/a,n/a,n/a,n/a,2,n/a
"javax.servlet.http.Cookie",27,0,10,0,20,27
"javax.servlet.http.HttpServlet",57,1,1,46,30,49
"javax.servlet.http.HttpServletRequest",n/a,n/a,n/a,n/a,30,n/a
"javax.servlet.http.HttpServletRequestWrapper",9,1,1,2,64,32
"javax.servlet.http.HttpServletResponse",n/a,n/a,n/a,n/a,21,n/a
"javax.servlet.http.HttpServletResponseWrapper",11,1,1,8,46,23
"javax.servlet.http.HttpSession",n/a,n/a,n/a,n/a,17,n/a
"javax.servlet.http.HttpSessionActivationListener",n/a,n/a,n/a,n/a,2,n/a
"javax.servlet.http.HttpSessionAttributeListener",n/a,n/a,n/a,n/a,3,n/a
"javax.servlet.http.HttpSessionBindingEvent",6,1,3,0,7,5
"javax.servlet.http.HttpSessionBindingListener",n/a,n/a,n/a,n/a,2,n/a
"javax.servlet.http.HttpSessionContext",n/a,n/a,n/a,n/a,2,n/a
"javax.servlet.http.HttpSessionEvent",7,0,1,1,2,2
"javax.servlet.http.HttpSessionListener",n/a,n/a,n/a,n/a,2,n/a
"javax.servlet.http.HttpUtils",4,0,2,0,9,20
"javax.servlet.http.NoBodyOutputStream",2,1,1,0,4,5
"javax.servlet.http.NoBodyResponse",6,2,1,0,10,7
"javax.servlet.http.Part",n/a,n/a,n/a,n/a,9,n/a
"javax.servlet.jsp.ErrorData",1,0,4,0,5,5
"javax.servlet.jsp.HttpJspPage",n/a,n/a,n/a,n/a,1,n/a
"javax.servlet.jsp.JspApplicationContext",n/a,n/a,n/a,n/a,3,n/a
"javax.servlet.jsp.JspContext",25,0,15,1,16,3
"javax.servlet.jsp.JspEngineInfo",2,0,1,1,2,1
"javax.servlet.jsp.JspException",29,0,1,2,5,5
"javax.servlet.jsp.JspFactory",10,0,5,1,7,3
"javax.servlet.jsp.JspPage",n/a,n/a,n/a,n/a,2,n/a
"javax.servlet.jsp.JspTagException",6,1,0,0,8,4
"javax.servlet.jsp.JspWriter",13,0,27,2,28,3
"javax.servlet.jsp.PageContext",29,1,15,2,19,4
"javax.servlet.jsp.SkipPageException",1,1,0,0,8,4
"javax.servlet.jsp.el.ELException",10,0,1,1,5,5
"javax.servlet.jsp.el.ELParseException",2,1,0,0,4,2
"javax.servlet.jsp.el.Expression",5,0,1,1,1,0
"javax.servlet.jsp.el.ExpressionEvaluator",8,0,2,1,2,0
"javax.servlet.jsp.el.FunctionMapper",n/a,n/a,n/a,n/a,1,n/a
"javax.servlet.jsp.el.ImplicitObjectELResolver",10,1,2,0,22,32
"javax.servlet.jsp.el.ImplicitObjectELResolver.ScopeManager",9,0,2,0,15,62
"javax.servlet.jsp.el.ImplicitObjectELResolver.ScopeMap",1,0,3,10,11,20
"javax.servlet.jsp.el.ImplicitObjectELResolver.ScopeMap.ScopeEntry",1,0,1,0,9,7
"javax.servlet.jsp.el.ScopedAttributeELResolver",8,1,6,0,16,24
"javax.servlet.jsp.el.VariableResolver",n/a,n/a,n/a,n/a,1,n/a
"javax.servlet.jsp.tagext.BodyContent",11,1,6,1,9,4
"javax.servlet.jsp.tagext.BodyTag",n/a,n/a,n/a,n/a,2,n/a
"javax.servlet.jsp.tagext.BodyTagSupport",7,1,5,1,13,9
"javax.servlet.jsp.tagext.DynamicAttributes",n/a,n/a,n/a,n/a,1,n/a
"javax.servlet.jsp.tagext.FunctionInfo",6,0,3,0,4,4
"javax.servlet.jsp.tagext.IterationTag",n/a,n/a,n/a,n/a,1,n/a
"javax.servlet.jsp.tagext.JspFragment",7,0,2,1,2,0
"javax.servlet.jsp.tagext.JspIdConsumer",n/a,n/a,n/a,n/a,1,n/a
"javax.servlet.jsp.tagext.JspTag",n/a,n/a,n/a,n/a,0,n/a
"javax.servlet.jsp.tagext.PageData",5,0,1,1,2,1
"javax.servlet.jsp.tagext.SimpleTag",n/a,n/a,n/a,n/a,5,n/a
"javax.servlet.jsp.tagext.SimpleTagSupport",13,0,5,6,12,16
"javax.servlet.jsp.tagext.Tag",n/a,n/a,n/a,n/a,6,n/a
"javax.servlet.jsp.tagext.TagAdapter",6,0,6,0,9,12
"javax.servlet.jsp.tagext.TagAttributeInfo",13,0,10,0,15,17
"javax.servlet.jsp.tagext.TagData",12,0,1,0,7,11
"javax.servlet.jsp.tagext.TagExtraInfo",11,0,3,3,8,7
"javax.servlet.jsp.tagext.TagFileInfo",8,0,3,0,4,4
"javax.servlet.jsp.tagext.TagInfo",23,0,12,1,24,26
"javax.servlet.jsp.tagext.TagLibraryInfo",19,0,8,2,17,22
"javax.servlet.jsp.tagext.TagLibraryValidator",4,0,2,1,5,5
"javax.servlet.jsp.tagext.TagSupport",11,0,5,7,16,24
"javax.servlet.jsp.tagext.TagVariableInfo",8,0,5,0,6,6
"javax.servlet.jsp.tagext.TryCatchFinally",n/a,n/a,n/a,n/a,2,n/a
"javax.servlet.jsp.tagext.ValidationMessage",7,0,2,0,3,3
"javax.servlet.jsp.tagext.VariableInfo",13,0,4,0,5,5
"javax.xml.ws.WebServiceRef",n/a,n/a,n/a,n/a,5,n/a
"javax.xml.ws.WebServiceRefs",n/a,n/a,n/a,n/a,1,n/a
"jsp2.examples.BookBean",1,0,3,0,4,4
"jsp2.examples.FooBean",0,0,1,0,3,3
"jsp2.examples.ValuesBean",0,0,3,0,6,6
"jsp2.examples.el.Functions",0,0,3,0,3,5
"jsp2.examples.simpletag.EchoAttributesTag",5,1,1,0,5,3
"jsp2.examples.simpletag.FindBookSimpleTag",4,1,1,0,5,2
"jsp2.examples.simpletag.HelloWorldSimpleTag",3,1,1,0,3,1
"jsp2.examples.simpletag.RepeatSimpleTag",4,1,1,0,6,3
"jsp2.examples.simpletag.ShuffleSimpleTag",3,1,1,0,5,10
"jsp2.examples.simpletag.TileSimpleTag",3,1,1,0,5,3
