Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"com.android.ant.NewSetupTask.IPropertySource",0,0,0,1,1
"com.android.assetstudiolib.GraphicGeneratorContext",0,0,0,1,1
"com.android.chimpchat.adb.LinearInterpolator.Callback",0,1,1,1,1
"com.android.chimpchat.core.IChimpBackend",0,1,40,3,7
"com.android.chimpchat.core.IChimpDevice",0,2,39,20,23
"com.android.chimpchat.core.IChimpImage",0,0,0,7,12
"com.android.chimpchat.core.IChimpView",2,1,4,4,32
"com.android.chimpchat.core.IMultiSelector",0,1,5,1,1
"com.android.chimpchat.core.ISelector",0,1,5,1,1
"com.android.ddmlib.AndroidDebugBridge.IClientChangeListener",0,0,0,6,608
"com.android.ddmlib.AndroidDebugBridge.IDebugBridgeChangeListener",1,1,4,4,607
"com.android.ddmlib.AndroidDebugBridge.IDeviceChangeListener",0,0,0,10,608
"com.android.ddmlib.ClientData.IHprofDumpHandler",0,0,0,4,507
"com.android.ddmlib.ClientData.IMethodProfilingHandler",0,0,0,3,508
"com.android.ddmlib.DebugPortManager.IDebugPortProvider",0,0,0,6,538
"com.android.ddmlib.FileListingService.IListingReceiver",3,1,4,2,504
"com.android.ddmlib.IDevice",0,2,6,75,683
"com.android.ddmlib.IShellOutputReceiver",0,0,0,5,10
"com.android.ddmlib.IStackTraceInfo",0,0,0,2,493
"com.android.ddmlib.Log.ILogOutput",0,1,1,1,658
"com.android.ddmlib.SyncService.ISyncProgressMonitor",0,0,0,8,503
"com.android.ddmlib.log.LogReceiver.ILogListener",0,1,1,4,688
"com.android.ddmlib.testrunner.IRemoteAndroidTestRunner",0,4,4,0,0
"com.android.ddmlib.testrunner.ITestRunListener",0,1,1,2,7
"com.android.ddmuilib.DevicePanel.IUiSelectionListener",0,2,10,4,497
"com.android.ddmuilib.ITableFocusListener",0,1,1,2,10
"com.android.ddmuilib.ITableFocusListener.IFocusedTableActivator",0,0,0,5,15
"com.android.ddmuilib.StackTracePanel.ISourceRevealer",0,0,0,1,492
"com.android.ddmuilib.SyncProgressHelper.SyncRunnable",0,3,4,1,499
"com.android.ddmuilib.actions.ICommonAction",0,0,0,5,19
"com.android.ddmuilib.console.IDdmConsole",0,0,0,0,0
"com.android.ddmuilib.log.event.EventDisplay.ILogColumnListener",0,0,0,2,11
"com.android.ddmuilib.logcat.ILogCatMessageEventListener",0,0,0,0,0
"com.android.ddmuilib.logcat.ILogCatMessageSelectionListener",0,0,0,0,0
"com.android.ddmuilib.logcat.LogPanel.ILogFilterStorageManager",0,0,0,3,10
"com.android.ddmuilib.logcat.LogPanel.LogCatViewInterface",0,0,0,2,10
"com.android.hierarchyviewer.scene.ViewNode.StateListener",1,1,2,1,46
"com.android.hierarchyviewerlib.actions.ImageAction",0,0,0,4,6
"com.android.hierarchyviewerlib.device.WindowUpdater.IWindowChangeListener",0,1,7,2,43
"com.android.hierarchyviewerlib.models.DeviceSelectionModel.IWindowChangeListener",0,2,8,4,42
"com.android.hierarchyviewerlib.models.PixelPerfectModel.IImageChangeListener",0,0,0,10,48
"com.android.hierarchyviewerlib.models.TreeViewModel.ITreeChangeListener",0,0,0,10,49
"com.android.ide.common.api.IAttributeInfo",0,1,1,23,496
"com.android.ide.common.api.IClientRulesEngine",0,1,1,8,488
"com.android.ide.common.api.IClientRulesEngine.AttributeFilter",0,0,0,4,489
"com.android.ide.common.api.IColor",0,0,0,4,474
"com.android.ide.common.api.IDragElement",0,1,1,24,503
"com.android.ide.common.api.IDragElement.IDragAttribute",0,0,0,10,533
"com.android.ide.common.api.IFeedbackPainter",0,0,0,4,479
"com.android.ide.common.api.IGraphics",0,1,1,18,497
"com.android.ide.common.api.IMenuCallback",0,0,0,9,493
"com.android.ide.common.api.INode",0,1,2,75,527
"com.android.ide.common.api.INode.IAttribute",0,1,1,7,529
"com.android.ide.common.api.INodeHandler",0,0,0,3,473
"com.android.ide.common.api.IValidator",0,0,0,3,11
"com.android.ide.common.api.IViewMetadata",0,1,1,6,481
"com.android.ide.common.api.IViewRule",0,0,0,6,476
"com.android.ide.common.api.RuleAction.ActionProvider",6,1,8,2,502
"com.android.ide.common.api.RuleAction.ChoiceProvider",0,0,0,5,503
"com.android.ide.common.layout.BaseLayoutRule.AttributeFilter",0,0,0,2,489
"com.android.ide.common.log.ILogger",0,0,0,7,477
"com.android.ide.common.rendering.api.IAnimationListener",0,0,0,0,0
"com.android.ide.common.rendering.api.IImageFactory",0,0,0,3,5
"com.android.ide.common.rendering.api.ILayoutPullParser",0,0,0,11,477
"com.android.ide.common.rendering.api.IProjectCallback",0,3,4,5,10
"com.android.ide.common.rendering.legacy.ILegacyPullParser",0,2,2,1,1
"com.android.ide.common.resources.ValueResourceParser.IValueResourceRepository",0,1,4,4,4
"com.android.ide.common.resources.configuration.Configurable",0,0,0,3,479
"com.android.ide.eclipse.adt.internal.build.BuildHelper.ResourceMarker",0,0,0,2,470
"com.android.ide.eclipse.adt.internal.editors.IPageImageProvider",0,0,0,8,470
"com.android.ide.eclipse.adt.internal.editors.descriptors.IDescriptorProvider",0,0,0,14,470
"com.android.ide.eclipse.adt.internal.editors.descriptors.ITextAttributeCreator",0,1,2,4,470
"com.android.ide.eclipse.adt.internal.editors.descriptors.IUnknownDescriptorProvider",0,0,0,1,470
"com.android.ide.eclipse.adt.internal.editors.layout.LayoutReloadMonitor.ILayoutReloadListener",0,1,1,2,470
"com.android.ide.eclipse.adt.internal.editors.layout.configuration.ConfigurationComposite.IConfigListener",0,4,21,2,470
"com.android.ide.eclipse.adt.internal.editors.layout.descriptors.CustomViewDescriptorService.ICustomViewDescriptorListener",0,0,0,1,470
"com.android.ide.eclipse.adt.internal.editors.layout.gle2.CustomViewFinder.Listener",0,0,0,2,6
"com.android.ide.eclipse.adt.internal.editors.layout.gle2.ImageUtils.CropFilter",0,0,0,1,471
"com.android.ide.eclipse.adt.internal.editors.manifest.model.UiClassAttributeNode.IPostTypeCreationAction",0,0,0,4,472
"com.android.ide.eclipse.adt.internal.editors.ui.IDecorContent",0,0,0,1,1
"com.android.ide.eclipse.adt.internal.editors.ui.tree.ICommitXml",0,0,0,0,0
"com.android.ide.eclipse.adt.internal.editors.uimodel.IUiSettableAttributeNode",0,0,0,0,0
"com.android.ide.eclipse.adt.internal.editors.uimodel.IUiUpdateListener",0,1,1,4,470
"com.android.ide.eclipse.adt.internal.launch.IAndroidLaunchAction",0,2,9,2,2
"com.android.ide.eclipse.adt.internal.launch.ILaunchController",0,1,7,0,0
