Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"com.android.ide.eclipse.adt.internal.project.BaseProjectHelper.IProjectFilter",0,0,0,2,472
"com.android.ide.eclipse.adt.internal.project.ProjectChooserHelper.IProjectChooserFilter",0,1,1,4,33
"com.android.ide.eclipse.adt.internal.project.XmlErrorHandler.XmlErrorListener",0,0,0,4,472
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.IFileListener",0,0,0,7,471
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.IFolderListener",0,0,0,3,471
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.IProjectListener",0,0,0,6,470
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.IRawDeltaListener",0,0,0,3,470
"com.android.ide.eclipse.adt.internal.resources.manager.GlobalProjectMonitor.IResourceEventListener",0,0,0,5,470
"com.android.ide.eclipse.adt.internal.resources.manager.ResourceManager.IResourceListener",0,2,18,3,470
"com.android.ide.eclipse.adt.internal.sdk.IAndroidClassLoader",0,1,1,0,0
"com.android.ide.eclipse.adt.internal.sdk.IAndroidClassLoader.IClassDescriptor",0,0,0,6,6
"com.android.ide.eclipse.adt.internal.sdk.Sdk.ITargetChangeListener",0,1,2,7,470
"com.android.ide.eclipse.adt.internal.ui.ConfigurationSelector.IQualifierFilter",0,1,1,2,470
"com.android.ide.eclipse.adt.internal.ui.IUpdateWizardDialog",0,0,0,1,1
"com.android.ide.eclipse.adt.internal.wizards.newproject.NewProjectCreationPage.IMainInfo",0,1,2,6,22
"com.android.ide.eclipse.ddms.DdmsPlugin.ISelectionListener",0,2,10,3,491
"com.android.ide.eclipse.ddms.IDebuggerConnector",0,0,0,3,492
"com.android.ide.eclipse.ddms.ISourceRevealer",0,0,0,2,2
"com.android.ide.eclipse.ddms.IToolsLocator",0,0,0,2,2
"com.android.ide.eclipse.ddms.ITraceviewLauncher",0,0,0,1,1
"com.android.io.IAbstractFile",0,1,1,22,578
"com.android.io.IAbstractFolder",1,1,1,11,574
"com.android.io.IAbstractFolder.FilenameFilter",1,1,1,2,574
"com.android.io.IAbstractResource",0,0,0,2,476
"com.android.layoutlib.api.IDensityBasedResourceValue",0,1,1,1,4
"com.android.layoutlib.api.ILayoutBridge",0,0,0,1,473
"com.android.layoutlib.api.ILayoutLog",0,0,0,1,473
"com.android.layoutlib.api.ILayoutResult",0,1,1,1,473
"com.android.layoutlib.api.ILayoutResult.ILayoutViewInfo",0,0,0,2,474
"com.android.layoutlib.api.IProjectCallback",0,0,0,1,473
"com.android.layoutlib.api.IResourceValue",0,0,0,10,493
"com.android.layoutlib.api.IStyleResourceValue",0,0,0,1,477
"com.android.layoutlib.api.IXmlPullParser",0,0,0,2,475
"com.android.layoutopt.uix.rules.Rule",0,1,5,1,2
"com.android.menubar.IMenuBarCallback",0,0,0,3,3
"com.android.menubar.IMenuBarEnhancer",0,1,1,4,10
"com.android.monkeyrunner.recorder.actions.Action",0,1,40,2,2
"com.android.resources.ResourceEnum",0,0,0,13,492
"com.android.sdklib.IAndroidTarget",0,1,1,85,537
"com.android.sdklib.IAndroidTarget.IOptionalLibrary",0,0,0,10,538
"com.android.sdklib.ISdkLog",0,0,0,36,586
"com.android.sdklib.build.ApkBuilder.JarStatus",0,0,0,4,476
"com.android.sdklib.build.IArchiveBuilder",0,0,0,2,471
"com.android.sdklib.internal.build.DebugKeyProvider.IKeyGenOutput",0,0,0,4,479
"com.android.sdklib.internal.build.SignedJarBuilder.IZipEntryFilter",0,1,1,3,475
"com.android.sdklib.internal.repository.IDescription",0,0,0,8,58
"com.android.sdklib.internal.repository.IExactApiLevelDependency",0,0,0,1,1
"com.android.sdklib.internal.repository.ILayoutlibVersion",0,1,1,0,0
"com.android.sdklib.internal.repository.IMinApiLevelDependency",0,0,0,1,1
"com.android.sdklib.internal.repository.IMinPlatformToolsDependency",0,0,0,1,1
"com.android.sdklib.internal.repository.IMinToolsDependency",0,0,0,1,1
"com.android.sdklib.internal.repository.IPackageVersion",0,1,2,5,9
"com.android.sdklib.internal.repository.IPlatformDependency",0,1,2,1,1
"com.android.sdklib.internal.repository.ITask",0,0,0,8,35
"com.android.sdklib.internal.repository.ITaskFactory",0,0,0,12,54
"com.android.sdklib.internal.repository.ITaskMonitor",0,2,2,18,57
"com.android.sdklib.xml.AndroidManifestParser.ManifestErrorHandler",0,0,0,3,474
"com.android.sdkuilib.internal.repository.IPageListener",0,0,0,2,21
"com.android.sdkuilib.internal.repository.ISdkUpdaterWindow",0,1,1,3,20
"com.android.sdkuilib.internal.repository.ISettingsPage",1,1,1,5,22
"com.android.sdkuilib.internal.repository.ISettingsPage.SettingsChangedCallback",1,1,1,2,22
"com.android.sdkuilib.internal.repository.IUpdaterData",0,5,44,0,0
"com.android.sdkuilib.internal.repository.SdkUpdaterNoWindow.IConsoleSubTaskMonitor",0,1,3,1,5
"com.android.sdkuilib.internal.repository.sdkman2.PackageLoader.IAutoInstallTask",0,1,28,1,1
"com.android.sdkuilib.internal.repository.sdkman2.PackageLoader.ISourceLoadedCallback",0,2,32,1,1
"com.android.sdkuilib.internal.tasks.ILogUiProvider",0,0,0,3,21
"com.android.sdkuilib.internal.tasks.IProgressUiProvider",0,1,1,0,0
"com.android.sdkuilib.internal.tasks.TaskMonitorImpl.ISubTaskMonitor",0,1,3,1,2
"com.android.sdkuilib.internal.widgets.AvdSelector.IAvdFilter",0,1,7,3,16
"com.android.sdkuilib.repository.ISdkChangeListener",0,0,0,10,43
"com.android.traceview.ProfileView.MethodHandler",0,0,0,2,2
"com.android.traceview.TimeBase",2,2,2,2,2
"com.android.traceview.TimeLineView.Block",0,0,0,5,10
"com.android.traceview.TimeLineView.Row",0,0,0,3,10

