Package,PDcy,PDpt
"appended-resources",0,0
"javacc.org.apache.james.mime4j.field.contentdisposition",1,1
"javacc.org.apache.james.mime4j.field.contenttype",1,2
"javacc.org.apache.james.mime4j.field.datetime",1,3
"javacc.org.apache.james.mime4j.field.language",1,0
"javacc.org.apache.james.mime4j.field.mimeversion",1,1
"javacc.org.apache.james.mime4j.field.structured",1,0
"javadoc",0,0
"jjtree.org.apache.james.mime4j.field.address",1,2
"org.apache.james.mime4j",1,10
"org.apache.james.mime4j.codec",2,5
"org.apache.james.mime4j.descriptor",5,2
"org.apache.james.mime4j.field",8,8
"org.apache.james.mime4j.field.address",3,2
"org.apache.james.mime4j.field.address.parser",0,0
"org.apache.james.mime4j.field.datetime",2,1
"org.apache.james.mime4j.io",2,1
"org.apache.james.mime4j.message",8,0
"org.apache.james.mime4j.parser",5,3
"org.apache.james.mime4j.storage",2,1
"org.apache.james.mime4j.util",0,8

