Package,PDcy,PDpt
"com.android.sdklib",14,7
"com.android.sdklib.build",2,0
"com.android.sdklib.devices",7,3
"com.android.sdklib.internal.avd",8,2
"com.android.sdklib.internal.build",3,1
"com.android.sdklib.internal.project",5,2
"com.android.sdklib.internal.repository",10,4
"com.android.sdklib.internal.repository.archives",10,4
"com.android.sdklib.internal.repository.packages",10,4
"com.android.sdklib.internal.repository.sources",9,2
"com.android.sdklib.io",1,5
"com.android.sdklib.repository",0,6
"com.android.sdklib.util",1,7

