Class,OCavg,WMC
"com.android.AndroidConstants",n/a,0
"com.android.annotations.VisibleForTesting.Visibility",n/a,0
"com.android.ant.AaptExecLoopTask","2,88",69
"com.android.ant.AaptExecLoopTask.NoCompress","1,00",1
"com.android.ant.AidlExecTask","2,60",13
"com.android.ant.ApkBuilderTask","2,44",44
"com.android.ant.BaseTask","1,80",9
"com.android.ant.DependencyGraph","4,11",37
"com.android.ant.IfElseTask","2,40",12
"com.android.ant.NewSetupTask","3,21",77
"com.android.ant.RenderScriptTask","2,67",16
"com.android.ant.SetupTask","1,00",2
"com.android.ant.TaskHelper","2,33",7
"com.android.ant.XPathTask","1,80",9
"com.android.archquery.Main","6,00",6
"com.android.assetstudiolib.GraphicGenerator","1,60",8
"com.android.assetstudiolib.GraphicGenerator.Options",n/a,0
"com.android.assetstudiolib.LauncherIconGenerator","1,50",3
"com.android.assetstudiolib.LauncherIconGenerator.Options",n/a,0
"com.android.assetstudiolib.LauncherIconGenerator.Options.Shape","1,00",1
"com.android.assetstudiolib.LauncherIconGenerator.Options.Style","1,00",1
"com.android.assetstudiolib.MenuIconGenerator","1,00",2
"com.android.assetstudiolib.MenuIconGenerator.Options",n/a,0
"com.android.assetstudiolib.TextRenderUtil","4,00",4
"com.android.assetstudiolib.TextRenderUtil.Options",n/a,0
"com.android.assetstudiolib.Util","2,67",32
"com.android.assetstudiolib.Util.Effect",n/a,0
"com.android.assetstudiolib.Util.FillEffect","1,00",1
"com.android.assetstudiolib.Util.ShadowEffect","1,00",1
"com.android.chimpchat.AllTests","2,00",4
"com.android.chimpchat.ChimpChat","1,43",10
"com.android.chimpchat.ChimpManager","1,56",42
"com.android.chimpchat.ImageUtilsTest","2,00",10
"com.android.chimpchat.adb.AdbBackend","2,00",14
"com.android.chimpchat.adb.AdbChimpDevice","1,69",59
"com.android.chimpchat.adb.AdbChimpDeviceTest","1,00",3
"com.android.chimpchat.adb.AdbChimpImage","1,00",3
"com.android.chimpchat.adb.CommandOutputCapture","1,00",4
"com.android.chimpchat.adb.LinearInterpolator","1,33",4
"com.android.chimpchat.adb.LinearInterpolator.Point","1,17",7
"com.android.chimpchat.adb.LinearInterpolatorTest","2,00",12
"com.android.chimpchat.adb.LinearInterpolatorTest.Collector","1,00",4
"com.android.chimpchat.adb.LoggingOutputReceiver","1,25",5
"com.android.chimpchat.adb.image.CaptureRawAndConvertedImage","1,00",2
"com.android.chimpchat.adb.image.CaptureRawAndConvertedImage.ChimpRawImage","1,00",2
"com.android.chimpchat.adb.image.ImageUtils","1,50",9
"com.android.chimpchat.adb.image.SixteenBitColorModel","1,00",11
"com.android.chimpchat.adb.image.ThirtyTwoBitColorModel","1,09",12
"com.android.chimpchat.core.By","1,00",3
"com.android.chimpchat.core.ChimpException","1,00",1
"com.android.chimpchat.core.ChimpImageBase","2,33",21
"com.android.chimpchat.core.ChimpImageBase.BufferedImageChimpImage","1,00",2
"com.android.chimpchat.core.ChimpRect","1,29",9
"com.android.chimpchat.core.ChimpView","1,33",20
"com.android.chimpchat.core.MultiSelectorText","2,00",4
"com.android.chimpchat.core.PhysicalButton","1,00",2
"com.android.chimpchat.core.SelectorAccessibilityIds","1,00",2
"com.android.chimpchat.core.SelectorId","1,00",2
"com.android.chimpchat.core.TouchPressType","1,33",4
"com.android.chimpchat.hierarchyviewer.HierarchyViewer","2,33",21
"com.android.ddmlib.AdbCommandRejectedException","1,00",4
"com.android.ddmlib.AdbHelper","2,95",62
"com.android.ddmlib.AdbHelper.AdbResponse","1,00",1
"com.android.ddmlib.AllocationInfo","1,80",18
"com.android.ddmlib.AllocationInfo.AllocationSorter","3,00",18
"com.android.ddmlib.AllocationInfo.SortMode",n/a,0
"com.android.ddmlib.AndroidDebugBridge","2,45",98
"com.android.ddmlib.BadPacketException","1,00",2
"com.android.ddmlib.CanceledException","1,00",2
"com.android.ddmlib.ChunkHandler","1,90",19
"com.android.ddmlib.Client","1,95",82
"com.android.ddmlib.ClientData","1,05",46
"com.android.ddmlib.ClientData.AllocationTrackingStatus",n/a,0
"com.android.ddmlib.ClientData.DebuggerStatus",n/a,0
"com.android.ddmlib.ClientData.HeapData","1,22",11
"com.android.ddmlib.ClientData.MethodProfilingStatus",n/a,0
"com.android.ddmlib.CollectingOutputReceiver","1,20",6
"com.android.ddmlib.DdmConstants","6,00",6
"com.android.ddmlib.DdmPreferences","1,05",20
"com.android.ddmlib.DebugPortManager","1,00",2
"com.android.ddmlib.Debugger","2,36",33
"com.android.ddmlib.Device","1,31",68
"com.android.ddmlib.Device.InstallReceiver","2,00",8
"com.android.ddmlib.DeviceMonitor","3,14",110
"com.android.ddmlib.EmulatorConsole","2,73",71
"com.android.ddmlib.EmulatorConsole.GsmMode","2,25",9
"com.android.ddmlib.EmulatorConsole.GsmStatus",n/a,0
"com.android.ddmlib.EmulatorConsole.NetworkStatus",n/a,0
"com.android.ddmlib.EmulatorConsoleTest","1,00",3
"com.android.ddmlib.FileListingService","2,71",19
"com.android.ddmlib.FileListingService.FileEntry","1,44",39
"com.android.ddmlib.FileListingService.LsReceiver","5,60",28
"com.android.ddmlib.GetPropReceiver","2,00",8
