Chidamber-Kemerer metrics,Seg, 9 out 2017 13:05:09 BRT
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"org.apache.tools.ant.AntClassLoader",46,0,8,2,75,144
"org.apache.tools.ant.AntClassLoader.ResourceEnumeration",2,0,1,0,5,5
"org.apache.tools.ant.AntTypeDefinition",14,0,1,2,27,40
"org.apache.tools.ant.BuildEvent",30,0,5,0,14,11
"org.apache.tools.ant.BuildException",558,0,3,3,16,17
"org.apache.tools.ant.BuildListener",n/a,n/a,n/a,n/a,7,n/a
"org.apache.tools.ant.BuildLogger",n/a,n/a,n/a,n/a,4,n/a
"org.apache.tools.ant.ComponentHelper",27,0,3,0,81,90
"org.apache.tools.ant.ComponentHelper.AntTypeTable",3,0,1,0,11,13
"org.apache.tools.ant.DefaultLogger",18,0,4,6,26,27
"org.apache.tools.ant.DemuxInputStream",2,0,1,0,4,4
"org.apache.tools.ant.DemuxOutputStream",4,0,1,0,12,19
"org.apache.tools.ant.DemuxOutputStream.BufferInfo",1,0,0,0,0,0
"org.apache.tools.ant.Diagnostics",12,0,1,0,37,53
"org.apache.tools.ant.DirectoryScanner",75,0,5,3,79,188
"org.apache.tools.ant.DynamicAttribute",n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.DynamicAttributeNS",n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.DynamicConfigurator",n/a,n/a,n/a,n/a,0,n/a
"org.apache.tools.ant.DynamicConfiguratorNS",n/a,n/a,n/a,n/a,0,n/a
"org.apache.tools.ant.DynamicElement",n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.DynamicElementNS",n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.Executor",n/a,n/a,n/a,n/a,2,n/a
"org.apache.tools.ant.ExitException",4,0,1,0,3,3
"org.apache.tools.ant.ExitStatusException",3,1,1,0,5,3
"org.apache.tools.ant.FileScanner",n/a,n/a,n/a,n/a,14,n/a
"org.apache.tools.ant.IntrospectionHelper",29,0,10,0,66,130
"org.apache.tools.ant.IntrospectionHelper.AddNestedCreator",4,1,2,0,7,10
"org.apache.tools.ant.IntrospectionHelper.AttributeSetter",3,0,1,7,2,1
"org.apache.tools.ant.IntrospectionHelper.CreateNestedCreator",3,1,1,0,3,2
"org.apache.tools.ant.IntrospectionHelper.Creator",7,0,1,0,14,13
"org.apache.tools.ant.IntrospectionHelper.NestedCreator",5,0,4,5,5,4
"org.apache.tools.ant.Location",25,0,3,0,12,16
"org.apache.tools.ant.MagicNames",22,0,0,0,1,1
"org.apache.tools.ant.Main",20,0,1,0,56,100
"org.apache.tools.ant.NoBannerLogger",4,1,1,0,9,6
"org.apache.tools.ant.PathTokenizer",3,0,1,0,4,15
"org.apache.tools.ant.Project",529,0,26,1,192,187
"org.apache.tools.ant.Project.AntRefTable",2,0,1,0,5,4
"org.apache.tools.ant.ProjectComponent",299,0,1,25,6,7
"org.apache.tools.ant.ProjectHelper",29,0,12,2,35,39
"org.apache.tools.ant.PropertyHelper",5,0,1,0,30,62
"org.apache.tools.ant.RuntimeConfigurable",19,0,1,0,35,56
"org.apache.tools.ant.SubBuildListener",n/a,n/a,n/a,n/a,2,n/a
"org.apache.tools.ant.Target",36,0,3,0,41,57
"org.apache.tools.ant.Task",320,1,5,131,52,40
"org.apache.tools.ant.TaskAdapter",9,2,1,0,10,8
"org.apache.tools.ant.TaskContainer",n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.TypeAdapter",n/a,n/a,n/a,n/a,5,n/a
"org.apache.tools.ant.UnknownElement",28,2,1,0,77,75
"org.apache.tools.ant.UnsupportedAttributeException",4,1,1,0,3,2
"org.apache.tools.ant.UnsupportedElementException",3,1,1,0,3,2
"org.apache.tools.ant.XmlLogger",12,0,4,0,32,45
"org.apache.tools.ant.XmlLogger.TimedElement",1,0,0,0,1,1
