Package,v(G)avg,v(G)tot
"eclipse.plugins.com.android.ide.eclipse.adt.src.com.android.ide.eclipse.adt.internal.wizards.newproject","3,81",614
"eclipse.plugins.com.android.ide.eclipse.adt.src.com.android.ide.eclipse.adt.internal.wizards.newxmlfile","3,49",213
"eclipse.plugins.com.android.ide.eclipse.adt.src.com.android.ide.eclipse.adt.io","1,76",51
"eclipse.plugins.com.android.ide.eclipse.ddms.src.com.android.ide.eclipse.ddms","2,76",102
"eclipse.plugins.com.android.ide.eclipse.ddms.src.com.android.ide.eclipse.ddms.i18n","1,00",1
"eclipse.plugins.com.android.ide.eclipse.ddms.src.com.android.ide.eclipse.ddms.preferences","1,33",16
"eclipse.plugins.com.android.ide.eclipse.ddms.src.com.android.ide.eclipse.ddms.views","2,20",156
"eclipse.plugins.com.android.ide.eclipse.hierarchyviewer.src.com.android.ide.eclipse.hierarchyviewer","1,73",26
"eclipse.plugins.com.android.ide.eclipse.hierarchyviewer.src.com.android.ide.eclipse.hierarchyviewer.views","1,16",50
"eclipse.plugins.com.android.ide.eclipse.pdt.src.com.android.ide.eclipse.pdt","2,44",22
"eclipse.plugins.com.android.ide.eclipse.pdt.src.com.android.ide.eclipse.pdt.internal","4,71",33
"eclipse.plugins.com.android.ide.eclipse.pdt.src.com.android.ide.eclipse.pdt.internal.preferences","1,25",5
"eclipse.plugins.com.android.ide.eclipse.tests.not_source_folder.jar.example","1,00",1
"eclipse.plugins.com.android.ide.eclipse.tests.src.com.android.ide.eclipse.adt.internal.build","1,25",25
"eclipse.plugins.com.android.ide.eclipse.tests.src.com.android.ide.eclipse.adt.internal.editors","1,10",188
"eclipse.plugins.com.android.ide.eclipse.tests.src.com.android.ide.eclipse.adt.internal.editors.formatting","1,26",29
"eclipse.plugins.com.android.ide.eclipse.tests.src.com.android.ide.eclipse.adt.internal.editors.layout.gle2","1,80",9
"eclipse.plugins.com.android.ide.eclipse.tests.src.com.android.ide.eclipse.adt.internal.editors.layout.refactoring","1,90",188
"eclipse.plugins.com.android.ide.eclipse.tests.src.com.android.ide.eclipse.adt.internal.editors.manifest","1,03",40
"eclipse.plugins.com.android.ide.eclipse.tests.src.com.android.ide.eclipse.adt.internal.editors.xml","1,67",30
"eclipse.plugins.com.android.ide.eclipse.tests.src.com.android.ide.eclipse.adt.internal.launch","1,00",8
"eclipse.plugins.com.android.ide.eclipse.tests.src.com.android.ide.eclipse.adt.internal.sdk","1,12",27
"eclipse.plugins.com.android.ide.eclipse.tests.src.com.android.ide.eclipse.adt.wizards.newproject","1,00",6
"eclipse.plugins.com.android.ide.eclipse.tests.src.com.android.ide.eclipse.tests","2,63",50
"eclipse.plugins.com.android.ide.eclipse.tests.src.com.android.ide.eclipse.tests.functests.layoutRendering","1,80",27
"eclipse.plugins.com.android.ide.eclipse.tests.src.com.android.ide.eclipse.tests.functests.sampleProjects","2,44",39
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.common.api","1,03",38
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.common.layout","1,19",176
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.common.layout.grid","1,00",2
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.common.resources.platform","1,08",14
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.eclipse.adt","1,00",7
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.eclipse.adt.internal.build","1,00",1
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.eclipse.adt.internal.editors.descriptors","1,27",14
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.eclipse.adt.internal.editors.layout","1,12",18
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.eclipse.adt.internal.editors.layout.gle2","1,53",181
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.eclipse.adt.internal.editors.layout.gre","1,12",18
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.eclipse.adt.internal.editors.manifest.model","1,00",9
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.eclipse.adt.internal.editors.mock","1,29",72
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.eclipse.adt.internal.editors.resources.manager","1,60",8
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.eclipse.adt.internal.project","1,00",3
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.eclipse.adt.internal.resources","1,06",19
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.eclipse.adt.internal.sdk","1,08",26
"eclipse.plugins.com.android.ide.eclipse.tests.unittests.com.android.ide.eclipse.mock","1,12",9
"eclipse.plugins.com.android.ide.eclipse.traceview.src.com.android.ide.eclipse.traceview","2,20",11
"eclipse.plugins.com.android.ide.eclipse.traceview.src.com.android.ide.eclipse.traceview.editors","3,08",37
"eventanalyzer.src.com.android.eventanalyzer","5,00",75
"hierarchyviewer.src.com.android.hierarchyviewer","4,00",8
"hierarchyviewer.src.com.android.hierarchyviewer.device","2,55",56
"hierarchyviewer.src.com.android.hierarchyviewer.laf","1,00",3
"hierarchyviewer.src.com.android.hierarchyviewer.scene","2,98",134
"hierarchyviewer.src.com.android.hierarchyviewer.ui","1,85",312
"hierarchyviewer.src.com.android.hierarchyviewer.ui.action","1,04",26
"hierarchyviewer.src.com.android.hierarchyviewer.ui.model","1,46",35
"hierarchyviewer.src.com.android.hierarchyviewer.ui.util","1,81",56
"hierarchyviewer.src.com.android.hierarchyviewer.util","1,00",4
"hierarchyviewer2.app.src.com.android.hierarchyviewer","1,35",69
"hierarchyviewer2.app.src.com.android.hierarchyviewer.actions","1,17",27
"hierarchyviewer2.app.src.com.android.hierarchyviewer.util","1,57",11
"hierarchyviewer2.libs.hierarchyviewerlib.src.com.android.hierarchyviewerlib","2,60",109
"hierarchyviewer2.libs.hierarchyviewerlib.src.com.android.hierarchyviewerlib.actions","1,20",108
"hierarchyviewer2.libs.hierarchyviewerlib.src.com.android.hierarchyviewerlib.device","3,32",229
"hierarchyviewer2.libs.hierarchyviewerlib.src.com.android.hierarchyviewerlib.models","2,06",140
"hierarchyviewer2.libs.hierarchyviewerlib.src.com.android.hierarchyviewerlib.ui","2,57",572
"hierarchyviewer2.libs.hierarchyviewerlib.src.com.android.hierarchyviewerlib.ui.util","2,36",92
"ide_common.src.com.android.ide.common.rendering","3,17",95
"ide_common.src.com.android.ide.common.rendering.legacy","1,33",4
"ide_common.src.com.android.ide.common.resources","2,78",392
"ide_common.src.com.android.ide.common.resources.configuration","1,80",539
"ide_common.tests.src.com.android.ide.common.resources.configuration","1,02",66
"layoutlib_api.sample.src.com.example.android.render","2,45",108
"layoutlib_api.sample.testproject.src.com.example.layoutlib.testproject","1,00",1
"layoutlib_api.src.com.android.ide.common.rendering.api","1,23",222
"layoutlib_api.src.com.android.layoutlib.api","1,67",5
"layoutopt.app.src.com.android.layoutopt.cli","2,83",17
"layoutopt.libs.uix.src.com.android.layoutopt.uix","1,75",49
"layoutopt.libs.uix.src.com.android.layoutopt.uix.groovy","1,80",27
"layoutopt.libs.uix.src.com.android.layoutopt.uix.rules","1,00",3
"layoutopt.libs.uix.src.com.android.layoutopt.uix.util","2,00",4
"layoutopt.libs.uix.src.com.android.layoutopt.uix.xml","2,10",21
"monkeyrunner.src.com.android.monkeyrunner","2,14",263
"monkeyrunner.src.com.android.monkeyrunner.controller","1,32",25
"monkeyrunner.src.com.android.monkeyrunner.easy","1,09",25
"monkeyrunner.src.com.android.monkeyrunner.recorder","2,08",50
"monkeyrunner.src.com.android.monkeyrunner.recorder.actions","1,00",30
"monkeyrunner.test.com.android.monkeyrunner","1,21",40
"ninepatch.src.com.android.ninepatch","2,83",102
"ninepatch.tests.src.com.android.ninepatch","1,00",3
"rule_api.src.com.android.ide.common.api","1,68",161
"screenshot.src.com.android.screenshot","11,25",45
"sdklauncher.app.src.com.android.sdklauncher","2,83",17
"sdklauncher.app.tests.com.android.sdklauncher","1,00",3
"sdkmanager.app.src.com.android.sdkmanager","4,33",437
"sdkmanager.app.src.com.android.sdkmanager.internal.repository","1,41",24
"sdkmanager.app.tests.com.android.sdkmanager","1,25",66
"sdkmanager.libs.sdklib.src.com.android.sdklib","2,47",292
"sdkmanager.libs.sdklib.src.com.android.sdklib.build","3,71",178
"sdkmanager.libs.sdklib.src.com.android.sdklib.internal.avd","4,40",273
"sdkmanager.libs.sdklib.src.com.android.sdklib.internal.build","2,74",74
"sdkmanager.libs.sdklib.src.com.android.sdklib.internal.export","3,44",186
"sdkmanager.libs.sdklib.src.com.android.sdklib.internal.project","4,29",240
"sdkmanager.libs.sdklib.src.com.android.sdklib.internal.repository","3,71",1.231
"sdkmanager.libs.sdklib.src.com.android.sdklib.io","8,50",34
"sdkmanager.libs.sdklib.src.com.android.sdklib.repository","1,43",10
"sdkmanager.libs.sdklib.src.com.android.sdklib.util","2,43",107
"sdkmanager.libs.sdklib.src.com.android.sdklib.xml","2,63",266
"sdkmanager.libs.sdklib.tests.src.com.android.sdklib.internal.build","1,43",10
"sdkmanager.libs.sdklib.tests.src.com.android.sdklib.internal.repository","1,20",203
"sdkmanager.libs.sdklib.tests.src.com.android.sdklib.mock","1,17",7
"sdkmanager.libs.sdklib.tests.src.com.android.sdklib.repository","1,44",36
"sdkmanager.libs.sdklib.tests.src.com.android.sdklib.xml","1,32",25
"sdkmanager.libs.sdkuilib.src.com.android.sdkuilib.internal.repository","3,73",615
"sdkmanager.libs.sdkuilib.src.com.android.sdkuilib.internal.repository.icons","5,25",21
"sdkmanager.libs.sdkuilib.src.com.android.sdkuilib.internal.repository.sdkman1","2,34",222
"sdkmanager.libs.sdkuilib.src.com.android.sdkuilib.internal.repository.sdkman2","3,35",751
"sdkmanager.libs.sdkuilib.src.com.android.sdkuilib.internal.tasks","2,00",160
"sdkmanager.libs.sdkuilib.src.com.android.sdkuilib.internal.widgets","4,47",510
"sdkmanager.libs.sdkuilib.src.com.android.sdkuilib.repository","1,10",11
"sdkmanager.libs.sdkuilib.src.com.android.sdkuilib.ui","1,49",61
"sdkmanager.libs.sdkuilib.tests.com.android.sdkuilib.internal.repository","1,23",53
"sdkmanager.libs.sdkuilib.tests.com.android.sdkuilib.internal.repository.sdkman2","1,16",29
"sdkstats.src.com.android.sdkstats","5,75",46
"swtmenubar.src-darwin.com.android.menubar.internal","2,29",48
"swtmenubar.src.com.android.menubar","5,00",20
"traceview.src.com.android.traceview","2,68",825

