Martin packaging metrics,Qui, 26 out 2017 14:56:55 BRST
Package,A,Ca,Ce,D,I
"org.apache.commons.logging","0,50",5,3,"0,12","0,38"
"org.apache.commons.logging.impl","0,00",4,12,"0,25","0,91"

