Dependency metrics,Sex, 6 out 2017 18:48:59 BRT
Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"android.provider.Telephony",0,0,0,8,48
"android.provider.Telephony.Carriers",0,0,0,4,24
"android.provider.Telephony.CellBroadcasts",0,0,0,1,1
"android.provider.Telephony.Mms",0,1,1,3,46
"android.provider.Telephony.Mms.Addr",0,0,0,0,0
"android.provider.Telephony.Mms.Draft",0,1,1,0,0
"android.provider.Telephony.Mms.Inbox",0,1,1,0,0
"android.provider.Telephony.Mms.Intents",0,0,0,0,0
"android.provider.Telephony.Mms.Outbox",0,1,1,0,0
"android.provider.Telephony.Mms.Part",0,0,0,0,0
"android.provider.Telephony.Mms.Rate",0,1,2,0,0
"android.provider.Telephony.Mms.Sent",0,1,1,0,0
"android.provider.Telephony.MmsSms",0,0,0,2,2
"android.provider.Telephony.MmsSms.PendingMessages",0,1,1,0,0
"android.provider.Telephony.MmsSms.WordsTable",0,0,0,0,0
"android.provider.Telephony.Sms",0,1,1,6,33
"android.provider.Telephony.Sms.Conversations",0,1,1,0,0
"android.provider.Telephony.Sms.Draft",0,2,2,0,0
"android.provider.Telephony.Sms.Inbox",0,2,2,0,0
"android.provider.Telephony.Sms.Intents",0,2,13,6,33
"android.provider.Telephony.Sms.Outbox",0,2,2,0,0
"android.provider.Telephony.Sms.Sent",0,2,2,0,0
"android.provider.Telephony.Threads",0,4,5,0,0
"android.telephony.CellBroadcastMessage",0,6,8,0,0
"android.telephony.SmsCbCmasInfo",0,0,0,3,4
"android.telephony.SmsCbEtwsInfo",0,2,2,2,2
"android.telephony.SmsCbLocation",0,0,0,5,27
"android.telephony.SmsCbMessage",0,0,0,6,32
"android.telephony.SmsManager",0,3,3,7,34
"android.telephony.SmsMessage",0,4,12,3,38
"android.telephony.SmsMessage.MessageClass",0,0,0,1,39
"android.telephony.SmsMessage.SubmitPdu",0,1,1,1,39
"android.telephony.gsm.SmsManager",0,0,0,0,0
"android.telephony.gsm.SmsMessage",0,5,12,0,0
"android.telephony.gsm.SmsMessage.MessageClass",0,0,0,1,1
"android.telephony.gsm.SmsMessage.SubmitPdu",0,1,1,1,1
"com.android.internal.telephony.ATParseEx",0,0,0,1,2
"com.android.internal.telephony.ATResponseParser",0,0,0,0,0
"com.android.internal.telephony.AdnRecord",0,1,1,3,26
"com.android.internal.telephony.AdnRecordCache",2,1,8,3,24
"com.android.internal.telephony.AdnRecordLoader",0,1,1,2,22
"com.android.internal.telephony.ApnContext",0,0,0,1,2
"com.android.internal.telephony.ApnSetting",0,1,1,2,3
"com.android.internal.telephony.BaseCommands",0,0,0,2,2
"com.android.internal.telephony.Call",0,1,1,9,32
"com.android.internal.telephony.Call.State",0,0,0,10,33
"com.android.internal.telephony.CallForwardInfo",0,0,0,1,22
"com.android.internal.telephony.CallManager",0,1,19,1,23
"com.android.internal.telephony.CallStateException",0,0,0,10,31
"com.android.internal.telephony.CallTracker",0,3,3,4,23
"com.android.internal.telephony.CommandException",0,1,1,6,28
"com.android.internal.telephony.CommandException.Error",0,0,0,7,29
"com.android.internal.telephony.CommandsInterface.RadioState",0,0,0,5,33
"com.android.internal.telephony.Connection",0,2,2,12,33
"com.android.internal.telephony.Connection.DisconnectCause",0,0,0,5,34
"com.android.internal.telephony.Connection.PostDialState",0,0,0,2,34
"com.android.internal.telephony.DataCallState",0,3,3,3,4
"com.android.internal.telephony.DataCallState.SetupResult",0,1,1,1,5
"com.android.internal.telephony.DataConnection",6,12,12,11,12
"com.android.internal.telephony.DataConnection.CallSetupException",0,0,0,3,13
"com.android.internal.telephony.DataConnection.ConnectionParams",0,0,0,8,13
"com.android.internal.telephony.DataConnection.DcActivatingState",6,5,12,1,12
"com.android.internal.telephony.DataConnection.DcActiveState",6,4,12,2,12
"com.android.internal.telephony.DataConnection.DcDefaultState",6,4,12,1,12
"com.android.internal.telephony.DataConnection.DcDisconnectingState",6,3,12,1,12
"com.android.internal.telephony.DataConnection.DcDisconnectionErrorCreatingConnection",6,4,12,1,12
"com.android.internal.telephony.DataConnection.DcInactiveState",6,4,12,4,12
"com.android.internal.telephony.DataConnection.DisconnectParams",0,0,0,4,13
"com.android.internal.telephony.DataConnection.FailCause",0,0,0,13,22
"com.android.internal.telephony.DataConnection.UpdateLinkPropertyResult",0,0,0,4,14
"com.android.internal.telephony.DataConnectionAc",0,2,2,2,3
"com.android.internal.telephony.DataConnectionAc.LinkPropertyChangeAction",0,0,0,0,0
"com.android.internal.telephony.DataConnectionTracker",2,4,4,9,10
"com.android.internal.telephony.DataConnectionTracker.DataRoamingSettingObserver",2,1,4,1,10
"com.android.internal.telephony.DataConnectionTracker.TxRxSum",2,1,4,2,10
"com.android.internal.telephony.DebugService",0,0,0,0,0
"com.android.internal.telephony.DefaultPhoneNotifier",0,0,0,0,0
"com.android.internal.telephony.DriverCall",0,1,1,6,6
"com.android.internal.telephony.DriverCall.State",0,0,0,5,7
"com.android.internal.telephony.IccCard",18,12,123,9,21
"com.android.internal.telephony.IccCardApplication",0,4,4,1,22
"com.android.internal.telephony.IccCardApplication.AppState",0,0,0,1,23
"com.android.internal.telephony.IccCardApplication.AppType",0,0,0,3,23
"com.android.internal.telephony.IccCardApplication.PersoSubState",0,0,0,1,23
"com.android.internal.telephony.IccCardStatus",0,2,2,0,0
"com.android.internal.telephony.IccCardStatus.CardState",0,0,0,1,1
"com.android.internal.telephony.IccCardStatus.PinState",0,0,0,2,24
"com.android.internal.telephony.IccException",0,0,0,2,22
"com.android.internal.telephony.IccFileHandler",0,2,2,10,34
"com.android.internal.telephony.IccFileHandler.LoadLinearFixedContext",0,0,0,1,35
"com.android.internal.telephony.IccFileNotFound",0,0,0,0,0
"com.android.internal.telephony.IccFileTypeMismatch",0,0,0,0,0
"com.android.internal.telephony.IccIoResult",0,0,0,1,1
"com.android.internal.telephony.IccPhoneBookInterfaceManager",0,0,0,5,24
"com.android.internal.telephony.IccPhoneBookInterfaceManagerProxy",0,0,0,0,0
"com.android.internal.telephony.IccProvider",0,3,3,0,0
"com.android.internal.telephony.IccRecords",0,3,6,6,26
"com.android.internal.telephony.IccRefreshResponse",0,0,0,3,26
"com.android.internal.telephony.IccServiceTable",0,1,1,1,50
"com.android.internal.telephony.IccSmsInterfaceManager",0,2,4,5,25
"com.android.internal.telephony.IccSmsInterfaceManagerProxy",0,0,0,0,0
"com.android.internal.telephony.IccUtils",0,1,1,22,42
"com.android.internal.telephony.IccVmFixedException",0,0,0,1,22
"com.android.internal.telephony.IccVmNotSupportedException",0,0,0,2,22
"com.android.internal.telephony.IntRangeManager",1,2,2,3,3
"com.android.internal.telephony.IntRangeManager.ClientRange",0,0,0,2,4
"com.android.internal.telephony.IntRangeManager.IntRange",1,2,2,1,3
"com.android.internal.telephony.MccTable",0,2,2,7,25
"com.android.internal.telephony.MccTable.MccEntry",0,0,0,1,26
"com.android.internal.telephony.MmiCode.State",0,0,0,2,24
"com.android.internal.telephony.OperatorInfo",0,1,1,4,22
