Chidamber-Kemerer metrics,Qui, 26 out 2017 11:37:40 BRST
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"org.apache.commons.io.ByteOrderMark",5,1,2,0,22,18
"org.apache.commons.io.CopyUtils",2,1,3,0,23,13
"org.apache.commons.io.DirectoryWalker",12,1,1,8,24,27
"org.apache.commons.io.DirectoryWalker.CancelException",7,4,2,0,5,4
"org.apache.commons.io.EndianUtils",2,1,14,0,39,33
"org.apache.commons.io.FileCleaner",3,1,1,0,13,7
"org.apache.commons.io.FileCleaningTracker",6,1,1,0,19,12
"org.apache.commons.io.FileCleaningTracker.Reaper",2,2,1,0,10,3
"org.apache.commons.io.FileCleaningTracker.Tracker",3,3,1,0,5,3
"org.apache.commons.io.FileDeleteStrategy",6,1,1,1,9,7
"org.apache.commons.io.FileDeleteStrategy.ForceFileDeleteStrategy",2,2,1,0,4,2
"org.apache.commons.io.FileExistsException",2,4,0,0,5,3
"org.apache.commons.io.FileSystemUtils",6,1,1,3,59,47
"org.apache.commons.io.FileUtils",35,1,14,0,174,232
"org.apache.commons.io.FilenameUtils",9,1,1,0,75,146
"org.apache.commons.io.HexDump",2,1,1,0,16,14
"org.apache.commons.io.IOCase",15,1,2,0,21,22
"org.apache.commons.io.IOExceptionWithCause",3,4,0,1,5,3
"org.apache.commons.io.IOUtils",23,1,22,0,109,125
"org.apache.commons.io.LineIterator",3,1,2,1,16,17
"org.apache.commons.io.TaggedIOException",6,5,1,0,9,6
"org.apache.commons.io.ThreadMonitor",2,1,3,0,12,7
"org.apache.commons.io.comparator.AbstractFileComparator",17,1,2,9,7,5
"org.apache.commons.io.comparator.CompositeFileComparator",3,2,1,0,16,11
"org.apache.commons.io.comparator.DefaultFileComparator",4,2,1,0,3,1
"org.apache.commons.io.comparator.DirectoryFileComparator",3,2,1,0,4,3
"org.apache.commons.io.comparator.ExtensionFileComparator",6,2,1,0,9,5
"org.apache.commons.io.comparator.LastModifiedFileComparator",3,2,1,0,3,3
"org.apache.commons.io.comparator.NameFileComparator",5,2,1,0,8,5
"org.apache.commons.io.comparator.PathFileComparator",4,2,1,0,8,5
"org.apache.commons.io.comparator.ReverseComparator",9,2,1,0,7,4
"org.apache.commons.io.comparator.SizeFileComparator",5,2,1,0,10,10
"org.apache.commons.io.filefilter.AbstractFileFilter",20,1,1,19,8,3
"org.apache.commons.io.filefilter.AgeFileFilter",3,2,1,0,12,10
"org.apache.commons.io.filefilter.AndFileFilter",7,2,1,0,28,22
"org.apache.commons.io.filefilter.CanReadFileFilter",6,2,1,0,5,2
"org.apache.commons.io.filefilter.CanWriteFileFilter",5,2,1,0,4,2
"org.apache.commons.io.filefilter.ConditionalFileFilter",n/a,n/a,n/a,n/a,4,n/a
"org.apache.commons.io.filefilter.DelegateFileFilter",3,2,2,0,12,10
"org.apache.commons.io.filefilter.DirectoryFileFilter",5,2,1,0,3,2
"org.apache.commons.io.filefilter.EmptyFileFilter",5,2,1,0,6,3
"org.apache.commons.io.filefilter.FalseFileFilter",5,1,2,1,3,3
"org.apache.commons.io.filefilter.FileFileFilter",4,2,1,0,3,2
"org.apache.commons.io.filefilter.FileFilterUtils",25,1,31,0,79,60
"org.apache.commons.io.filefilter.HiddenFileFilter",6,2,1,0,4,2
"org.apache.commons.io.filefilter.IOFileFilter",n/a,n/a,n/a,n/a,2,n/a
"org.apache.commons.io.filefilter.MagicNumberFileFilter",5,2,1,0,23,14
"org.apache.commons.io.filefilter.NameFileFilter",8,2,1,0,19,22
"org.apache.commons.io.filefilter.NotFileFilter",8,2,1,0,9,5
"org.apache.commons.io.filefilter.OrFileFilter",8,2,1,0,28,20
"org.apache.commons.io.filefilter.PrefixFileFilter",5,2,1,0,19,22
"org.apache.commons.io.filefilter.RegexFileFilter",3,2,1,0,11,10
"org.apache.commons.io.filefilter.SizeFileFilter",2,2,1,0,7,7
"org.apache.commons.io.filefilter.SuffixFileFilter",6,2,1,0,19,22
"org.apache.commons.io.filefilter.TrueFileFilter",6,1,2,1,3,3
"org.apache.commons.io.filefilter.WildcardFileFilter",6,2,1,0,19,22
