CommitNumber;Entity;Class;Change;Superclass
f852873cdc60e5562d9d6f0c9904fe8f012a2135;CLASS;org.apache.commons.io.find.FinderException;ADDED*;.RuntimeException
3eb52d6f6c16b551c9d2aab83a27a1b55d1464bf;CLASS;org.apache.commons.io.filefilter.WildcardFilter;ADDED*;.AbstractFileFilter
f4463f0f97ac5dbdbee0d24885f0530199356de2;CLASS;org.apache.commons.io.filefilter.OrFileFilterTestCase;ADDED*;.ConditionalFileFilterAbstractTestCase
f4463f0f97ac5dbdbee0d24885f0530199356de2;CLASS;org.apache.commons.io.filefilter.IOFileFilterAbstractTestCase;ADDED*;junit.framework.TestCase
f4463f0f97ac5dbdbee0d24885f0530199356de2;CLASS;org.apache.commons.io.filefilter.ConditionalFileFilterAbstractTestCase;ADDED*;.IOFileFilterAbstractTestCase
f4463f0f97ac5dbdbee0d24885f0530199356de2;CLASS;org.apache.commons.io.filefilter.AndFileFilterTestCase;ADDED*;.ConditionalFileFilterAbstractTestCase
aa4d1776fb6d09c1600e3e0443a6937d99817dba;CLASS;org.apache.commons.io.WildcardUtilsTest;ADDED*;junit.framework.TestCase
a761c773ad21be25f3237206eb30894276999254;CLASS;org.apache.commons.io.FilenameUtilsWildcardTestCase;ADDED*;junit.framework.TestCase
33ca0134e5f47d78c7b8e2e2ed74af1ab4afa455;CLASS;org.apache.commons.io.input.ClassLoaderObjectInputStreamTest;ADDED*;junit.framework.TestCase
e0171a875c18021efdbf38abffb68b1b6992be67;CLASS;org.apache.commons.io.FileSystemUtilsTestCase;ADDED*;org.apache.commons.io.testtools.FileBasedTestCase
1d32636675b57dc83cd627f3f4b6c386d9b5eae6;CLASS;org.apache.commons.io.FileUtilsCleanDirectoryTestCase;ADDED*;org.apache.commons.io.testtools.FileBasedTestCase
1d149bb24171319638c4c1299d0aff8ff3380024;CLASS;org.apache.commons.io.filefilter.SizeFileFilter;ADDED*;.AbstractFileFilter
1d149bb24171319638c4c1299d0aff8ff3380024;CLASS;org.apache.commons.io.filefilter.AgeFileFilter;ADDED*;.AbstractFileFilter
3db2ecce763f5315680ce548f8f34dbc89d0e762;CLASS;org.apache.commons.io.LineIteratorTestCase;ADDED*;org.apache.commons.io.testtools.FileBasedTestCase
3db2ecce763f5315680ce548f8f34dbc89d0e762;CLASS;org.apache.commons.io.IOIterator;ADDED*;java.util.Iterator
d5abba6a48f93257d427532c109c92271db495bb;CLASS;org.apache.commons.io.FileUtilsWaitForTestCase;ADDED*;org.apache.commons.io.testtools.FileBasedTestCase
7444d8668c295759a6943a0b9840181ca2fcd188;CLASS;org.apache.commons.io.IOCaseTestCase;ADDED*;org.apache.commons.io.testtools.FileBasedTestCase
6044eaf7aee4cbb6bd3dfbd8901763a38c87bc8e;CLASS;org.apache.commons.io.filefilter.WildcardFileFilter;ADDED*;.AbstractFileFilter
82c0ef961cbde4fe03c68994c71a9ca571fc844b;CLASS;org.apache.commons.io.filefilter.HiddenFileFilter;ADDED*;.AbstractFileFilter
82c0ef961cbde4fe03c68994c71a9ca571fc844b;CLASS;org.apache.commons.io.filefilter.EmptyFileFilter;ADDED*;.AbstractFileFilter
82c0ef961cbde4fe03c68994c71a9ca571fc844b;CLASS;org.apache.commons.io.filefilter.CanWriteFileFilter;ADDED*;.AbstractFileFilter
82c0ef961cbde4fe03c68994c71a9ca571fc844b;CLASS;org.apache.commons.io.filefilter.CanReadFileFilter;ADDED*;.AbstractFileFilter
