Package,PDcy,PDpt
"examples.jsp.jsptoserv",0,0
"examples.jsp.num",0,0
"examples.jsp.plugin",0,0
"examples.jsp.plugin.applet",0,0
"examples.jsp.security.protected",0,0
"examples.jsp.sessions",0,0
"examples.jsp.simpletag",0,0
"examples.jsp.snp",0,0
"examples.jsp.tagplugin",0,0
"examples.jsp.xml",0,0
"examples.servlets",0,0
"host-manager",0,0
"host-manager.META-INF",0,0
"host-manager.WEB-INF",0,0
"javax.annotation",0,2
"javax.annotation.security",0,1
"javax.ejb",0,1
"javax.el",0,9
"javax.mail",0,2
"javax.mail.internet",1,1
"javax.persistence",0,1
"javax.servlet",2,49
"javax.servlet.annotation",1,4
"javax.servlet.descriptor",0,6
"javax.servlet.http",1,35
"javax.servlet.jsp",7,7
"javax.servlet.jsp.el",4,3
"javax.servlet.jsp.resources",0,0
"javax.servlet.jsp.tagext",1,8
"javax.servlet.resources",0,0
"javax.xml.ws",0,1
"jdbc-pool",0,0
"jdbc-pool.doc",0,0
"jdbc-pool.java.org.apache.tomcat.jdbc.naming",1,0
"jdbc-pool.java.org.apache.tomcat.jdbc.pool",2,4
"jdbc-pool.java.org.apache.tomcat.jdbc.pool.interceptor",2,2
"jdbc-pool.java.org.apache.tomcat.jdbc.pool.jmx",2,0
"jdbc-pool.resources",0,0
"jdbc-pool.test.org.apache.tomcat.jdbc.pool.interceptor",1,1
"jdbc-pool.test.org.apache.tomcat.jdbc.test",4,0
"jdbc-pool.test.org.apache.tomcat.jdbc.test.driver",0,1
"manager",0,0
"manager.META-INF",0,0
"manager.WEB-INF",0,0
"manager.WEB-INF.jsp",0,0
"org.apache.catalina",11,31
"org.apache.catalina.ant",4,1
"org.apache.catalina.ant.jmx",1,0
"org.apache.catalina.authenticator",12,4
"org.apache.catalina.comet",2,8
"org.apache.catalina.connector",21,15
"org.apache.catalina.core",36,17
"org.apache.catalina.deploy",9,8
"org.apache.catalina.filters",13,0
"org.apache.catalina.ha",6,5
"org.apache.catalina.ha.authenticator",6,1
"org.apache.catalina.ha.backend",3,0
"org.apache.catalina.ha.context",8,0
"org.apache.catalina.ha.deploy",5,1
"org.apache.catalina.ha.jmx",9,1
"org.apache.catalina.ha.session",17,2
"org.apache.catalina.ha.tcp",17,2
"org.apache.catalina.ha.util",0,1
"org.apache.catalina.loader",13,3
"org.apache.catalina.manager",10,0
"org.apache.catalina.manager.host",9,0
"org.apache.catalina.manager.util",2,1
"org.apache.catalina.mbeans",19,6
"org.apache.catalina.realm",15,6
"org.apache.catalina.security",6,4
"org.apache.catalina.servlets",8,0
"org.apache.catalina.session",11,7
"org.apache.catalina.ssi",9,0
"org.apache.catalina.startup",27,15
"org.apache.catalina.tribes",3,23
"org.apache.catalina.tribes.group",8,11
"org.apache.catalina.tribes.group.interceptors",7,6
"org.apache.catalina.tribes.io",4,14
"org.apache.catalina.tribes.membership",5,9
"org.apache.catalina.tribes.tipis",6,3
"org.apache.catalina.tribes.transport",5,9
"org.apache.catalina.tribes.transport.bio",5,0
"org.apache.catalina.tribes.transport.bio.util",3,1
"org.apache.catalina.tribes.transport.nio",5,4
"org.apache.catalina.tribes.util",4,12
"org.apache.catalina.users",6,0
"org.apache.catalina.util",9,23
"org.apache.catalina.valves",14,6
"org.apache.coyote",3,12
"org.apache.coyote.ajp",8,1
"org.apache.coyote.http11",16,3
"org.apache.coyote.http11.filters",3,1
"org.apache.coyote.memory",2,0
"org.apache.el",7,2
"org.apache.el.lang",4,3
"org.apache.el.parser",4,2
"org.apache.el.util",2,3
"org.apache.jasper",6,7
"org.apache.jasper.compiler",19,4
"org.apache.jasper.compiler.tagplugin",0,2
"org.apache.jasper.el",3,4
"org.apache.jasper.resources",0,0
"org.apache.jasper.runtime",13,2
"org.apache.jasper.security",2,3
"org.apache.jasper.servlet",11,2
"org.apache.jasper.tagplugins.jstl",4,1
"org.apache.jasper.tagplugins.jstl.core",2,0
"org.apache.jasper.util",0,3
"org.apache.jasper.xmlparser",3,2
"org.apache.juli",0,1
"org.apache.juli.logging",0,61
"org.apache.naming",2,7
"org.apache.naming.factory",3,2
"org.apache.naming.factory.webservices",1,0
"org.apache.naming.java",1,0
"org.apache.naming.resources",4,6
"org.apache.naming.resources.jndi",1,0
"org.apache.tomcat",1,7
"org.apache.tomcat.buildutil",0,0
"org.apache.tomcat.jni",0,4
"org.apache.tomcat.util",1,21
"org.apache.tomcat.util.bcel",0,1
"org.apache.tomcat.util.bcel.classfile",2,1
"org.apache.tomcat.util.bcel.util",0,1
"org.apache.tomcat.util.buf",1,19
"org.apache.tomcat.util.buf.res",0,0
"org.apache.tomcat.util.collections",0,0
"org.apache.tomcat.util.digester",2,7
"org.apache.tomcat.util.http",8,11
"org.apache.tomcat.util.http.fileupload",2,3
"org.apache.tomcat.util.http.mapper",3,3
"org.apache.tomcat.util.http.res",0,0
"org.apache.tomcat.util.log",0,2
"org.apache.tomcat.util.modeler",2,14
"org.apache.tomcat.util.modeler.modules",4,1
"org.apache.tomcat.util.net",8,5
"org.apache.tomcat.util.net.jsse",3,2
"org.apache.tomcat.util.net.jsse.res",0,0
"org.apache.tomcat.util.net.res",0,0
"org.apache.tomcat.util.res",0,26
"org.apache.tomcat.util.scan",4,3
"org.apache.tomcat.util.threads",0,2
"org.apache.tomcat.util.threads.res",0,0
"tomcat-lite",0,0
"tomcat-lite.java.org.apache.coyote.lite",6,0
"tomcat-lite.java.org.apache.tomcat.lite.http",2,9
"tomcat-lite.java.org.apache.tomcat.lite.io",0,13
"tomcat-lite.java.org.apache.tomcat.lite.io.jsse",1,2
"tomcat-lite.java.org.apache.tomcat.lite.proxy",2,2
"tomcat-lite.java.org.apache.tomcat.lite.service",2,1
"tomcat-lite.java.org.apache.tomcat.lite.util",0,0
"tomcat-lite.test.org.apache.coyote.lite",11,0
"tomcat-lite.test.org.apache.tomcat.lite",6,5
"tomcat-lite.test.org.apache.tomcat.lite.http",3,2
"tomcat-lite.test.org.apache.tomcat.lite.http.services",3,1
"tomcat-lite.test.org.apache.tomcat.lite.io",2,0
"tomcat-lite.test.org.apache.tomcat.lite.load",4,0
"tomcat-lite.test.org.apache.tomcat.lite.proxy",4,0
"tomcat-lite.test.org.apache.tomcat.lite.util",0,0
"tomcat-lite.test.org.apache.tomcat.test.watchdog",1,1

