Package,PDcy,PDpt
"build",0,0
"build.org.apache.derbyBuild",3,0
"build.org.apache.derbyBuild.eclipse",1,0
"build.org.apache.derbyBuild.javadoc",0,0
"build.org.apache.derbyPreBuild",0,0
"client",0,0
"client.org.apache.derby.client",6,4
"client.org.apache.derby.client.am",11,4
"client.org.apache.derby.client.am.stmtcache",1,5
"client.org.apache.derby.client.net",10,3
"client.org.apache.derby.jdbc",5,6
"demo",0,0
"demo.localcal",0,0
"demo.localcal.src",1,0
"demo.nserverdemo",1,0
"demo.scores",0,0
"demo.scores.java.client.org.apache.derbyDemo.scores.app",0,0
"demo.scores.java.client.org.apache.derbyDemo.scores.data",1,0
"demo.scores.java.common.org.apache.derbyDemo.scores.util",0,0
"demo.scores.java.server.org.apache.derbyDemo.scores.proc",0,0
"demo.simple",0,0
"demo.simplemobile",1,0
"demo.toursdb",0,1
"demo.vtis",0,0
"demo.vtis.data",0,0
"demo.vtis.java.org.apache.derbyDemo.vtis.core",0,0
"demo.vtis.java.org.apache.derbyDemo.vtis.example",0,0
"demo.vtis.java.org.apache.derbyDemo.vtis.snapshot",0,0
"demo.vtis.sql",0,0
"demo.workingwithderby",0,0
"drda",0,0
"drda.org.apache.derby.drda",4,9
"drda.org.apache.derby.impl.drda",22,2
"drda.org.apache.derby.loc.drda",0,0
"drda.org.apache.derby.mbeans.drda",0,1
"engine",0,0
"engine.org.apache.derby",0,0
"engine.org.apache.derby.authentication",0,3
"engine.org.apache.derby.catalog",18,31
"engine.org.apache.derby.catalog.types",7,7
"engine.org.apache.derby.database",1,0
"engine.org.apache.derby.diag",16,0
"engine.org.apache.derby.iapi",0,0
"engine.org.apache.derby.iapi.db",14,9
"engine.org.apache.derby.iapi.error",5,84
"engine.org.apache.derby.iapi.jdbc",10,8
"engine.org.apache.derby.iapi.reference",0,66
"engine.org.apache.derby.iapi.security",3,1
"engine.org.apache.derby.iapi.services",0,0
"engine.org.apache.derby.iapi.services.cache",4,16
"engine.org.apache.derby.iapi.services.classfile",3,2
"engine.org.apache.derby.iapi.services.compiler",3,5
"engine.org.apache.derby.iapi.services.context",7,42
"engine.org.apache.derby.iapi.services.crypto",2,2
"engine.org.apache.derby.iapi.services.daemon",3,21
"engine.org.apache.derby.iapi.services.diag",1,8
"engine.org.apache.derby.iapi.services.i18n",1,28
"engine.org.apache.derby.iapi.services.info",2,21
"engine.org.apache.derby.iapi.services.io",8,40
"engine.org.apache.derby.iapi.services.jmx",2,4
"engine.org.apache.derby.iapi.services.loader",8,17
"engine.org.apache.derby.iapi.services.locks",4,15
"engine.org.apache.derby.iapi.services.memory",0,1
"engine.org.apache.derby.iapi.services.monitor",9,45
"engine.org.apache.derby.iapi.services.property",7,38
"engine.org.apache.derby.iapi.services.sanity",0,58
"engine.org.apache.derby.iapi.services.stream",0,22
"engine.org.apache.derby.iapi.services.timer",0,4
"engine.org.apache.derby.iapi.services.uuid",1,18
"engine.org.apache.derby.iapi.sql",10,17
"engine.org.apache.derby.iapi.sql.compile",12,7
"engine.org.apache.derby.iapi.sql.conn",18,24
"engine.org.apache.derby.iapi.sql.depend",6,13
"engine.org.apache.derby.iapi.sql.dictionary",18,19
"engine.org.apache.derby.iapi.sql.execute",10,16
"engine.org.apache.derby.iapi.store",0,0
"engine.org.apache.derby.iapi.store.access",14,41
"engine.org.apache.derby.iapi.store.access.conglomerate",8,11
"engine.org.apache.derby.iapi.store.access.xa",4,4
"engine.org.apache.derby.iapi.store.raw",14,24
"engine.org.apache.derby.iapi.store.raw.data",10,11
"engine.org.apache.derby.iapi.store.raw.log",10,12
"engine.org.apache.derby.iapi.store.raw.xact",10,8
"engine.org.apache.derby.iapi.store.replication.master",5,6
"engine.org.apache.derby.iapi.store.replication.slave",3,5
"engine.org.apache.derby.iapi.transaction",2,0
"engine.org.apache.derby.iapi.types",15,34
"engine.org.apache.derby.iapi.util",3,41
"engine.org.apache.derby.impl",0,0
"engine.org.apache.derby.impl.db",23,2
"engine.org.apache.derby.impl.io",4,0
"engine.org.apache.derby.impl.jdbc",33,7
"engine.org.apache.derby.impl.jdbc.authentication",12,2
"engine.org.apache.derby.impl.load",5,1
"engine.org.apache.derby.impl.services",0,0
"engine.org.apache.derby.impl.services.bytecode",11,0
"engine.org.apache.derby.impl.services.cache",7,0
"engine.org.apache.derby.impl.services.daemon",5,0
"engine.org.apache.derby.impl.services.jce",7,0
"engine.org.apache.derby.impl.services.jmx",6,0
"engine.org.apache.derby.impl.services.jmxnone",1,0
"engine.org.apache.derby.impl.services.locks",12,2
"engine.org.apache.derby.impl.services.monitor",15,1
"engine.org.apache.derby.impl.services.reflect",14,0
