Method,ev(G),iv(G),v(G)
"com.android.internal.telephony.IccCard.getIccCardStatusDone(AsyncResult)",2,2,2
"com.android.internal.telephony.IccCard.getIccFdnEnabled()",1,1,1
"com.android.internal.telephony.IccCard.getIccFileHandler()",1,1,1
"com.android.internal.telephony.IccCard.getIccLockEnabled()",1,1,1
"com.android.internal.telephony.IccCard.getIccRecords()",1,1,1
"com.android.internal.telephony.IccCard.getRuimState()",2,2,2
"com.android.internal.telephony.IccCard.getServiceProviderName()",1,1,1
"com.android.internal.telephony.IccCard.getState()",5,3,6
"com.android.internal.telephony.IccCard.handleCdmaSubscriptionSource()",1,3,3
"com.android.internal.telephony.IccCard.handleIccCardStatus(IccCardStatus)",1,21,32
"com.android.internal.telephony.IccCard.hasIccCard()",2,2,2
"com.android.internal.telephony.IccCard.isApplicationOnIcc(AppType)",4,2,5
"com.android.internal.telephony.IccCard.log(String)",1,1,1
"com.android.internal.telephony.IccCard.onIccSwap(boolean)",1,5,5
"com.android.internal.telephony.IccCard.onQueryFacilityLock(AsyncResult)",2,5,5
"com.android.internal.telephony.IccCard.onQueryFdnEnabled(AsyncResult)",2,5,5
"com.android.internal.telephony.IccCard.registerForAbsent(Handler,int,Object)",1,2,2
"com.android.internal.telephony.IccCard.registerForLocked(Handler,int,Object)",1,2,2
"com.android.internal.telephony.IccCard.registerForNetworkLocked(Handler,int,Object)",1,2,2
"com.android.internal.telephony.IccCard.registerForReady(Handler,int,Object)",1,2,2
"com.android.internal.telephony.IccCard.registerForRuimReady(Handler,int,Object)",1,3,3
"com.android.internal.telephony.IccCard.setIccFdnEnabled(boolean,String,Message)",1,1,1
"com.android.internal.telephony.IccCard.setIccLockEnabled(boolean,String,Message)",1,1,1
"com.android.internal.telephony.IccCard.supplyNetworkDepersonalization(String,Message)",1,1,1
"com.android.internal.telephony.IccCard.supplyPin(String,Message)",1,1,1
"com.android.internal.telephony.IccCard.supplyPin2(String,Message)",1,1,1
"com.android.internal.telephony.IccCard.supplyPuk(String,String,Message)",1,1,1
"com.android.internal.telephony.IccCard.supplyPuk2(String,String,Message)",1,1,1
"com.android.internal.telephony.IccCard.unregisterForAbsent(Handler)",1,1,1
"com.android.internal.telephony.IccCard.unregisterForLocked(Handler)",1,1,1
"com.android.internal.telephony.IccCard.unregisterForNetworkLocked(Handler)",1,1,1
"com.android.internal.telephony.IccCard.unregisterForReady(Handler)",1,1,1
"com.android.internal.telephony.IccCard.unregisterForRuimReady(Handler)",1,1,1
"com.android.internal.telephony.IccCard.updateStateProperty()",1,1,1
"com.android.internal.telephony.IccCardApplication.AppState.isAppNotReady()",1,1,2
"com.android.internal.telephony.IccCardApplication.AppState.isAppReady()",1,1,1
"com.android.internal.telephony.IccCardApplication.AppState.isPinRequired()",1,1,1
"com.android.internal.telephony.IccCardApplication.AppState.isPukRequired()",1,1,1
"com.android.internal.telephony.IccCardApplication.AppState.isSubscriptionPersoEnabled()",1,1,1
"com.android.internal.telephony.IccCardApplication.AppStateFromRILInt(int)",2,2,8
"com.android.internal.telephony.IccCardApplication.AppTypeFromRILInt(int)",2,2,8
"com.android.internal.telephony.IccCardApplication.PersoSubState.isPersoSubStateUnknown()",1,1,1
"com.android.internal.telephony.IccCardApplication.PersoSubstateFromRILInt(int)",2,2,27
"com.android.internal.telephony.IccCardApplication.PinStateFromRILInt(int)",2,2,8
"com.android.internal.telephony.IccCardApplication.toString()",1,3,5
"com.android.internal.telephony.IccCardStatus.CardState.isCardPresent()",1,1,1
"com.android.internal.telephony.IccCardStatus.PinState.isPermBlocked()",1,1,1
"com.android.internal.telephony.IccCardStatus.PinState.isPinRequired()",1,1,1
"com.android.internal.telephony.IccCardStatus.PinState.isPukRequired()",1,1,1
"com.android.internal.telephony.IccCardStatus.addApplication(IccCardApplication)",1,1,1
"com.android.internal.telephony.IccCardStatus.getApplication(int)",1,1,1
"com.android.internal.telephony.IccCardStatus.getCardState()",1,1,1
"com.android.internal.telephony.IccCardStatus.getCdmaSubscriptionAppIndex()",1,1,1
"com.android.internal.telephony.IccCardStatus.getGsmUmtsSubscriptionAppIndex()",1,1,1
"com.android.internal.telephony.IccCardStatus.getImsSubscriptionAppIndex()",1,1,1
"com.android.internal.telephony.IccCardStatus.getNumApplications()",1,1,1
"com.android.internal.telephony.IccCardStatus.getUniversalPinState()",1,1,1
"com.android.internal.telephony.IccCardStatus.setCardState(int)",2,2,5
"com.android.internal.telephony.IccCardStatus.setCdmaSubscriptionAppIndex(int)",1,1,1
"com.android.internal.telephony.IccCardStatus.setGsmUmtsSubscriptionAppIndex(int)",1,1,1
"com.android.internal.telephony.IccCardStatus.setImsSubscriptionAppIndex(int)",1,1,1
"com.android.internal.telephony.IccCardStatus.setNumApplications(int)",1,1,1
"com.android.internal.telephony.IccCardStatus.setUniversalPinState(int)",2,2,8
"com.android.internal.telephony.IccCardStatus.toString()",1,3,7
"com.android.internal.telephony.IccException.IccException()",1,1,1
"com.android.internal.telephony.IccException.IccException(String)",1,1,1
"com.android.internal.telephony.IccFileHandler.IccFileHandler(IccCard,String,CommandsInterface)",1,1,1
"com.android.internal.telephony.IccFileHandler.LoadLinearFixedContext.LoadLinearFixedContext(int,Message)",1,1,1
"com.android.internal.telephony.IccFileHandler.LoadLinearFixedContext.LoadLinearFixedContext(int,int,Message)",1,1,1
"com.android.internal.telephony.IccFileHandler.dispose()",1,1,1
"com.android.internal.telephony.IccFileHandler.getCommonIccEFPath(int)",4,2,4
"com.android.internal.telephony.IccFileHandler.getEFLinearRecordSize(int,Message)",1,1,1
"com.android.internal.telephony.IccFileHandler.handleMessage(Message)",7,18,31
"com.android.internal.telephony.IccFileHandler.loadEFImgLinearFixed(int,Message)",1,1,1
"com.android.internal.telephony.IccFileHandler.loadEFImgTransparent(int,int,int,int,Message)",1,1,1
"com.android.internal.telephony.IccFileHandler.loadEFLinearFixed(int,int,Message)",1,1,1
"com.android.internal.telephony.IccFileHandler.loadEFLinearFixedAll(int,Message)",1,1,1
"com.android.internal.telephony.IccFileHandler.loadEFTransparent(int,Message)",1,1,1
"com.android.internal.telephony.IccFileHandler.sendResult(Message,Object,Throwable)",2,1,2
"com.android.internal.telephony.IccFileHandler.setAid(String)",1,1,1
"com.android.internal.telephony.IccFileHandler.updateEFLinearFixed(int,int,byte[],String,Message)",1,1,1
"com.android.internal.telephony.IccFileHandler.updateEFTransparent(int,byte[],Message)",1,1,1
"com.android.internal.telephony.IccFileNotFound.IccFileNotFound()",1,1,1
"com.android.internal.telephony.IccFileNotFound.IccFileNotFound(String)",1,1,1
"com.android.internal.telephony.IccFileNotFound.IccFileNotFound(int)",1,1,1
"com.android.internal.telephony.IccFileTypeMismatch.IccFileTypeMismatch()",1,1,1
"com.android.internal.telephony.IccFileTypeMismatch.IccFileTypeMismatch(String)",1,1,1
"com.android.internal.telephony.IccIoResult.IccIoResult(int,int,String)",1,1,1
"com.android.internal.telephony.IccIoResult.IccIoResult(int,int,byte[])",1,1,1
"com.android.internal.telephony.IccIoResult.getException()",5,2,5
"com.android.internal.telephony.IccIoResult.success()",1,1,4
"com.android.internal.telephony.IccIoResult.toString()",1,1,1
"com.android.internal.telephony.IccPhoneBookInterfaceManager.IccPhoneBookInterfaceManager(PhoneBase)",1,1,1
"com.android.internal.telephony.IccPhoneBookInterfaceManager.checkThread()",3,3,3
"com.android.internal.telephony.IccPhoneBookInterfaceManager.dispose()",1,1,1
"com.android.internal.telephony.IccPhoneBookInterfaceManager.getAdnRecordsInEf(int)",2,2,3
"com.android.internal.telephony.IccPhoneBookInterfaceManager.publish()",1,1,1
"com.android.internal.telephony.IccPhoneBookInterfaceManager.updateAdnRecordsInEfByIndex(int,String,String,int,String)",2,2,3
"com.android.internal.telephony.IccPhoneBookInterfaceManager.updateAdnRecordsInEfBySearch(int,String,String,String,String,String)",2,2,3
"com.android.internal.telephony.IccPhoneBookInterfaceManager.updateEfForIccType(int)",3,2,3
"com.android.internal.telephony.IccPhoneBookInterfaceManager.waitForResult(AtomicBoolean)",1,3,3
"com.android.internal.telephony.IccPhoneBookInterfaceManagerProxy.IccPhoneBookInterfaceManagerProxy(IccPhoneBookInterfaceManager)",1,2,2
"com.android.internal.telephony.IccPhoneBookInterfaceManagerProxy.getAdnRecordsInEf(int)",1,1,1
"com.android.internal.telephony.IccPhoneBookInterfaceManagerProxy.getAdnRecordsSize(int)",1,1,1
"com.android.internal.telephony.IccPhoneBookInterfaceManagerProxy.setmIccPhoneBookInterfaceManager(IccPhoneBookInterfaceManager)",1,1,1
"com.android.internal.telephony.IccPhoneBookInterfaceManagerProxy.updateAdnRecordsInEfByIndex(int,String,String,int,String)",1,1,1
"com.android.internal.telephony.IccPhoneBookInterfaceManagerProxy.updateAdnRecordsInEfBySearch(int,String,String,String,String,String)",1,1,1
"com.android.internal.telephony.IccProvider.addIccRecordToEf(int,String,String,String[],String)",1,6,7
"com.android.internal.telephony.IccProvider.delete(Uri,String,String[])",7,11,16
"com.android.internal.telephony.IccProvider.deleteIccRecordFromEf(int,String,String,String[],String)",1,6,7
"com.android.internal.telephony.IccProvider.getType(Uri)",3,2,3
"com.android.internal.telephony.IccProvider.insert(Uri,ContentValues)",4,4,8
"com.android.internal.telephony.IccProvider.loadFromEf(int)",2,8,9
"com.android.internal.telephony.IccProvider.loadRecord(AdnRecord,MatrixCursor,int)",1,6,6
"com.android.internal.telephony.IccProvider.log(String)",1,1,1
"com.android.internal.telephony.IccProvider.normalizeValue(String)",1,3,3
"com.android.internal.telephony.IccProvider.onCreate()",1,1,1
"com.android.internal.telephony.IccProvider.query(Uri,String[],String,String[],String)",5,5,5
"com.android.internal.telephony.IccProvider.update(Uri,ContentValues,String,String[])",3,3,6
"com.android.internal.telephony.IccProvider.updateIccRecordInEf(int,String,String,String,String,String)",1,6,7
"com.android.internal.telephony.IccRecords.IccRecords(IccCard,Context,CommandsInterface)",1,1,1
"com.android.internal.telephony.IccRecords.dispose()",1,1,1
"com.android.internal.telephony.IccRecords.getAdnCache()",1,1,1
"com.android.internal.telephony.IccRecords.getIMSI()",1,1,1
"com.android.internal.telephony.IccRecords.getIccCard()",1,1,1
"com.android.internal.telephony.IccRecords.getIsimRecords()",1,1,1
"com.android.internal.telephony.IccRecords.getMsisdnAlphaTag()",1,1,1
"com.android.internal.telephony.IccRecords.getMsisdnNumber()",1,1,1
"com.android.internal.telephony.IccRecords.getOperatorNumeric()",1,1,1
"com.android.internal.telephony.IccRecords.getRecordsLoaded()",2,1,3
"com.android.internal.telephony.IccRecords.getServiceProviderName()",1,1,1
"com.android.internal.telephony.IccRecords.getUsimServiceTable()",1,1,1
"com.android.internal.telephony.IccRecords.getVoiceCallForwardingFlag()",1,1,1
"com.android.internal.telephony.IccRecords.getVoiceMailAlphaTag()",1,1,1
"com.android.internal.telephony.IccRecords.getVoiceMailNumber()",1,1,1
"com.android.internal.telephony.IccRecords.getVoiceMessageCount()",1,1,1
"com.android.internal.telephony.IccRecords.getVoiceMessageWaiting()",1,1,1
"com.android.internal.telephony.IccRecords.handleMessage(Message)",2,5,6
"com.android.internal.telephony.IccRecords.isCspPlmnEnabled()",1,1,1
"com.android.internal.telephony.IccRecords.isProvisioned()",1,1,1
"com.android.internal.telephony.IccRecords.registerForNetworkSelectionModeAutomatic(Handler,int,Object)",1,1,1
"com.android.internal.telephony.IccRecords.registerForNewSms(Handler,int,Object)",1,1,1
"com.android.internal.telephony.IccRecords.registerForRecordsEvents(Handler,int,Object)",1,1,1
"com.android.internal.telephony.IccRecords.registerForRecordsLoaded(Handler,int,Object)",2,2,4
"com.android.internal.telephony.IccRecords.setMsisdnNumber(String,String,Message)",1,2,2
"com.android.internal.telephony.IccRecords.setVoiceCallForwardingFlag(int,boolean)",1,1,1
"com.android.internal.telephony.IccRecords.unregisterForNetworkSelectionModeAutomatic(Handler)",1,1,1
"com.android.internal.telephony.IccRecords.unregisterForNewSms(Handler)",1,1,1
"com.android.internal.telephony.IccRecords.unregisterForRecordsEvents(Handler)",1,1,1
"com.android.internal.telephony.IccRecords.unregisterForRecordsLoaded(Handler)",1,1,1
"com.android.internal.telephony.IccRefreshResponse.toString()",1,1,1
"com.android.internal.telephony.IccServiceTable.IccServiceTable(byte[])",1,1,1
"com.android.internal.telephony.IccServiceTable.isAvailable(int)",2,2,2
"com.android.internal.telephony.IccServiceTable.toString()",1,6,6
"com.android.internal.telephony.IccSmsInterfaceManager.IccSmsInterfaceManager(PhoneBase)",1,1,1
"com.android.internal.telephony.IccSmsInterfaceManager.buildValidRawData(ArrayList<byte[]>)",1,3,3
"com.android.internal.telephony.IccSmsInterfaceManager.enforceReceiveAndSend(String)",1,1,1
"com.android.internal.telephony.IccSmsInterfaceManager.makeSmsRecordData(int,byte[])",1,1,2
"com.android.internal.telephony.IccSmsInterfaceManager.sendData(String,String,int,byte[],PendingIntent,PendingIntent)",1,2,2
"com.android.internal.telephony.IccSmsInterfaceManager.sendMultipartText(String,String,List<String>,List<PendingIntent>,List<PendingIntent>)",1,3,3
"com.android.internal.telephony.IccSmsInterfaceManager.sendText(String,String,String,PendingIntent,PendingIntent)",1,2,2
"com.android.internal.telephony.IccSmsInterfaceManagerProxy.IccSmsInterfaceManagerProxy(IccSmsInterfaceManager)",1,2,2
"com.android.internal.telephony.IccSmsInterfaceManagerProxy.copyMessageToIccEf(int,byte[],byte[])",1,1,1
"com.android.internal.telephony.IccSmsInterfaceManagerProxy.disableCellBroadcast(int)",1,1,1
"com.android.internal.telephony.IccSmsInterfaceManagerProxy.disableCellBroadcastRange(int,int)",1,1,1
"com.android.internal.telephony.IccSmsInterfaceManagerProxy.enableCellBroadcast(int)",1,1,1
"com.android.internal.telephony.IccSmsInterfaceManagerProxy.enableCellBroadcastRange(int,int)",1,1,1
"com.android.internal.telephony.IccSmsInterfaceManagerProxy.getAllMessagesFromIccEf()",1,1,1
"com.android.internal.telephony.IccSmsInterfaceManagerProxy.sendData(String,String,int,byte[],PendingIntent,PendingIntent)",1,1,1
"com.android.internal.telephony.IccSmsInterfaceManagerProxy.sendMultipartText(String,String,List<String>,List<PendingIntent>,List<PendingIntent>)",1,1,1
"com.android.internal.telephony.IccSmsInterfaceManagerProxy.sendText(String,String,String,PendingIntent,PendingIntent)",1,1,1
"com.android.internal.telephony.IccSmsInterfaceManagerProxy.setmIccSmsInterfaceManager(IccSmsInterfaceManager)",1,1,1
"com.android.internal.telephony.IccSmsInterfaceManagerProxy.updateMessageOnIccEf(int,int,byte[])",1,1,1
"com.android.internal.telephony.IccUtils.adnStringFieldToString(byte[],int,int)",6,9,20
"com.android.internal.telephony.IccUtils.bcdToString(byte[],int,int)",5,2,5
"com.android.internal.telephony.IccUtils.bitToRGB(int)",2,1,2
"com.android.internal.telephony.IccUtils.bytesToHexString(byte[])",2,2,3
"com.android.internal.telephony.IccUtils.cdmaBcdByteToInt(byte)",1,1,3
"com.android.internal.telephony.IccUtils.cdmaBcdToString(byte[],int,int)",3,2,5
"com.android.internal.telephony.IccUtils.getCLUT(byte[],int,int)",2,1,3
"com.android.internal.telephony.IccUtils.gsmBcdByteToInt(byte)",1,1,3
"com.android.internal.telephony.IccUtils.hexCharToInt(char)",4,1,7
"com.android.internal.telephony.IccUtils.hexStringToBytes(String)",2,2,3
"com.android.internal.telephony.IccUtils.mapTo2OrderBitColor(byte[],int,int,int[],int)",3,3,8
"com.android.internal.telephony.IccUtils.mapToNon2OrderBitColor(byte[],int,int,int[],int)",2,2,2
"com.android.internal.telephony.IccUtils.networkNameToString(byte[],int,int)",3,3,8
"com.android.internal.telephony.IccUtils.parseToBnW(byte[],int)",1,3,4
"com.android.internal.telephony.IccUtils.parseToRGB(byte[],int,boolean)",1,2,3
"com.android.internal.telephony.IccVmFixedException.IccVmFixedException()",1,1,1
"com.android.internal.telephony.IccVmFixedException.IccVmFixedException(String)",1,1,1
"com.android.internal.telephony.IccVmNotSupportedException.IccVmNotSupportedException()",1,1,1
"com.android.internal.telephony.IccVmNotSupportedException.IccVmNotSupportedException(String)",1,1,1
"com.android.internal.telephony.IntRangeManager.ClientRange.ClientRange(int,int,String)",1,1,1
"com.android.internal.telephony.IntRangeManager.ClientRange.equals(Object)",2,4,5
"com.android.internal.telephony.IntRangeManager.ClientRange.hashCode()",1,1,1
"com.android.internal.telephony.IntRangeManager.IntRange.IntRange(ClientRange)",1,1,1
"com.android.internal.telephony.IntRangeManager.IntRange.IntRange(IntRange,int)",1,2,2
"com.android.internal.telephony.IntRangeManager.IntRange.IntRange(int,int,String)",1,1,1
"com.android.internal.telephony.IntRangeManager.IntRange.insert(ClientRange)",3,4,4
"com.android.internal.telephony.IntRangeManager.IntRangeManager()",1,1,1
"com.android.internal.telephony.IntRangeManager.disableRange(int,int,String)",13,24,27
"com.android.internal.telephony.IntRangeManager.enableRange(int,int,String)",23,26,28
"com.android.internal.telephony.IntRangeManager.isEmpty()",1,1,1
"com.android.internal.telephony.IntRangeManager.tryAddSingleRange(int,int,boolean)",1,1,1
"com.android.internal.telephony.IntRangeManager.updateRanges()",1,4,5
"com.android.internal.telephony.MccTable.MccEntry.MccEntry(int,String,int)",1,1,1
"com.android.internal.telephony.MccTable.MccEntry.MccEntry(int,String,int,String)",1,1,1
"com.android.internal.telephony.MccTable.MccEntry.compareTo(MccEntry)",1,1,1
"com.android.internal.telephony.MccTable.countryCodeForMcc(int)",2,1,2
"com.android.internal.telephony.MccTable.defaultLanguageForMcc(int)",2,1,2
"com.android.internal.telephony.MccTable.defaultTimeZoneForMcc(int)",3,2,5
"com.android.internal.telephony.MccTable.entryForMcc(int)",2,2,2
"com.android.internal.telephony.MccTable.setLocaleFromMccIfNeeded(Context,int)",2,1,2
"com.android.internal.telephony.MccTable.setSystemLocale(Context,String,String)",6,10,15
"com.android.internal.telephony.MccTable.setTimezoneFromMccIfNeeded(Context,int)",1,5,5
"com.android.internal.telephony.MccTable.setWifiCountryCodeFromMcc(Context,int)",1,2,2
"com.android.internal.telephony.MccTable.smallestDigitsMccForMnc(int)",2,1,2
"com.android.internal.telephony.MccTable.updateMccMncConfiguration(Context,String)",2,5,7
"com.android.internal.telephony.OperatorInfo.OperatorInfo(String,String,String,State)",1,1,1
"com.android.internal.telephony.OperatorInfo.OperatorInfo(String,String,String,String)",1,1,1
"com.android.internal.telephony.OperatorInfo.describeContents()",1,1,1
"com.android.internal.telephony.OperatorInfo.getOperatorAlphaLong()",1,1,1
"com.android.internal.telephony.OperatorInfo.getOperatorAlphaShort()",1,1,1
"com.android.internal.telephony.OperatorInfo.getOperatorNumeric()",1,1,1
"com.android.internal.telephony.OperatorInfo.getState()",1,1,1
"com.android.internal.telephony.OperatorInfo.rilStateToState(String)",5,4,5
"com.android.internal.telephony.OperatorInfo.toString()",1,1,1
"com.android.internal.telephony.OperatorInfo.writeToParcel(Parcel,int)",1,1,1
"com.android.internal.telephony.PhoneBase.PhoneBase(PhoneNotifier,Context,CommandsInterface)",1,1,1
"com.android.internal.telephony.PhoneBase.PhoneBase(PhoneNotifier,Context,CommandsInterface,boolean)",1,1,1
"com.android.internal.telephony.PhoneBase.checkCorrectThread(Handler)",2,1,2
"com.android.internal.telephony.PhoneBase.disableApnType(String)",1,1,1
"com.android.internal.telephony.PhoneBase.disableDnsCheck(boolean)",1,1,1
"com.android.internal.telephony.PhoneBase.dispose()",1,1,1
"com.android.internal.telephony.PhoneBase.dump(FileDescriptor,PrintWriter,String[])",1,1,1
"com.android.internal.telephony.PhoneBase.enableApnType(String)",1,1,1
"com.android.internal.telephony.PhoneBase.enableEnhancedVoicePrivacy(boolean,Message)",1,1,1
"com.android.internal.telephony.PhoneBase.exitEmergencyCallbackMode()",1,1,1
"com.android.internal.telephony.PhoneBase.getActiveApnHost(String)",1,1,1
"com.android.internal.telephony.PhoneBase.getActiveApnTypes()",1,1,1
"com.android.internal.telephony.PhoneBase.getCallForwardingIndicator()",1,1,1
"com.android.internal.telephony.PhoneBase.getCallTracker()",1,1,1
"com.android.internal.telephony.PhoneBase.getCdmaEriIconIndex()",1,1,1
"com.android.internal.telephony.PhoneBase.getCdmaEriIconMode()",1,1,1
"com.android.internal.telephony.PhoneBase.getCdmaEriText()",1,1,1
"com.android.internal.telephony.PhoneBase.getCdmaMin()",1,1,1
"com.android.internal.telephony.PhoneBase.getCdmaPrlVersion()",1,1,1
"com.android.internal.telephony.PhoneBase.getContext()",1,1,1
"com.android.internal.telephony.PhoneBase.getDataConnectionState()",1,1,1
"com.android.internal.telephony.PhoneBase.getEnhancedVoicePrivacy(Message)",1,1,1
"com.android.internal.telephony.PhoneBase.getHandler()",1,1,1
"com.android.internal.telephony.PhoneBase.getIccCard()",1,1,1
"com.android.internal.telephony.PhoneBase.getIccFileHandler()",2,1,2
"com.android.internal.telephony.PhoneBase.getIccRecordsLoaded()",1,1,1
"com.android.internal.telephony.PhoneBase.getIccSerialNumber()",1,1,1
"com.android.internal.telephony.PhoneBase.getIsimRecords()",1,1,1
"com.android.internal.telephony.PhoneBase.getLinkCapabilities(String)",1,1,1
"com.android.internal.telephony.PhoneBase.getLinkProperties(String)",1,1,1
"com.android.internal.telephony.PhoneBase.getLteOnCdmaMode()",1,1,1
"com.android.internal.telephony.PhoneBase.getMessageWaitingIndicator()",1,1,1
"com.android.internal.telephony.PhoneBase.getMsisdn()",1,1,1
"com.android.internal.telephony.PhoneBase.getPreferredNetworkType(Message)",1,1,1
"com.android.internal.telephony.PhoneBase.getSavedNetworkSelection()",1,1,1
"com.android.internal.telephony.PhoneBase.getServiceStateTracker()",1,1,1
"com.android.internal.telephony.PhoneBase.getSimulatedRadioControl()",1,1,1
"com.android.internal.telephony.PhoneBase.getSmscAddress(Message)",1,1,1
"com.android.internal.telephony.PhoneBase.getUnitTestMode()",1,1,1
"com.android.internal.telephony.PhoneBase.getUsimServiceTable()",1,1,1
"com.android.internal.telephony.PhoneBase.getVoiceMessageCount()",1,1,1
"com.android.internal.telephony.PhoneBase.handleMessage(Message)",2,5,9
"com.android.internal.telephony.PhoneBase.invokeOemRilRequestRaw(byte[],Message)",1,1,1
"com.android.internal.telephony.PhoneBase.invokeOemRilRequestStrings(String[],Message)",1,1,1
"com.android.internal.telephony.PhoneBase.isCspPlmnEnabled()",1,1,1
"com.android.internal.telephony.PhoneBase.isDataConnectivityPossible()",1,1,1
"com.android.internal.telephony.PhoneBase.isDataConnectivityPossible(String)",1,2,2
"com.android.internal.telephony.PhoneBase.isDnsCheckDisabled()",1,1,1
"com.android.internal.telephony.PhoneBase.isInEcm()",1,1,1
"com.android.internal.telephony.PhoneBase.isInEmergencyCall()",1,1,1
"com.android.internal.telephony.PhoneBase.isMinInfoReady()",1,1,1
"com.android.internal.telephony.PhoneBase.isOtaSpNumber(String)",1,1,1
"com.android.internal.telephony.PhoneBase.logUnexpectedCdmaMethodCall(String)",1,1,1
"com.android.internal.telephony.PhoneBase.logUnexpectedGsmMethodCall(String)",1,1,1
"com.android.internal.telephony.PhoneBase.needsOtaServiceProvisioning()",1,1,1
"com.android.internal.telephony.PhoneBase.notifyCallForwardingIndicator()",1,1,1
"com.android.internal.telephony.PhoneBase.notifyDataActivity()",1,1,1
"com.android.internal.telephony.PhoneBase.notifyDataConnection(String)",1,2,2
"com.android.internal.telephony.PhoneBase.notifyDataConnection(String,String)",1,1,1
"com.android.internal.telephony.PhoneBase.notifyDataConnection(String,String,DataState)",1,1,1
"com.android.internal.telephony.PhoneBase.notifyDataConnectionFailed(String,String)",1,1,1
"com.android.internal.telephony.PhoneBase.notifyDisconnectP(Connection)",1,1,1
"com.android.internal.telephony.PhoneBase.notifyIncomingRing()",2,1,2
"com.android.internal.telephony.PhoneBase.notifyMessageWaitingIndicator()",2,1,2
"com.android.internal.telephony.PhoneBase.notifyNewRingingConnectionP(Connection)",2,1,2
"com.android.internal.telephony.PhoneBase.notifyOtaspChanged(int)",1,1,1
"com.android.internal.telephony.PhoneBase.notifyPreciseCallStateChangedP()",1,1,1
"com.android.internal.telephony.PhoneBase.notifyServiceStateChangedP(ServiceState)",1,1,1
"com.android.internal.telephony.PhoneBase.queryAvailableBandMode(Message)",1,1,1
"com.android.internal.telephony.PhoneBase.queryCdmaRoamingPreference(Message)",1,1,1
"com.android.internal.telephony.PhoneBase.queryTTYMode(Message)",1,1,1
"com.android.internal.telephony.PhoneBase.registerFoT53ClirlInfo(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForCallWaiting(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForCdmaOtaStatusChange(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForDisconnect(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForDisplayInfo(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForEcmTimerReset(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForInCallVoicePrivacyOff(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForInCallVoicePrivacyOn(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForIncomingRing(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForLineControlInfo(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForMmiComplete(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForMmiInitiate(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForNewRingingConnection(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForNumberInfo(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForPreciseCallStateChanged(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForRedirectedNumberInfo(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForResendIncallMute(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForRingbackTone(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForServiceStateChanged(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForSignalInfo(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForSubscriptionInfoReady(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForSuppServiceFailed(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForT53AudioControlInfo(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.registerForUnknownConnection(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.removeReferences()",1,1,1
"com.android.internal.telephony.PhoneBase.requestIsimAuthentication(String,Message)",1,1,1
"com.android.internal.telephony.PhoneBase.restoreSavedNetworkSelection(Message)",1,2,2
"com.android.internal.telephony.PhoneBase.sendBurstDtmf(String,int,int,Message)",1,1,1
"com.android.internal.telephony.PhoneBase.sendIncomingCallRingNotification(int)",1,2,4
"com.android.internal.telephony.PhoneBase.setBandMode(int,Message)",1,1,1
"com.android.internal.telephony.PhoneBase.setCdmaRoamingPreference(int,Message)",1,1,1
"com.android.internal.telephony.PhoneBase.setCdmaSubscription(int,Message)",1,1,1
"com.android.internal.telephony.PhoneBase.setEchoSuppressionEnabled(boolean)",1,1,1
"com.android.internal.telephony.PhoneBase.setOnEcbModeExitResponse(Handler,int,Object)",1,1,1
"com.android.internal.telephony.PhoneBase.setPreferredNetworkType(int,Message)",1,1,1
"com.android.internal.telephony.PhoneBase.setPropertiesByCarrier()",4,8,9
"com.android.internal.telephony.PhoneBase.setSmscAddress(String,Message)",1,1,1
"com.android.internal.telephony.PhoneBase.setSystemProperty(String,String)",2,1,2
"com.android.internal.telephony.PhoneBase.setTTYMode(int,Message)",1,1,1
