Class,OCavg,WMC
"Clock2","1,60",16
"CookieExample","2,50",5
"HelloWorldExample","1,00",1
"RequestHeaderExample","1,50",3
"RequestInfoExample","1,50",3
"RequestParamExample","1,50",3
"SessionExample","2,00",4
"async.Async0","1,50",3
"async.Async1","1,00",2
"async.Async2","1,00",2
"async.Async3","1,00",1
"async.AsyncStockServlet","1,62",13
"async.Stockticker","2,80",14
"async.Stockticker.Stock","1,07",15
"cal.Entries","1,80",9
"cal.Entry","1,40",7
"cal.JspCalendar","1,09",25
"cal.TableBean","1,89",17
"chat.ChatServlet","2,89",26
"chat.ChatServlet.MessageSender","2,00",8
"checkbox.CheckTest","1,00",2
"colors.ColorGameBean","1,54",20
"compressionFilters.CompressionFilter","5,00",25
"compressionFilters.CompressionFilterTestServlet","3,00",3
"compressionFilters.CompressionResponseStream","3,45",38
"compressionFilters.CompressionServletResponseWrapper","2,50",25
"dates.JspCalendar","1,09",24
"error.Smart","1,00",2
"examples.ExampleTagBase","1,00",9
"examples.FooTag","1,14",8
"examples.FooTagExtraInfo","1,00",1
"examples.LogTag","2,00",6
"examples.ShowSource","3,00",6
"examples.ValuesTag","1,80",9
"filters.ExampleFilter","1,50",6
"filters.SetCharacterEncodingFilter","2,25",9
"javax.annotation.Resource.AuthenticationType",n/a,0
"javax.el.ArrayELResolver","3,10",31
"javax.el.BeanELResolver","4,00",44
"javax.el.BeanELResolver.BeanProperties","1,50",6
"javax.el.BeanELResolver.BeanProperty","1,57",11
"javax.el.BeanELResolver.ConcurrentCache","2,00",6
"javax.el.CompositeELResolver","2,56",23
"javax.el.CompositeELResolver.FeatureIterator","2,20",11
"javax.el.ELContext","1,43",10
"javax.el.ELContextEvent","1,00",2
"javax.el.ELException","1,00",4
"javax.el.ELResolver","2,50",5
"javax.el.Expression",n/a,0
"javax.el.ExpressionFactory","2,78",25
"javax.el.FunctionMapper",n/a,0
"javax.el.ListELResolver","3,44",31
"javax.el.MapELResolver","2,62",21
"javax.el.MethodExpression","1,00",1
"javax.el.MethodInfo","1,00",4
"javax.el.MethodNotFoundException","1,00",4
"javax.el.PropertyNotFoundException","1,00",4
"javax.el.PropertyNotWritableException","1,00",4
"javax.el.ResourceBundleELResolver","2,71",19
"javax.el.ValueExpression","1,00",1
"javax.el.ValueReference","1,00",3
"javax.el.VariableMapper",n/a,0
"javax.mail.Authenticator",n/a,0
"javax.mail.PasswordAuthentication","1,00",1
"javax.mail.Session","1,00",2
"javax.mail.internet.InternetAddress","1,00",1
"javax.mail.internet.MimeMessage","1,00",3
"javax.mail.internet.MimePartDataSource","1,00",1
"javax.persistence.PersistenceContextType",n/a,0
"javax.servlet.AsyncEvent","1,00",8
"javax.servlet.DispatcherType",n/a,0
"javax.servlet.GenericServlet","1,00",12
"javax.servlet.HttpConstraintElement","1,14",8
"javax.servlet.HttpMethodConstraintElement","1,67",5
"javax.servlet.MultipartConfigElement","1,29",9
"javax.servlet.ServletContextAttributeEvent","1,00",3
"javax.servlet.ServletContextEvent","1,00",2
"javax.servlet.ServletException","1,00",5
"javax.servlet.ServletInputStream","3,00",6
"javax.servlet.ServletOutputStream","1,25",20
"javax.servlet.ServletRequestAttributeEvent","1,00",3
"javax.servlet.ServletRequestEvent","1,00",3
"javax.servlet.ServletRequestWrapper","1,15",47
"javax.servlet.ServletResponseWrapper","1,30",26
"javax.servlet.ServletSecurityElement","1,62",13
"javax.servlet.SessionTrackingMode",n/a,0
"javax.servlet.UnavailableException","1,43",10
