Method,ev(G),iv(G),v(G)
"uk.ac.ed.ph.aardvark.processor.views.export.AbstractIMSContentPackageBuilder.generateAndAddQTIResource(FullNodeMetadata)",1,4,4
"uk.ac.ed.ph.aardvark.processor.views.export.AbstractIMSContentPackageBuilder.getContributors(FullNodeMetadata)",2,7,7
"uk.ac.ed.ph.aardvark.processor.views.export.AbstractIMSContentPackageBuilder.init()",1,2,3
"uk.ac.ed.ph.aardvark.processor.views.export.AbstractRespondusContentPackageBuilder.AbstractRespondusContentPackageBuilder(ResourceRequest,ZipFileBuilder,AbstractFlatteningResourceLinkFixupStrategy)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.AbstractRespondusContentPackageBuilder.createIMSQTIResourceType()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.AbstractRespondusContentPackageBuilder.generateAndAddIMSManifest(List<IMSResourceMetadata>)",2,2,2
"uk.ac.ed.ph.aardvark.processor.views.export.AbstractRespondusContentPackageBuilder.init()",1,3,3
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToContentPackageViewStrategy.ContentPackageBuilder.ContentPackageBuilder(ResourceRequest,ZipFileBuilder)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToContentPackageViewStrategy.ContentPackageBuilder.build()",2,5,5
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToContentPackageViewStrategy.ContentPackageBuilder.visitNode(DMTreeNode,List<IMSResourceMetadata>)",1,3,3
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToContentPackageViewStrategy.createView(ResourceRequest)",2,1,2
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToRespondusPackageViewStrategy.RespondusPackageBuilder.QTI12ItemEmbeddingFilter.characters(char[],int,int)",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToRespondusPackageViewStrategy.RespondusPackageBuilder.QTI12ItemEmbeddingFilter.comment(char[],int,int)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToRespondusPackageViewStrategy.RespondusPackageBuilder.QTI12ItemEmbeddingFilter.endDocument()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToRespondusPackageViewStrategy.RespondusPackageBuilder.QTI12ItemEmbeddingFilter.endElement(String,String,String)",2,4,5
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToRespondusPackageViewStrategy.RespondusPackageBuilder.QTI12ItemEmbeddingFilter.reset()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToRespondusPackageViewStrategy.RespondusPackageBuilder.QTI12ItemEmbeddingFilter.startDocument()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToRespondusPackageViewStrategy.RespondusPackageBuilder.QTI12ItemEmbeddingFilter.startElement(String,String,String,Attributes)",1,3,4
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToRespondusPackageViewStrategy.RespondusPackageBuilder.RespondusPackageBuilder(ResourceRequest,ZipFileBuilder)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToRespondusPackageViewStrategy.RespondusPackageBuilder.build()",2,4,4
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToRespondusPackageViewStrategy.RespondusPackageBuilder.buildQTIContainerXML(FullNodeMetadata,DeploymentMaster)",5,7,8
"uk.ac.ed.ph.aardvark.processor.views.export.DeploymentToRespondusPackageViewStrategy.createView(ResourceRequest)",2,1,2
"uk.ac.ed.ph.aardvark.processor.views.export.Depth1ResourceLinkFixupStrategy.Depth1ResourceLinkFixupStrategy()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.Depth1ResourceLinkFixupStrategy.calculateResultPath(HierarchicResourceURI)",1,1,2
"uk.ac.ed.ph.aardvark.processor.views.export.Depth1ResourceLinkFixupStrategy.onNewGroup(String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.Depth1ResourceLinkFixupStrategy.reserveTopLevelFileName(String)",2,1,2
"uk.ac.ed.ph.aardvark.processor.views.export.Depth2ResourceLinkFixupStrategy.Depth2ResourceLinkFixupStrategy()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.Depth2ResourceLinkFixupStrategy.calculateResultPath(HierarchicResourceURI)",1,1,3
"uk.ac.ed.ph.aardvark.processor.views.export.Depth2ResourceLinkFixupStrategy.onNewGroup(String)",1,1,2
"uk.ac.ed.ph.aardvark.processor.views.export.Depth2ResourceLinkFixupStrategy.reserveTopLevelFileName(String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.ExportUtilities.createNCNameGUID(CoreNodeMetadata,ResourceName)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.ExportUtilities.createNCNameGUID(ResourceRequest)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.ExportUtilities.setExportParameters(Transformer)",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoContentPackageViewStrategy.SingleQuestionContentPackageBuilder.SingleQuestionContentPackageBuilder(ResourceRequest,ZipFileBuilder)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoContentPackageViewStrategy.SingleQuestionContentPackageBuilder.build()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoContentPackageViewStrategy.createView(ResourceRequest)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMapleTAFileViewStrategy.appendEntry(PrintWriter,String,String,String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMapleTAFileViewStrategy.createView(ResourceRequest)",5,5,7
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMapleTAFileViewStrategy.extractMCQPart(ResourceRequest,LocalResourceResult,String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMapleTAModuleViewStrategy.MapleTAModuleBuilder.MapleTAModuleBuilder(ResourceRequest,ZipFileBuilder)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMapleTAModuleViewStrategy.MapleTAModuleBuilder.addManifest()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMapleTAModuleViewStrategy.MapleTAModuleBuilder.build()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMapleTAModuleViewStrategy.MapleTAModuleBuilder.generateAndAddQuestionResource(FullNodeMetadata)",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMapleTAModuleViewStrategy.MapleTAModuleBuilder.init()",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMapleTAModuleViewStrategy.TAModuleLinkFixupStrategy.TAModuleLinkFixupStrategy()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMapleTAModuleViewStrategy.TAModuleLinkFixupStrategy.clear()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMapleTAModuleViewStrategy.TAModuleLinkFixupStrategy.fixupResourceLink(HierarchicResourceURI)",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMapleTAModuleViewStrategy.TAModuleLinkFixupStrategy.getLinks()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMapleTAModuleViewStrategy.createView(ResourceRequest)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.AardvarkFigureToBase64EmbeddingFilter.AardvarkFigureToBase64EmbeddingFilter(ResourceRequest)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.AardvarkFigureToBase64EmbeddingFilter.checkFinalState()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.AardvarkFigureToBase64EmbeddingFilter.endElement(String,String,String)",1,3,3
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.AardvarkFigureToBase64EmbeddingFilter.fireFigureFragment(NodeLinkId)",2,3,5
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.AardvarkFigureToBase64EmbeddingFilter.getFailureMessage()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.AardvarkFigureToBase64EmbeddingFilter.initState()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.AardvarkFigureToBase64EmbeddingFilter.resetState()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.AardvarkFigureToBase64EmbeddingFilter.startElement(String,String,String,Attributes)",1,3,3
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.XHTMLUnescapingFilter.XHTMLUnescapingFilter()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.XHTMLUnescapingFilter.characters(char[],int,int)",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.XHTMLUnescapingFilter.doUnescapeCharacters(char[],int,int)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.XHTMLUnescapingFilter.doUnescapeEndElement(String,String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.XHTMLUnescapingFilter.doUnescapeStartElement(String,String,Attributes)",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.XHTMLUnescapingFilter.endDocument()",2,2,3
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.XHTMLUnescapingFilter.endElement(String,String,String)",4,4,4
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.XHTMLUnescapingFilter.endPrefixMapping(String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.XHTMLUnescapingFilter.ensureXHTMLNamespace(String)",2,1,2
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.XHTMLUnescapingFilter.fireUnescapedXHTML()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.XHTMLUnescapingFilter.reset()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.XHTMLUnescapingFilter.startDocument()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.XHTMLUnescapingFilter.startElement(String,String,String,Attributes)",4,4,5
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.XHTMLUnescapingFilter.startPrefixMapping(String,String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoMoodleQuizXMLViewStrategy.createView(ResourceRequest)",2,3,3
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MatImageMatcher.matchAttributeContent(String,String,String,String,Attributes)",1,4,4
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MatImageMatcher.matchProcessingInstruction(String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MatImageMatcher.matchTextElementContent(String,String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MaterialMungingFilter.MaterialMungingFilter(ResourceRequest)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MaterialMungingFilter.characters(char[],int,int)",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MaterialMungingFilter.checkFinalState()",2,2,3
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MaterialMungingFilter.doCharactersWithinMaterial(char[],int,int)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MaterialMungingFilter.doEndElementWithinMaterial(String,String)",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MaterialMungingFilter.doStartElementWithinMaterial(String,String,Attributes)",2,5,6
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MaterialMungingFilter.endElement(String,String,String)",4,4,5
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MaterialMungingFilter.endPrefixMapping(String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MaterialMungingFilter.ensureXHTMLNamespace(String)",2,1,2
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MaterialMungingFilter.finishBuildingMatText()",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MaterialMungingFilter.initState()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MaterialMungingFilter.resetState()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MaterialMungingFilter.startElement(String,String,String,Attributes)",5,4,6
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.MaterialMungingFilter.startPrefixMapping(String,String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI12ViewStrategy.createView(ResourceRequest)",2,4,4
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI2XViewStrategy.QTIXHTMLAttributeFixer.startElement(String,String,String,Attributes)",1,4,4
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI2XViewStrategy.StylesheetLinkFixerFilter.StylesheetLinkFixerFilter(ResourceRequest)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI2XViewStrategy.StylesheetLinkFixerFilter.startElement(String,String,String,Attributes)",1,3,3
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTI2XViewStrategy.createView(ResourceRequest)",2,4,6
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTIViewStrategy.MCQtoQTIViewStrategy()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoQTIViewStrategy.createView(ResourceRequest)",1,3,3
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoRespondusPackageViewStrategy.SingleQuestionRespondusContentPackageBuilder.SingleQuestionRespondusContentPackageBuilder(ResourceRequest,ZipFileBuilder)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoRespondusPackageViewStrategy.SingleQuestionRespondusContentPackageBuilder.build()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.MCQtoRespondusPackageViewStrategy.createView(ResourceRequest)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.NamespaceMapperFilter.NamespaceMapperFilter(String,String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.NamespaceMapperFilter.endDocument()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.NamespaceMapperFilter.endElement(String,String,String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.NamespaceMapperFilter.endPrefixMapping(String)",3,4,5
"uk.ac.ed.ph.aardvark.processor.views.export.NamespaceMapperFilter.fixNamespaceUri(String)",1,1,2
"uk.ac.ed.ph.aardvark.processor.views.export.NamespaceMapperFilter.reset()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.NamespaceMapperFilter.startDocument()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.NamespaceMapperFilter.startElement(String,String,String,Attributes)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.NamespaceMapperFilter.startPrefixMapping(String,String)",1,5,5
"uk.ac.ed.ph.aardvark.processor.views.export.SingleNodeLinkFixingRenderingContext.SingleNodeLinkFixingRenderingContext(ResourceRequest,ResourceLinkFixupStrategy)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.export.SingleNodeLinkFixingRenderingContext.isResultCacheable()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.AbstractXMLPipelineSerializerTemplate(String,String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.AbstractXMLPipelineSerializerTemplate(String,String,String,boolean)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.addSerializer(RenderingPipelineBuilder)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.configureSerializer(Transformer)",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.getCdataSectionElements()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.getContentType()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.getEncoding()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.getMethod()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.getResultFile()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.isIncludeContentType()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.isOmitXMLDeclaration()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.isShouldIndent()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.setCdataSectionElements(String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.setIncludeContentType(boolean)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.AbstractXMLPipelineSerializerTemplate.setOmitXMLDeclaration(boolean)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.TextPipelineSerializerTemplate.TextPipelineSerializerTemplate()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.TextPipelineSerializerTemplate.TextPipelineSerializerTemplate(String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.TextPipelineSerializerTemplate.addSerializer(RenderingPipelineBuilder)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.TextPipelineSerializerTemplate.getResultFile()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.XHTML1PipelineSerializerTemplate.XHTML1PipelineSerializerTemplate()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.XHTML5MathJaxPipelineSerializerTemplate.XHTML5MathJaxPipelineSerializerTemplate()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.XHTML5MathJaxPipelineSerializerTemplate.addSerializer(RenderingPipelineBuilder)",1,1,2
"uk.ac.ed.ph.aardvark.processor.views.serializers.XHTML5MathJaxPipelineSerializerTemplate.getResultFile()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.XMLExportPipelineSerializerTemplate.CommentAddingFilter.fireHeaderComment()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.XMLExportPipelineSerializerTemplate.CommentAddingFilter.startDocument()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.XMLExportPipelineSerializerTemplate.XMLExportPipelineSerializerTemplate(String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.XMLExportPipelineSerializerTemplate.addSerializer(RenderingPipelineBuilder)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.XMLPipelineSerializerTemplate.XMLPipelineSerializerTemplate(String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.serializers.XMLPipelineSerializerTemplate.XMLPipelineSerializerTemplate(String,String,boolean)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AardvarkXHTMLLinkMappingFilterMatcher.encodeElementAndAttributeName(String,String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AardvarkXHTMLLinkMappingFilterMatcher.matchAttributeContent(String,String,String,String,Attributes)",1,8,8
"uk.ac.ed.ph.aardvark.processor.views.util.AardvarkXHTMLLinkMappingFilterMatcher.matchProcessingInstruction(String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AardvarkXHTMLLinkMappingFilterMatcher.matchTextElementContent(String,String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractDeploymentPaperBundlingNodeVisitor.AbstractDeploymentPaperBundlingNodeVisitor(ResourceRequest,DeploymentMaster)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractDeploymentPaperBundlingNodeVisitor.PaperIndexBuildingZipFileMerger.PaperIndexBuildingZipFileMerger(ZipFileBuilder,Writer)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractDeploymentPaperBundlingNodeVisitor.PaperIndexBuildingZipFileMerger.accept(String)",4,3,5
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractDeploymentPaperBundlingNodeVisitor.WithinDeploymentRenderingContextAdapater.WithinDeploymentRenderingContextAdapater(ResourceRequest,DeploymentMaster,NodeRenderingInformation)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractDeploymentPaperBundlingNodeVisitor.WithinDeploymentRenderingContextAdapater.buildNodeInformation(ContentNodeIdentifier)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractDeploymentPaperBundlingNodeVisitor.addNode(CoreNodeMetadata)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractDeploymentPaperBundlingNodeVisitor.addNode(CoreNodeMetadata,NodeRenderingInformation)",4,7,9
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractDeploymentPaperBundlingNodeVisitor.execute()",1,1,2
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractDeploymentPaperBundlingNodeVisitor.getDeployment()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractDeploymentPaperBundlingNodeVisitor.getTexIndexWriter()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractNodeVisitor.AbstractNodeVisitor(ResourceRequest)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractNodeVisitor.createResult(File)",1,6,6
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractNodeVisitor.ensureServeValidResource(ResourcePath)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractNodeVisitor.ensureServeValidResource(ResourcePath,RenderingContext)",3,4,5
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractNodeVisitor.getErrors()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractNodeVisitor.getResourceResults()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractNodeVisitor.getValidationResults()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractNodeVisitor.getWarnings()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractZipBuildingNodeVisitor.AbstractZipBuildingNodeVisitor(ResourceRequest,ZipFileBuilder)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractZipBuildingNodeVisitor.createZipResult()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractZipBuildingNodeVisitor.serveAndAddResource(String,HierarchicResourceURI)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractZipBuildingNodeVisitor.serveAndAddResource(String,HierarchicResourceURI,boolean)",5,8,10
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractZipBuildingNodeVisitor.serveAndAddResource(String,ResourcePath)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractZipBuildingNodeVisitor.serveAndAddResource(String,ResourcePath,RenderingContext)",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.util.AbstractZipBuildingNodeVisitor.serveAndAddResource(String,String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.CSSStylesheetUrlParser.CSSStylesheetUrlParser()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.CSSStylesheetUrlParser.parseCSSStream(File)",1,4,4
"uk.ac.ed.ph.aardvark.processor.views.util.FigureResourceChooser.chooseFigureResources(ContentNodePath,Collection<ResourcePath>)",6,13,19
"uk.ac.ed.ph.aardvark.processor.views.util.ImageMagickUtilities.doConvert(File,String,File,File)",3,2,4
"uk.ac.ed.ph.aardvark.processor.views.util.NodeInformationWrapperFilter.NodeInformationWrapperFilter(ResourceRequest,RenderingContext)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.NodeInformationWrapperFilter.endDocument()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.NodeInformationWrapperFilter.fireEndAardvarkElement(String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.NodeInformationWrapperFilter.fireInformationElement(NodeInformation)",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.util.NodeInformationWrapperFilter.fireLinkTargetInformationElements()",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.util.NodeInformationWrapperFilter.fireStartAardvarkElement(String)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.NodeInformationWrapperFilter.rawAardvarkLinkFound(NodeLinkId)",1,3,3
"uk.ac.ed.ph.aardvark.processor.views.util.NodeInformationWrapperFilter.reset()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.NodeInformationWrapperFilter.startDocument()",1,5,5
"uk.ac.ed.ph.aardvark.processor.views.util.PaperBundlingHelper.PaperBundlingHelper(RequestContext,ZipFileBuilder)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.PaperBundlingHelper.addMacrosFile()",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.PaperBundlingHelper.addStaticResource(String,StaticResourceURI)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.PaperBundlingHelper.addUnicodeZip()",1,1,2
"uk.ac.ed.ph.aardvark.processor.views.util.RenderingPipelineBuilder.RenderingPipelineBuilder(ResourceRequest)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.RenderingPipelineBuilder.RenderingPipelineBuilder(ResourceRequest,RenderingContext)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.RenderingPipelineBuilder.RenderingPipelineBuilder(ResourceRequest,RenderingContext,XMLPipeline)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.RenderingPipelineBuilder.ResourceURIFixerMappingFilterCallback.ResourceURIFixerMappingFilterCallback(ResourceRequest,RenderingContext)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.RenderingPipelineBuilder.ResourceURIFixerMappingFilterCallback.mapUri(URI)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.RenderingPipelineBuilder.addConfiguredTransformStep(String,boolean)",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.util.RenderingPipelineBuilder.addLinkFixerStep(MappingFilterMatcher)",1,2,2
"uk.ac.ed.ph.aardvark.processor.views.util.RenderingPipelineBuilder.addNodeInformationWrapperStep()",2,1,2
"uk.ac.ed.ph.aardvark.processor.views.util.RenderingPipelineBuilder.addRequestedFilterStep()",1,4,4
"uk.ac.ed.ph.aardvark.processor.views.util.RenderingPipelineBuilder.addSerializer(PipelineSerializerTemplate)",1,1,1
"uk.ac.ed.ph.aardvark.processor.views.util.RenderingPipelineBuilder.addSerializerAndExecute(PipelineSerializerTemplate,LocalResourceResult)",1,1,3
