Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.apache.naming.NamingServiceMBean",0,0,0,1,1
"org.apache.tomcat.InstanceManager",0,0,0,8,440
"org.apache.tomcat.JarScanner",0,2,39,7,441
"org.apache.tomcat.JarScannerCallback",0,0,0,5,442
"org.apache.tomcat.PeriodicEventListener",0,0,0,2,338
"org.apache.tomcat.bayeux.BayeuxRequest",0,1,1,5,6
"org.apache.tomcat.jdbc.pool.PoolConfiguration",0,1,8,6,28
"org.apache.tomcat.jdbc.pool.interceptor.SlowQueryReportJmxMBean",0,0,0,0,0
"org.apache.tomcat.jdbc.pool.jmx.ConnectionPoolMBean",0,1,9,0,0
"org.apache.tomcat.jni.BIOCallback",0,0,0,1,353
"org.apache.tomcat.jni.PasswordCallback",0,0,0,1,353
"org.apache.tomcat.jni.PoolCallback",0,0,0,0,0
"org.apache.tomcat.jni.ProcErrorCallback",0,0,0,0,0
"org.apache.tomcat.lite.http.BaseMapper.Mapper",0,1,1,0,0
"org.apache.tomcat.lite.http.HttpChannel.HttpService",0,0,0,11,48
"org.apache.tomcat.lite.http.HttpChannel.RequestCompleted",1,1,20,5,25
"org.apache.tomcat.lite.http.HttpConnectionPool.HttpConnectionPoolEvents",0,2,16,1,13
"org.apache.tomcat.lite.http.HttpConnector.HttpChannelEvents",3,1,14,1,37
"org.apache.tomcat.lite.io.BBucket",0,0,0,8,37
"org.apache.tomcat.lite.io.FutureCallbacks.Callback",0,0,0,1,27
"org.apache.tomcat.lite.io.IOConnector.ConnectedCallback",0,0,0,9,44
"org.apache.tomcat.lite.io.IOConnector.DataFlushedCallback",0,0,0,1,1
"org.apache.tomcat.lite.io.IOConnector.DataReceivedCallback",0,0,0,3,40
"org.apache.tomcat.lite.io.NioChannel.NioChannelCallback",1,1,1,4,29
"org.apache.tomcat.lite.io.SslProvider",0,0,0,7,42
"org.apache.tomcat.test.watchdog.AntProperties.PropertySource",0,0,0,1,1
"org.apache.tomcat.util.IntrospectionUtils.AttributeHolder",0,0,0,1,453
"org.apache.tomcat.util.IntrospectionUtils.PropertySource",0,0,0,3,454
"org.apache.tomcat.util.bcel.Constants",0,0,0,52,397
"org.apache.tomcat.util.bcel.classfile.AttributeReader",54,2,62,1,396
"org.apache.tomcat.util.bcel.classfile.ConstantObject",0,0,0,6,397
"org.apache.tomcat.util.bcel.util.BCELComparator",0,0,0,4,397
"org.apache.tomcat.util.buf.ByteChunk.ByteInputChannel",0,0,0,2,451
"org.apache.tomcat.util.buf.ByteChunk.ByteOutputChannel",0,0,0,3,451
"org.apache.tomcat.util.buf.CharChunk.CharInputChannel",0,0,0,2,451
"org.apache.tomcat.util.buf.CharChunk.CharOutputChannel",0,0,0,2,451
"org.apache.tomcat.util.digester.ObjectCreationFactory",16,1,26,6,387
"org.apache.tomcat.util.digester.RuleSet",16,1,26,4,387
"org.apache.tomcat.util.digester.Rules",16,2,26,4,387
"org.apache.tomcat.util.http.fileupload.Closeable",0,0,0,3,345
"org.apache.tomcat.util.http.fileupload.FileItem",0,0,0,7,346
"org.apache.tomcat.util.http.fileupload.FileItemFactory",0,1,1,4,343
"org.apache.tomcat.util.http.fileupload.FileItemHeaders",0,0,0,7,349
"org.apache.tomcat.util.http.fileupload.FileItemHeadersSupport",0,1,1,3,347
"org.apache.tomcat.util.http.fileupload.FileItemIterator",0,2,4,3,342
"org.apache.tomcat.util.http.fileupload.FileItemStream",0,1,2,4,343
"org.apache.tomcat.util.http.fileupload.ProgressListener",0,0,0,2,345
"org.apache.tomcat.util.http.fileupload.RequestContext",0,0,0,3,343
"org.apache.tomcat.util.modeler.RegistryMBean",0,0,0,1,363
"org.apache.tomcat.util.modeler.modules.MbeansSourceMBean",0,0,0,1,1
"org.apache.tomcat.util.net.AbstractEndpoint.Handler",0,0,0,2,373
"org.apache.tomcat.util.net.AprEndpoint.Handler",0,3,3,8,352
"org.apache.tomcat.util.net.JIoEndpoint.Handler",0,3,3,4,349
"org.apache.tomcat.util.net.NioEndpoint.Handler",12,4,41,4,356
"org.apache.tomcat.util.net.SSLSessionManager",0,0,0,1,346
"org.apache.tomcat.util.net.SSLSupport",0,1,1,7,348
"org.apache.tomcat.util.net.SecureNioChannel.ApplicationBufferHandler",0,0,0,5,358
"org.apache.tomcat.util.threads.ResizableExecutor",0,0,0,2,391

