Class,CBO,CSA,CSO,CSOA,Dcy*,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"org.apache.tools.ant.AntClassLoader",38,26,121,147,265,2,3,8,1.243,658,1,34,6,"2,77",21,154,144
"org.apache.tools.ant.AntClassLoader.ResourceEnumeration",2,3,18,21,265,1,1,1,78,32,0,11,0,"1,25",2,7,5
"org.apache.tools.ant.AntTypeDefinition",14,6,32,38,265,1,0,1,322,190,2,11,0,"2,00",13,39,40
"org.apache.tools.ant.BuildEvent",30,7,26,33,265,2,1,5,166,51,0,13,0,"1,00",6,15,11
"org.apache.tools.ant.BuildException",472,7,63,70,265,4,1,2,171,66,3,20,5,"1,13",4,24,17
"org.apache.tools.ant.BuildListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a
"org.apache.tools.ant.BuildLogger",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.apache.tools.ant.ComponentHelper",27,16,48,64,265,1,0,3,864,518,0,11,0,"2,50",19,140,90
"org.apache.tools.ant.ComponentHelper.AntTypeTable",3,9,94,103,265,3,3,1,40,37,0,50,3,"1,62",7,16,13
"org.apache.tools.ant.DefaultLogger",18,7,40,47,265,1,3,4,262,128,6,11,0,"1,59",3,38,27
"org.apache.tools.ant.DemuxInputStream",2,1,27,28,265,2,2,1,44,16,0,18,1,"1,33",2,4,4
"org.apache.tools.ant.DemuxOutputStream",4,7,31,38,265,2,3,1,187,97,0,12,3,"1,90",1,24,19
"org.apache.tools.ant.DemuxOutputStream.BufferInfo",1,2,12,14,0,1,0,0,15,4,0,11,0,n/a,0,0,0
"org.apache.tools.ant.Diagnostics",12,7,41,48,265,1,0,1,521,385,0,11,0,"1,77",10,91,53
"org.apache.tools.ant.DirectoryScanner",63,34,90,124,265,1,3,5,1.542,755,3,11,0,"3,13",40,134,188
"org.apache.tools.ant.DynamicAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.DynamicAttributeNS",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.DynamicConfigurator",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.apache.tools.ant.DynamicConfiguratorNS",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.apache.tools.ant.DynamicElement",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.DynamicElementNS",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.Executor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.apache.tools.ant.ExitException",4,6,55,61,0,5,1,1,36,14,0,26,0,"1,00",1,4,3
"org.apache.tools.ant.ExitStatusException",3,8,66,74,265,5,1,1,33,14,0,34,0,"1,00",1,5,3
"org.apache.tools.ant.FileScanner",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14,n/a
"org.apache.tools.ant.IntrospectionHelper",29,10,58,68,265,1,2,9,1.154,618,0,11,0,"2,55",26,101,130
"org.apache.tools.ant.IntrospectionHelper.AddNestedCreator",5,5,22,27,265,2,0,2,46,44,0,12,2,"2,00",2,10,10
"org.apache.tools.ant.IntrospectionHelper.AttributeSetter",3,1,14,15,265,1,0,1,14,10,7,11,0,"1,00",0,2,1
"org.apache.tools.ant.IntrospectionHelper.CreateNestedCreator",3,1,19,20,265,2,0,1,9,9,0,14,0,"1,00",1,4,2
"org.apache.tools.ant.IntrospectionHelper.Creator",7,5,17,22,265,1,0,1,119,80,0,11,0,"2,60",2,15,13
"org.apache.tools.ant.IntrospectionHelper.NestedCreator",5,1,17,18,265,1,0,4,26,21,5,11,0,"1,00",3,5,4
"org.apache.tools.ant.Location",24,5,22,27,265,1,1,3,136,61,0,8,3,"1,60",6,24,16
"org.apache.tools.ant.MagicNames",21,22,13,35,0,1,0,0,128,28,0,11,0,"1,00",0,1,1
"org.apache.tools.ant.Main",20,20,34,54,265,1,1,1,888,590,0,11,0,"4,76",5,114,100
"org.apache.tools.ant.NoBannerLogger",4,6,43,49,266,2,3,1,56,23,0,23,3,"1,50",0,12,6
"org.apache.tools.ant.PathTokenizer",3,4,15,19,265,1,0,1,130,66,0,11,0,"5,00",2,13,15
"org.apache.tools.ant.Project",468,31,122,153,265,1,1,26,1.985,810,1,11,0,"1,72",40,253,187
"org.apache.tools.ant.Project.AntRefTable",2,8,89,97,265,3,3,1,39,17,0,52,1,"1,33",2,7,4
"org.apache.tools.ant.ProjectComponent",245,1,17,18,265,1,0,1,65,23,25,11,0,"1,40",1,7,7
"org.apache.tools.ant.ProjectHelper",28,8,30,38,265,1,0,12,470,197,2,11,0,"2,17",10,59,39
"org.apache.tools.ant.RuntimeConfigurable",19,11,35,46,265,1,1,1,401,194,0,11,0,"2,43",8,71,56
"org.apache.tools.ant.SubBuildListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.apache.tools.ant.Target",36,8,43,51,265,1,1,3,411,189,0,8,3,"1,90",14,63,57
"org.apache.tools.ant.Task",260,9,48,57,265,2,0,5,447,173,113,13,2,"1,29",10,55,40
"org.apache.tools.ant.TaskAdapter",9,10,58,68,265,3,1,1,113,55,0,42,1,"1,60",1,18,8
"org.apache.tools.ant.TaskContainer",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.TypeAdapter",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a
"org.apache.tools.ant.UnknownElement",28,15,78,93,265,3,0,1,536,303,0,34,9,"2,50",16,91,75
"org.apache.tools.ant.UnsupportedAttributeException",4,8,65,73,265,5,1,1,25,10,0,34,0,"1,00",1,3,2
"org.apache.tools.ant.UnsupportedElementException",3,8,65,73,265,5,1,1,34,10,0,34,0,"1,00",1,3,2
"org.apache.tools.ant.XmlLogger",12,18,38,56,269,1,3,4,391,239,0,11,0,"3,00",3,64,45
"org.apache.tools.ant.XmlLogger.TimedElement",1,2,13,15,0,1,0,0,13,7,0,10,1,"1,00",1,3,1
"org.apache.tools.ant.dispatch.DispatchTask",4,10,52,62,266,3,1,2,35,12,2,43,0,"1,00",2,3,3
"org.apache.tools.ant.dispatch.DispatchUtils",6,0,13,13,265,1,0,1,97,89,0,11,0,"15,00",0,16,15
"org.apache.tools.ant.dispatch.Dispatchable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.filters.BaseFilterReader",19,6,46,52,265,3,3,5,156,69,7,24,2,"1,90",6,20,19
"org.apache.tools.ant.filters.BaseParamFilterReader",15,6,51,57,265,4,4,1,46,18,12,35,0,"1,00",1,7,4
"org.apache.tools.ant.filters.ChainableReader",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.apache.tools.ant.filters.ClassConstants",3,7,51,58,265,4,4,2,125,68,0,33,1,"2,50",2,18,10
"org.apache.tools.ant.filters.ConcatFilter",6,10,61,71,266,5,5,1,173,85,0,35,1,"2,67",4,28,24
"org.apache.tools.ant.filters.EscapeUnicode",4,7,57,64,265,5,5,2,99,47,0,35,1,"2,00",2,19,10
"org.apache.tools.ant.filters.ExpandProperties",4,6,51,57,265,4,4,2,83,39,0,33,1,"2,00",2,13,8
"org.apache.tools.ant.filters.FixCrLfFilter",14,14,70,84,275,5,5,1,326,114,0,35,1,"1,67",9,35,30
"org.apache.tools.ant.filters.FixCrLfFilter.AddAsisRemove",3,5,26,31,266,2,0,3,39,35,0,15,2,"1,50",6,10,9
"org.apache.tools.ant.filters.FixCrLfFilter.AddEofFilter",2,6,45,51,275,3,3,1,19,18,0,32,1,"2,00",1,4,4
"org.apache.tools.ant.filters.FixCrLfFilter.AddTabFilter",2,7,45,52,2,3,3,1,70,70,0,32,1,"8,00",1,7,16
"org.apache.tools.ant.filters.FixCrLfFilter.CrLf",3,9,26,35,266,2,0,3,48,41,0,15,2,"1,67",6,10,10
"org.apache.tools.ant.filters.FixCrLfFilter.MaskJavaTabLiteralsFilter",2,14,46,60,2,3,3,1,98,92,0,31,2,"7,67",2,6,23
"org.apache.tools.ant.filters.FixCrLfFilter.NormalizeEolFilter",3,9,45,54,275,3,3,1,74,68,0,32,1,"8,00",1,7,16
"org.apache.tools.ant.filters.FixCrLfFilter.RemoveEofFilter",2,6,45,51,275,3,3,1,22,20,0,32,1,"1,50",1,5,3
"org.apache.tools.ant.filters.FixCrLfFilter.RemoveTabFilter",2,7,45,52,2,3,3,1,30,30,0,32,1,"3,50",1,6,7
"org.apache.tools.ant.filters.FixCrLfFilter.SimpleFilterReader",7,5,43,48,1,2,3,1,83,68,6,12,7,"1,25",7,25,20
"org.apache.tools.ant.filters.HeadFilter",7,15,62,77,265,5,5,1,170,88,0,35,1,"2,20",5,24,22
"org.apache.tools.ant.filters.LineContains",8,11,62,73,265,5,5,1,173,79,0,35,1,"2,10",4,29,21
"org.apache.tools.ant.filters.LineContains.Contains",1,1,14,15,0,1,0,1,24,9,0,11,0,"1,00",1,2,2
"org.apache.tools.ant.filters.LineContainsRegExp",10,11,62,73,265,5,5,1,178,84,0,35,1,"2,10",4,32,21
"org.apache.tools.ant.filters.PrefixLines",6,9,59,68,265,5,5,1,128,64,0,35,1,"2,29",3,19,16
"org.apache.tools.ant.filters.ReplaceTokens",8,15,65,80,265,5,5,1,243,144,0,35,1,"2,69",6,37,35
"org.apache.tools.ant.filters.ReplaceTokens.Token",1,2,16,18,0,1,0,2,41,16,0,11,0,"1,00",2,4,4
"org.apache.tools.ant.filters.StringInputStream",1,4,35,39,2,3,2,0,23,8,0,26,0,"1,00",0,5,2
"org.apache.tools.ant.filters.StripJavaComments",3,8,51,59,265,4,4,2,113,62,0,33,1,"4,00",2,7,16
"org.apache.tools.ant.filters.StripLineBreaks",6,9,59,68,265,5,5,1,120,55,0,35,1,"2,00",3,17,14
"org.apache.tools.ant.filters.StripLineComments",7,9,60,69,265,5,5,1,155,74,0,35,1,"2,38",3,26,19
"org.apache.tools.ant.filters.StripLineComments.Comment",1,1,14,15,0,1,0,1,24,9,0,11,0,"1,00",1,2,2
"org.apache.tools.ant.filters.TabsToSpaces",6,10,59,69,265,5,5,1,120,58,0,35,1,"2,00",3,18,14
"org.apache.tools.ant.filters.TailFilter",7,16,62,78,265,5,5,1,197,108,0,35,1,"2,90",5,29,29
"org.apache.tools.ant.filters.TokenFilter",19,10,66,76,265,4,4,2,293,156,0,33,1,"2,32",4,39,44
"org.apache.tools.ant.filters.TokenFilter.ChainableReaderFilter",11,2,21,23,265,2,2,1,30,15,6,15,0,"1,50",1,5,3
"org.apache.tools.ant.filters.TokenFilter.ContainsRegex",9,10,26,36,265,3,2,1,64,47,0,17,0,"2,00",1,16,10
"org.apache.tools.ant.filters.TokenFilter.ContainsString",4,2,20,22,265,2,1,1,30,16,0,15,0,"2,00",1,4,4
"org.apache.tools.ant.filters.TokenFilter.DeleteCharacters",5,2,23,25,265,2,2,1,66,41,0,15,0,"2,40",3,11,12
"org.apache.tools.ant.filters.TokenFilter.FileTokenizer",5,1,21,22,265,2,1,2,22,9,0,15,0,"1,00",2,3,2
