Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"com.google.common.base.FinalizableReference",0,0,0,4,12
"com.google.common.base.FinalizableReferenceQueue.FinalizerLoader",0,0,0,4,12
"com.google.common.base.Function",0,0,0,133,1.555
"com.google.common.base.Predicate",0,0,0,93,1.566
"com.google.common.base.Splitter.Strategy",3,1,20,1,219
"com.google.common.base.Supplier",0,0,0,50,1.513
"com.google.common.cache.AbstractCache.StatsCounter",0,1,6,8,91
"com.google.common.cache.Cache",0,2,357,24,102
"com.google.common.cache.CacheBuilderSpec.ValueParser",40,1,471,6,77
"com.google.common.cache.LoadingCache",0,3,358,27,95
"com.google.common.cache.LocalCache.ReferenceEntry",1,1,1,32,88
"com.google.common.cache.LocalCache.ValueReference",1,1,1,18,88
"com.google.common.cache.RemovalListener",0,1,7,17,97
"com.google.common.cache.Weigher",0,0,0,13,96
"com.google.common.collect.BiMap",0,0,0,49,1.497
"com.google.common.collect.ClassToInstanceMap",0,0,0,7,141
"com.google.common.collect.Constraint",0,0,0,12,166
"com.google.common.collect.Interner",0,0,0,5,5
"com.google.common.collect.LinkedHashMultimap.ValueSetLink",0,0,0,3,11
"com.google.common.collect.ListMultimap",0,1,3,33,1.489
"com.google.common.collect.MapConstraint",0,0,0,19,158
"com.google.common.collect.MapDifference",0,1,1,8,1.490
"com.google.common.collect.MapDifference.ValueDifference",0,0,0,10,1.493
"com.google.common.collect.MapMaker.RemovalListener",0,1,9,12,1.488
"com.google.common.collect.MapMakerInternalMap.ReferenceEntry",1,1,1,34,1.494
"com.google.common.collect.MapMakerInternalMap.ValueReference",1,1,1,19,1.494
"com.google.common.collect.Maps.EntryTransformer",0,0,0,12,1.486
"com.google.common.collect.Multimap",0,1,2,117,1.518
"com.google.common.collect.Multiset",0,1,1,109,1.532
"com.google.common.collect.Multiset.Entry",0,0,0,71,1.537
"com.google.common.collect.PeekingIterator",0,0,0,10,1.487
"com.google.common.collect.RegularImmutableMap.LinkedEntry",0,0,0,3,1.487
"com.google.common.collect.RowSortedTable",0,1,2,10,221
"com.google.common.collect.SetMultimap",0,1,3,37,1.493
"com.google.common.collect.SortedIterable",0,0,0,6,1.487
"com.google.common.collect.SortedMapDifference",0,2,2,7,1.487
"com.google.common.collect.SortedMultiset",0,4,4,17,1.486
"com.google.common.collect.SortedSetMultimap",0,1,4,19,1.486
"com.google.common.collect.Table",0,1,1,64,238
"com.google.common.collect.Table.Cell",0,0,0,29,241
"com.google.common.eventbus.HandlerFindingStrategy",0,2,6,2,16
"com.google.common.hash.BloomFilter.Strategy",0,2,12,3,4
"com.google.common.hash.Funnel",0,1,1,20,60
"com.google.common.hash.HashFunction",0,2,10,18,45
"com.google.common.hash.Hasher",0,3,9,21,51
"com.google.common.hash.PrimitiveSink",0,0,0,12,62
"com.google.common.io.ByteArrayDataInput",0,0,0,4,17
"com.google.common.io.ByteArrayDataOutput",0,0,0,3,17
"com.google.common.io.ByteProcessor",0,0,0,2,16
"com.google.common.io.InputSupplier",0,0,0,13,22
"com.google.common.io.LineProcessor",0,0,0,5,7
"com.google.common.io.OutputSupplier",0,0,0,6,19
"com.google.common.reflect.TypeToInstanceMap",0,1,377,3,5
"com.google.common.util.concurrent.AsyncFunction",0,1,1,4,138
"com.google.common.util.concurrent.CheckedFuture",0,1,1,8,145
"com.google.common.util.concurrent.CycleDetectingLockFactory.CycleDetectingLock",12,1,368,3,14
"com.google.common.util.concurrent.CycleDetectingLockFactory.Policy",12,1,368,5,14
"com.google.common.util.concurrent.FutureCallback",0,0,0,2,137
"com.google.common.util.concurrent.ListenableFuture",0,0,0,46,184
"com.google.common.util.concurrent.ListeningExecutorService",0,1,1,6,154
"com.google.common.util.concurrent.ListeningScheduledExecutorService",0,1,2,2,152
"com.google.common.util.concurrent.Service",0,3,3,11,41
"com.google.common.util.concurrent.Service.Listener",0,1,1,8,42
"com.google.common.util.concurrent.TimeLimiter",0,0,0,3,4

