Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"com.android.sdklib.AddOnTarget",0,8,14,1,299
"com.android.sdklib.AddOnTarget.OptionalLibrary",0,1,1,1,300
"com.android.sdklib.AndroidVersion",0,3,3,28,305
"com.android.sdklib.AndroidVersion.AndroidVersionException",0,0,0,7,306
"com.android.sdklib.ISystemImage.LocationType",0,0,0,8,303
"com.android.sdklib.PlatformTarget",0,8,12,3,300
"com.android.sdklib.SdkManager",24,29,92,27,298
"com.android.sdklib.SdkManager.DirInfo",0,1,1,1,299
"com.android.sdklib.SdkManager.LayoutlibVersion",0,0,0,4,302
"com.android.sdklib.SystemImage",24,7,92,6,298
"com.android.sdklib.build.ApkBuilder",2,16,25,3,3
"com.android.sdklib.build.ApkBuilder.FileEntry",0,0,0,1,4
"com.android.sdklib.build.ApkBuilder.JarStatusImpl",0,1,1,1,4
"com.android.sdklib.build.ApkBuilder.JavaAndNativeResourceFilter",2,6,25,1,3
"com.android.sdklib.build.ApkBuilder.NullZipFilter",2,4,25,1,3
"com.android.sdklib.build.ApkBuilder.SigningInfo",0,0,0,1,4
"com.android.sdklib.build.ApkBuilderMain",0,5,26,0,0
"com.android.sdklib.build.ApkCreationException",0,0,0,3,5
"com.android.sdklib.build.DuplicateFileException",0,1,1,5,5
"com.android.sdklib.build.JarListSanitizer",1,3,3,1,1
"com.android.sdklib.build.JarListSanitizer.DifferentLibException",0,0,0,1,2
"com.android.sdklib.build.JarListSanitizer.JarEntity",1,2,3,1,1
"com.android.sdklib.build.JarListSanitizer.Sha1Exception",0,0,0,2,2
"com.android.sdklib.build.SealedApkException",0,0,0,3,5
"com.android.sdklib.devices.Abi",0,1,1,3,18
"com.android.sdklib.devices.BluetoothProfile",0,0,0,3,17
"com.android.sdklib.devices.ButtonType",0,0,0,6,18
"com.android.sdklib.devices.Camera",0,1,1,4,18
"com.android.sdklib.devices.CameraLocation",0,0,0,5,19
"com.android.sdklib.devices.Device",1,5,30,9,15
