Class,OCavg,WMC
"org.apache.cassandra.auth.AllowAllAuthenticator","1,00",3
"org.apache.cassandra.auth.AllowAllAuthority","1,00",2
"org.apache.cassandra.auth.AuthenticatedUser","1,00",3
"org.apache.cassandra.auth.Permission",n/a,0
"org.apache.cassandra.auth.Resources","3,00",3
"org.apache.cassandra.auth.SimpleAuthenticator","3,50",14
"org.apache.cassandra.auth.SimpleAuthenticator.PasswordMode",n/a,0
"org.apache.cassandra.auth.SimpleAuthority","10,00",20
"org.apache.cassandra.cache.AutoSavingCache","1,90",19
"org.apache.cassandra.cache.AutoSavingCache.Writer","3,00",9
"org.apache.cassandra.cache.AutoSavingKeyCache","1,33",4
"org.apache.cassandra.cache.AutoSavingRowCache","1,33",4
"org.apache.cassandra.cache.ConcurrentLinkedHashCache","1,00",12
"org.apache.cassandra.cache.ConcurrentLinkedHashCacheProvider","1,00",1
"org.apache.cassandra.cache.FreeableMemory","1,67",10
"org.apache.cassandra.cache.InstrumentingCache","1,12",19
"org.apache.cassandra.cache.SerializingCache","1,43",20
"org.apache.cassandra.cache.SerializingCacheProvider","1,00",2
"org.apache.cassandra.cli.CliClient","4,33",355
"org.apache.cassandra.cli.CliClient.AddKeyspaceArgument",n/a,0
"org.apache.cassandra.cli.CliClient.CfDefNamesComparator","1,00",1
"org.apache.cassandra.cli.CliClient.ColumnFamilyArgument",n/a,0
"org.apache.cassandra.cli.CliClient.Function","1,67",5
"org.apache.cassandra.cli.CliClient.KsDefNamesComparator","1,00",1
"org.apache.cassandra.cli.CliCommandHelp",n/a,0
"org.apache.cassandra.cli.CliCompiler","2,00",16
"org.apache.cassandra.cli.CliCompiler.ANTLRNoCaseStringStream","2,00",4
"org.apache.cassandra.cli.CliCompleter","1,00",2
"org.apache.cassandra.cli.CliMain","4,88",39
"org.apache.cassandra.cli.CliOptions","8,00",16
"org.apache.cassandra.cli.CliOptions.CLIOptions","1,00",2
"org.apache.cassandra.cli.CliSessionState","1,00",5
"org.apache.cassandra.cli.CliUserHelp",n/a,0
"org.apache.cassandra.cli.CliUtils","2,75",11
"org.apache.cassandra.client.RingCache","2,20",11
"org.apache.cassandra.concurrent.AIOExecutorService","1,00",14
"org.apache.cassandra.concurrent.Context","1,00",4
"org.apache.cassandra.concurrent.DebuggableThreadPoolExecutor","1,78",16
"org.apache.cassandra.concurrent.JMXConfigurableThreadPoolExecutor","1,00",1
"org.apache.cassandra.concurrent.JMXEnabledThreadPoolExecutor","1,12",18
"org.apache.cassandra.concurrent.NamedThreadFactory","1,00",3
"org.apache.cassandra.concurrent.RetryingScheduledThreadPoolExecutor","1,00",4
"org.apache.cassandra.concurrent.RetryingScheduledThreadPoolExecutor.LoggingScheduledFuture","1,10",11
"org.apache.cassandra.concurrent.Stage","3,00",6
"org.apache.cassandra.concurrent.StageManager","1,25",5
"org.apache.cassandra.config.CFMetaData","2,23",172
"org.apache.cassandra.config.ColumnDefinition","2,31",37
"org.apache.cassandra.config.Config",n/a,0
"org.apache.cassandra.config.Config.CommitLogSync",n/a,0
"org.apache.cassandra.config.Config.DiskAccessMode",n/a,0
"org.apache.cassandra.config.Config.RequestSchedulerId",n/a,0
"org.apache.cassandra.config.ConfigurationException","1,00",2
"org.apache.cassandra.config.DatabaseDescriptor","1,80",175
"org.apache.cassandra.config.EncryptionOptions",n/a,0
"org.apache.cassandra.config.EncryptionOptions.InternodeEncryption",n/a,0
"org.apache.cassandra.config.KSMetaData","1,94",31
"org.apache.cassandra.config.ReplicationStrategy",n/a,0
"org.apache.cassandra.config.RequestSchedulerOptions",n/a,0
"org.apache.cassandra.config.SeedProviderDef","1,00",1
"org.apache.cassandra.cql.AbstractModification","1,25",10
"org.apache.cassandra.cql.AlterTableStatement","3,00",12
"org.apache.cassandra.cql.AlterTableStatement.OperationType",n/a,0
"org.apache.cassandra.cql.Attributes","1,00",9
"org.apache.cassandra.cql.BatchStatement","1,14",8
"org.apache.cassandra.cql.CQLStatement","1,00",1
"org.apache.cassandra.cql.CreateColumnFamilyStatement","2,50",40
"org.apache.cassandra.cql.CreateIndexStatement","1,00",4
"org.apache.cassandra.cql.CreateKeyspaceStatement","1,80",9
"org.apache.cassandra.cql.DeleteStatement","1,62",13
"org.apache.cassandra.cql.DropIndexStatement","3,00",9
"org.apache.cassandra.cql.EntityType",n/a,0
"org.apache.cassandra.cql.Operation","1,25",5
"org.apache.cassandra.cql.Operation.OperationType",n/a,0
"org.apache.cassandra.cql.QueryProcessor","4,19",109
"org.apache.cassandra.cql.Relation","1,14",8
"org.apache.cassandra.cql.RelationType","6,00",6
"org.apache.cassandra.cql.SelectExpression","1,00",13
"org.apache.cassandra.cql.SelectStatement","1,04",25
"org.apache.cassandra.cql.StatementType",n/a,0
"org.apache.cassandra.cql.Term","2,50",25
"org.apache.cassandra.cql.TermType","5,00",5
"org.apache.cassandra.cql.UpdateStatement","2,29",32
"org.apache.cassandra.cql.WhereClause","1,50",24
"org.apache.cassandra.db.BinaryMemtable","1,30",13
"org.apache.cassandra.db.BinaryVerbHandler","2,00",2
"org.apache.cassandra.db.Column","1,59",43
"org.apache.cassandra.db.ColumnFamily","1,67",87
"org.apache.cassandra.db.ColumnFamilyNotDefinedException","1,00",1
"org.apache.cassandra.db.ColumnFamilySerializer","1,67",15
"org.apache.cassandra.db.ColumnFamilyStore","2,22",347
"org.apache.cassandra.db.ColumnFamilyStore.CacheType","1,00",2
"org.apache.cassandra.db.ColumnFamilyType","2,00",2
"org.apache.cassandra.db.ColumnIndexer","3,00",12
"org.apache.cassandra.db.ColumnSerializer","3,50",14
"org.apache.cassandra.db.ColumnSerializer.CorruptColumnException","1,00",1
"org.apache.cassandra.db.CounterColumn","1,90",38
"org.apache.cassandra.db.CounterMutation","2,44",39
"org.apache.cassandra.db.CounterMutationSerializer","1,00",2
"org.apache.cassandra.db.CounterMutationVerbHandler","2,00",2
"org.apache.cassandra.db.CounterUpdateColumn","1,29",9
"org.apache.cassandra.db.DBConstants",n/a,0
"org.apache.cassandra.db.DataTracker","1,97",69
"org.apache.cassandra.db.DataTracker.View","1,00",7
"org.apache.cassandra.db.DecoratedKey","1,57",11
"org.apache.cassandra.db.DefinitionsUpdateVerbHandler","3,00",6
"org.apache.cassandra.db.DefsTable","2,25",9
"org.apache.cassandra.db.DeletedColumn","1,33",12
"org.apache.cassandra.db.EchoedRow","1,00",5
"org.apache.cassandra.db.ExpiringColumn","1,25",15
"org.apache.cassandra.db.HintedHandOffManager","2,39",43
"org.apache.cassandra.db.IndexScanCommand","1,00",3
"org.apache.cassandra.db.IndexScanCommand.IndexScanCommandSerializer","1,00",2
"org.apache.cassandra.db.KeyspaceNotDefinedException","1,00",1
"org.apache.cassandra.db.Memtable","1,61",53
"org.apache.cassandra.db.MemtableAllocator","3,33",10
"org.apache.cassandra.db.MemtableAllocator.Region","2,00",8
"org.apache.cassandra.db.MeteredFlusher","4,33",13
"org.apache.cassandra.db.RangeSliceCommand","1,00",6
"org.apache.cassandra.db.RangeSliceCommandSerializer","2,33",7
"org.apache.cassandra.db.RangeSliceReply","1,50",6
"org.apache.cassandra.db.ReadCommand","1,00",8
"org.apache.cassandra.db.ReadCommandSerializer","1,00",2
"org.apache.cassandra.db.ReadRepairVerbHandler","1,00",1
"org.apache.cassandra.db.ReadResponse","1,00",6
"org.apache.cassandra.db.ReadResponseSerializer","4,00",8
"org.apache.cassandra.db.ReadVerbHandler","3,50",7
"org.apache.cassandra.db.ReadVerbHandler.ReadContext",n/a,0
"org.apache.cassandra.db.Row","1,00",3
"org.apache.cassandra.db.RowIterator","1,40",7
"org.apache.cassandra.db.RowIteratorFactory","1,57",11
"org.apache.cassandra.db.RowIteratorFactory.ConvertToColumnIterator","1,00",2
"org.apache.cassandra.db.RowMutation","1,86",52
"org.apache.cassandra.db.RowMutation.RowMutationSerializer","2,00",6
"org.apache.cassandra.db.RowMutationVerbHandler","5,00",10
"org.apache.cassandra.db.RowSerializer","1,00",3
"org.apache.cassandra.db.SchemaCheckVerbHandler","1,00",1
"org.apache.cassandra.db.SliceByNamesReadCommand","1,00",5
"org.apache.cassandra.db.SliceByNamesReadCommandSerializer","2,50",5
"org.apache.cassandra.db.SliceFromReadCommand","1,00",5
"org.apache.cassandra.db.SliceFromReadCommandSerializer","1,00",2
"org.apache.cassandra.db.SuperColumn","1,84",59
"org.apache.cassandra.db.SuperColumnSerializer","1,43",10
"org.apache.cassandra.db.SystemTable","2,00",36
"org.apache.cassandra.db.Table","2,86",103
"org.apache.cassandra.db.Table.IndexBuilder","2,00",6
"org.apache.cassandra.db.TruncateResponse","1,00",3
"org.apache.cassandra.db.TruncateResponse.TruncateResponseSerializer","1,00",2
"org.apache.cassandra.db.TruncateVerbHandler","1,00",2
"org.apache.cassandra.db.Truncation","1,00",5
"org.apache.cassandra.db.TruncationSerializer","1,00",2
"org.apache.cassandra.db.UnserializableColumnFamilyException","1,00",1
"org.apache.cassandra.db.WriteResponse","1,00",6
"org.apache.cassandra.db.WriteResponse.WriteResponseSerializer","1,00",2
"org.apache.cassandra.db.columniterator.IdentityQueryFilter","1,00",2
