Chidamber-Kemerer metrics,Sex, 6 out 2017 20:06:37 BRT
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"android.accessibilityservice.AccessibilityService",9,3,5,1,8,5
"android.accessibilityservice.AccessibilityService.IEventListenerWrapper",6,0,1,0,14,10
"android.accessibilityservice.AccessibilityServiceInfo",5,0,2,0,5,4
"android.accounts.AbstractAccountAuthenticator",10,0,10,0,15,5
"android.accounts.AbstractAccountAuthenticator.Transport",8,0,1,0,25,37
"android.accounts.Account",42,0,2,0,10,13
"android.accounts.AccountAuthenticatorActivity",5,4,1,0,10,6
"android.accounts.AccountAuthenticatorCache",11,1,1,0,10,3
"android.accounts.AccountAuthenticatorCache.MySerializer",3,0,2,0,3,2
"android.accounts.AccountAuthenticatorResponse",12,0,2,0,13,12
"android.accounts.AccountManager",46,0,4,0,59,102
"android.accounts.AccountManager.AmsTask",12,0,4,7,16,17
"android.accounts.AccountManager.AmsTask.Response",7,0,2,0,9,5
"android.accounts.AccountManager.BaseFutureTask",7,0,3,1,6,5
"android.accounts.AccountManager.BaseFutureTask.Response",4,0,1,0,4,4
"android.accounts.AccountManager.Future2Task",7,1,3,3,15,15
"android.accounts.AccountManager.GetAuthTokenByTypeAndFeaturesTask",15,1,1,0,13,14
"android.accounts.AccountManagerCallback",n/a,n/a,n/a,n/a,1,n/a
"android.accounts.AccountManagerFuture",n/a,n/a,n/a,n/a,5,n/a
"android.accounts.AccountManagerResponse",7,0,2,0,8,8
"android.accounts.AccountManagerService",46,0,4,1,156,241
"android.accounts.AccountManagerService.DatabaseHelper",5,1,1,0,12,10
"android.accounts.AccountManagerService.GetAccountsByTypeAndFeatureSession",9,1,1,0,18,16
"android.accounts.AccountManagerService.MessageHandler",5,1,1,0,4,4
"android.accounts.AccountManagerService.RemoveAccountSession",7,1,1,0,15,8
"android.accounts.AccountManagerService.Session",22,0,1,9,40,45
"android.accounts.AccountManagerService.SimWatcher",12,1,1,0,20,12
"android.accounts.AccountManagerService.TestFeaturesSession",8,1,2,0,14,9
"android.accounts.AccountsException",3,0,0,3,4,4
"android.accounts.AuthenticatorDescription",10,0,3,0,16,18
"android.accounts.AuthenticatorException",8,1,0,0,8,4
"android.accounts.ChooseAccountActivity",14,5,1,0,17,7
"android.accounts.GrantCredentialsPermissionActivity",19,4,1,0,36,16
"android.accounts.IAccountAuthenticatorCache",n/a,n/a,n/a,n/a,4,n/a
"android.accounts.NetworkErrorException",3,1,0,0,8,4
"android.accounts.OnAccountsUpdateListener",n/a,n/a,n/a,n/a,1,n/a
"android.accounts.OperationCanceledException",6,1,0,0,8,4
"android.animation.Animator",17,0,13,2,17,17
"android.animation.Animator.AnimatorListener",n/a,n/a,n/a,n/a,4,n/a
"android.animation.AnimatorInflater",17,0,1,0,33,39
"android.animation.AnimatorListenerAdapter",2,0,4,7,4,4
"android.animation.AnimatorSet",15,1,1,0,48,97
"android.animation.AnimatorSet.AnimatorSetListener",4,0,3,0,6,13
"android.animation.AnimatorSet.Builder",7,0,1,0,10,9
"android.animation.AnimatorSet.Dependency",4,0,0,0,1,1
"android.animation.AnimatorSet.DependencyListener",5,0,3,0,8,12
"android.animation.AnimatorSet.Node",6,0,1,0,4,6
"android.animation.DoubleEvaluator",3,0,1,0,1,1
"android.animation.FloatEvaluator",3,0,1,0,1,1
"android.animation.FloatKeyframeSet",7,1,1,0,10,19
"android.animation.IntEvaluator",3,0,1,0,1,1
"android.animation.IntKeyframeSet",7,1,1,0,10,19
"android.animation.Keyframe",9,0,12,3,20,12
"android.animation.Keyframe.FloatKeyframe",3,1,1,0,9,7
"android.animation.Keyframe.IntKeyframe",3,1,1,0,9,7
"android.animation.Keyframe.ObjectKeyframe",2,1,1,0,7,5
"android.animation.KeyframeSet",11,0,2,2,21,31
"android.animation.LayoutTransition",13,0,1,0,46,95
"android.animation.LayoutTransition.TransitionListener",n/a,n/a,n/a,n/a,2,n/a
"android.animation.ObjectAnimator",16,2,2,0,43,35
"android.animation.PropertyValuesHolder",16,0,7,2,46,51
"android.animation.PropertyValuesHolder.FloatPropertyValuesHolder",3,1,1,0,17,16
"android.animation.PropertyValuesHolder.IntPropertyValuesHolder",3,1,1,0,17,16
"android.animation.RGBEvaluator",2,0,1,0,1,1
"android.animation.TimeAnimator",2,2,3,0,5,8
"android.animation.TimeAnimator.TimeListener",n/a,n/a,n/a,n/a,1,n/a
"android.animation.TimeInterpolator",n/a,n/a,n/a,n/a,1,n/a
"android.animation.TypeEvaluator",n/a,n/a,n/a,n/a,1,n/a
"android.animation.ValueAnimator",29,1,2,2,65,105
"android.animation.ValueAnimator.AnimationHandler",4,1,1,0,6,17
"android.animation.ValueAnimator.AnimatorUpdateListener",n/a,n/a,n/a,n/a,1,n/a
"android.annotation.SdkConstant",n/a,n/a,n/a,n/a,1,n/a
"android.annotation.SdkConstant.SdkConstantType",26,n/a,0,n/a,0,0
"android.annotation.Widget",n/a,n/a,n/a,n/a,0,n/a
