Class,OCavg,WMC
"android.accessibilityservice.AccessibilityService","1,25",5
"android.accessibilityservice.AccessibilityService.IEventListenerWrapper","2,00",10
"android.accessibilityservice.AccessibilityServiceInfo","1,00",4
"android.accounts.AbstractAccountAuthenticator","1,25",5
"android.accounts.AbstractAccountAuthenticator.Transport","4,62",37
"android.accounts.Account","1,44",13
"android.accounts.AccountAuthenticatorActivity","2,00",6
"android.accounts.AccountAuthenticatorCache","1,50",3
"android.accounts.AccountAuthenticatorCache.MySerializer","1,00",2
"android.accounts.AccountAuthenticatorResponse","1,33",12
"android.accounts.AccountManager","2,12",102
"android.accounts.AccountManager.AmsTask","2,12",17
"android.accounts.AccountManager.AmsTask.Response","2,50",5
"android.accounts.AccountManager.BaseFutureTask","1,25",5
"android.accounts.AccountManager.BaseFutureTask.Response","2,00",4
"android.accounts.AccountManager.Future2Task","2,14",15
"android.accounts.AccountManager.GetAuthTokenByTypeAndFeaturesTask","2,33",14
"android.accounts.AccountManagerResponse","1,00",8
"android.accounts.AccountManagerService","2,77",241
"android.accounts.AccountManagerService.DatabaseHelper","1,67",10
"android.accounts.AccountManagerService.GetAccountsByTypeAndFeatureSession","2,67",16
"android.accounts.AccountManagerService.MessageHandler","2,00",4
"android.accounts.AccountManagerService.RemoveAccountSession","2,00",8
"android.accounts.AccountManagerService.Session","2,65",45
"android.accounts.AccountManagerService.SimWatcher","6,00",12
"android.accounts.AccountManagerService.TestFeaturesSession","2,25",9
"android.accounts.AccountsException","1,00",4
"android.accounts.AuthenticatorDescription","1,50",18
"android.accounts.AuthenticatorException","1,00",4
"android.accounts.ChooseAccountActivity","2,33",7
"android.accounts.GrantCredentialsPermissionActivity","2,00",16
"android.accounts.NetworkErrorException","1,00",4
"android.accounts.OperationCanceledException","1,00",4
"android.animation.Animator","1,55",17
"android.animation.AnimatorInflater","7,80",39
"android.animation.AnimatorListenerAdapter","1,00",4
"android.animation.AnimatorSet","4,41",97
"android.animation.AnimatorSet.AnimatorSetListener","2,60",13
"android.animation.AnimatorSet.Builder","1,80",9
"android.animation.AnimatorSet.Dependency","1,00",1
"android.animation.AnimatorSet.DependencyListener","2,00",12
"android.animation.AnimatorSet.Node","2,00",6
"android.animation.DoubleEvaluator","1,00",1
"android.animation.FloatEvaluator","1,00",1
"android.animation.FloatKeyframeSet","4,75",19
"android.animation.IntEvaluator","1,00",1
"android.animation.IntKeyframeSet","4,75",19
"android.animation.Keyframe","1,00",12
"android.animation.Keyframe.FloatKeyframe","1,17",7
"android.animation.Keyframe.IntKeyframe","1,17",7
"android.animation.Keyframe.ObjectKeyframe","1,25",5
"android.animation.KeyframeSet","3,88",31
"android.animation.LayoutTransition","3,39",95
"android.animation.ObjectAnimator","1,67",35
"android.animation.PropertyValuesHolder","1,81",51
"android.animation.PropertyValuesHolder.FloatPropertyValuesHolder","2,00",16
"android.animation.PropertyValuesHolder.IntPropertyValuesHolder","2,00",16
"android.animation.RGBEvaluator","1,00",1
"android.animation.TimeAnimator","2,00",8
"android.animation.ValueAnimator","2,14",105
"android.animation.ValueAnimator.AnimationHandler","17,00",17
"android.annotation.SdkConstant.SdkConstantType",n/a,0
"android.app.ActionBar",n/a,0
"android.app.ActionBar.LayoutParams","1,00",6
"android.app.ActionBar.Tab",n/a,0
"android.app.Activity","1,94",378
"android.app.Activity.ManagedCursor","1,00",1
"android.app.Activity.ManagedDialog",n/a,0
"android.app.Activity.NonConfigurationInstances",n/a,0
"android.app.ActivityGroup","1,33",16
"android.app.ActivityManager","1,00",22
"android.app.ActivityManager.MemoryInfo","1,14",8
"android.app.ActivityManager.ProcessErrorStateInfo","1,00",7
"android.app.ActivityManager.RecentTaskInfo","1,57",11
"android.app.ActivityManager.RunningAppProcessInfo","1,00",8
"android.app.ActivityManager.RunningServiceInfo","1,29",9
"android.app.ActivityManager.RunningTaskInfo","1,29",9
"android.app.ActivityManagerNative","19,56",176
"android.app.ActivityManagerProxy","1,52",179
"android.app.ActivityThread","4,19",436
"android.app.ActivityThread.ActivityClientRecord","1,67",5
"android.app.ActivityThread.AppBindData","1,00",1
"android.app.ActivityThread.ApplicationThread","1,62",63
"android.app.ActivityThread.BindServiceData","1,00",1
"android.app.ActivityThread.ContextCleanupInfo",n/a,0
"android.app.ActivityThread.CreateBackupAgentData","1,00",1
"android.app.ActivityThread.CreateServiceData","1,00",1
"android.app.ActivityThread.DumpComponentInfo",n/a,0
"android.app.ActivityThread.DumpHeapData",n/a,0
"android.app.ActivityThread.GcIdler","1,00",1
"android.app.ActivityThread.H","28,00",84
"android.app.ActivityThread.Idler","6,00",6
"android.app.ActivityThread.NewIntentData","1,00",1
"android.app.ActivityThread.ProfilerControlData",n/a,0
"android.app.ActivityThread.ProviderClientRecord","1,00",2
"android.app.ActivityThread.ProviderRefCount","1,00",1
"android.app.ActivityThread.ReceiverData","1,00",2
"android.app.ActivityThread.ResourcesKey","1,33",4
"android.app.ActivityThread.ResultData","1,00",1
"android.app.ActivityThread.ServiceArgsData","1,00",1
"android.app.ActivityThread.StopInfo",n/a,0
"android.app.AlarmManager","1,00",7
"android.app.AlertDialog","1,19",31
"android.app.AlertDialog.Builder","1,03",38
"android.app.AliasActivity","5,50",11
"android.app.AppGlobals","1,00",3
"android.app.Application","1,00",6
"android.app.ApplicationErrorReport","3,00",30
"android.app.ApplicationErrorReport.AnrInfo","1,00",4
"android.app.ApplicationErrorReport.BatteryInfo","1,00",4
"android.app.ApplicationErrorReport.CrashInfo","1,40",7
"android.app.ApplicationErrorReport.RunningServiceInfo","1,00",4
"android.app.ApplicationLoaders","2,50",5
"android.app.ApplicationPackageManager","1,63",137
"android.app.ApplicationPackageManager.ResourceName","1,57",11
"android.app.ApplicationThreadNative","12,50",50
"android.app.ApplicationThreadProxy","1,54",60
"android.app.BackStackRecord","2,83",99
"android.app.BackStackRecord.Op",n/a,0
"android.app.BackStackState","2,57",18
"android.app.ContextImpl","1,76",227
