Class,OCavg,WMC
"AddEventRequest","1,00",9
"CalEvent","1,00",12
"CalendarController","1,63",31
"DatabaseManager","1,60",24
"DeleteEventRequest","1,00",7
"EventManager","2,14",15
"GCalendar","1,50",24
"GCalendarRequest","1,00",3
"NetworkDownException","1,00",2
"RequestManager","1,82",20
"SimpleApp","3,67",22
"SimpleMobileApp","3,80",19
"SimpleNetworkClientSample","2,38",19
"SimpleNetworkServerSample","1,75",14
"UpdateEventRequest","1,14",8
"WwdClientExample","4,00",12
"WwdEmbedded","4,00",12
"WwdUtils","3,00",9
"nserverdemo.NetworkServerUtil","1,00",5
"nserverdemo.NsSample","3,67",11
"nserverdemo.NsSampleClientThread","1,00",2
"nserverdemo.NsSampleWork","2,86",40
"org.apache.derby.PackagePrivateTestSuite","1,00",2
"org.apache.derby.authentication.SystemPrincipal","1,80",9
"org.apache.derby.catalog.GetProcedureColumns","5,62",45
"org.apache.derby.catalog.SystemProcedures","2,03",128
"org.apache.derby.catalog.TriggerNewTransitionRows","1,40",7
"org.apache.derby.catalog.TriggerOldTransitionRows","1,50",6
"org.apache.derby.catalog.types.BaseTypeIdImpl","2,93",41
"org.apache.derby.catalog.types.DecimalTypeIdImpl","1,50",6
"org.apache.derby.catalog.types.DefaultInfoImpl","1,18",13
"org.apache.derby.catalog.types.IndexDescriptorImpl","1,90",38
"org.apache.derby.catalog.types.MethodAliasInfo","1,00",8
"org.apache.derby.catalog.types.OldRoutineType","1,25",5
"org.apache.derby.catalog.types.ReferencedColumnsDescriptorImpl","1,57",11
"org.apache.derby.catalog.types.RoutineAliasInfo","2,55",51
"org.apache.derby.catalog.types.RowMultiSetImpl","1,78",16
"org.apache.derby.catalog.types.StatisticsImpl","1,14",8
"org.apache.derby.catalog.types.SynonymAliasInfo","1,00",10
"org.apache.derby.catalog.types.TypeDescriptorImpl","1,78",48
"org.apache.derby.catalog.types.TypesImplInstanceGetter","5,00",5
"org.apache.derby.catalog.types.UserDefinedTypeIdImpl","1,00",7
"org.apache.derby.client.ClientDataSourceFactory","2,00",6
"org.apache.derby.client.ClientPooledConnection","2,27",34
"org.apache.derby.client.ClientPooledConnection40","2,17",13
"org.apache.derby.client.ClientXAConnection","1,75",14
"org.apache.derby.client.ClientXAConnection40","2,40",12
"org.apache.derby.client.ClientXid","1,31",17
"org.apache.derby.client.am.Agent","1,47",47
"org.apache.derby.client.am.AsciiStream","1,50",6
"org.apache.derby.client.am.BatchUpdateException","1,25",10
"org.apache.derby.client.am.Blob","3,07",83
"org.apache.derby.client.am.BlobLocatorInputStream","2,60",13
"org.apache.derby.client.am.BlobLocatorOutputStream","2,00",10
"org.apache.derby.client.am.BlobOutputStream","2,25",9
"org.apache.derby.client.am.ByteArrayCombinerStream","3,60",18
"org.apache.derby.client.am.CachingLogicalConnection","1,64",18
"org.apache.derby.client.am.CachingLogicalConnection40","1,64",18
"org.apache.derby.client.am.CallableLocatorProcedures","3,55",71
"org.apache.derby.client.am.CallableStatement","2,41",243
"org.apache.derby.client.am.CallableStatement40","1,00",41
"org.apache.derby.client.am.ClientMessageId","1,00",1
"org.apache.derby.client.am.Clob","2,82",110
"org.apache.derby.client.am.ClobLocatorInputStream","2,17",13
"org.apache.derby.client.am.ClobLocatorOutputStream","1,67",10
"org.apache.derby.client.am.ClobLocatorReader","2,43",17
"org.apache.derby.client.am.ClobLocatorWriter","1,62",13
"org.apache.derby.client.am.ClobOutputStream","2,00",8
"org.apache.derby.client.am.ClobWriter","1,33",12
"org.apache.derby.client.am.CloseFilterInputStream","1,71",12
"org.apache.derby.client.am.ColumnMetaData","3,90",156
"org.apache.derby.client.am.ColumnMetaData40","1,00",4
"org.apache.derby.client.am.ColumnTypeConversionException","1,00",1
"org.apache.derby.client.am.Configuration","1,83",11
"org.apache.derby.client.am.Connection","2,47",282
"org.apache.derby.client.am.CrossConverters","3,48",303
"org.apache.derby.client.am.Cursor","3,24",253
"org.apache.derby.client.am.DatabaseMetaData","1,38",293
"org.apache.derby.client.am.DateTime","1,35",23
"org.apache.derby.client.am.Decimal","5,62",45
"org.apache.derby.client.am.DisconnectException","1,20",12
"org.apache.derby.client.am.EncryptionManager","3,47",52
"org.apache.derby.client.am.ErrorKey","1,00",3
"org.apache.derby.client.am.ExceptionFormatter","4,00",20
"org.apache.derby.client.am.FailedProperties40","1,60",8
"org.apache.derby.client.am.FloatingPoint","1,00",7
"org.apache.derby.client.am.GetFileInputStreamAction","1,00",3
"org.apache.derby.client.am.GetResourceBundleAction","1,00",3
"org.apache.derby.client.am.GetResourceInputStreamAction","2,20",11
"org.apache.derby.client.am.GetSystemPropertiesAction","1,00",3
"org.apache.derby.client.am.LOBStateTracker","2,50",10
"org.apache.derby.client.am.Lob","1,61",37
"org.apache.derby.client.am.LogWriter","2,43",265
"org.apache.derby.client.am.LogicalCallableStatement","1,00",80
"org.apache.derby.client.am.LogicalCallableStatement40","1,04",58
"org.apache.derby.client.am.LogicalConnection","1,23",54
"org.apache.derby.client.am.LogicalConnection40","1,07",16
"org.apache.derby.client.am.LogicalPreparedStatement","1,00",74
"org.apache.derby.client.am.LogicalPreparedStatement40","1,08",26
"org.apache.derby.client.am.LogicalStatementEntity","2,60",13
"org.apache.derby.client.am.LogicalStatementEntityTest","1,20",12
"org.apache.derby.client.am.LossOfPrecisionConversionException","1,00",1
"org.apache.derby.client.am.ParameterMetaData","1,30",13
"org.apache.derby.client.am.ParameterMetaData40","1,00",3
"org.apache.derby.client.am.PreparedStatement","2,72",340
"org.apache.derby.client.am.PreparedStatement.PossibleTypes","6,00",24
"org.apache.derby.client.am.PreparedStatement40","1,00",11
"org.apache.derby.client.am.ProductLevel","5,33",16
"org.apache.derby.client.am.ResultSet","2,80",838
"org.apache.derby.client.am.SQLExceptionFactory","1,00",2
"org.apache.derby.client.am.SQLExceptionFactory40","9,00",9
"org.apache.derby.client.am.Savepoint","1,50",6
"org.apache.derby.client.am.Section","1,29",22
"org.apache.derby.client.am.SectionManager","2,25",27
"org.apache.derby.client.am.SetAccessibleAction","1,00",4
"org.apache.derby.client.am.SignedBinary","1,00",7
"org.apache.derby.client.am.SqlCode","1,00",2
"org.apache.derby.client.am.SqlException","1,62",55
"org.apache.derby.client.am.SqlState","1,00",2
"org.apache.derby.client.am.SqlWarning","1,30",13
"org.apache.derby.client.am.Sqlca","2,28",57
"org.apache.derby.client.am.Statement","2,90",427
"org.apache.derby.client.am.Statement40","1,00",3
"org.apache.derby.client.am.StatementCacheInteractor","1,77",23
"org.apache.derby.client.am.Types","16,33",49
"org.apache.derby.client.am.UpdateSensitiveBlobLocatorInputStream","1,33",4
"org.apache.derby.client.am.UpdateSensitiveClobLocatorInputStream","1,00",2
"org.apache.derby.client.am.UpdateSensitiveClobLocatorReader","1,57",11
"org.apache.derby.client.am.UpdateSensitiveLOBLocatorInputStream","1,67",10
"org.apache.derby.client.am.Utils","4,22",76
"org.apache.derby.client.am.Version","1,42",17
"org.apache.derby.client.am.XaException","1,67",15
"org.apache.derby.client.am._Suite","1,00",2
"org.apache.derby.client.am.stmtcache.JDBCStatementCache","2,33",7
"org.apache.derby.client.am.stmtcache.JDBCStatementCache.BoundedLinkedHashMap","2,00",4
"org.apache.derby.client.am.stmtcache.StatementKey","4,25",17
"org.apache.derby.client.am.stmtcache.StatementKeyFactory","1,00",6
"org.apache.derby.client.net.CcsidManager","1,00",1
"org.apache.derby.client.net.ClientJDBCObjectFactoryImpl","1,00",23
"org.apache.derby.client.net.ClientJDBCObjectFactoryImpl40","1,00",24
"org.apache.derby.client.net.CodePoint","1,00",1
"org.apache.derby.client.net.CodePointNameTable","1,00",2
"org.apache.derby.client.net.ConnectionReply","1,00",7
"org.apache.derby.client.net.DssConstants","1,00",1
"org.apache.derby.client.net.EbcdicCcsidManager","2,17",13
"org.apache.derby.client.net.EncodedInputStream","2,50",20
"org.apache.derby.client.net.EncodedInputStream.PublicBufferOutputStream","1,00",2
"org.apache.derby.client.net.FdocaConstants",n/a,0
"org.apache.derby.client.net.FdocaSimpleDataArray","1,00",2
"org.apache.derby.client.net.NaiveTrustManager","1,40",7
"org.apache.derby.client.net.NetAgent","1,48",43
"org.apache.derby.client.net.NetCallableStatement","1,00",9
"org.apache.derby.client.net.NetConfiguration",n/a,2
"org.apache.derby.client.net.NetConnection","1,79",236
"org.apache.derby.client.net.NetConnection40","1,42",27
"org.apache.derby.client.net.NetConnectionReply","2,88",383
"org.apache.derby.client.net.NetConnectionRequest","1,38",73
"org.apache.derby.client.net.NetCursor","2,79",159
"org.apache.derby.client.net.NetDatabaseMetaData","1,17",7
"org.apache.derby.client.net.NetDatabaseMetaData40","1,00",6
"org.apache.derby.client.net.NetIndoubtTransaction","1,00",7
"org.apache.derby.client.net.NetLogWriter","3,82",42
"org.apache.derby.client.net.NetPackageReply","3,17",19
"org.apache.derby.client.net.NetPackageRequest","1,87",28
"org.apache.derby.client.net.NetPreparedStatement","1,00",16
"org.apache.derby.client.net.NetResultSet","2,07",29
"org.apache.derby.client.net.NetResultSet40","1,00",26
"org.apache.derby.client.net.NetResultSetReply","4,90",49
"org.apache.derby.client.net.NetResultSetRequest","1,94",33
"org.apache.derby.client.net.NetSqlca","1,17",7
