Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"android.provider.Telephony.CellBroadcasts.CellBroadcasts()",0,0,n/a,2,0,0,0,1
"android.provider.Telephony.Mms.Intents.Intents()",0,0,n/a,3,0,0,0,1
"android.provider.Telephony.Mms.extractAddrSpec(String)",3,2,n/a,7,1,1,4,2
"android.provider.Telephony.Mms.getMessageBoxName(int)",1,0,n/a,16,1,1,13,7
"android.provider.Telephony.Mms.isEmailAddress(String)",4,2,n/a,14,1,1,5,2
"android.provider.Telephony.Mms.isPhoneNumber(String)",3,0,n/a,13,1,1,4,2
"android.provider.Telephony.Mms.query(ContentResolver,String[])",1,0,n/a,4,0,2,1,1
"android.provider.Telephony.Mms.query(ContentResolver,String[],String,String)",1,0,n/a,6,0,4,1,2
"android.provider.Telephony.Sms.Draft.addMessage(ContentResolver,String,String,String,Long)",1,0,n/a,15,0,5,1,1
"android.provider.Telephony.Sms.Draft.saveMessage(ContentResolver,Uri,String)",5,0,n/a,15,0,3,4,1
"android.provider.Telephony.Sms.Inbox.addMessage(ContentResolver,String,String,String,Long,boolean)",1,0,n/a,17,0,6,1,1
"android.provider.Telephony.Sms.Intents.getMessagesFromIntent(Intent)",3,5,n/a,24,1,1,16,3
"android.provider.Telephony.Sms.Outbox.addMessage(ContentResolver,String,String,String,Long,boolean,long)",1,0,n/a,17,0,7,1,1
"android.provider.Telephony.Sms.Sent.addMessage(ContentResolver,String,String,String,Long)",1,0,n/a,15,0,5,1,1
"android.provider.Telephony.Sms.addMessageToUri(ContentResolver,Uri,String,String,String,Long,boolean,boolean)",1,3,n/a,19,0,8,1,1
"android.provider.Telephony.Sms.addMessageToUri(ContentResolver,Uri,String,String,String,Long,boolean,boolean,long)",11,2,n/a,33,1,9,12,5
"android.provider.Telephony.Sms.isOutgoingFolder(int)",0,0,n/a,10,0,1,1,4
"android.provider.Telephony.Sms.moveMessageToFolder(Context,Uri,int,int)",9,0,n/a,41,1,4,26,8
"android.provider.Telephony.Sms.query(ContentResolver,String[])",1,0,n/a,3,0,2,1,1
"android.provider.Telephony.Sms.query(ContentResolver,String[],String,String)",1,0,n/a,5,0,4,1,2
"android.provider.Telephony.Telephony()",0,0,n/a,3,0,0,0,1
"android.provider.Telephony.Threads.Threads()",0,0,n/a,3,0,0,0,1
"android.provider.Telephony.Threads.getOrCreateThreadId(Context,Set<String>)",14,1,n/a,37,3,2,15,5
"android.provider.Telephony.Threads.getOrCreateThreadId(Context,String)",3,1,n/a,10,0,2,3,1
"android.telephony.CellBroadcastMessage.CellBroadcastMessage(Parcel)",3,1,n/a,5,0,1,3,1
"android.telephony.CellBroadcastMessage.CellBroadcastMessage(SmsCbMessage)",1,0,n/a,5,0,1,3,1
"android.telephony.CellBroadcastMessage.CellBroadcastMessage(SmsCbMessage,long,boolean)",0,1,n/a,5,0,3,3,1
"android.telephony.CellBroadcastMessage.createFromCursor(Cursor)",53,1,n/a,110,2,1,64,21
"android.telephony.CellBroadcastMessage.describeContents()",0,0,n/a,4,0,0,1,1
"android.telephony.CellBroadcastMessage.getCmasMessageClass()",3,0,n/a,12,1,0,3,2
"android.telephony.CellBroadcastMessage.getCmasWarningInfo()",1,0,n/a,3,0,0,1,1
"android.telephony.CellBroadcastMessage.getContentValues()",43,0,n/a,41,1,0,30,6
"android.telephony.CellBroadcastMessage.getDateString(Context)",1,0,n/a,11,0,1,2,1
"android.telephony.CellBroadcastMessage.getDeliveryTime()",0,0,n/a,3,0,0,1,1
"android.telephony.CellBroadcastMessage.getEtwsWarningInfo()",1,0,n/a,3,0,0,1,1
"android.telephony.CellBroadcastMessage.getLanguageCode()",1,0,n/a,3,0,0,1,1
"android.telephony.CellBroadcastMessage.getMessageBody()",1,0,n/a,3,0,0,1,1
"android.telephony.CellBroadcastMessage.getSerialNumber()",1,0,n/a,3,0,0,1,1
"android.telephony.CellBroadcastMessage.getServiceCategory()",1,0,n/a,3,0,0,1,1
"android.telephony.CellBroadcastMessage.getSpokenDateString(Context)",1,0,n/a,9,0,1,2,1
"android.telephony.CellBroadcastMessage.isCmasMessage()",1,0,n/a,7,0,0,1,1
"android.telephony.CellBroadcastMessage.isEmergencyAlertMessage()",3,0,n/a,17,1,0,6,4
"android.telephony.CellBroadcastMessage.isEtwsEmergencyUserAlert()",2,0,n/a,9,0,0,2,2
"android.telephony.CellBroadcastMessage.isEtwsMessage()",1,0,n/a,7,0,0,1,1
"android.telephony.CellBroadcastMessage.isEtwsPopupAlert()",2,0,n/a,9,0,0,2,2
"android.telephony.CellBroadcastMessage.isEtwsTestMessage()",2,0,n/a,9,0,0,2,2
"android.telephony.CellBroadcastMessage.isPublicAlertMessage()",1,0,n/a,12,0,0,1,1
"android.telephony.CellBroadcastMessage.isRead()",0,0,n/a,3,0,0,1,1
"android.telephony.CellBroadcastMessage.setIsRead(boolean)",0,0,n/a,7,0,1,1,1
"android.telephony.CellBroadcastMessage.writeToParcel(Parcel,int)",3,0,n/a,5,0,2,3,2
"android.telephony.SmsCbCmasInfo.SmsCbCmasInfo(Parcel)",6,1,n/a,9,0,1,6,1
"android.telephony.SmsCbCmasInfo.SmsCbCmasInfo(int,int,int,int,int,int)",0,3,n/a,10,0,6,6,1
"android.telephony.SmsCbCmasInfo.describeContents()",0,0,n/a,8,0,0,1,1
"android.telephony.SmsCbCmasInfo.getCategory()",0,1,n/a,7,0,0,1,1
"android.telephony.SmsCbCmasInfo.getCertainty()",0,1,n/a,7,0,0,1,1
"android.telephony.SmsCbCmasInfo.getMessageClass()",0,2,n/a,7,0,0,1,1
"android.telephony.SmsCbCmasInfo.getResponseType()",0,1,n/a,7,0,0,1,1
"android.telephony.SmsCbCmasInfo.getSeverity()",0,1,n/a,7,0,0,1,1
"android.telephony.SmsCbCmasInfo.getUrgency()",0,1,n/a,7,0,0,1,1
"android.telephony.SmsCbCmasInfo.toString()",0,0,n/a,6,0,0,1,1
"android.telephony.SmsCbCmasInfo.writeToParcel(Parcel,int)",6,0,n/a,15,0,2,6,1
"android.telephony.SmsCbEtwsInfo.SmsCbEtwsInfo(Parcel)",4,1,n/a,7,0,1,4,1
"android.telephony.SmsCbEtwsInfo.SmsCbEtwsInfo(int,boolean,boolean,byte[])",0,3,n/a,8,0,4,4,1
"android.telephony.SmsCbEtwsInfo.describeContents()",0,0,n/a,8,0,0,1,1
"android.telephony.SmsCbEtwsInfo.getPrimaryNotificationSignature()",1,0,n/a,11,1,0,3,3
"android.telephony.SmsCbEtwsInfo.getPrimaryNotificationTimestamp()",9,0,n/a,34,1,0,19,4
"android.telephony.SmsCbEtwsInfo.getWarningType()",0,2,n/a,7,0,0,1,1
"android.telephony.SmsCbEtwsInfo.isEmergencyUserAlert()",0,1,n/a,7,0,0,1,1
"android.telephony.SmsCbEtwsInfo.isPopupAlert()",0,1,n/a,7,0,0,1,1
"android.telephony.SmsCbEtwsInfo.toString()",0,0,n/a,5,0,0,1,1
"android.telephony.SmsCbEtwsInfo.writeToParcel(Parcel,int)",4,0,n/a,13,0,2,4,3
"android.telephony.SmsCbLocation.SmsCbLocation()",0,0,n/a,9,0,0,3,1
"android.telephony.SmsCbLocation.SmsCbLocation(Parcel)",3,3,n/a,8,0,1,3,1
"android.telephony.SmsCbLocation.SmsCbLocation(String)",0,3,n/a,9,0,1,3,1
"android.telephony.SmsCbLocation.SmsCbLocation(String,int,int)",0,3,n/a,9,0,3,3,1
"android.telephony.SmsCbLocation.describeContents()",0,0,n/a,8,0,0,1,1
"android.telephony.SmsCbLocation.equals(Object)",1,1,n/a,11,1,1,6,6
"android.telephony.SmsCbLocation.getCid()",0,2,n/a,7,0,0,1,1
"android.telephony.SmsCbLocation.getLac()",0,2,n/a,7,0,0,1,1
"android.telephony.SmsCbLocation.getPlmn()",0,2,n/a,7,0,0,1,1
"android.telephony.SmsCbLocation.hashCode()",1,1,n/a,7,0,0,4,1
"android.telephony.SmsCbLocation.isInLocationArea(SmsCbLocation)",1,0,n/a,15,1,1,5,5
"android.telephony.SmsCbLocation.isInLocationArea(String,int,int)",1,1,n/a,20,1,3,7,6
"android.telephony.SmsCbLocation.toString()",0,0,n/a,4,0,0,1,1
"android.telephony.SmsCbLocation.writeToParcel(Parcel,int)",3,0,n/a,12,0,2,3,1
"android.telephony.SmsCbMessage.SmsCbMessage(Parcel)",11,2,n/a,27,1,1,21,4
"android.telephony.SmsCbMessage.SmsCbMessage(int,int,int,SmsCbLocation,int,String,String,int,SmsCbEtwsInfo,SmsCbCmasInfo)",0,4,n/a,17,0,10,10,1
"android.telephony.SmsCbMessage.describeContents()",0,0,n/a,8,0,0,1,1
"android.telephony.SmsCbMessage.getCmasWarningInfo()",0,6,n/a,13,0,0,1,1
"android.telephony.SmsCbMessage.getEtwsWarningInfo()",0,7,n/a,12,0,0,1,1
"android.telephony.SmsCbMessage.getGeographicalScope()",0,1,n/a,8,0,0,1,1
"android.telephony.SmsCbMessage.getLanguageCode()",0,2,n/a,8,0,0,1,1
"android.telephony.SmsCbMessage.getLocation()",0,1,n/a,12,0,0,1,1
"android.telephony.SmsCbMessage.getMessageBody()",0,2,n/a,8,0,0,1,1
"android.telephony.SmsCbMessage.getMessageFormat()",0,1,n/a,7,0,0,1,1
"android.telephony.SmsCbMessage.getMessagePriority()",0,1,n/a,9,0,0,1,1
"android.telephony.SmsCbMessage.getSerialNumber()",0,3,n/a,10,0,0,1,1
"android.telephony.SmsCbMessage.getServiceCategory()",0,3,n/a,11,0,0,1,1
"android.telephony.SmsCbMessage.isCmasMessage()",0,2,n/a,7,0,0,1,1
"android.telephony.SmsCbMessage.isEmergencyMessage()",0,3,n/a,7,0,0,1,1
"android.telephony.SmsCbMessage.isEtwsMessage()",0,1,n/a,7,0,0,1,1
"android.telephony.SmsCbMessage.toString()",2,0,n/a,9,0,0,1,3
"android.telephony.SmsCbMessage.writeToParcel(Parcel,int)",13,1,n/a,29,1,2,15,3
"android.telephony.SmsManager.SmsManager()",0,1,n/a,3,0,0,0,1
"android.telephony.SmsManager.copyMessageToIcc(byte[],byte[],int)",3,0,n/a,25,2,3,6,3
"android.telephony.SmsManager.createMessageListFromRawRecords(List<SmsRawData>)",6,1,n/a,25,4,1,12,5
"android.telephony.SmsManager.deleteMessageFromIcc(int)",4,0,n/a,25,2,1,8,3
"android.telephony.SmsManager.disableCellBroadcast(int)",3,1,n/a,27,2,1,6,3
"android.telephony.SmsManager.disableCellBroadcastRange(int,int)",3,1,n/a,28,2,2,6,3
"android.telephony.SmsManager.divideMessage(String)",1,0,n/a,11,0,1,1,1
"android.telephony.SmsManager.enableCellBroadcast(int)",3,1,n/a,27,2,1,6,3
"android.telephony.SmsManager.enableCellBroadcastRange(int,int)",3,1,n/a,28,2,2,6,3
"android.telephony.SmsManager.getAllMessagesFromIcc()",4,0,n/a,21,2,0,6,3
"android.telephony.SmsManager.getDefault()",0,0,n/a,8,0,0,1,1
"android.telephony.SmsManager.sendDataMessage(String,String,short,byte[],PendingIntent,PendingIntent)",6,0,n/a,46,2,6,8,6
"android.telephony.SmsManager.sendMultipartTextMessage(String,String,ArrayList<String>,ArrayList<PendingIntent>,ArrayList<PendingIntent>)",14,0,n/a,64,3,5,16,11
"android.telephony.SmsManager.sendTextMessage(String,String,String,PendingIntent,PendingIntent)",7,1,n/a,44,2,5,8,5
"android.telephony.SmsManager.updateMessageOnIcc(int,int,byte[])",3,0,n/a,26,2,3,6,3
"android.telephony.SmsMessage.SmsMessage(SmsMessageBase)",0,4,n/a,3,0,1,1,1
"android.telephony.SmsMessage.SubmitPdu.SubmitPdu(SubmitPduBase)",0,2,n/a,7,0,1,2,1
"android.telephony.SmsMessage.SubmitPdu.toString()",2,0,n/a,6,0,0,1,1
"android.telephony.SmsMessage.calculateLength(CharSequence,boolean)",4,1,n/a,28,0,2,8,2
"android.telephony.SmsMessage.calculateLength(String,boolean)",1,1,n/a,19,0,2,1,1
"android.telephony.SmsMessage.createFromEfRecord(int,byte[])",5,0,n/a,22,1,2,6,3
"android.telephony.SmsMessage.createFromPdu(byte[])",3,0,n/a,17,0,1,3,2
"android.telephony.SmsMessage.createFromPdu(byte[],String)",6,3,n/a,22,1,2,8,3
"android.telephony.SmsMessage.fragmentText(String)",12,0,n/a,69,3,1,34,16
"android.telephony.SmsMessage.getDisplayMessageBody()",1,0,n/a,7,0,0,1,1
"android.telephony.SmsMessage.getDisplayOriginatingAddress()",1,0,n/a,8,0,0,1,1
"android.telephony.SmsMessage.getEmailBody()",1,0,n/a,7,0,0,1,1
"android.telephony.SmsMessage.getEmailFrom()",1,0,n/a,7,0,0,1,1
"android.telephony.SmsMessage.getIndexOnIcc()",1,0,n/a,8,0,0,1,1
"android.telephony.SmsMessage.getIndexOnSim()",1,0,n/a,9,0,0,1,1
"android.telephony.SmsMessage.getMessageBody()",1,0,n/a,7,0,0,1,1
"android.telephony.SmsMessage.getMessageClass()",1,0,n/a,12,1,0,11,6
"android.telephony.SmsMessage.getOriginatingAddress()",1,0,n/a,7,0,0,1,1
"android.telephony.SmsMessage.getPdu()",1,0,n/a,8,0,0,1,1
"android.telephony.SmsMessage.getProtocolIdentifier()",1,0,n/a,6,0,0,1,1
"android.telephony.SmsMessage.getPseudoSubject()",1,0,n/a,7,0,0,1,1
"android.telephony.SmsMessage.getServiceCenterAddress()",1,0,n/a,7,0,0,1,1
"android.telephony.SmsMessage.getStatus()",1,0,n/a,19,0,0,1,1
"android.telephony.SmsMessage.getStatusOnIcc()",1,0,n/a,13,0,0,1,1
"android.telephony.SmsMessage.getStatusOnSim()",1,0,n/a,14,0,0,1,1
"android.telephony.SmsMessage.getSubmitPdu(String,String,String,boolean)",5,0,n/a,22,1,4,6,2
"android.telephony.SmsMessage.getSubmitPdu(String,String,short,byte[],boolean)",5,0,n/a,27,1,5,6,2
"android.telephony.SmsMessage.getTPLayerLengthForPDU(String)",4,0,n/a,15,1,1,4,2
"android.telephony.SmsMessage.getTimestampMillis()",1,0,n/a,6,0,0,1,1
"android.telephony.SmsMessage.getUserData()",1,1,n/a,7,0,0,1,1
"android.telephony.SmsMessage.isCphsMwiMessage()",1,0,n/a,9,0,0,1,1
