Class,CBO,CSA,CSO,CSOA,Dcy*,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"uk.ac.ed.ph.aardvark.cms.editors.BinaryTimeToThinkEditingStrategy",7,0,23,23,37,2,1,4,39,33,0,8,1,"1,25",4,18,5
"uk.ac.ed.ph.aardvark.cms.editors.CheckpointEditingStrategy",6,0,23,23,36,2,1,4,32,26,0,8,1,"1,25",4,11,5
"uk.ac.ed.ph.aardvark.cms.editors.ContentPageEditingStrategy",11,0,11,11,38,0,1,2,64,58,0,0,0,"2,17",4,18,13
"uk.ac.ed.ph.aardvark.cms.editors.CourseEditingStrategy",3,0,23,23,32,2,1,2,19,10,0,9,1,"1,00",2,2,2
"uk.ac.ed.ph.aardvark.cms.editors.CustomJavaEditingStrategy",4,0,22,22,37,2,1,3,20,14,0,8,0,"1,00",3,4,3
"uk.ac.ed.ph.aardvark.cms.editors.DeploymentEditingStrategy",9,0,23,23,44,2,1,4,43,36,0,8,1,"1,50",4,24,6
"uk.ac.ed.ph.aardvark.cms.editors.ExternalResourceEditingStrategy",9,2,22,24,35,1,1,5,39,32,0,5,0,"1,00",5,9,6
"uk.ac.ed.ph.aardvark.cms.editors.FlashMovieEditingStrategy",6,0,23,23,36,2,1,4,43,36,0,8,1,"1,25",4,31,5
"uk.ac.ed.ph.aardvark.cms.editors.GIFEditingStrategy",4,1,23,24,33,2,1,2,17,11,0,9,1,"1,00",2,3,2
"uk.ac.ed.ph.aardvark.cms.editors.HTMLEditingStrategy",3,0,22,22,32,2,1,1,15,6,0,10,0,"1,00",1,1,1
"uk.ac.ed.ph.aardvark.cms.editors.JPEGEditingStrategy",4,1,23,24,33,2,1,2,17,11,0,9,1,"1,00",2,3,2
"uk.ac.ed.ph.aardvark.cms.editors.JavaEditingStrategy",3,0,22,22,32,2,1,1,12,6,0,10,0,"1,00",1,1,1
"uk.ac.ed.ph.aardvark.cms.editors.LearningOutcomesEditingStrategy",6,0,23,23,36,2,1,4,31,25,0,8,1,"1,25",4,11,5
"uk.ac.ed.ph.aardvark.cms.editors.MCQEditingStrategy",8,0,23,23,41,2,1,4,41,35,0,8,1,"1,50",4,22,6
"uk.ac.ed.ph.aardvark.cms.editors.OrganisationTreeEditingStrategy",10,0,24,24,49,2,1,4,51,37,0,8,1,"1,20",4,15,6
"uk.ac.ed.ph.aardvark.cms.editors.PNGEditingStrategy",4,1,23,24,33,2,1,2,17,11,0,9,1,"1,00",2,3,2
"uk.ac.ed.ph.aardvark.cms.editors.SVGEditingStrategy",4,1,23,24,33,2,1,2,17,11,0,9,1,"1,00",2,3,2
"uk.ac.ed.ph.aardvark.cms.editors.StandardTimeToThinkEditingStrategy",4,0,22,22,40,2,1,3,30,20,0,8,0,"1,33",3,7,4
"uk.ac.ed.ph.aardvark.cms.editors.TeXMacrosEditingStrategy",3,0,22,22,32,2,1,1,12,6,0,10,0,"1,00",1,1,1
"uk.ac.ed.ph.aardvark.cms.editors.TextEditingStrategy",3,0,22,22,32,2,1,1,12,6,0,10,0,"1,00",1,1,1
"uk.ac.ed.ph.aardvark.cms.editors.TutorialQuestionEditingStrategy",6,5,23,28,36,2,1,4,37,30,0,8,1,"1,00",4,16,4
"uk.ac.ed.ph.aardvark.cms.editors.WorkshopEditingStrategy",8,0,23,23,41,2,1,4,39,33,0,8,1,"1,50",4,13,6
"uk.ac.ed.ph.aardvark.cms.editors.XfigFigureEditingStrategy",3,0,22,22,32,2,1,1,13,6,0,10,0,"1,00",1,1,1
"uk.ac.ed.ph.aardvark.core.globals.AardvarkException",4,1,4,5,0,0,0,1,28,15,2,0,0,"1,00",1,4,4
"uk.ac.ed.ph.aardvark.core.globals.BadNumberingPatternException",5,1,4,5,0,0,0,0,24,15,0,0,0,"1,00",0,4,4
"uk.ac.ed.ph.aardvark.core.globals.CoreNodeTypes",12,7,15,22,8,n/a,1,6,91,51,n/a,0,0,"1,25",7,9,10
"uk.ac.ed.ph.aardvark.core.globals.CoreResourceTypes",28,13,23,36,6,n/a,1,11,107,75,n/a,0,0,"1,08",11,13,13
"uk.ac.ed.ph.aardvark.core.globals.DynamicRenderingKeys",27,22,13,35,17,n/a,1,6,275,206,n/a,0,0,"1,86",6,10,13
"uk.ac.ed.ph.aardvark.core.globals.Entities",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"uk.ac.ed.ph.aardvark.core.globals.IMSConstants",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"uk.ac.ed.ph.aardvark.core.globals.Namespaces",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"uk.ac.ed.ph.aardvark.core.globals.NodeTypes",24,31,16,47,9,n/a,1,7,323,266,n/a,0,0,"1,22",8,10,11
"uk.ac.ed.ph.aardvark.core.globals.NumberingGroup",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"uk.ac.ed.ph.aardvark.core.globals.NumberingGroupPattern",8,5,10,15,5,0,1,2,84,64,0,0,0,"1,44",7,15,13
"uk.ac.ed.ph.aardvark.core.globals.NumberingPattern",17,7,12,19,5,0,0,2,238,139,0,0,0,"3,08",9,15,37
"uk.ac.ed.ph.aardvark.core.globals.NumberingScheme",6,7,3,10,2,n/a,1,1,108,58,n/a,0,0,"5,50",0,2,11
"uk.ac.ed.ph.aardvark.core.globals.ResourceTypeOptions",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"uk.ac.ed.ph.aardvark.core.globals.ResourceTypes",89,78,23,101,6,n/a,1,11,332,267,n/a,0,0,"1,08",11,13,13
"uk.ac.ed.ph.aardvark.core.globals.Roles",5,4,5,9,1,n/a,1,2,28,16,n/a,0,0,"1,00",2,3,3
"uk.ac.ed.ph.aardvark.core.globals.StructuralElementType",8,9,4,13,0,n/a,0,3,50,37,n/a,0,0,"1,50",3,5,6
