Class,CBO,CSA,CSO,CSOA,Dcy,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"com.mongodb.event.ServerMonitorListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"com.mongodb.event.ServerMonitorListenerAdapter",4,0,18,18,4,1,2,3,17,11,6,11,0,"1,00",0,3,3
"com.mongodb.event.ServerOpeningEvent",9,1,15,16,2,1,0,1,30,15,0,10,1,"1,00",2,4,3
"com.mongodb.gridfs.CLI",11,4,16,20,11,1,0,1,123,113,0,11,0,"5,00",2,32,20
"com.mongodb.gridfs.GridFS",12,7,41,48,10,1,0,7,361,144,0,11,0,"1,34",24,56,39
"com.mongodb.gridfs.GridFSDBFile",10,9,56,65,8,2,2,2,78,40,0,38,0,"1,67",5,21,10
"com.mongodb.gridfs.GridFSDBFile.GridFSInputStream",3,4,30,34,3,2,2,1,74,68,0,15,4,"2,50",5,10,15
"com.mongodb.gridfs.GridFSFile",14,10,50,60,8,1,2,7,256,175,2,10,1,"1,81",20,53,49
"com.mongodb.gridfs.GridFSInputFile",12,18,67,85,10,2,2,3,275,152,0,37,1,"2,00",5,35,34
"com.mongodb.gridfs.GridFSInputFile.GridFSOutputStream",2,0,24,24,2,2,3,2,43,33,0,13,2,"2,00",0,7,6
"com.mongodb.internal.HexUtils",3,0,15,15,0,1,0,1,54,31,0,11,0,"2,00",3,14,6
"com.mongodb.internal.async.ErrorHandlingResultCallback",46,2,16,18,3,1,1,2,28,23,0,11,0,"1,33",1,6,4
"com.mongodb.internal.authentication.NativeAuthenticationHelper",8,1,17,18,5,1,0,2,45,31,0,11,0,"1,00",4,19,5
"com.mongodb.internal.connection.ConcurrentLinkedDeque",5,3,120,123,3,2,5,3,496,185,0,23,8,"1,84",31,60,70
"com.mongodb.internal.connection.ConcurrentLinkedDeque.CLDIterator",3,2,21,23,3,1,2,1,28,28,0,12,1,"1,75",3,9,7
"com.mongodb.internal.connection.ConcurrentLinkedDeque.Node",2,4,47,51,0,2,1,2,286,151,0,22,0,"2,23",18,26,49
"com.mongodb.internal.connection.ConcurrentLinkedDeque.RemovalReportingIterator",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.internal.connection.ConcurrentPool",14,5,34,39,8,1,1,1,178,138,0,10,1,"1,94",9,44,33
"com.mongodb.internal.connection.ConcurrentPool.ItemFactory",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"com.mongodb.internal.connection.ConcurrentPool.Prune",8,5,25,30,0,n/a,2,0,14,5,n/a,20,0,n/a,0,0,0
"com.mongodb.internal.connection.IndexMap",4,0,16,16,1,1,0,4,42,10,2,11,0,"1,00",4,6,2
"com.mongodb.internal.connection.IndexMap.HashBased",3,1,17,18,2,2,0,1,21,21,0,11,0,"1,67",2,7,5
"com.mongodb.internal.connection.IndexMap.RangeBased",4,2,18,20,4,2,0,1,36,36,0,11,0,"2,00",2,8,8
"com.mongodb.internal.connection.Java8SniSslHelper",2,0,15,15,2,1,1,1,22,19,0,11,0,"1,00",0,8,2
"com.mongodb.internal.connection.NoOpSessionContext",28,1,29,30,3,1,1,8,43,35,0,11,0,"1,00",6,10,9
"com.mongodb.internal.connection.Pool",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a
"com.mongodb.internal.connection.PowerOfTwoBufferPool",9,1,20,21,5,1,1,1,73,60,0,11,0,"1,30",4,20,13
"com.mongodb.internal.connection.PowerOfTwoBufferPool.PooledByteBufNIO",2,2,79,81,2,2,1,1,13,13,0,42,1,"1,50",0,7,3
"com.mongodb.internal.connection.SniSslHelper",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.internal.connection.SslHelper",4,1,15,16,2,1,0,2,54,33,0,11,0,"1,33",0,10,4
"com.mongodb.internal.event.ClusterListenerMulticaster",8,2,19,21,7,1,2,1,44,44,0,11,0,"2,50",0,14,10
"com.mongodb.internal.event.CommandListenerMulticaster",8,2,19,21,7,1,1,1,44,44,0,11,0,"2,50",0,14,10
"com.mongodb.internal.event.ConnectionPoolListenerMulticaster",13,2,29,31,12,1,2,1,104,104,0,11,0,"2,78",0,24,25
"com.mongodb.internal.event.EventListenerHelper",20,4,18,22,13,1,0,5,67,67,0,11,0,"3,67",5,20,22
"com.mongodb.internal.event.ServerListenerMulticaster",8,2,19,21,7,1,2,1,44,44,0,11,0,"2,50",0,14,10
"com.mongodb.internal.event.ServerMonitorListenerMulticaster",8,2,19,21,7,1,2,1,44,44,0,11,0,"2,50",0,14,10
"com.mongodb.internal.management.jmx.JMXMBeanServer",4,2,16,18,3,1,1,1,26,23,0,11,0,"1,50",0,9,3
"com.mongodb.internal.thread.DaemonThreadFactory",2,3,15,18,0,1,1,1,20,14,0,11,0,"1,00",1,6,2
"com.mongodb.internal.validator.CollectibleDocumentFieldNameValidator",6,1,16,17,1,1,1,2,27,20,0,11,0,"2,50",2,7,5
"com.mongodb.internal.validator.MappedFieldNameValidator",5,2,17,19,1,1,1,1,34,21,0,11,0,"1,33",2,6,4
"com.mongodb.internal.validator.NoOpFieldNameValidator",14,0,16,16,1,1,1,2,15,10,0,11,0,"1,00",2,2,2
"com.mongodb.internal.validator.UpdateFieldNameValidator",5,0,16,16,2,1,1,2,15,10,0,11,0,"1,00",2,3,2
"com.mongodb.management.ConnectionPoolStatistics",13,5,49,54,12,2,3,5,66,63,0,13,6,"1,00",7,25,14
"com.mongodb.management.ConnectionPoolStatisticsMBean",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a
"com.mongodb.management.JMXConnectionPoolListener",17,1,34,35,17,1,2,1,101,95,0,11,0,"1,79",6,48,25
"com.mongodb.management.MBeanServer",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"com.mongodb.management.MBeanServerFactory",4,1,14,15,3,1,0,1,31,17,0,11,0,"1,00",1,2,2
"com.mongodb.management.NullMBeanServer",2,0,16,16,1,1,1,2,11,8,0,11,0,"1,00",0,2,2
"com.mongodb.operation.AggregateExplainOperation",21,6,23,29,19,1,2,1,127,85,0,11,0,"1,50",7,21,18
"com.mongodb.operation.AggregateOperation",42,16,44,60,37,1,2,1,408,227,0,10,1,"1,34",28,58,47
"com.mongodb.operation.AggregateToCollectionOperation",27,9,34,43,24,1,2,1,279,144,0,11,0,"1,39",17,45,32
"com.mongodb.operation.AsyncChangeStreamBatchCursor",14,4,31,35,14,1,3,1,108,108,0,11,0,"1,44",4,22,23
"com.mongodb.operation.AsyncChangeStreamBatchCursor.AsyncBlock",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.operation.AsyncOperationExecutor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"com.mongodb.operation.AsyncQueryBatchCursor",31,12,39,51,25,1,3,1,218,217,0,11,0,"1,91",7,64,44
"com.mongodb.operation.AsyncQueryBatchCursor.CommandResultSingleResultCallback",12,4,15,19,12,1,1,1,28,28,0,11,0,"2,00",0,11,4
"com.mongodb.operation.AsyncQueryBatchCursor.QueryResultSingleResultCallback",7,3,15,18,7,1,1,1,21,21,0,11,0,"1,50",0,6,3
"com.mongodb.operation.AsyncReadOperation",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.operation.AsyncSingleBatchQueryCursor",9,2,27,29,5,1,3,3,41,40,1,11,0,"1,29",2,13,9
"com.mongodb.operation.AsyncWriteOperation",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.operation.BaseWriteOperation",31,4,32,36,26,1,2,1,179,137,3,11,0,"2,06",15,51,35
"com.mongodb.operation.BatchCursor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a
"com.mongodb.operation.BsonArrayWrapper",5,2,163,165,3,3,4,25,140,135,0,54,28,"1,10",27,37,33
"com.mongodb.operation.BsonDocumentWrapperHelper",10,0,15,15,3,1,0,2,15,15,0,11,0,"1,33",2,6,4
"com.mongodb.operation.BulkWriteBatch",36,15,36,51,35,1,0,4,229,229,0,11,0,"2,08",21,84,50
"com.mongodb.operation.BulkWriteBatch.WriteRequestEncoder",12,0,17,17,12,1,1,2,57,57,0,11,0,"4,33",1,30,13
"com.mongodb.operation.BulkWriteBatch.WriteRequestWithIndex",3,2,14,16,2,1,0,1,11,11,0,11,0,"1,00",1,3,2
"com.mongodb.operation.ChangeStreamBatchCursor",13,4,39,43,13,1,4,2,97,94,0,12,1,"1,19",9,32,19
"com.mongodb.operation.ChangeStreamOperation",22,10,32,42,20,1,2,2,207,101,0,11,0,"1,11",16,37,21
"com.mongodb.operation.CommandOperationHelper",56,0,54,54,25,1,0,4,307,299,0,11,0,"1,07",23,70,46
"com.mongodb.operation.CommandOperationHelper.CommandProtocolExecutingCallback",12,8,15,23,11,1,1,1,53,53,0,11,0,"1,75",0,4,7
"com.mongodb.operation.CommandOperationHelper.CommandTransformer",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.operation.CommandOperationHelper.IdentityTransformer",4,0,14,14,2,1,1,1,6,6,0,11,0,"1,00",1,1,1
"com.mongodb.operation.CommandReadOperation",17,3,17,20,9,1,2,1,31,18,0,11,0,"1,00",1,6,3
"com.mongodb.operation.CommandResultArrayCodec",11,2,24,26,10,2,3,1,30,30,0,13,2,"2,00",2,15,6
"com.mongodb.operation.CommandResultCodecProvider",30,3,19,22,30,1,1,1,71,71,0,9,2,"2,17",3,20,13
"com.mongodb.operation.CommandResultDocumentCodec",27,4,35,39,13,2,4,2,27,27,0,18,1,"1,75",3,18,7
"com.mongodb.operation.CommandWriteOperation",12,3,17,20,9,1,2,1,31,18,0,11,0,"1,00",1,6,3
"com.mongodb.operation.CountOperation",32,8,36,44,28,1,2,1,246,133,0,11,0,"1,12",20,38,29
"com.mongodb.operation.CreateCollectionOperation",26,14,43,57,22,1,2,1,370,178,0,11,0,"1,31",26,42,42
"com.mongodb.operation.CreateIndexesOperation",35,3,25,28,31,1,2,1,202,161,0,11,0,"2,73",8,59,41
"com.mongodb.operation.CreateUserOperation",19,3,21,24,18,1,2,1,87,56,0,11,0,"1,11",4,12,10
"com.mongodb.operation.CreateViewOperation",22,6,26,32,19,1,2,1,137,85,0,11,0,"1,29",10,23,18
"com.mongodb.operation.CurrentOpOperation",12,0,14,14,11,1,1,1,24,18,0,11,0,"1,50",1,2,3
"com.mongodb.operation.CursorHelper",7,0,15,15,2,1,0,2,34,19,0,11,0,"2,00",2,7,6
"com.mongodb.operation.DeleteOperation",8,5,36,41,7,2,2,2,38,20,0,18,0,"1,00",3,8,4
"com.mongodb.operation.DistinctOperation",36,8,30,38,33,1,2,1,192,120,0,11,0,"1,14",14,32,24
"com.mongodb.operation.DocumentHelper",13,0,17,17,5,1,0,4,24,24,0,11,0,"1,80",0,8,9
"com.mongodb.operation.DropCollectionOperation",22,2,20,22,18,1,2,1,85,60,0,11,0,"1,22",3,13,11
"com.mongodb.operation.DropDatabaseOperation",21,3,20,23,16,1,2,1,73,47,0,11,0,"1,12",3,12,9
"com.mongodb.operation.DropIndexOperation",22,3,22,25,19,1,2,1,114,72,0,11,0,"1,18",3,17,13
"com.mongodb.operation.DropUserOperation",19,3,19,22,18,1,2,1,71,50,0,11,0,"1,14",2,11,8
"com.mongodb.operation.ExplainHelper",7,0,15,15,4,1,0,1,20,20,0,11,0,"2,33",2,8,7
"com.mongodb.operation.FindAndDeleteOperation",25,8,32,40,22,1,2,1,226,118,0,11,0,"1,19",15,33,25
"com.mongodb.operation.FindAndModifyHelper",14,0,16,16,11,1,0,1,32,32,0,11,0,"1,40",3,17,7
"com.mongodb.operation.FindAndReplaceOperation",29,12,40,52,26,1,2,1,313,159,0,11,0,"1,17",23,46,34
"com.mongodb.operation.FindAndUpdateOperation",30,13,42,55,27,1,2,1,339,170,0,11,0,"1,19",25,49,37
"com.mongodb.operation.FindOperation",56,28,81,109,50,1,2,1,987,608,0,11,0,"1,73",65,107,137
"com.mongodb.operation.FindOperation.ExplainResultCallback",5,1,15,16,4,1,1,1,26,26,0,11,0,"2,00",0,4,6
"com.mongodb.operation.FsyncUnlockOperation",13,1,17,18,12,1,2,1,49,35,0,11,0,"1,40",3,13,7
"com.mongodb.operation.GroupOperation",29,9,35,44,28,1,2,1,249,144,0,11,0,"1,27",19,32,33
"com.mongodb.operation.IndexHelper",6,0,14,14,4,1,0,1,25,20,0,11,0,"3,00",1,13,6
"com.mongodb.operation.InsertOperation",9,5,36,41,7,2,2,2,38,20,0,18,0,"1,00",3,8,4
"com.mongodb.operation.ListCollectionsOperation",46,5,32,37,42,1,2,1,241,184,0,11,0,"1,67",16,58,40
"com.mongodb.operation.ListCollectionsOperation.ProjectingAsyncBatchCursor",4,1,27,28,4,1,3,1,48,48,0,11,0,"1,22",2,13,11
"com.mongodb.operation.ListCollectionsOperation.ProjectingBatchCursor",5,1,36,37,5,1,4,1,42,42,0,12,1,"1,00",6,20,10
"com.mongodb.operation.ListDatabasesOperation",30,2,23,25,27,1,2,1,104,72,0,11,0,"1,15",7,20,15
"com.mongodb.operation.ListIndexesOperation",37,4,28,32,33,1,2,1,184,140,0,11,0,"1,45",12,36,29
"com.mongodb.operation.MapReduceAsyncBatchCursor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.operation.MapReduceBatchCursor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.operation.MapReduceHelper",5,0,18,18,3,1,0,1,20,20,0,11,0,"1,00",5,10,6
"com.mongodb.operation.MapReduceInlineResultsAsyncCursor",5,3,30,33,4,2,4,1,18,11,0,17,0,"1,00",1,3,2
"com.mongodb.operation.MapReduceInlineResultsCursor",7,11,50,61,6,2,5,1,18,12,0,23,0,"1,00",1,3,2
"com.mongodb.operation.MapReduceStatistics",9,4,17,21,0,1,0,4,57,24,0,11,0,"1,00",4,5,5
"com.mongodb.operation.MapReduceToCollectionOperation",36,20,57,77,33,1,2,1,514,243,0,11,0,"1,15",40,66,54
"com.mongodb.operation.MapReduceWithInlineResultsOperation",46,14,49,63,42,1,2,1,404,206,0,11,0,"1,10",33,58,44
"com.mongodb.operation.MixedBulkWriteOperation",30,6,28,34,25,1,2,1,228,173,0,11,0,"1,84",10,47,35
"com.mongodb.operation.OperationExecutor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"com.mongodb.operation.OperationHelper",80,1,57,58,44,1,0,12,333,333,0,11,0,"1,48",20,90,80
"com.mongodb.operation.OperationHelper.AsyncCallableWithConnection",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.operation.OperationHelper.AsyncCallableWithConnectionAndSource",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.operation.OperationHelper.AsyncCallableWithConnectionAndSourceCallback",4,1,15,16,4,1,1,1,14,14,0,11,0,"1,50",0,4,3
"com.mongodb.operation.OperationHelper.AsyncCallableWithConnectionCallback",4,1,15,16,4,1,1,1,14,14,0,11,0,"1,50",0,4,3
"com.mongodb.operation.OperationHelper.CallableWithConnection",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.operation.OperationHelper.CallableWithConnectionAndSource",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.operation.OperationHelper.ReferenceCountedReleasingWrappedCallback",4,2,15,17,3,1,1,1,16,16,0,11,0,"1,50",0,5,3
"com.mongodb.operation.OrderBy",0,5,28,33,0,n/a,2,2,43,21,n/a,20,0,"2,00",2,4,6
"com.mongodb.operation.ParallelCollectionScanOperation",33,5,28,33,32,1,2,1,168,119,0,11,0,"1,21",12,27,23
"com.mongodb.operation.QueryBatchCursor",35,11,47,58,26,1,4,2,211,210,1,12,1,"2,29",10,60,48
"com.mongodb.operation.QueryHelper",6,0,14,14,4,1,0,1,13,13,0,11,0,"1,50",1,8,3
"com.mongodb.operation.ReadConcernHelper",12,0,16,16,6,1,0,1,31,31,0,11,0,"2,00",2,13,8
"com.mongodb.operation.ReadOperation",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.operation.RenameCollectionOperation",21,4,22,26,18,1,2,1,105,58,0,11,0,"1,10",5,17,11
"com.mongodb.operation.UpdateOperation",8,5,36,41,7,2,2,2,38,20,0,18,0,"1,00",3,8,4
"com.mongodb.operation.UpdateUserOperation",19,3,21,24,18,1,2,1,87,56,0,11,0,"1,11",4,12,10
"com.mongodb.operation.UserExistsOperation",20,2,19,21,18,1,2,1,55,44,0,11,0,"1,12",3,10,9
"com.mongodb.operation.UserOperationHelper",16,0,20,20,13,1,0,4,55,55,0,11,0,"1,67",6,28,15
"com.mongodb.operation.WriteConcernHelper",24,0,19,19,11,1,0,2,35,35,0,11,0,"1,25",4,22,10
"com.mongodb.operation.WriteOperation",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.selector.CompositeServerSelector",7,1,16,17,4,1,1,1,51,40,0,10,1,"3,00",2,15,9
"com.mongodb.selector.LatencyMinimizingServerSelector",8,1,19,20,4,1,1,1,67,50,0,10,1,"2,17",5,15,13
"com.mongodb.selector.PrimaryServerSelector",3,0,15,15,3,1,1,1,18,12,0,10,1,"1,00",2,3,2
"com.mongodb.selector.ReadPreferenceServerSelector",13,1,17,18,6,1,1,1,38,23,0,10,1,"1,25",3,8,5
"com.mongodb.selector.ServerAddressSelector",8,1,17,18,5,1,1,1,38,23,0,10,1,"1,25",3,8,5
"com.mongodb.selector.ServerSelector",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.selector.WritableServerSelector",8,0,15,15,3,1,1,1,16,11,0,10,1,"1,00",2,3,2
"com.mongodb.util.AbstractObjectSerializer",6,0,15,15,1,1,1,1,8,8,5,11,0,"1,00",1,4,1
"com.mongodb.util.ClassMapBasedObjectSerializer",7,1,17,18,5,2,1,1,52,32,0,12,0,"3,50",0,11,7
"com.mongodb.util.JSON",14,0,17,17,4,1,0,3,99,45,0,11,0,"2,80",3,17,14
"com.mongodb.util.JSONCallback",19,6,86,92,17,2,1,3,99,92,0,44,5,"5,20",3,41,26
"com.mongodb.util.JSONParseException",2,8,51,59,0,4,1,1,50,26,0,25,1,"1,33",1,7,4
"com.mongodb.util.JSONParser",4,3,31,34,3,1,0,1,456,360,0,11,0,"4,32",11,47,82
"com.mongodb.util.JSONSerializers",41,0,16,16,38,1,0,1,69,43,0,11,0,"1,00",3,26,4
"com.mongodb.util.JSONSerializers.BSONTimestampSerializer",5,1,18,19,4,3,1,1,15,15,0,12,0,"1,00",0,9,2
"com.mongodb.util.JSONSerializers.BinarySerializer",4,1,20,21,3,4,1,1,10,10,0,13,0,"1,00",0,6,2
"com.mongodb.util.JSONSerializers.BinarySerializerBase",8,1,18,19,6,3,1,1,11,11,2,12,0,"1,00",0,7,2
"com.mongodb.util.JSONSerializers.ByteArraySerializer",3,1,20,21,2,4,1,1,9,9,0,13,0,"1,00",0,4,2
"com.mongodb.util.JSONSerializers.CodeSerializer",5,1,18,19,4,3,1,1,12,12,0,12,0,"1,00",0,7,2
"com.mongodb.util.JSONSerializers.CodeWScopeSerializer",6,1,18,19,5,3,1,1,13,13,0,12,0,"1,00",0,8,2
"com.mongodb.util.JSONSerializers.CompoundObjectSerializer",22,1,16,17,2,2,1,0,6,6,20,12,0,"1,00",0,1,1
"com.mongodb.util.JSONSerializers.DBObjectSerializer",6,1,18,19,5,3,1,1,24,24,0,12,0,"2,00",0,8,4
"com.mongodb.util.JSONSerializers.DBRefBaseSerializer",5,1,18,19,4,3,1,1,16,16,0,12,0,"1,50",0,9,3
"com.mongodb.util.JSONSerializers.DateSerializer",4,1,18,19,3,3,1,1,10,10,0,12,0,"1,00",0,6,2
"com.mongodb.util.JSONSerializers.Decimal128Serializer",4,1,18,19,3,3,1,1,9,9,0,12,0,"1,00",0,6,2
"com.mongodb.util.JSONSerializers.IterableSerializer",3,1,18,19,2,3,1,1,19,19,0,12,0,"2,00",0,5,4
"com.mongodb.util.JSONSerializers.LegacyBSONTimestampSerializer",5,1,18,19,4,3,1,1,13,13,0,12,0,"1,00",0,9,2
"com.mongodb.util.JSONSerializers.LegacyBinarySerializer",2,0,16,16,1,2,1,1,6,6,0,12,0,"1,00",0,2,1
"com.mongodb.util.JSONSerializers.LegacyDateSerializer",4,1,18,19,3,3,1,1,12,12,0,12,0,"1,00",0,10,2
"com.mongodb.util.JSONSerializers.MapSerializer",4,1,18,19,3,3,1,1,25,25,0,12,0,"2,00",0,10,4
"com.mongodb.util.JSONSerializers.MaxKeySerializer",4,1,18,19,3,3,1,1,9,9,0,12,0,"1,00",0,5,2
"com.mongodb.util.JSONSerializers.MinKeySerializer",4,1,18,19,3,3,1,1,9,9,0,12,0,"1,00",0,5,2
"com.mongodb.util.JSONSerializers.ObjectArraySerializer",3,1,18,19,2,3,1,1,16,16,0,12,0,"2,00",0,7,4
"com.mongodb.util.JSONSerializers.ObjectIdSerializer",4,1,18,19,3,3,1,1,9,9,0,12,0,"1,00",0,6,2
"com.mongodb.util.JSONSerializers.PatternSerializer",8,1,18,19,7,3,1,1,14,14,0,12,0,"1,50",0,9,3
"com.mongodb.util.JSONSerializers.StringSerializer",3,0,16,16,2,2,1,1,6,6,0,12,0,"1,00",0,2,1
"com.mongodb.util.JSONSerializers.SymbolSerializer",5,1,18,19,4,3,1,1,12,12,0,12,0,"1,00",0,7,2
"com.mongodb.util.JSONSerializers.ToStringSerializer",2,0,16,16,1,2,1,1,6,6,0,12,0,"1,00",0,3,1
"com.mongodb.util.JSONSerializers.UndefinedSerializer",4,1,18,19,3,3,1,1,11,11,0,12,0,"1,00",0,6,2
"com.mongodb.util.JSONSerializers.UuidSerializer",4,1,18,19,3,3,1,1,12,12,0,12,0,"1,00",0,7,2
"com.mongodb.util.ObjectSerializer",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"com.mongodb.util.Util",5,0,15,15,1,1,0,3,34,11,0,11,0,"1,00",3,6,3
"org.bson.AbstractBsonReader",32,5,162,167,15,1,3,1,645,445,3,11,0,"1,41",57,103,93
"org.bson.AbstractBsonReader.Context",8,2,15,17,1,1,0,2,35,14,3,11,0,"1,00",2,3,3
"org.bson.AbstractBsonReader.Mark",9,5,17,22,6,1,1,3,25,25,3,11,0,"1,00",2,4,4
"org.bson.AbstractBsonReader.State",7,11,25,36,0,n/a,2,0,41,11,n/a,20,0,n/a,0,0,0
"org.bson.AbstractBsonWriter",65,6,153,159,33,1,3,1,821,632,3,11,0,"2,01",6,173,139
"org.bson.AbstractBsonWriter.Context",11,3,17,20,1,1,0,3,53,22,3,11,0,"1,00",3,5,5
"org.bson.AbstractBsonWriter.Mark",4,4,14,18,3,1,0,1,29,18,1,11,0,"1,00",0,5,2
"org.bson.AbstractBsonWriter.State",7,8,25,33,0,n/a,2,0,29,8,n/a,20,0,n/a,0,0,0
"org.bson.BSON",18,31,33,64,6,1,0,5,308,173,1,11,0,"1,86",12,42,39
"org.bson.BSONCallback",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30,n/a
"org.bson.BSONCallbackAdapter",16,7,180,187,15,2,3,2,148,141,0,68,2,"1,19",2,75,32
"org.bson.BSONCallbackAdapter.Context",4,7,19,26,3,2,0,1,13,13,0,13,1,"1,00",1,4,2
"org.bson.BSONDecoder",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.bson.BSONEncoder",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.bson.BSONException",11,7,54,61,0,4,1,1,53,24,2,26,0,"1,00",2,8,6
"org.bson.BSONObject",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9,n/a
"org.bson.BasicBSONCallback",17,3,81,84,13,1,1,3,226,177,2,11,0,"1,18",10,62,46
"org.bson.BasicBSONDecoder",15,0,21,21,12,1,1,1,39,36,1,11,0,"1,00",5,21,5
"org.bson.BasicBSONEncoder",27,2,49,51,25,1,1,1,467,287,1,11,0,"2,67",7,108,88
"org.bson.BasicBSONObject",19,12,171,183,6,4,4,9,358,202,1,91,4,"1,71",29,69,60
"org.bson.BsonArray",64,1,134,135,9,2,4,3,186,158,1,53,4,"1,28",28,74,41
"org.bson.BsonBinary",42,2,62,64,4,2,0,3,106,67,0,45,3,"1,70",7,17,17
"org.bson.BsonBinaryReader",42,7,199,206,21,2,3,8,341,320,0,73,2,"2,19",22,78,81
"org.bson.BsonBinaryReader.Context",5,4,18,22,3,2,0,1,20,20,0,12,1,"1,33",2,7,4
"org.bson.BsonBinaryReader.Mark",5,7,19,26,5,2,1,1,15,15,0,13,1,"1,00",0,11,2
"org.bson.BsonBinarySubType",17,10,28,38,0,n/a,2,1,57,19,n/a,20,0,"1,00",2,3,3
"org.bson.BsonBinaryWriter",44,10,193,203,27,2,3,5,320,264,0,67,3,"1,32",3,91,53
"org.bson.BsonBinaryWriter.Context",4,5,21,26,2,2,0,2,33,21,0,12,2,"1,00",2,7,4
"org.bson.BsonBinaryWriter.Mark",3,5,16,21,3,2,0,1,14,11,0,11,1,"1,00",0,5,2
"org.bson.BsonBinaryWriterSettings",3,1,15,16,0,1,0,1,30,12,0,11,0,"1,00",1,3,3
"org.bson.BsonBoolean",50,3,61,64,2,2,1,3,67,46,0,45,3,"1,62",7,11,13
"org.bson.BsonContextType",19,7,25,32,0,n/a,2,0,27,7,n/a,20,0,n/a,0,0,0
"org.bson.BsonDateTime",11,1,60,61,2,2,1,2,56,41,0,45,3,"1,43",6,10,10
"org.bson.BsonDbPointer",26,2,59,61,3,2,0,3,75,54,0,45,3,"1,86",6,13,13
"org.bson.BsonDecimal128",12,1,66,67,4,3,0,2,69,54,0,45,3,"1,30",9,18,13
"org.bson.BsonDocument",275,2,149,151,30,2,4,6,743,376,4,55,4,"1,59",64,142,113
