Package,PDcy,PDpt
"com.google.common.annotations",0,0
"com.google.common.base",4,20
"com.google.common.base.internal",0,1
"com.google.common.cache",5,2
"com.google.common.collect",10,17
"com.google.common.collect.testing",5,7
"com.google.common.collect.testing.google",7,1
"com.google.common.eventbus",4,1
"com.google.common.hash",6,2
"com.google.common.io",5,1
"com.google.common.math",4,4
"com.google.common.net",6,0
"com.google.common.primitives",5,10
"com.google.common.reflect",6,2
"com.google.common.testing",6,13
"com.google.common.util.concurrent",6,6

