Chidamber-Kemerer metrics,Sex, 27 out 2017 14:46:48 BRST
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"DocTaglet",3,1,9,2,21,13
"ManualTaglet",1,2,3,0,5,4
"ServerReleaseTaglet",1,2,4,0,6,4
"category.Async",n/a,n/a,n/a,n/a,0,n/a
"category.ReplicaSet",n/a,n/a,n/a,n/a,0,n/a
"category.Slow",n/a,n/a,n/a,n/a,0,n/a
"category.SlowUnit",n/a,n/a,n/a,n/a,0,n/a
"com.mongodb.AcknowledgedBulkWriteResult",4,2,6,0,19,21
"com.mongodb.AggregateIterableImpl",21,2,2,0,58,23
"com.mongodb.AggregationOptions",6,1,7,0,11,9
"com.mongodb.AggregationOptions.Builder",6,1,7,0,10,8
"com.mongodb.AggregationOptions.OutputMode",4,n/a,0,n/a,0,0
"com.mongodb.AggregationOutput",3,1,1,0,2,2
"com.mongodb.AuthenticationMechanism",9,n/a,2,n/a,9,6
"com.mongodb.BSONTimestampCodec",8,1,3,0,11,3
"com.mongodb.BasicDBList",11,5,2,0,9,7
"com.mongodb.BasicDBObject",85,5,6,12,42,19
"com.mongodb.BasicDBObjectBuilder",8,1,2,0,29,13
"com.mongodb.BasicDBObjectFactory",4,1,2,0,3,2
"com.mongodb.Block",n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.BulkUpdateRequestBuilder",8,1,1,0,10,7
"com.mongodb.BulkWriteError",4,1,4,0,14,14
"com.mongodb.BulkWriteException",7,6,3,0,17,16
"com.mongodb.BulkWriteHelper",22,1,1,0,43,12
"com.mongodb.BulkWriteOperation",12,1,1,0,21,10
"com.mongodb.BulkWriteRequestBuilder",7,1,1,0,16,10
"com.mongodb.BulkWriteResult",8,1,7,2,7,0
"com.mongodb.BulkWriteUpsert",5,1,2,0,9,10
"com.mongodb.Bytes",15,2,1,0,1,16
"com.mongodb.Bytes.OptionHolder",3,1,1,0,5,7
"com.mongodb.ChangeStreamIterableImpl",20,2,2,0,28,14
"com.mongodb.ClientSession",n/a,n/a,n/a,n/a,9,n/a
"com.mongodb.ClientSessionBinding",12,1,2,0,19,10
"com.mongodb.ClientSessionBinding.SessionBindingConnectionSource",6,1,2,0,13,7
"com.mongodb.ClientSessionContext",7,1,2,0,19,10
"com.mongodb.ClientSessionOptions",7,1,4,0,6,5
"com.mongodb.ClientSessionOptions.Builder",4,1,4,0,6,5
"com.mongodb.CommandResult",14,6,2,0,13,11
"com.mongodb.CompoundDBObjectCodec",10,1,3,0,9,7
"com.mongodb.ConnectionString",25,1,5,0,135,219
"com.mongodb.Cursor",n/a,n/a,n/a,n/a,3,n/a
"com.mongodb.CursorType",8,n/a,1,n/a,1,3
"com.mongodb.DB",72,1,2,0,136,83
"com.mongodb.DBAddress",2,2,6,0,33,22
"com.mongodb.DBCallback",n/a,n/a,n/a,n/a,0,n/a
"com.mongodb.DBCallbackFactory",n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.DBCollection",142,1,5,0,501,255
"com.mongodb.DBCollectionObjectFactory",9,1,1,0,24,15
"com.mongodb.DBCursor",39,1,3,0,172,116
"com.mongodb.DBCursor.IteratorOrArray",1,n/a,0,n/a,0,0
"com.mongodb.DBCursor.OptionalFinalizer",5,1,1,0,5,4
"com.mongodb.DBDecoder",n/a,n/a,n/a,n/a,3,n/a
"com.mongodb.DBDecoderAdapter",14,1,1,0,14,2
"com.mongodb.DBDecoderAdapter.BufferExposingByteArrayOutputStream",1,3,1,0,3,2
"com.mongodb.DBDecoderFactory",n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.DBEncoder",n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.DBEncoderAdapter",14,1,2,0,14,3
"com.mongodb.DBEncoderFactory",n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.DBEncoderFactoryAdapter",8,1,2,0,6,3
"com.mongodb.DBObject",n/a,n/a,n/a,n/a,2,n/a
"com.mongodb.DBObjectCodec",40,1,3,0,98,60
"com.mongodb.DBObjectCodecProvider",11,1,1,0,10,10
"com.mongodb.DBObjectCollationHelper",10,1,1,0,19,22
"com.mongodb.DBObjectFactory",n/a,n/a,n/a,n/a,2,n/a
"com.mongodb.DBObjects",12,1,1,0,8,2
"com.mongodb.DBRef",19,1,3,0,14,16
