Class,CBO,CSA,CSO,CSOA,Dcy*,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"com.loomcom.ant.tasks.jarbundler.AppBundleProperties",2,21,44,65,2,0,0,23,189,166,0,0,0,"1,07",23,44,47
"com.loomcom.ant.tasks.jarbundler.AppBundleProperties.DocumentType",1,5,5,10,0,0,0,5,22,22,0,0,0,"1,00",0,5,5
"com.loomcom.ant.tasks.jarbundler.AppBundleProperties.Service",1,5,5,10,0,0,0,5,22,22,0,0,0,"1,00",0,5,5
"com.loomcom.ant.tasks.jarbundler.JarBundler",3,29,48,77,3,0,0,1,738,488,0,0,0,"2,15",5,48,103
"com.loomcom.ant.tasks.jarbundler.JarBundler.JarFileList",1,1,1,2,0,0,0,1,8,8,0,0,0,"1,00",0,1,1
"com.loomcom.ant.tasks.jarbundler.JarBundler.JarFileSet",1,1,1,2,0,0,0,1,8,8,0,0,0,"1,00",0,1,1
"com.microstar.xml.HandlerBase",2,0,26,26,2,0,1,13,165,56,0,0,0,"1,00",1,14,13
"com.microstar.xml.XmlException",2,4,5,9,0,0,0,4,67,30,0,0,0,"1,00",4,5,5
"com.microstar.xml.XmlHandler",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13,n/a
"com.microstar.xml.XmlParser",1,92,117,209,1,0,0,1,3.840,2.383,0,0,0,"3,83",38,117,448
"doclet.GenerateTocXML",1,4,3,7,1,0,0,1,65,62,0,0,0,"2,00",1,3,6
"gnu.regexp.CharIndexed",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"gnu.regexp.CharIndexedCharArray",1,2,4,6,1,0,0,1,18,18,0,0,0,"1,25",3,4,5
"gnu.regexp.CharIndexedInputStream",0,8,5,13,0,0,0,1,90,83,0,0,0,"4,00",4,5,20
"gnu.regexp.CharIndexedReader",0,8,5,13,0,0,0,1,99,91,0,0,0,"4,00",4,5,20
"gnu.regexp.CharIndexedString",0,3,4,7,0,0,0,1,20,20,0,0,0,"1,25",3,4,5
"gnu.regexp.CharIndexedStringBuffer",0,2,4,6,0,0,0,1,18,18,0,0,0,"1,25",3,4,5
"gnu.regexp.CharUnit",1,2,0,2,0,0,0,0,4,4,0,0,0,n/a,0,0,0
