org.apache.tomcat.util.modeler.BaseModelMBean;org.apache.tomcat.util.modeler.modules.ModelerSource

Task;org.apache.tools.ant.taskdefs.optional.JXPathSet.java

BaseParamFilterReader;org.apache.tools.ant.filters.StripLineBreaks.java

MatchingTask;org.apache.tools.ant.taskdefs.FixCRLF.java

javax.el.PropertyNotFoundException.java;javax.el.PropertyNotWritableException.java;

javax.servlet.ServletOutputStream.java;org.apache.catalina.tribes.io.DirectByteArrayOutputStream.java;

javax.servlet.http.HttpSessionEvent.java;javax.servlet.ServletContextEvent.java;

javax.servlet.jsp.SkipPageException.java;javax.servlet.jsp.JspTagException.java;

javax.servlet.jsp.el.ScopedAttributeELResolver.java;javax.el.ArrayELResolver.java;

javax.servlet.jsp.tagext.BodyContent.java;org.apache.jasper.runtime.JspWriterImpl.java;

org.apache.catalina.InstanceEvent.java;javax.el.ELContextEvent.java;

org.apache.catalina.ant.JMXGetTask.java;org.apache.catalina.ant.StartTask.java;

org.apache.catalina.ant.jmx.JMXAccessorSetTask.java;org.apache.catalina.ant.jmx.JMXAccessorUnregisterTask.java;

org.apache.catalina.authenticator.AuthenticatorBase.java;org.apache.catalina.authenticator.SingleSignOn.java;

org.apache.catalina.connector.CoyoteOutputStream.java;javax.servlet.http.HttpServlet.java;

org.apache.catalina.core.StandardHost.java;org.apache.catalina.core.StandardContext.java;

org.apache.catalina.deploy.ContextResourceEnvRef.java;org.apache.catalina.deploy.ContextLocalEjb.java;

org.apache.catalina.filters.RemoteAddrFilter.java;org.apache.catalina.filters.RemoteHostFilter.java;

org.apache.catalina.ha.ClusterRuleSet.java;org.apache.catalina.realm.MemoryRuleSet.java;

org.apache.catalina.ha.authenticator.ClusterSingleSignOnListener.java;org.apache.catalina.ha.deploy.FarmWarDeployer.java;

org.apache.catalina.ha.deploy.FileMessage.java;org.apache.catalina.ha.session.SessionIDMessage.java;

org.apache.catalina.ha.session.BackupManager.java;org.apache.catalina.ha.session.SimpleTcpReplicationManager.java;

org.apache.catalina.ha.tcp.SimpleTcpCluster.java;org.apache.catalina.core.StandardPipeline.java;

org.apache.catalina.loader.WebappLoader.java;org.apache.catalina.connector.Connector.java;

org.apache.catalina.manager.ManagerServlet.java;org.apache.catalina.manager.StatusManagerServlet.java;

org.apache.catalina.manager.host.HostManagerServlet.java;org.apache.catalina.manager.ManagerServlet.java;

org.apache.catalina.mbeans.NamingResourcesMBean.java;org.apache.catalina.mbeans.ContextEnvironmentMBean.java;

