com.example.android.deviceconfig.MyActivity.java;com.android.notificationstudio.NotificationStudioActivity.java;

com.android.notificationstudio.NotificationStudioActivity.java;com.example.android.deviceconfig.MyActivity.java;

com.android.notificationstudio.editor.IntEditor.java;com.android.notificationstudio.editor.LinesEditor.java;

com.android.tools.sdkcontroller.activities.MultiTouchActivity.java;com.android.tools.sdkcontroller.activities.MainActivity.java;

com.android.tools.sdkcontroller.handlers.MultiTouchChannel.java;com.android.tools.sdkcontroller.handlers.SensorChannel.java;

com.android.assetstudiolib.MenuIconGenerator.java;com.android.assetstudiolib.TabIconGenerator.java;

com.android.io.FileWrapper.java;com.android.io.FolderWrapper.java;

com.android.ddmlib.HandleExit.java;com.android.ddmlib.HandleProfiling.java;

com.android.ddmlib.testrunner.InstrumentationResultParser.java;com.android.ddmlib.GetPropReceiver.java;

com.android.draw9patch.ui.GradientPanel.java;com.android.draw9patch.ui.ImageEditorPanel.java;

com.android.draw9patch.ui.action.OpenAction.java;com.android.draw9patch.ui.action.SaveAction.java;

com.example.layoutlib.testproject.Main.java;com.example.android.deviceconfig.MyActivity.java;

com.android.ide.common.rendering.api.DensityBasedResourceValue.java;com.android.ide.common.rendering.api.StyleResourceValue.java;

com.android.tools.lint.XmlReporter.java;com.android.tools.lint.TextReporter.java;

com.android.tools.lint.client.api.CircularDependencyException.java;com.android.ddmlib.BadPacketException.java;

com.android.tools.lint.detector.api.XmlContext.java;com.android.tools.lint.detector.api.ClassContext.java;

com.android.tools.lint.checks.ToastDetector.java;com.android.tools.lint.detector.api.ResourceXmlDetector.java;

com.android.ide.common.resources.ValueResourceParser.java;com.android.tools.lint.checks.ApiParser.java;

com.android.ide.common.resources.configuration.DensityQualifier.java;com.android.ide.common.resources.configuration.TouchScreenQualifier.java;

com.android.sdklib.internal.repository.packages.SystemImagePackage.java;com.android.sdklib.internal.repository.packages.MinToolsPackage.java;

com.android.sdklib.internal.repository.sources.SdkSysImgSource.java;com.android.sdklib.internal.repository.sources.SdkAddonSource.java;

com.android.sdklib.repository.SdkSysImgConstants.java;com.android.sdklib.repository.SdkAddonConstants.java;
