android.support.v4.view.ViewPager.endFakeDrag(),android.support.v4.view.ViewPager.populate();android.support.v4.view.ViewPager.smoothScrollTo(int,int,int)

android.support.v4.view.ViewPager.endFakeDrag(),android.support.v4.view.ViewPager.onTouchEvent(MotionEvent);android.support.v4.view.ViewPager.smoothScrollTo(int,int,int)

android.support.v4.view.ViewPager.onDraw(Canvas),android.support.v4.view.ViewPager.onMeasure(int,int);android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.fakeDragBy(float),android.support.v4.view.ViewPager.onMeasure(int,int);android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.onLayout(boolean,int,int,int,int),android.support.v4.view.ViewPager.onMeasure(int,int);android.support.v4.view.ViewPager.setCurrentItemInternal
(int,boolean,boolean,int)

android.support.v4.view.ViewPager.computeScroll(),android.support.v4.view.ViewPager.onMeasure(int,int);android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.onMeasure(int,int),android.support.v4.view.ViewPager.populate();android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.onMeasure(int,int),android.support.v4.view.ViewPager.onTouchEvent(MotionEvent);android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.fakeDragBy(float),android.support.v4.view.ViewPager.onDraw(Canvas);android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.onDraw(Canvas),android.support.v4.view.ViewPager.onLayout(boolean,int,int,int,int);android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.computeScroll(),android.support.v4.view.ViewPager.onDraw(Canvas);android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.onDraw(Canvas),android.support.v4.view.ViewPager.populate();android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.onDraw(Canvas),android.support.v4.view.ViewPager.onTouchEvent(MotionEvent);android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.computeScroll(),android.support.v4.view.ViewPager.fakeDragBy(float);android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.fakeDragBy(float),android.support.v4.view.ViewPager.populate();android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.computeScroll(),android.support.v4.view.ViewPager.onLayout(boolean,int,int,int,int);android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.onLayout(boolean,int,int,int,int),android.support.v4.view.ViewPager.populate();android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.recomputeScrollPosition(int,int,int,int);android.support.v4.view.ViewPager.endFakeDrag()

android.support.v4.view.ViewPager.smoothScrollTo(int,int,int);android.support.v4.view.ViewPager.endFakeDrag()

android.support.v4.view.ViewPager.draw(Canvas);android.support.v4.view.ViewPager.fakeDragBy(float)

android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int);android.support.v4.view.ViewPager.onMeasure(int,int)

android.support.v4.view.ViewPager.computeScroll(),android.support.v4.view.ViewPager.populate();android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean,int)

android.support.v4.view.ViewPager.onLayout(boolean,int,int,int,int),android.support.v4.view.ViewPager.onTouchEvent(MotionEvent);android.support.v4.view.ViewPager.fakeDragBy(float)

android.support.v4.view.ViewPager.onTouchEvent(MotionEvent),android.support.v4.view.ViewPager.smoothScrollTo(int,int);android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean)

android.support.v4.view.ViewPager.onSizeChanged(int,int,int,int),android.support.v4.view.ViewPager.onTouchEvent(MotionEvent);android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean)

android.support.v4.view.ViewPager.onMeasure(int,int);android.support.v4.view.ViewPager.onDraw(Canvas)

android.support.v4.view.ViewPager.onDraw(Canvas);android.support.v4.view.ViewPager.fakeDragBy(float)

android.support.v4.view.ViewPager.fakeDragBy(float);android.support.v4.view.ViewPager.onLayout(boolean,int,int,int,int)s

android.support.v4.view.ViewPager.populate(),android.support.v4.view.ViewPager.setAdapter(PagerAdapter);android.support.v4.view.ViewPager.computeScroll()

android.support.v4.view.ViewPager.onTouchEvent(MotionEvent),android.support.v4.view.ViewPager.setAdapter(PagerAdapter);android.support.v4.view.ViewPager.computeScroll()

android.support.v4.view.ViewPager.smoothScrollTo(int,int);android.support.v4.view.ViewPager.setCurrentItemInternal(int,boolean,boolean)

