,fmeasure,model,precision,pu_fmeasure_ci_lb,pu_fmeasure_ci_ub,pu_fmeasure_mean,pu_precision_ci_lb,pu_precision_ci_ub,pu_precision_mean,pu_recall_ci_lb,pu_recall_ci_ub,pu_recall_mean,recall,smell,use_puadapter,use_smotenn
0,0.23896103896103896,decision_tree,0.1776061776061776,0.34832907560454307,0.448723795987248,0.4168491522116858,0.3330484058627296,0.5820876467141403,0.48572732701148347,0.36507936507936506,0.36507936507936506,0.36507936507936506,0.36507936507936506,FeatureEnvy,0.0,0.0
1,0.24671916010498687,decision_tree,0.1843137254901961,0.3574747095352048,0.45797663886056067,0.42618775261172404,0.34317674970108814,0.5930551186649327,0.4970385559198795,0.373015873015873,0.373015873015873,0.373015873015873,0.373015873015873,FeatureEnvy,0.0,1.0
2,0.23834196891191714,decision_tree,0.17692307692307693,0.3477596378491656,0.4483847043203359,0.41641773303153057,0.33200881053196946,0.5809478097830477,0.4845573991763155,0.36507936507936506,0.36507936507936506,0.36507936507936506,0.36507936507936506,FeatureEnvy,1.0,0.0
3,0.26133333333333336,decision_tree,0.19678714859437751,0.37476696786180824,0.47570452140870806,0.44397965452838184,0.3616347406523038,0.6124216522631413,0.5172550188660402,0.3888888888888889,0.38888888888888895,0.3888888888888889,0.3888888888888889,FeatureEnvy,1.0,1.0
4,0.38009049773755654,random_forest,0.4421052631578947,0.43997164283081813,0.4766830699415074,0.4663592028987749,0.6469361867560665,0.8363582929584943,0.7760722676467898,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,FeatureEnvy,0.0,0.0
5,0.37442922374429227,random_forest,0.44086021505376344,0.43274298894442653,0.4684037106926557,0.4583822020570128,0.645782010570636,0.8356660481333839,0.7751935466787877,0.3253968253968254,0.3253968253968254,0.32539682539682535,0.3253968253968254,FeatureEnvy,0.0,1.0
6,0.32411067193675885,random_forest,0.3228346456692913,0.40158044888209726,0.45471080184176316,0.43929137993939904,0.524342218651975,0.7545864015330562,0.6758509962050254,0.3253968253968254,0.3253968253968254,0.32539682539682535,0.3253968253968254,FeatureEnvy,1.0,0.0
7,0.3488372093023256,random_forest,0.3409090909090909,0.4313946252847134,0.48783276780486456,0.47146852346745205,0.5446248221332617,0.7693694924674828,0.693450142292916,0.35714285714285715,0.35714285714285715,0.3571428571428571,0.35714285714285715,FeatureEnvy,1.0,1.0
8,0.04476418864908074,naive_bayes,0.02315963606286187,0.09642572449375998,0.2212429284831649,0.16468622538419972,0.05197139694975465,0.1326288627364924,0.09394693759647635,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,FeatureEnvy,0.0,0.0
9,0.04409448818897638,naive_bayes,0.02280130293159609,0.09508043781628667,0.2186975408691451,0.16260870270708067,0.05119064027524293,0.13080358765180636,0.09259718209458975,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,FeatureEnvy,0.0,1.0
10,0.032029117379435854,naive_bayes,0.016390389271745204,0.07045855277007387,0.17040636975589574,0.12381089605327134,0.03710070723416566,0.09704185103219429,0.06792625060673838,0.6984126984126984,0.6984126984126984,0.6984126984126984,0.6984126984126984,FeatureEnvy,1.0,0.0
11,0.03526347425365658,naive_bayes,0.018088386433710173,0.07719457567631091,0.18435507319739522,0.1347336444824549,0.040855117231931214,0.10619305201020901,0.07455851607878922,0.6984126984126984,0.6984126984126984,0.6984126984126984,0.6984126984126984,FeatureEnvy,1.0,1.0
12,0.0010538101824408878,one_class_svm,0.0005283666864804174,0.32,0.32,0.32,1.0,1.0,1.0,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.19047619047619047,FeatureEnvy,0.0,0.0
13,0.0010981529068107444,one_class_svm,0.0005506001541680432,0.33112582781456956,0.33112582781456956,0.33112582781456956,1.0,1.0,1.0,0.1984126984126984,0.1984126984126984,0.1984126984126984,0.1984126984126984,FeatureEnvy,0.0,1.0
14,0.002736944334083786,isolation_forest,0.0013710141081774358,0.8493150684931507,0.8493150684931507,0.8493150684931507,1.0,1.0,1.0,0.7380952380952381,0.7380952380952381,0.7380952380952381,0.7380952380952381,FeatureEnvy,0.0,0.0
15,0.0028654132920090053,isolation_forest,0.0014353506356552814,0.875,0.875,0.875,1.0,1.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,FeatureEnvy,0.0,1.0
16,0.08747044917257683,xgboost,0.04725415070242656,0.1750942806486596,0.3431197028950793,0.2734906115666646,0.10288367574752873,0.24235568475072936,0.17824795355635958,0.5873015873015873,0.5873015873015873,0.5873015873015874,0.5873015873015873,FeatureEnvy,0.0,0.0
17,0.08393285371702638,xgboost,0.04539559014267185,0.16814608756702137,0.33000552167089037,0.2628718250642968,0.0990646426541842,0.23471397901487356,0.1721682846052927,0.5555555555555557,0.5555555555555556,0.5555555555555557,0.5555555555555556,FeatureEnvy,0.0,1.0
18,0.07116104868913857,xgboost,0.03781094527363184,0.14637697340095873,0.3028678995083532,0.2359452764459498,0.08329545822105838,0.2021981237653384,0.14665665925878502,0.6031746031746031,0.6031746031746031,0.6031746031746033,0.6031746031746031,FeatureEnvy,1.0,0.0
19,0.07318202871699861,xgboost,0.03885882931628136,0.15046697947672488,0.31104199624194495,0.2424092679565332,0.08549188836290474,0.20682253025746303,0.15025002530186335,0.626984126984127,0.626984126984127,0.626984126984127,0.626984126984127,FeatureEnvy,1.0,1.0
20,0.07190160832544938,lightgbm,0.03822937625754527,0.14773056420869934,0.3049405331747989,0.23780216277471225,0.08417320543606631,0.20404993934862375,0.14809422641603193,0.6031746031746031,0.6031746031746031,0.6031746031746033,0.6031746031746031,FeatureEnvy,0.0,0.0
21,0.07215007215007216,lightgbm,0.03840245775729647,0.14804640030990274,0.304762770531362,0.23793942800748846,0.08453601207354765,0.2048138900750454,0.14868781708976084,0.5952380952380952,0.5952380952380952,0.5952380952380953,0.5952380952380952,FeatureEnvy,0.0,1.0
22,0.04518236254763201,lightgbm,0.0233934611048478,0.09721586151274439,0.22244487184553835,0.1657866787057268,0.052480484195808245,0.13381651037557163,0.09482607008116163,0.6587301587301587,0.6587301587301587,0.6587301587301587,0.6587301587301587,FeatureEnvy,1.0,0.0
23,0.045801526717557245,lightgbm,0.023746701846965697,0.09835136402291866,0.22396713693210402,0.1672830655695857,0.053248990444987696,0.13560561373506852,0.09615174509035503,0.6428571428571429,0.6428571428571429,0.642857142857143,0.6428571428571429,FeatureEnvy,1.0,1.0
24,0.36134453781512604,catboost,0.38392857142857145,0.43250623962887536,0.47857931598494363,0.4654255437001834,0.5903263740563504,0.800766786018586,0.731576958877422,0.3412698412698413,0.3412698412698413,0.3412698412698412,0.3412698412698413,FeatureEnvy,0.0,0.0
25,0.3644067796610169,catboost,0.39090909090909093,0.43439586096563315,0.47940661888999647,0.46658029188453615,0.5974205022702088,0.8054179747638206,0.7373135369016535,0.3412698412698413,0.3412698412698413,0.3412698412698412,0.3412698412698413,FeatureEnvy,0.0,1.0
26,0.34188034188034183,catboost,0.37037037037037035,0.4093985988019021,0.4531461605094607,0.44065363828212856,0.5762976043504483,0.7913978265499203,0.7200916590037005,0.31746031746031744,0.31746031746031744,0.3174603174603175,0.31746031746031744,FeatureEnvy,1.0,0.0
27,0.36286919831223635,catboost,0.38738738738738737,0.43344899085548233,0.4789926102140121,0.4660022024302244,0.5938522523971379,0.80308564593659,0.7344340461261922,0.3412698412698413,0.3412698412698413,0.3412698412698412,0.3412698412698413,FeatureEnvy,1.0,1.0
28,0.22664015904572563,soft_voting_emsemble,0.15119363395225463,0.35470555557586747,0.49007727815965724,0.44501813357864384,0.2917192707323065,0.5346270674431823,0.43789114657706235,0.4523809523809524,0.4523809523809524,0.4523809523809524,0.4523809523809524,FeatureEnvy,0.0,0.0
29,0.2217898832684825,soft_voting_emsemble,0.14690721649484537,0.34953177893449694,0.48651014471511456,0.4406912115435947,0.28478555410905065,0.5262091965485024,0.4295903897775833,0.4523809523809524,0.4523809523809524,0.4523809523809524,0.4523809523809524,FeatureEnvy,0.0,1.0
30,0.16619718309859155,soft_voting_emsemble,0.10102739726027397,0.28637192981637133,0.4429398411707398,0.38683014776730895,0.20625652348567652,0.4202223366651846,0.3295289630445339,0.4682539682539683,0.46825396825396826,0.46825396825396826,0.46825396825396826,FeatureEnvy,1.0,0.0
31,0.17563739376770537,soft_voting_emsemble,0.10689655172413794,0.3009531932129058,0.4621407800913519,0.40464313188400036,0.21676487179325366,0.43564869017337826,0.34359906966115145,0.4920634920634921,0.49206349206349204,0.4920634920634921,0.49206349206349204,FeatureEnvy,1.0,1.0
