0	33728	33
1	33415	66
2	33122	99
3	32786	131
4	32680	164
5	32958	198
6	32834	231
7	32842	264
8	32987	299
9	33000	333
10	33086	368
11	33084	401
12	33088	435
13	33022	468
14	33066	503
15	33001	536
16	32961	570
17	32887	602
18	32770	634
19	32678	666
20	32617	699
21	32550	732
22	32506	765
23	32467	798
24	32419	831
25	32339	863
26	32247	894
27	32171	926
28	32088	958
29	32076	992
30	32015	1024
31	32039	1059
32	32005	1092
33	31999	1126
34	31954	1158
35	31945	1192
36	31891	1225
37	31833	1257
38	31828	1291
39	31797	1324
40	31788	1359
41	31762	1392
42	31718	1425
43	31679	1458
44	31634	1490
45	31569	1522
46	31405	1548
47	31353	1580
48	31304	1612
49	31253	1644
50	31213	1677
51	31195	1711
52	31137	1742
53	31089	1774
54	31109	1810
55	31088	1844
56	31099	1879
57	31057	1912
58	31077	1948
59	31042	1981
60	31005	2014
61	30965	2046
62	30928	2079
63	30887	2111
64	30843	2144
65	30799	2176
66	30793	2211
67	30755	2243
68	30717	2276
69	30669	2308
70	30619	2340
71	30637	2377
72	30693	2417
73	30766	2458
74	30747	2493
75	30712	2526
76	30677	2559
77	30632	2591
78	30586	2623
79	30531	2654
80	30558	2693
81	30536	2727
82	30548	2765
83	30546	2801
84	30512	2834
85	30476	2867
86	30528	2909
87	30517	2944
88	30515	2981
89	30503	3016
90	30454	3048
91	30402	3080
92	30355	3112
93	30308	3144
94	30260	3176
95	30212	3208
96	30167	3240
97	30125	3273
98	30106	3308
99	30143	3349
100	30189	3391
101	30227	3433
102	30223	3470
103	30211	3506
104	30206	3543
105	30175	3577
106	30135	3610
107	30099	3644
108	30111	3683
109	30156	3727
110	30170	3767
111	30152	3803
112	30132	3838
113	30150	3879
114	30119	3913
115	30117	3952
116	30122	3991
117	30105	4027
118	30107	4066
119	30120	4107
120	30080	4140
121	30036	4173
122	30002	4207
123	29963	4241
124	29927	4275
125	29892	4309
126	29877	4346
127	29901	4389
128	29905	4429
129	29834	4457
130	29813	4494
131	29761	4525
132	29674	4552
133	29621	4583
134	29569	4614
135	29525	4647
136	29486	4680
137	29470	4717
138	29421	4749
139	29384	4783
140	29370	4820
141	29330	4854
142	29317	4891
143	29321	4932
144	29316	4971
145	29302	5009
146	29303	5049
147	29292	5088
148	29270	5124
149	29254	5162
150	29206	5194
151	29079	5212
152	29030	5244
153	28980	5275
154	28926	5306
155	28880	5338
156	28835	5370
157	28796	5403
158	28789	5442
159	28779	5481
160	28751	5517
161	28749	5557
162	28729	5594
163	28695	5629
164	28649	5661
165	28605	5693
166	28561	5725
167	28511	5757
168	28468	5789
169	28434	5824
170	28389	5856
171	28357	5890
172	28312	5922
173	28263	5953
174	28222	5986
175	28180	6019
176	28138	6051
177	28101	6085
178	28063	6118
179	28026	6152
180	27983	6184
181	27951	6219
182	27906	6250
183	27865	6283
184	27825	6316
185	27798	6351
186	27754	6383
187	27711	6416
188	27670	6448
189	27628	6480
190	27586	6513
191	27546	6545
192	27505	6578
193	27466	6610
194	27420	6642
195	27376	6673
196	27332	6705
197	27292	6738
198	27249	6769
199	27202	6800
200	27160	6832
201	27123	6865
202	27086	6898
203	27053	6933
204	27017	6966
205	26976	6999
206	26932	7030
207	26898	7064
208	26858	7096
209	26817	7128
210	26776	7160
211	26742	7194
212	26701	7226
213	26663	7259
214	26625	7292
215	26587	7325
216	26550	7358
217	26511	7390
218	26471	7422
219	26384	7441
220	26343	7473
221	26301	7505
222	26262	7537
223	26220	7568
224	26177	7599
225	26137	7631
226	26098	7664
227	26081	7702
228	26045	7735
229	25977	7759
230	25937	7791
231	25898	7823
232	25864	7857
233	25848	7896
234	25822	7932
235	25792	7967
