,fmeasure,model,precision,recall,smell,use_puadapter,use_smotenn
0,0.031496062992125984,DivergentChangeHardThreshold,0.017391304347826087,0.16666666666666666,DivergentChange,0.0,0.0
1,0.5263157894736842,ShotgunSurgeryHardThreshold,0.4166666666666667,0.7142857142857143,ShotgunSurgery,0.0,0.0
2,0.034482758620689655,ParallelInheritanceHardThreshold,0.02631578947368421,0.05,ParallelInheritance,0.0,0.0
