iter	Logloss
0	0.6324358077
1	0.5786709393
2	0.533186831
3	0.4854616829
4	0.4482778566
5	0.4053102194
6	0.3686743447
7	0.3339952562
8	0.3053514519
9	0.2776741934
10	0.251623378
11	0.2319187602
12	0.2130755749
13	0.1959478393
14	0.1788183905
15	0.1637511032
16	0.1506386524
17	0.1389081389
18	0.1276332
19	0.1182220502
20	0.1106699706
21	0.1020906783
22	0.09472777125
23	0.08840073245
24	0.08194652041
25	0.07715665332
26	0.07204593291
27	0.06709358878
28	0.06320995744
29	0.05941178855
30	0.05605509149
31	0.05301999643
32	0.04965348075
33	0.04763294606
34	0.04503899604
35	0.04271219113
36	0.04026203427
37	0.03800358712
38	0.03593984447
39	0.03425854466
40	0.0327541778
41	0.03146477683
42	0.02986406271
43	0.02853771548
44	0.02711381472
45	0.02584400802
46	0.02478933559
47	0.02373076216
48	0.02312049114
49	0.02243333217
50	0.02150971087
51	0.0207449431
52	0.01992348293
53	0.01921707689
54	0.01847974274
55	0.01785498018
56	0.01737472714
57	0.01682503755
58	0.01626281426
59	0.01574684794
60	0.01525130275
61	0.01473519125
62	0.01430186321
63	0.01402328007
64	0.01367947047
65	0.01335968072
66	0.01300517776
67	0.01273912014
68	0.01245532818
69	0.01221342991
70	0.01200657978
71	0.01177909006
72	0.01148690861
73	0.01128422926
74	0.01109991042
75	0.01088333759
76	0.01069828877
77	0.01050838623
78	0.01033612097
79	0.01015620602
80	0.009979788306
81	0.009805426
82	0.009677847893
83	0.009483201352
84	0.009353575373
85	0.009207004425
86	0.009063385609
87	0.008933017211
88	0.008793484251
89	0.008636763476
90	0.008595719826
91	0.008457702959
92	0.008313336233
93	0.008210378976
94	0.008062459244
95	0.007995563291
96	0.007905822658
97	0.007856873484
98	0.007776039037
99	0.007708755788
100	0.007609213141
101	0.007582323304
102	0.007468506181
103	0.007416839764
104	0.007364926952
105	0.007265978043
106	0.007212192306
107	0.007136843435
108	0.007088905728
109	0.007017163139
110	0.006927445077
111	0.006872723406
112	0.006793252916
113	0.00674481644
114	0.006716277758
115	0.006681808335
116	0.006654534051
117	0.006616258627
118	0.006585426773
119	0.006553576501
120	0.006496871761
121	0.006463822423
122	0.006395821432
123	0.006335540122
124	0.006296506145
125	0.006267873904
126	0.006234046731
127	0.006217222188
128	0.006200204387
129	0.00619201182
130	0.006147377704
131	0.006143321499
132	0.006133773427
133	0.006120762401
134	0.00607566273
135	0.006065110595
136	0.006035469894
137	0.005949718246
138	0.005940805339
139	0.00589010901
140	0.005870995547
141	0.005836907623
142	0.005807014179
143	0.005746142524
144	0.005737067791
145	0.005729387186
146	0.005682583366
147	0.0056605145
148	0.005622653109
149	0.005612661891
150	0.005598272663
151	0.005596943357
152	0.00557904773
153	0.005538126758
154	0.00552707525
155	0.005485526057
156	0.005468669988
157	0.005459858152
158	0.005390362855
159	0.005348975356
160	0.005336794546
161	0.00532249118
162	0.005314741173
163	0.005257987754
164	0.005235230103
165	0.005199817086
166	0.005190398516
167	0.005164166179
168	0.005140789593
169	0.005073555341
170	0.00505132364
171	0.005036776772
172	0.00503204722
173	0.005028430413
174	0.005016808403
