CommitNumber;Entity;Method
1996;METHOD;uk.ac.ed.ph.aardvark.processor.views.util.AbstractDeploymentPaperBundlingNodeVisitor.mergeNode(CoreNodeMetadata,NodeRenderingInformation)
1996;METHOD;uk.ac.ed.ph.aardvark.processor.views.DeploymentViewsTest.testPaperPDFSuccess()
1996;METHOD;uk.ac.ed.ph.aardvark.processor.views.DeploymentViewsTest.testPaperBundleSuccess()
1997;METHOD;uk.ac.ed.ph.aardvark.core.globals.CoreResourceTypes.CoreResourceTypes(String,String,String,String,String,ResourceProductionType,int,DynamicRenderingHintKeys)
1997;METHOD;uk.ac.ed.ph.aardvark.cms.configuration.TypesProperties.getRequiredProperty(String)
1997;METHOD;uk.ac.ed.ph.aardvark.core.globals.DynamicRenderingHintKeys.DynamicRenderingHintKeys(String,String,String,Object)
1997;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.RenderingInformationDialogModel.fromNodeRenderingInformation(NodeRenderingInformation)
1997;METHOD;uk.ac.ed.ph.aardvark.processor.views.util.RenderingPipelineBuilder.addConfiguredTransformStep(String,boolean)
1997;METHOD;uk.ac.ed.ph.aardvark.cms.configuration.TypesManager.registerTypesBean(TypesConfigurationBean)
1997;METHOD;uk.ac.ed.ph.aardvark.cms.domain.ResourceName.create(ResourceType,DynamicRenderingHintMap)
1997;METHOD;uk.ac.ed.ph.aardvark.cms.configuration.TypesManager.loadTypesConfiguration()
1997;METHOD;uk.ac.ed.ph.aardvark.processor.views.NodePaperPDFViewStrategy.createView(ResourceRequest)
1997;METHOD;uk.ac.ed.ph.aardvark.cms.domain.ResourceNameTest.testGoodParseWithDynamicRenderingHints()
1997;METHOD;uk.ac.ed.ph.aardvark.processor.views.AbstractImageMagickViewStrategy.createView(ResourceRequest)
1997;METHOD;uk.ac.ed.ph.aardvark.core.globals.ResourceTypes.ResourceTypes(String,String,String,String,String,ResourceProductionType,int)
1997;METHOD;uk.ac.ed.ph.aardvark.processor.internal.DynamicViewCreator.generateView(ResourceRequest)
1997;METHOD;uk.ac.ed.ph.aardvark.cms.domain.ResourceName.fromString(String)
1997;METHOD;uk.ac.ed.ph.aardvark.core.globals.DynamicRenderingHintKeys.getDefaultRenderingDescription()
1997;METHOD;uk.ac.ed.ph.aardvark.core.globals.DynamicRenderingHintKeys.DynamicRenderingHintKeys(String,String,String,String,String[],Object)
1997;METHOD;uk.ac.ed.ph.aardvark.processor.framework.DefaultNodeInformationResolver.resolveNodeInformation(ContentNodeIdentifier)
1997;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.DynamicRenderingHintMapRenderer.getTableCellRendererComponent(JTable,Object,boolean,boolean,int,int)
1997;METHOD;uk.ac.ed.ph.aardvark.core.globals.DynamicRenderingHintKeys.getValueDescription(String)
1997;METHOD;uk.ac.ed.ph.aardvark.cms.domain.ResourceNameTest.checkSuccess(String,ResourceType,String)
1997;METHOD;uk.ac.ed.ph.aardvark.processor.views.util.RenderingPipelineBuilder.addRequestedFilterStep()
1997;METHOD;uk.ac.ed.ph.aardvark.processor.views.SVGDynamicViewStrategy.createView(ResourceRequest)
1997;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.RenderingInformationDialogModel.mergeIntoNodeRenderingInformation(NodeRenderingInformation)
1997;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.RenderingInformationDialogModel.RenderingInformationDialogModel()
1997;METHOD;uk.ac.ed.ph.aardvark.processor.views.DeploymentNodeWebViewStrategy.doCreateView(ResourceRequest,DeploymentMaster)
1997;METHOD;uk.ac.ed.ph.aardvark.cms.domain.ResourceName.getDynamicRenderingHintMap()
1998;METHOD;uk.ac.ed.ph.aardvark.core.databinding.CoreDatabindingTestSuite.suite()
1999;METHOD;uk.ac.ed.ph.aardvark.tools.cms.ImportExportUtilities.cloneCourse(ContentReader,MetadataManager,ResourceManager,NodeDependencyDAO,String,LambdaFilter<ResourcePath>)
1999;METHOD;uk.ac.ed.ph.aardvark.tools.cms.CourseImporter.main(String[])
1999;METHOD;uk.ac.ed.ph.aardvark.tools.cms.ImportExportUtilities.importContent(ContentReader,LambdaFilter<ResourcePath>)
1999;METHOD;uk.ac.ed.ph.aardvark.tools.cms.ContentExporter.main(String[])
1999;METHOD;uk.ac.ed.ph.aardvark.tools.cms.ImportExportUtilities.cloneAllContent(ContentReader,MetadataManager,ResourceManager,NodeDependencyDAO,LambdaFilter<ResourcePath>)
1999;METHOD;uk.ac.ed.ph.aardvark.tools.cms.ImportExportUtilities.exportContent(ContentManagerImpl,LambdaFilter<ResourcePath>)
1999;METHOD;uk.ac.ed.ph.aardvark.tools.cms.ContentImporter.main(String[])
1999;METHOD;uk.ac.ed.ph.aardvark.tools.test.TestDataImporter.importTestData()
1999;METHOD;uk.ac.ed.ph.aardvark.tools.cms.ImportExportUtilities.importCourse(ContentReader,String,LambdaFilter<ResourcePath>)
2000;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodePreviewAction.updateState()
2000;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodePreviewAction.NodePreviewAction(Component,ApplicationListener)
2000;METHOD;uk.ac.ed.ph.aardvark.swingui.SwingUIController.onApplicationEvent(ApplicationEvent)
2000;METHOD;uk.ac.ed.ph.aardvark.swingui.FrameMenuBar.addItem(JMenu,Action)
2000;METHOD;uk.ac.ed.ph.aardvark.swingui.SwingUIController.loadInitialState()
2000;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeActionMap.NodeActionMap(Component,ApplicationListener)
2000;METHOD;uk.ac.ed.ph.aardvark.swingui.action.FrameActionMap.FrameActionMap()
2000;METHOD;uk.ac.ed.ph.aardvark.swingui.FrameMenuBar.FrameMenuBar(FrameActionMap,ActionMap)
2003;METHOD;uk.ac.ed.ph.aardvark.webapplets.webclient.TreeBrowserContextMenu.TreeBrowserContextMenu(FrameActionMap)
2004;METHOD;uk.ac.ed.ph.aardvark.webapplets.webclient.PreviewerPanel.setSelectedNode(ContentNode)
2004;METHOD;uk.ac.ed.ph.aardvark.webapplets.webclient.PreviewerPanel.PreviewerPanel(GUIModel)
2005;METHOD;uk.ac.ed.ph.aardvark.swingui.components.NewNodeDialog.NewNodeDialog(JFrame,ContentNode)
2006;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeAction.getEnclosingFrame()
2007;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeCreateAction.actionPerformed(ActionEvent)
2007;METHOD;uk.ac.ed.ph.aardvark.swingui.components.NewNodeDialog.setSelection(String)
2007;METHOD;uk.ac.ed.ph.aardvark.swingui.components.NewNodeDialog.getSelection()
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.getServerRequestHandler()
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.StandaloneSwingUIClient.shutdown()
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.DevelopmentSwingUIClient.getApplicationContext()
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.onApplicationEvent(ApplicationEvent)
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.shutdown()
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.DevelopmentSwingUIClient.start()
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.StandaloneSwingUIClient.afterSuccessfulLogin(String)
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.FrameMenuBar.FrameMenuBar(FrameActionMap,ActionMap)
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.doDestroyFrame(AardvarkManagerFrame)
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.getModel()
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.DevelopmentSwingUIClient.DevelopmentSwingUIClient()
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.StandaloneSwingUIClient.abortAndExit()
2010;METHOD;uk.ac.ed.ph.aardvark.webapplets.webclient.PreviewerControllerApplet.destroy()
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.SwingUIUtilities.getEnclosingFrame(Component)
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.destroyFrame(AardvarkManagerFrame)
2010;METHOD;uk.ac.ed.ph.aardvark.webapplets.webclient.PreviewerControllerApplet.init()
2010;METHOD;uk.ac.ed.ph.aardvark.webapplets.webclient.PreviewerControllerApplet.onApplicationEvent(ApplicationEvent)
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.createNewFrame()
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.StandaloneSwingUIClient.showInitialFrame()
2010;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.AbstractSwingUIController(ServiceProxy,WebPreviewerConnector,String)
2011;METHOD;uk.ac.ed.ph.aardvark.swingui.AardvarkManagerFrame.setSelectedNode(ContentNode)
2011;METHOD;uk.ac.ed.ph.aardvark.webapplets.webclient.PreviewerPanel.setSelectedNode(ContentNode)
2011;METHOD;uk.ac.ed.ph.aardvark.swingui.event.ApplicationEventSourceImpl.fireApplicationEvent(ApplicationEvent)
2011;METHOD;uk.ac.ed.ph.aardvark.swingui.event.ApplicationEventSourceImpl.ApplicationEventSourceImpl()
2011;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.onApplicationEvent(ApplicationEvent)
2011;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeValidateAction.actionPerformed(ActionEvent)
2011;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.scheduleRequests(Collection<ServerRequestEvent>)
2011;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.scheduleRequest(ServerRequestEvent)
2011;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.AbstractSwingUIController(ServiceProxy,WebPreviewerConnector,String)
2011;METHOD;uk.ac.ed.ph.aardvark.swingui.components.CleanupOnShutdownDialog.tryToSaveDirtyNodes()
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.ServerRequestHandler(int)
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.shutdown()
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.fireServerCommunicationFinished(ServerRequest)
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.AardvarkManagerFrame.setSelectedNode(ContentNode)
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.shutdown()
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.scheduleRequestBatch(Collection<ServerRequestEvent>)
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.handleServerRequestEvent(ServerRequestEvent)
2012;METHOD;uk.ac.ed.ph.aardvark.webapplets.webclient.PreviewerPanel.setSelectedNode(ContentNode)
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.AbstractSwingUIController(ServiceProxy,WebPreviewerConnector,String)
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.fireServerCommunicationStarted(ServerRequest)
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.updateBatchLevel(int)
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.fireServerCommunicationFailed(ServerRequest,Throwable)
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.despatchJob(JobDetails)
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.init()
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeValidateAction.actionPerformed(ActionEvent)
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.getQueueSize()
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.handleApplicationControlEvent(ApplicationRequest)
2012;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.scheduleRequest(ServerRequestEvent)
2013;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NewFrameAction.actionPerformed(ActionEvent)
2013;METHOD;uk.ac.ed.ph.aardvark.swingui.AardvarkManagerFrame.setSelectedNode(ContentNode)
2013;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.handleApplicationControlEvent(ApplicationControlEvent)
2013;METHOD;uk.ac.ed.ph.aardvark.swingui.event.ApplicationControlEvent.ApplicationControlEvent(Object,EventType)
2013;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeValidateAction.actionPerformed(ActionEvent)
2013;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractSwingUIController.onApplicationEvent(ApplicationEvent)
2013;METHOD;uk.ac.ed.ph.aardvark.swingui.AardvarkManagerFrame.AardvarkManagerFrame(GUIModel)
2013;METHOD;uk.ac.ed.ph.aardvark.webapplets.webclient.PreviewerPanel.setSelectedNode(ContentNode)
2013;METHOD;uk.ac.ed.ph.aardvark.webapplets.webclient.PreviewerPanel.PreviewerPanel(GUIModel)
2013;METHOD;uk.ac.ed.ph.aardvark.swingui.event.ApplicationControlEvent.getEventType()
2013;METHOD;uk.ac.ed.ph.aardvark.swingui.event.ApplicationControlEvent.ApplicationControlEvent(Object,EventType,ContentNode)
2013;METHOD;uk.ac.ed.ph.aardvark.swingui.FrameMenuBar.FrameMenuBar(FrameActionMap,ActionMap)
2013;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodePreviewAction.actionPerformed(ActionEvent)
2014;METHOD;uk.ac.ed.ph.aardvark.swingui.AardvarkManagerFrame.serverCommunicationFinished(ServerCommunicationEvent)
2014;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerInfoPanel.setState(ServerCommunicationEvent)
2014;METHOD;uk.ac.ed.ph.aardvark.swingui.AardvarkManagerFrame.serverCommunicationFailed(ServerCommunicationEvent,Throwable)
2014;METHOD;uk.ac.ed.ph.aardvark.swingui.AardvarkManagerFrame.serverCommunicationStarted(ServerCommunicationEvent)
2015;METHOD;uk.ac.ed.ph.aardvark.swingui.StandaloneSwingUIClient.afterSuccessfulLogin(String)
2016;METHOD;uk.ac.ed.ph.aardvark.swingui.testutils.ResourceLoaderRequestMatcher.appendTo(StringBuffer)
2016;METHOD;uk.ac.ed.ph.aardvark.swingui.testutils.TreeModelEventMatcher.appendTo(StringBuffer)
2016;METHOD;uk.ac.ed.ph.aardvark.swingui.testutils.NodeLifecycleEventMatcher.appendTo(StringBuffer)
2016;METHOD;uk.ac.ed.ph.aardvark.swingui.testutils.PropertyChangeEventMatcher.appendTo(StringBuffer)
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.AardvarkManagerFrame.setSelectedNode(ContentNode)
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowserCellRenderer.getTreeCellRendererComponent(JTree,Object,boolean,boolean,boolean,int,boolean)
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowser.onLifecycleEvent(NodeLifecycleEvent)
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowser.destroy()
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractNodeDisplayingPanelTest.testSetSelectedNodeFromNullToNonNull()
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractNodeDisplayingPanel.setSelectedNode(ContentNode)
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractNodeDisplayingPanelTest.testSetSelectedNodeFromNonNullToNull()
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.FrameFocusAndContextController.propertyChange(PropertyChangeEvent)
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractNodeDisplayingPanelTest.setUp()
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowser.TreeBrowser(GUIModel,TreeNode)
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowser.setModel(GUIModel)
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.AbstractNodeDisplayingPanelTest.testSetModelEvents()
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowserTest.testDestroy()
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowserTest.testSetModelEvents()
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowserTest.testSetContextNode()
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowserTest.testExpandFolderRequiringChildrenLoad()
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.SwingUITestSuite.suite()
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowserTest.testSetContextNodeBackToNull()
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowser.setContextNode(CMSTreeNode)
2018;METHOD;uk.ac.ed.ph.aardvark.swingui.action.TreeBrowserExpandActionTest.setUp()
2019;METHOD;uk.ac.ed.ph.aardvark.swingui.model.ValidatorModel.getState()
2019;METHOD;uk.ac.ed.ph.aardvark.swingui.request.ValidateNodeRequest.onDispatch(GUIModel)
2019;METHOD;uk.ac.ed.ph.aardvark.swingui.components.ValidatorPanel.propertyChange(PropertyChangeEvent)
2019;METHOD;uk.ac.ed.ph.aardvark.swingui.model.ValidatorModel.setStateFromResultObject(NodeValidationResult)
2019;METHOD;uk.ac.ed.ph.aardvark.swingui.model.ValidatorModel.setMessage(String)
2019;METHOD;uk.ac.ed.ph.aardvark.swingui.model.ValidatorModel.ValidatorModel()
2019;METHOD;uk.ac.ed.ph.aardvark.swingui.request.ValidateNodeRequest.onExecuteFail(GUIModel,Throwable)
2019;METHOD;uk.ac.ed.ph.aardvark.swingui.components.ValidatorPanel.main(String[])
2019;METHOD;uk.ac.ed.ph.aardvark.swingui.components.ValidatorPanel.updateStatus(ValidatorState)
2019;METHOD;uk.ac.ed.ph.aardvark.swingui.model.ValidatorModel.setState(ValidatorState)
2020;METHOD;uk.ac.ed.ph.aardvark.webapplets.webclient.PreviewerPanel.setSelectedNode(ContentNode)
2020;METHOD;uk.ac.ed.ph.aardvark.webapplets.webclient.PreviewerPanel.setModel(GUIModel)
2021;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowserCellRenderer.getTreeCellRendererComponent(JTree,Object,boolean,boolean,boolean,int,boolean)
2023;METHOD;uk.ac.ed.ph.aardvark.swingui.util.CompoundUndoManager.undoableEditHappened(UndoableEditEvent)
2025;METHOD;uk.ac.ed.ph.aardvark.swingui.TreeBrowserCellRenderer.getTreeCellRendererComponent(JTree,Object,boolean,boolean,boolean,int,boolean)
2028;METHOD;uk.ac.ed.ph.aardvark.processor.internal.DynamicViewCreator.createView(ResourceRequest)
2028;METHOD;uk.ac.ed.ph.aardvark.processor.internal.ResourceServer.serveResource(ResourceRequest)
2030;METHOD;uk.ac.ed.ph.aardvark.swingui.request.GetDynamicResourceRequest.GetDynamicResourceRequest(ResourcePath)
2032;METHOD;uk.ac.ed.ph.aardvark.swingui.request.GetDynamicResourceRequest.GetDynamicResourceRequest(ResourcePath)
2033;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.jobFailed(JobDetails,Exception)
2033;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerInfoPanel.onServerCommunicationEvent(ServerCommunicationEvent)
2033;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.despatchJob(JobDetails)
2033;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.ServerRequestHandler(int)
2033;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.executeJob(ExecutorContext,JobDetails)
2033;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.jobSucceeded(JobDetails)
2033;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.despatchJob(ExecutorContext,JobDetails)
2033;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.fireServerCommunicationEvent(ServerCommunicationEvent)
2033;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerInfoPanel.ServerInfoPanel()
2033;METHOD;uk.ac.ed.ph.aardvark.swingui.AardvarkManagerFrame.onServerCommunicationEvent(ServerCommunicationEvent)
2033;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.shutdown()
2033;METHOD;uk.ac.ed.ph.aardvark.swingui.ServerRequestHandler.jobStarted(JobDetails)
2033;METHOD;uk.ac.ed.ph.aardvark.swingui.event.ServerCommunicationEvent.ServerCommunicationEvent(Object,EventType,JobDetails,ExecutorStatus,ExecutorStatus)
2034;METHOD;uk.ac.ed.ph.aardvark.processor.internal.ProcessorController.getLocalResourceResult(ProcessorJobToken)
2038;METHOD;uk.ac.ed.ph.aardvark.core.globals.DynamicRenderingHintKeys.isSupportedBy(NodeType,ResourceType)
2038;METHOD;uk.ac.ed.ph.aardvark.core.globals.NodeTypes.NodeTypes(String,boolean,boolean,ResourceType)
2038;METHOD;uk.ac.ed.ph.aardvark.cms.configuration.TypesManager.registerTypesBean(TypesConfigurationBean)
2038;METHOD;uk.ac.ed.ph.aardvark.core.globals.ResourceTypes.ResourceTypes(String,String,String,String,String,ResourceProductionType,int)
2038;METHOD;uk.ac.ed.ph.aardvark.core.globals.CoreNodeTypes.CoreNodeTypes(String,boolean,boolean,ResourceType)
2038;METHOD;uk.ac.ed.ph.aardvark.core.globals.CoreResourceTypes.CoreResourceTypes(String,String,String,String,String,ResourceProductionType,int,DynamicRenderingHintKeys)
2038;METHOD;uk.ac.ed.ph.aardvark.processor.internal.DynamicViewCreator.generateView(ResourceRequest)
2038;METHOD;uk.ac.ed.ph.aardvark.core.globals.DynamicRenderingHintKeys.isDiscrete()
2038;METHOD;uk.ac.ed.ph.aardvark.core.globals.DynamicRenderingHintKeys.getValueDescription(String)
2038;METHOD;uk.ac.ed.ph.aardvark.core.globals.DynamicRenderingHintKeys.DynamicRenderingHintKeys(String,String,String,String,String[],Object)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeCheckinAction.NodeCheckinAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.DumpModelAction.DumpModelAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeMoveUpAction.actionPerformed(ActionEvent)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeImportResourceAction.actionPerformed(ActionEvent)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeMoveDownAction.NodeMoveDownAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeExportResourceAction.NodeExportResourceAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NewFrameAction.NewFrameAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.RenderingInformationDialogModel.mergeIntoNodeRenderingInformation(NodeRenderingInformation)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeExportResourceAction.actionPerformed(ActionEvent)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.GroupedActionMap.GroupedActionMap(C)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.request.StandardFailureCallback.afterExecuteFail(ServerRequestEvent,Throwable)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeCreateAction.NodeCreateAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeAbandonEditsAction.NodeAbandonEditsAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.orgtree.NumberingDialog.NumberingDialog(JFrame)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeCheckoutAction.NodeCheckoutAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.request.StandardFailureCallback.StandardFailureCallback(Object,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.GroupedAction.getContextNode()
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeCheckoutAction.actionPerformed(ActionEvent)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeCheckinAction.actionPerformed(ActionEvent,VersionNumber,String)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.GroupedAction.GroupedAction(C,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeValidateAction.actionPerformed(ActionEvent)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeDeleteAction.showResultDialog(DeleteNodeRequest)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.GroupedActionMap.getContextNode()
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.RenderingInformationDialogModel.RenderingInformationDialogModel()
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.SwingUIUtilities.getEnclosingJFrame(Object)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeAbandonEditsAction.shouldActionProceed()
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodePreviewAction.NodePreviewAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeRenameAction.NodeRenameAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeDeleteAction.shouldActionProceed()
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeAbandonEditsAction.actionPerformed(ActionEvent,boolean)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.SwingUIUtilities.getEnclosingAardvarkFrame(Component)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.orgtree.OrganisationTreeEditorPanel.displayNumberingDialog(TreePath[])
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.NodeActionSuggestionsPanel.NodeActionSuggestionsPanel(GUIModel)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeActionMap.NodeActionMap(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeRenameAction.actionPerformed(ActionEvent)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.DynamicRenderingHintMapRenderer.getTableCellRendererComponent(JTable,Object,boolean,boolean,int,int)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeValidateAction.NodeValidateAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeCheckinAction.actionPerformed(ActionEvent)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeReloadAction.actionPerformed(ActionEvent)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeCreateAction.actionPerformed(ActionEvent)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.RenderingInformationDialog.RenderingInformationDialog(JFrame)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeDeleteAction.NodeDeleteAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeMoveUpAction.NodeMoveUpAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeAction.NodeAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeMoveDownAction.actionPerformed(ActionEvent)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.NodeImportResourceAction.NodeImportResourceAction(AardvarkFrame,ApplicationListener)
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.editors.deployment.DeploymentEditorPanel.showNodeRenderingInformationDialog()
2039;METHOD;uk.ac.ed.ph.aardvark.swingui.action.GroupedActionMap.setContextNode(N)
