CommitNumber;Entity;Method
470;METHOD;uk.ac.ed.ph.aardvark.core.databinding.LearningOutcomesMarshallingTest.isXMLValidatable()
470;METHOD;uk.ac.ed.ph.aardvark.core.databinding.LearningOutcomesWriterStrategy.getSystemId()
472;METHOD;uk.ac.ed.ph.aardvark.tools.legacyconversion.LegacyContentPageFolderConversionStrategy.convertResources(LegacyMetadata,FullNodeMetadata,File)
473;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.XMLErrorElementFinder.endElement(String,String,String)
473;METHOD;uk.ac.ed.ph.aardvark.processor.validator.TeX4htTidyingPipeline.execute(File,String,StylesheetResourceReader,StaticResourceResolver,File)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ClientValidationException.ClientValidationException(String)
473;METHOD;uk.ac.ed.ph.aardvark.processor.views.NodeWebViewStrategy.createView(ResourceRequest)
473;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.ResourceServlet.sendValidationError(HttpServletRequest,HttpServletResponse,ValidationResult)
473;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.GeneratedXMLChecker.getError()
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.SourceErrorInformation.getLocationBracket()
473;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidatorTest.expectSingleSourceTeXFailure(ContentNodeIdentifier,int,String)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ClientValidationException.makeErrorMessage()
473;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.ResourceServlet.serveResourcePathResource(HttpServletRequest,HttpServletResponse,ResourcePathURI)
473;METHOD;uk.ac.ed.ph.aardvark.processor.views.OrganisationTreeWebNavigationViewStrategy.createView(ResourceRequest)
473;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.LaTeXLocationFinder.getLocation(int)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.LocalResourceResult.LocalResourceResult(ProcessorRequest,BufferedInputStream,ValidationResult,String)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.isValid()
473;METHOD;uk.ac.ed.ph.aardvark.processor.views.NodeDOHPViewStrategy.createView(ResourceRequest)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.SourceErrorInformation.SourceErrorInformation(SourceContextLocation,String,String)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.LocalResourceResult.LocalResourceResult(ProcessorRequest,BufferedInputStream,String)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.toString()
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.LocalResourceResult.LocalResourceResult()
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ClientValidationException.getLocalErrors()
473;METHOD;uk.ac.ed.ph.aardvark.processor.ResourceServer.serveGeneratedResource(ResourceRequest)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.SourceErrorInformation.SourceErrorInformation(SourceContextLocation,SourceContextLocation,String,String)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.SourceContextLocation.SourceContextLocation(int)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.SourceErrorInformation.getLocation()
473;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidationStrategy.validate(ValidationRequest)
473;METHOD;uk.ac.ed.ph.aardvark.processor.views.ExternalResourceWebViewStrategy.createView(ResourceRequest)
473;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.GeneratedXMLChecker.fatalError(SAXParseException)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ProcessorResult.addChildResult(ProcessorResult)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.LocalResourceResult.LocalResourceResult(ProcessorRequest,ValidationResult)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.ValidationResult(ProcessorRequest)
473;METHOD;uk.ac.ed.ph.aardvark.processor.views.NodeDebugViewStrategy.createView(ResourceRequest)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ProcessorResult.getParentResult()
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ClientValidationException.toString()
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ProcessorResult.setParentResult(ProcessorResult)
473;METHOD;uk.ac.ed.ph.aardvark.processor.validator.helpers.LaTeXLocationFinderTest.runTest(String[],String[],int[])
473;METHOD;uk.ac.ed.ph.aardvark.processor.validator.util.LaTeXLogFileParser.parse(String,Reader)
473;METHOD;uk.ac.ed.ph.aardvark.processor.validator.helpers.GeneratedXMLCheckerTest.shouldFail(String,int,int,int)
473;METHOD;uk.ac.ed.ph.aardvark.processor.validator.LearningOutcomesValidationStrategy.cookSourceCode(ContentNodePath,String[])
473;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidatorTest.expectSingleErrorElement(ContentNodeIdentifier,int,String)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ProcessorResult.ProcessorResult(ProcessorRequest)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.SourceContextLocation.SourceContextLocation(String,int,int)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ProcessorResult.ProcessorResult(String,CoreNodeMetadata)
473;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidatorTest.expectSingleXMLError(ContentNodeIdentifier,int,String)
473;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.ValidationResult(ProcessorRequest,ClientValidationException)
473;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidatorTest.assertCompleteFailure(ValidationResult)
474;METHOD;uk.ac.ed.ph.aardvark.processor.domain.ValidationResult.ValidationResult()
479;METHOD;uk.ac.ed.ph.aardvark.webapp.processor.ResourceServlet.sendValidationError(HttpServletRequest,HttpServletResponse,ValidationResult)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.webapp.NodeEditorViewStrategy.createView(ResourceRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.DeploymentWebIndexViewStrategy.createView(ResourceRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.webapp.TreeBrowserViewStrategy.createView(ResourceRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.webapp.ChildMetadataListXMLViewStrategy.createView(ResourceRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.DeploymentWebBundlerViewStrategy.createView(ResourceRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.ExternalResourceWebViewStrategy.createView(ResourceRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.DeploymentWebFramesetViewStrategy.createView(ResourceRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.NodeWebViewStrategy.createView(ResourceRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.validator.DeploymentValidationStrategy.validate(ValidationRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.NodeDebugViewStrategy.createView(ResourceRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.FigureViewStrategy.createView(ResourceRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.webapp.TreeBrowserChildFragmentStrategy.createView(ResourceRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.FigureViewStrategy.generateRendition(ResourceRequest,String)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.OrganisationTreeWebNavigationViewStrategy.createView(ResourceRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.validator.AbstractTeX4htValidationStrategy.validate(ValidationRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.OrganisationTreeWebFramesetViewStrategy.createView(ResourceRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.views.NodeDOHPViewStrategy.createView(ResourceRequest)
482;METHOD;uk.ac.ed.ph.aardvark.processor.validator.OrganisationTreeValidationStrategy.validate(ValidationRequest)
483;METHOD;uk.ac.ed.ph.aardvark.processor.ProcessorController.createValidationRequest(ContentNodeIdentifier,ProcessorRequest)
483;METHOD;uk.ac.ed.ph.aardvark.processor.ProcessorController.createWorkDirectory(ProcessorRequest)
483;METHOD;uk.ac.ed.ph.aardvark.processor.ProcessorController.createResourceRequest(ProcessorRequest,ResourcePath,CoreNodeMetadata,NodeInformationResolver,ResourcePathURIMapper,ResourcePath)
483;METHOD;uk.ac.ed.ph.aardvark.processor.util.ResourceURIResolverTest.setUp()
486;METHOD;uk.ac.ed.ph.aardvark.cms.editing.ContentManagerEditingFacadeImpl.ContentManagerEditingFacadeImpl(ContentManager)
486;METHOD;uk.ac.ed.ph.aardvark.netclient.Netclient.getEditingFacade()
486;METHOD;uk.ac.ed.ph.aardvark.cms.internal.BulkContentReader.getChildNodeMetadata(NodeIdentifier)
486;METHOD;uk.ac.ed.ph.aardvark.netclient.Netclient.Netclient()
488;METHOD;uk.ac.ed.ph.aardvark.core.globals.NodeType.NodeType(String,boolean,boolean,ResourceType)
489;METHOD;uk.ac.ed.ph.aardvark.cms.internal.BulkContentReaderImpl.BulkContentReaderImpl(ContentReader)
492;METHOD;uk.ac.ed.ph.aardvark.webapplets.editing.guimediators.TutorialQuestionGUIMediatorStrategy.loadStateFromBrowser(GUIMediatorProxy,NodeEditingStateWrapper)
492;METHOD;uk.ac.ed.ph.aardvark.webapplets.editing.EditingAppletGUIModel.setEditingModel(NodeEditingStateWrapper)
492;METHOD;uk.ac.ed.ph.aardvark.webapplets.editing.guimediators.ContentPageGUIMediatorStrategy.saveStateToBrowser(GUIMediatorProxy,NodeEditingStateWrapper)
492;METHOD;uk.ac.ed.ph.aardvark.webapplets.editing.GUIMediator.saveStateToBrowser(NodeEditingStateWrapper)
492;METHOD;uk.ac.ed.ph.aardvark.webapplets.editing.GUIMediator.loadStateFromBrowser(NodeEditingStateWrapper)
492;METHOD;uk.ac.ed.ph.aardvark.webapplets.editing.guimediators.TutorialQuestionGUIMediatorStrategy.saveStateToBrowser(GUIMediatorProxy,NodeEditingStateWrapper)
492;METHOD;uk.ac.ed.ph.aardvark.cms.editing.ContentManagerEditingFacadeImpl.readEditingState(NodeInternalId)
492;METHOD;uk.ac.ed.ph.aardvark.cms.editing.ContentManagerEditingFacadeImpl.readEditingState(FullNodeMetadata)
492;METHOD;uk.ac.ed.ph.aardvark.processor.views.webapp.TreeBrowserChildFragmentStrategy.createView(ResourceRequest)
492;METHOD;uk.ac.ed.ph.aardvark.cms.editing.ContentPageEditingStrategy.populateEditingModel(NodeEditingStateWrapper,ContentReader)
492;METHOD;uk.ac.ed.ph.aardvark.processor.views.webapp.ChildMetadataListXMLViewStrategy.createView(ResourceRequest)
492;METHOD;uk.ac.ed.ph.aardvark.webapplets.editing.EditingAppletGUIModel.getEditingModel()
492;METHOD;uk.ac.ed.ph.aardvark.webapplets.editing.guimediators.ContentPageGUIMediatorStrategy.loadStateFromBrowser(GUIMediatorProxy,NodeEditingStateWrapper)
492;METHOD;uk.ac.ed.ph.aardvark.cms.editing.ContentManagerEditingFacadeImpl.saveEditingState(NodeEditingStateWrapper)
492;METHOD;uk.ac.ed.ph.aardvark.cms.domain.transport.NodeEditingStateWrapper.NodeEditingStateWrapper()
492;METHOD;uk.ac.ed.ph.aardvark.webapplets.editing.EditingControllerApplet.invokeLoadEditingState()
492;METHOD;uk.ac.ed.ph.aardvark.cms.editing.ContentPageEditingStrategy.saveEditingModel(NodeEditingStateWrapper,ContentManager)
492;METHOD;uk.ac.ed.ph.aardvark.cms.editing.TutorialQuestionEditingStrategy.saveEditingModel(NodeEditingStateWrapper,ContentManager)
492;METHOD;uk.ac.ed.ph.aardvark.webapplets.editing.EditingControllerApplet.init()
492;METHOD;uk.ac.ed.ph.aardvark.cms.editing.TutorialQuestionEditingStrategy.populateEditingModel(NodeEditingStateWrapper,ContentReader)
494;METHOD;uk.ac.ed.ph.aardvark.gui.MultiViewer.isViewTypeAvailable(ViewType)
494;METHOD;uk.ac.ed.ph.aardvark.gui.MultiViewer.setSelection(Viewable)
494;METHOD;uk.ac.ed.ph.aardvark.gui.MultiViewer.MultiViewer(GUIModel)
494;METHOD;uk.ac.ed.ph.aardvark.gui.viewer.ContentNodeMetadataViewer.ContentNodeMetadataViewer(GUIModel)
494;METHOD;uk.ac.ed.ph.aardvark.gui.MultiViewer.setViewType(ViewType)
494;METHOD;uk.ac.ed.ph.aardvark.gui.GlobalMenuBar.GlobalMenuBar(ActionMap,ActionMap)
495;METHOD;uk.ac.ed.ph.aardvark.gui.MultiViewer.setViewType(ViewType)
495;METHOD;uk.ac.ed.ph.aardvark.gui.MultiViewer.setModel(GUIModel)
495;METHOD;uk.ac.ed.ph.aardvark.gui.MultiViewer.isViewTypeAvailable(ViewType)
495;METHOD;uk.ac.ed.ph.aardvark.gui.MultiViewer.MultiViewer(GUIModel)
495;METHOD;uk.ac.ed.ph.aardvark.gui.MultiViewer.selectionStateChanged(ClientContentNode,SelectionType)
496;METHOD;uk.ac.ed.ph.aardvark.gui.model.ClientTreeModel.getViewerResourceModel(ClientContentNode)
496;METHOD;uk.ac.ed.ph.aardvark.gui.model.ClientTreeModel.setViewerResourceModel(ClientContentNode,ResourceDocumentModel)
496;METHOD;uk.ac.ed.ph.aardvark.gui.request.GetViewerEditingModelRequest.updateModel(GUIModel)
496;METHOD;uk.ac.ed.ph.aardvark.gui.viewer.MCQNodePreviewer.stateChanged(ClientContentNode)
496;METHOD;uk.ac.ed.ph.aardvark.gui.model.EditingModelHelper.EditingModelHelper()
496;METHOD;uk.ac.ed.ph.aardvark.gui.model.EditingModelHelper.loadMetadataDocumentModel(MetadataDocumentModel,FullNodeMetadata)
496;METHOD;uk.ac.ed.ph.aardvark.gui.ContentNodeSourceViewer.selectionStateChanged(ClientContentNode,SelectionType)
496;METHOD;uk.ac.ed.ph.aardvark.gui.model.OldEditingState.reloadEditingStateFromCache(VariantKey)
496;METHOD;uk.ac.ed.ph.aardvark.gui.action.TreeBrowserMakeEditableAction.actionPerformed(ActionEvent)
496;METHOD;uk.ac.ed.ph.aardvark.gui.model.EditingModelHelper.loadNodeEditingModel(NodeEditingStateWrapper)
496;METHOD;uk.ac.ed.ph.aardvark.gui.GUIModelManager.fireApplicationEvent(ApplicationEvent)
496;METHOD;uk.ac.ed.ph.aardvark.gui.GUIModelManager.GUIModelManager(GUIModel)
496;METHOD;uk.ac.ed.ph.aardvark.gui.request.GetEditingModelRequest.updateModel(GUIModel)
496;METHOD;uk.ac.ed.ph.aardvark.gui.viewer.ContentNodeMetadataViewer.selectionStateChanged(ClientContentNode,SelectionType)
496;METHOD;uk.ac.ed.ph.aardvark.gui.viewer.TutorialQuestionNodePreviewer.stateChanged(ClientContentNode)
496;METHOD;uk.ac.ed.ph.aardvark.gui.model.ClientTreeModel.ClientTreeModel()
496;METHOD;uk.ac.ed.ph.aardvark.gui.model.OldEditingState.getViewerResourceModel(VariantKey)
496;METHOD;uk.ac.ed.ph.aardvark.gui.editor.MCQNodeEditor.setSelectedSessionNode(ClientWorkspaceNode,SelectionType)
498;METHOD;uk.ac.ed.ph.aardvark.gui.docs.TutorialQuestionDocumentModel.saveState(TutorialQuestionSource)
498;METHOD;uk.ac.ed.ph.aardvark.gui.request.SaveEditsRequest.execute(ServiceSet)
498;METHOD;uk.ac.ed.ph.aardvark.gui.editing.MCQWrappingStrategy.saveState(NodeEditingStateWrapper,ResourceDocumentModel)
498;METHOD;uk.ac.ed.ph.aardvark.gui.editing.TutorialQuestionWrappingStrategy.saveState(NodeEditingStateWrapper,ResourceDocumentModel)
498;METHOD;uk.ac.ed.ph.aardvark.gui.docs.TutorialQuestionDocumentModel.saveState(NodeEditingStateWrapper)
498;METHOD;uk.ac.ed.ph.aardvark.gui.model.NodeEditingModel.NodeEditingModel(NodeEditingStateWrapper)
498;METHOD;uk.ac.ed.ph.aardvark.gui.model.EditingModelHelper.saveState(NodeEditingModel)
498;METHOD;uk.ac.ed.ph.aardvark.gui.editing.TutorialQuestionWrappingStrategy.saveState(TutorialQuestionDocumentModel,TutorialQuestionSource)
498;METHOD;uk.ac.ed.ph.aardvark.gui.action.GlobalActionMap.setActionChain(ActionMap[])
498;METHOD;uk.ac.ed.ph.aardvark.gui.editing.MCQWrappingStrategy.loadState(MCQDocumentModel,MCQSource)
498;METHOD;uk.ac.ed.ph.aardvark.gui.action.SessionBrowserSaveChangesAction.stateChanged()
498;METHOD;uk.ac.ed.ph.aardvark.gui.action.SessionBrowserSaveChangesAction.actionPerformed(ActionEvent)
499;METHOD;uk.ac.ed.ph.aardvark.gui.model.ClientTreeModel.nodesWereInserted(TreeNode,int[])
499;METHOD;uk.ac.ed.ph.aardvark.gui.GlobalToolBar.GlobalToolBar(ActionMap)
499;METHOD;uk.ac.ed.ph.aardvark.gui.model.ClientTreeModel.nodesWereRemoved(TreeNode,int[],Object[])
499;METHOD;uk.ac.ed.ph.aardvark.gui.action.SessionBrowserFinishEditingAction.SessionBrowserFinishEditingAction(SessionBrowser,ApplicationListener)
499;METHOD;uk.ac.ed.ph.aardvark.gui.request.SaveEditsRequest.SaveEditsRequest(ClientContentNode,NodeEditingStateWrapper)
499;METHOD;uk.ac.ed.ph.aardvark.gui.request.SaveEditsRequest.updateModel(GUIModel)
499;METHOD;uk.ac.ed.ph.aardvark.gui.GlobalMenuBar.GlobalMenuBar(ActionMap,ActionMap)
499;METHOD;uk.ac.ed.ph.aardvark.gui.model.ClientTreeModel.ClientTreeModel()
499;METHOD;uk.ac.ed.ph.aardvark.gui.model.ClientTreeModel.clearEditingModel(ClientContentNode)
499;METHOD;uk.ac.ed.ph.aardvark.gui.action.SessionBrowserFinishEditingAction.stateChanged()
499;METHOD;uk.ac.ed.ph.aardvark.gui.action.GlobalActionMap.GlobalActionMap()
499;METHOD;uk.ac.ed.ph.aardvark.gui.action.SessionBrowserSaveChangesAction.actionPerformed(ActionEvent)
499;METHOD;uk.ac.ed.ph.aardvark.gui.action.SessionBrowserActionMap.SessionBrowserActionMap(SessionBrowser,ApplicationListener)
502;METHOD;uk.ac.ed.ph.aardvark.gui.editor.AbstractNodeEditor.getValidatorModel()
502;METHOD;uk.ac.ed.ph.aardvark.gui.ContentNodeEditor.ContentNodeEditor(GUIModel)
502;METHOD;uk.ac.ed.ph.aardvark.gui.SimpleValidatorPanel.setValidatorModel(ValidatorModel)
502;METHOD;uk.ac.ed.ph.aardvark.gui.GlobalMenuBar.GlobalMenuBar(ActionMap,ActionMap)
502;METHOD;uk.ac.ed.ph.aardvark.gui.action.EditorActionMap.EditorActionMap(AbstractNodeEditor,ApplicationListener)
502;METHOD;uk.ac.ed.ph.aardvark.gui.ContentNodeEditor.selectionStateChanged(ClientContentNode,SelectionType)
502;METHOD;uk.ac.ed.ph.aardvark.gui.editor.TutorialQuestionEditor.TutorialQuestionEditor()
502;METHOD;uk.ac.ed.ph.aardvark.gui.MultiViewer.MultiViewer(GUIModel)
502;METHOD;uk.ac.ed.ph.aardvark.gui.SimpleValidatorPanel.SimpleValidatorPanel(ValidatorModel)
502;METHOD;uk.ac.ed.ph.aardvark.gui.action.EditorRedoAction.updateState()
502;METHOD;uk.ac.ed.ph.aardvark.gui.model.NodeEditingModel.NodeEditingModel(NodeEditingStateWrapper)
502;METHOD;uk.ac.ed.ph.aardvark.gui.model.NodeEditingModel.setMetadataDocumentModel(MetadataDocumentModel)
502;METHOD;uk.ac.ed.ph.aardvark.gui.editor.AbstractNodeEditor.selectionStateChanged(ClientContentNode,SelectionType)
502;METHOD;uk.ac.ed.ph.aardvark.gui.action.EditorRedoAction.isEnabled()
502;METHOD;uk.ac.ed.ph.aardvark.gui.action.EditorUndoAction.isEnabled()
502;METHOD;uk.ac.ed.ph.aardvark.gui.editor.MCQNodeEditor.selectionStateChanged(ClientContentNode,SelectionType)
502;METHOD;uk.ac.ed.ph.aardvark.gui.action.EditorAction.setContextNode(ClientContentNode)
502;METHOD;uk.ac.ed.ph.aardvark.gui.SimpleValidatorPanel.getValidatorModel()
502;METHOD;uk.ac.ed.ph.aardvark.gui.action.EditorActionMap.setContextNode(ClientContentNode)
502;METHOD;uk.ac.ed.ph.aardvark.gui.action.EditorUndoAction.updateState()
502;METHOD;uk.ac.ed.ph.aardvark.gui.action.EditorAction.getContextNode()
502;METHOD;uk.ac.ed.ph.aardvark.gui.model.NodeEditingModel.setResourcesDocumentModel(ResourceDocumentModel)
502;METHOD;uk.ac.ed.ph.aardvark.gui.MultiViewer.isViewTypeAvailable(ViewType)
502;METHOD;uk.ac.ed.ph.aardvark.gui.action.EditorActionMap.setModel(GUIModel)
502;METHOD;uk.ac.ed.ph.aardvark.gui.ContentNodeEditor.ContentNodeEditor()
503;METHOD;uk.ac.ed.ph.aardvark.cms.editing.SimpleMarshallingEditingStrategy.readResources(NodeEditingStateWrapper,ContentReader)
503;METHOD;uk.ac.ed.ph.aardvark.cms.editing.ContentManagerEditingFacadeImpl.saveEditingState(NodeEditingStateWrapper)
503;METHOD;uk.ac.ed.ph.aardvark.cms.editing.ContentPageEditingStrategy.readResources(NodeEditingStateWrapper,ContentReader)
503;METHOD;uk.ac.ed.ph.aardvark.cms.editing.ContentPageEditingStrategy.writeResources(NodeEditingStateWrapper,ContentManager)
503;METHOD;uk.ac.ed.ph.aardvark.cms.editing.ContentManagerEditingFacadeImpl.ContentManagerEditingFacadeImpl(ContentManager)
503;METHOD;uk.ac.ed.ph.aardvark.cms.editing.SimpleMarshallingEditingStrategy.getSourceResourcePath(ContentNodePath)
503;METHOD;uk.ac.ed.ph.aardvark.cms.editing.ContentManagerEditingFacadeImpl.readEditingState(FullNodeMetadata)
503;METHOD;uk.ac.ed.ph.aardvark.cms.editing.ContentManagerEditingFacadeImpl.getStrategy(NodeType)
503;METHOD;uk.ac.ed.ph.aardvark.cms.editing.SimpleMarshallingEditingStrategy.writeResources(NodeEditingStateWrapper,ContentManager)
504;METHOD;uk.ac.ed.ph.aardvark.gui.request.SaveEditsRequest.execute(ServiceSet)
504;METHOD;uk.ac.ed.ph.aardvark.cms.internal.ContentManagerImpl.updateNodeMetadata(FullNodeMetadata)
504;METHOD;uk.ac.ed.ph.aardvark.webapplets.editing.EditingControllerApplet.invokeSaveEditingState()
504;METHOD;uk.ac.ed.ph.aardvark.cms.editing.ContentManagerEditingFacadeImpl.saveEditingState(NodeEditingStateWrapper)
505;METHOD;uk.ac.ed.ph.aardvark.gui.widgets.TutorialQuestionPanel.TutorialQuestionPanel(TutorialQuestionDocumentModel)
506;METHOD;uk.ac.ed.ph.aardvark.gui.widgets.DisplayTextArea.setEditable(boolean)
509;METHOD;uk.ac.ed.ph.aardvark.gui.viewer.TutorialQuestionNodePreviewer.TutorialQuestionNodePreviewer(GUIModel)
509;METHOD;uk.ac.ed.ph.aardvark.gui.widgets.TutorialQuestionPanel.TutorialQuestionPanel(TutorialQuestionDocumentModel)
510;METHOD;uk.ac.ed.ph.aardvark.gui.LoginDialog.setProgressUnsafe(String,int)
510;METHOD;uk.ac.ed.ph.aardvark.gui.editor.TutorialQuestionEditor.TutorialQuestionEditor(GUIModel)
510;METHOD;uk.ac.ed.ph.aardvark.gui.GUIModelManager.fireApplicationEvent(ApplicationEvent)
510;METHOD;uk.ac.ed.ph.aardvark.gui.GUIController.setupModel(String,String)
510;METHOD;uk.ac.ed.ph.aardvark.gui.AbstractTreeNodePanel.AbstractTreeNodePanel()
510;METHOD;uk.ac.ed.ph.aardvark.gui.LoginDialog.handleError(String)
510;METHOD;uk.ac.ed.ph.aardvark.gui.LoginDialog.updateState()
510;METHOD;uk.ac.ed.ph.aardvark.gui.LoginDialog.handleErrorUnsafe(String)
510;METHOD;uk.ac.ed.ph.aardvark.gui.LoginDialog.LoginDialog()
510;METHOD;uk.ac.ed.ph.aardvark.gui.TreeBrowser.TreeBrowser(GUIModel)
510;METHOD;uk.ac.ed.ph.aardvark.gui.MultiViewer.selectionStateChanged(ClientContentNode,SelectionType)
512;METHOD;uk.ac.ed.ph.aardvark.gui.editor.AbstractNodeEditor.setModel(GUIModel)
512;METHOD;uk.ac.ed.ph.aardvark.gui.model.NodeEditingModel.getValidatorModel()
512;METHOD;uk.ac.ed.ph.aardvark.gui.ContentNodeSourceViewer.displayNode(ClientContentNode)
512;METHOD;uk.ac.ed.ph.aardvark.gui.action.EditorValidateAction.updateState()
512;METHOD;uk.ac.ed.ph.aardvark.gui.SimpleValidatorPanel.getModel()
512;METHOD;uk.ac.ed.ph.aardvark.gui.ContentNodeEditor.ContentNodeEditor(GUIModel)
512;METHOD;uk.ac.ed.ph.aardvark.gui.model.NodeEditingModel.NodeEditingModel(NodeEditingStateWrapper)
512;METHOD;uk.ac.ed.ph.aardvark.gui.request.ValidateNodeRequest.updateModel(GUIModel)
512;METHOD;uk.ac.ed.ph.aardvark.gui.ContentNodeSourceViewer.ContentNodeSourceViewer(GUIModel)
512;METHOD;uk.ac.ed.ph.aardvark.gui.action.EditorActionMap.EditorActionMap(AbstractNodeEditor,ApplicationListener)
512;METHOD;uk.ac.ed.ph.aardvark.gui.action.EditorActionMap.setModel(GUIModel)
512;METHOD;uk.ac.ed.ph.aardvark.gui.request.ValidateNodeRequest.execute(ServiceSet)
512;METHOD;uk.ac.ed.ph.aardvark.gui.action.EditorValidateAction.actionPerformed(ActionEvent)
512;METHOD;uk.ac.ed.ph.aardvark.gui.editor.TutorialQuestionEditor.TutorialQuestionEditor(GUIModel)
512;METHOD;uk.ac.ed.ph.aardvark.gui.ContentNodeEditor.displayEditorPanel(ClientContentNode)
512;METHOD;uk.ac.ed.ph.aardvark.gui.action.EditorActionMap.setContextNode(ClientContentNode)
512;METHOD;uk.ac.ed.ph.aardvark.gui.SimpleValidatorPanel.setModel(ValidatorModel)
512;METHOD;uk.ac.ed.ph.aardvark.gui.editor.TutorialQuestionEditor.selectionStateChanged(ClientContentNode,SelectionType)
512;METHOD;uk.ac.ed.ph.aardvark.gui.request.ValidateNodeRequest.requestFailed(GUIModel,Throwable)
512;METHOD;uk.ac.ed.ph.aardvark.gui.SimpleValidatorPanel.SimpleValidatorPanel(ValidatorModel)
512;METHOD;uk.ac.ed.ph.aardvark.gui.request.ValidateNodeRequest.ValidateNodeRequest(ClientContentNode)
512;METHOD;uk.ac.ed.ph.aardvark.gui.editor.MCQNodeEditor.MCQNodeEditor(GUIModel)
512;METHOD;uk.ac.ed.ph.aardvark.gui.editor.MCQNodeEditor.selectionStateChanged(ClientContentNode,SelectionType)
513;METHOD;uk.ac.ed.ph.aardvark.gui.editor.ContentNodeMetadataEditor.ContentNodeMetadataEditor(GUIModel)
513;METHOD;uk.ac.ed.ph.aardvark.gui.viewer.ContentNodeMetadataViewer.ContentNodeMetadataViewer(GUIModel)
514;METHOD;uk.ac.ed.ph.aardvark.gui.editor.ContentNodeMetadataEditor.selectionStateChanged(ClientContentNode,SelectionType)
514;METHOD;uk.ac.ed.ph.aardvark.gui.AardvarkBrowserFrame.AardvarkBrowserFrame(GUIModel)
514;METHOD;uk.ac.ed.ph.aardvark.gui.editor.ContentNodeMetadataEditor.ContentNodeMetadataEditor(GUIModel)
514;METHOD;uk.ac.ed.ph.aardvark.gui.ContentNodeEditor.displayLoadingPanel()
514;METHOD;uk.ac.ed.ph.aardvark.gui.ContentNodeEditor.displayEditorPanel(ClientContentNode)
514;METHOD;uk.ac.ed.ph.aardvark.gui.action.GlobalActionMap.setActionChain(ActionMap[])
514;METHOD;uk.ac.ed.ph.aardvark.gui.action.SessionBrowserSaveChangesAction.stateChanged()
514;METHOD;uk.ac.ed.ph.aardvark.gui.ContentNodeEditor.selectionStateChanged(ClientContentNode,SelectionType)
514;METHOD;uk.ac.ed.ph.aardvark.gui.action.SessionBrowserActionMap.setContextNode(ClientContentNode)
