Complexity metrics,Sex, 27 out 2017 13:55:11 BRST
Method,ev(G),iv(G),v(G)
"org.gjt.sp.jedit.OptionGroup.addOptionGroup(OptionGroup)",1,1,1
"org.gjt.sp.jedit.OptionGroup.addOptionPane(OptionPane)",1,1,1
"org.gjt.sp.jedit.OptionGroup.addOptionPane(String)",1,1,1
"org.gjt.sp.jedit.OptionGroup.getLabel()",1,1,1
"org.gjt.sp.jedit.OptionGroup.getMember(int)",1,3,3
"org.gjt.sp.jedit.OptionGroup.getMemberCount()",1,1,1
"org.gjt.sp.jedit.OptionGroup.getMemberIndex(Object)",1,1,1
"org.gjt.sp.jedit.OptionGroup.getMembers()",1,1,1
"org.gjt.sp.jedit.OptionGroup.getName()",1,1,1
"org.gjt.sp.jedit.OptionGroup.insertionSort(String,Object)",7,7,7
"org.gjt.sp.jedit.OptionGroup.setSort(boolean)",1,1,1
"org.gjt.sp.jedit.PerspectiveManager.PerspectiveHandler.PerspectiveHandler(boolean)",1,1,1
"org.gjt.sp.jedit.PerspectiveManager.PerspectiveHandler.attribute(String,String,boolean)",2,15,16
"org.gjt.sp.jedit.PerspectiveManager.PerspectiveHandler.charData(char[],int,int)",1,1,1
"org.gjt.sp.jedit.PerspectiveManager.PerspectiveHandler.doctypeDecl(String,String,String)",2,1,2
"org.gjt.sp.jedit.PerspectiveManager.PerspectiveHandler.endElement(String)",1,5,5
"org.gjt.sp.jedit.PerspectiveManager.PerspectiveHandler.resolveEntity(String,String)",2,1,2
"org.gjt.sp.jedit.PerspectiveManager.isPerspectiveDirty()",1,1,1
"org.gjt.sp.jedit.PerspectiveManager.isPerspectiveEnabled()",1,1,1
"org.gjt.sp.jedit.PerspectiveManager.loadPerspective(boolean)",3,5,8
"org.gjt.sp.jedit.PerspectiveManager.savePerspective(boolean)",6,7,18
"org.gjt.sp.jedit.PerspectiveManager.setPerspectiveDirty(boolean)",1,1,1
"org.gjt.sp.jedit.PerspectiveManager.setPerspectiveEnabled(boolean)",1,1,1
"org.gjt.sp.jedit.PluginJAR.PluginCacheEntry.read(DataInputStream)",4,3,6
"org.gjt.sp.jedit.PluginJAR.PluginCacheEntry.readBooleanArray(DataInputStream)",2,2,3
"org.gjt.sp.jedit.PluginJAR.PluginCacheEntry.readMap(DataInputStream)",1,2,3
"org.gjt.sp.jedit.PluginJAR.PluginCacheEntry.readString(DataInputStream)",2,2,3
"org.gjt.sp.jedit.PluginJAR.PluginCacheEntry.readStringArray(DataInputStream)",2,2,3
"org.gjt.sp.jedit.PluginJAR.PluginCacheEntry.readURI(DataInputStream)",2,1,2
"org.gjt.sp.jedit.PluginJAR.PluginCacheEntry.write(DataOutputStream)",1,3,3
"org.gjt.sp.jedit.PluginJAR.PluginCacheEntry.writeBooleanArray(DataOutputStream,boolean[])",1,3,3
"org.gjt.sp.jedit.PluginJAR.PluginCacheEntry.writeMap(DataOutputStream,Map)",1,2,2
"org.gjt.sp.jedit.PluginJAR.PluginCacheEntry.writeString(DataOutputStream,Object)",1,2,2
"org.gjt.sp.jedit.PluginJAR.PluginCacheEntry.writeStringArray(DataOutputStream,String[])",1,3,3
"org.gjt.sp.jedit.PluginJAR.PluginJAR(File)",1,2,2
"org.gjt.sp.jedit.PluginJAR.actionsPresentButNotCoreClass()",1,1,1
"org.gjt.sp.jedit.PluginJAR.activatePlugin()",4,7,9
"org.gjt.sp.jedit.PluginJAR.activatePluginIfNecessary()",5,6,8
"org.gjt.sp.jedit.PluginJAR.breakPlugin()",1,1,1
"org.gjt.sp.jedit.PluginJAR.checkDependencies()",8,26,27
"org.gjt.sp.jedit.PluginJAR.deactivatePlugin(boolean)",2,10,12
"org.gjt.sp.jedit.PluginJAR.generateCache()",4,20,21
"org.gjt.sp.jedit.PluginJAR.getActionSet()",1,1,1
"org.gjt.sp.jedit.PluginJAR.getActions()",1,1,1
"org.gjt.sp.jedit.PluginJAR.getBrowserActionSet()",1,1,1
"org.gjt.sp.jedit.PluginJAR.getCachePath()",1,1,1
"org.gjt.sp.jedit.PluginJAR.getClassLoader()",1,1,1
"org.gjt.sp.jedit.PluginJAR.getClasses()",1,1,1
"org.gjt.sp.jedit.PluginJAR.getDependentPlugins()",1,1,1
"org.gjt.sp.jedit.PluginJAR.getDockablesURI()",1,1,1
"org.gjt.sp.jedit.PluginJAR.getFile()",1,1,1
"org.gjt.sp.jedit.PluginJAR.getPath()",1,1,1
"org.gjt.sp.jedit.PluginJAR.getPlugin()",1,1,1
"org.gjt.sp.jedit.PluginJAR.getPluginCache(PluginJAR)",3,4,7
"org.gjt.sp.jedit.PluginJAR.getServicesURI()",1,1,1
"org.gjt.sp.jedit.PluginJAR.getZipFile()",1,2,2
"org.gjt.sp.jedit.PluginJAR.init()",1,4,4
"org.gjt.sp.jedit.PluginJAR.loadCache(PluginCacheEntry)",1,10,16
"org.gjt.sp.jedit.PluginJAR.setPluginCache(PluginJAR,PluginCacheEntry)",2,4,5
"org.gjt.sp.jedit.PluginJAR.startPlugin()",1,8,8
"org.gjt.sp.jedit.PluginJAR.startPluginLater()",2,1,2
"org.gjt.sp.jedit.PluginJAR.toString()",2,2,2
"org.gjt.sp.jedit.PluginJAR.uninit(boolean)",1,8,8
"org.gjt.sp.jedit.PropertyManager.addPluginProps(Properties)",1,1,1
"org.gjt.sp.jedit.PropertyManager.getDefaultProperty(String)",4,2,4
"org.gjt.sp.jedit.PropertyManager.getProperties()",1,2,2
"org.gjt.sp.jedit.PropertyManager.getProperty(String)",2,2,2
"org.gjt.sp.jedit.PropertyManager.loadPluginProps(InputStream)",1,1,1
"org.gjt.sp.jedit.PropertyManager.loadProps(Properties,InputStream)",1,1,1
"org.gjt.sp.jedit.PropertyManager.loadSiteProps(InputStream)",1,1,1
"org.gjt.sp.jedit.PropertyManager.loadSystemProps(InputStream)",1,1,1
"org.gjt.sp.jedit.PropertyManager.loadUserProps(InputStream)",1,1,1
"org.gjt.sp.jedit.PropertyManager.removePluginProps(Properties)",1,1,1
"org.gjt.sp.jedit.PropertyManager.resetProperty(String)",1,1,1
"org.gjt.sp.jedit.PropertyManager.saveUserProps(OutputStream)",1,1,1
"org.gjt.sp.jedit.PropertyManager.setProperty(String,String)",1,5,5
"org.gjt.sp.jedit.PropertyManager.setTemporaryProperty(String,String)",1,1,1
"org.gjt.sp.jedit.PropertyManager.unsetProperty(String)",1,2,2
"org.gjt.sp.jedit.Registers.ClipboardRegister.ClipboardRegister(Clipboard)",1,1,1
"org.gjt.sp.jedit.Registers.ClipboardRegister.setValue(String)",1,1,1
"org.gjt.sp.jedit.Registers.ClipboardRegister.toString()",1,7,7
"org.gjt.sp.jedit.Registers.Registers()",1,1,1
"org.gjt.sp.jedit.Registers.RegistersHandler.attribute(String,String,boolean)",1,1,2
"org.gjt.sp.jedit.Registers.RegistersHandler.charData(char[],int,int)",1,1,1
"org.gjt.sp.jedit.Registers.RegistersHandler.doctypeDecl(String,String,String)",2,1,2
"org.gjt.sp.jedit.Registers.RegistersHandler.endElement(String)",1,4,4
"org.gjt.sp.jedit.Registers.RegistersHandler.resolveEntity(String,String)",2,1,2
"org.gjt.sp.jedit.Registers.StringRegister.StringRegister(String)",1,1,1
"org.gjt.sp.jedit.Registers.StringRegister.dispose()",1,1,1
"org.gjt.sp.jedit.Registers.StringRegister.setValue(String)",1,1,1
"org.gjt.sp.jedit.Registers.StringRegister.toString()",1,1,1
"org.gjt.sp.jedit.Registers.append(JEditTextArea,char)",1,1,1
"org.gjt.sp.jedit.Registers.append(JEditTextArea,char,String)",1,1,1
"org.gjt.sp.jedit.Registers.append(JEditTextArea,char,String,boolean)",3,6,8
"org.gjt.sp.jedit.Registers.clearRegister(char)",2,2,4
"org.gjt.sp.jedit.Registers.copy(JEditTextArea,char)",2,1,2
"org.gjt.sp.jedit.Registers.cut(JEditTextArea,char)",3,2,3
"org.gjt.sp.jedit.Registers.getRegister(char)",2,3,6
"org.gjt.sp.jedit.Registers.getRegisterNameString()",2,6,6
"org.gjt.sp.jedit.Registers.getRegisterStatusPrompt(String)",1,1,1
"org.gjt.sp.jedit.Registers.getRegisters()",1,2,2
"org.gjt.sp.jedit.Registers.loadRegisters()",3,5,8
"org.gjt.sp.jedit.Registers.paste(JEditTextArea,char)",1,1,1
"org.gjt.sp.jedit.Registers.paste(JEditTextArea,char,boolean)",4,8,8
"org.gjt.sp.jedit.Registers.saveRegisters()",5,11,15
"org.gjt.sp.jedit.Registers.setRegister(char,Register)",1,2,2
"org.gjt.sp.jedit.Registers.setRegister(char,String)",1,2,2
"org.gjt.sp.jedit.Registers.touchRegister(char)",2,2,5
"org.gjt.sp.jedit.ServiceListHandler.ServiceListHandler(PluginJAR,URL)",1,1,1
"org.gjt.sp.jedit.ServiceListHandler.attribute(String,String,boolean)",1,2,3
"org.gjt.sp.jedit.ServiceListHandler.charData(char[],int,int)",1,1,2
"org.gjt.sp.jedit.ServiceListHandler.doctypeDecl(String,String,String)",2,1,2
"org.gjt.sp.jedit.ServiceListHandler.endElement(String)",3,3,4
"org.gjt.sp.jedit.ServiceListHandler.getCachedServices()",1,1,1
"org.gjt.sp.jedit.ServiceListHandler.peekElement()",1,1,1
"org.gjt.sp.jedit.ServiceListHandler.popElement()",1,1,1
"org.gjt.sp.jedit.ServiceListHandler.pushElement(String)",1,2,2
"org.gjt.sp.jedit.ServiceListHandler.resolveEntity(String,String)",2,1,2
"org.gjt.sp.jedit.ServiceListHandler.startDocument()",1,2,2
"org.gjt.sp.jedit.ServiceListHandler.startElement(String)",1,1,1
"org.gjt.sp.jedit.ServiceManager.Descriptor.Descriptor(String,String)",1,1,1
"org.gjt.sp.jedit.ServiceManager.Descriptor.Descriptor(String,String,String,PluginJAR)",1,1,1
"org.gjt.sp.jedit.ServiceManager.Descriptor.equals(Object)",2,3,3
"org.gjt.sp.jedit.ServiceManager.Descriptor.getInstance()",2,3,4
"org.gjt.sp.jedit.ServiceManager.Descriptor.hashCode()",1,1,1
"org.gjt.sp.jedit.ServiceManager.getService(String,String)",2,3,3
"org.gjt.sp.jedit.ServiceManager.getServiceNames(String)",1,3,3
"org.gjt.sp.jedit.ServiceManager.getServiceTypes()",1,2,2
"org.gjt.sp.jedit.ServiceManager.loadServices(PluginJAR,URL,PluginCacheEntry)",1,6,6
"org.gjt.sp.jedit.ServiceManager.registerService(Descriptor)",1,1,1
"org.gjt.sp.jedit.ServiceManager.registerService(String,String,String,PluginJAR)",1,1,1
"org.gjt.sp.jedit.ServiceManager.unloadServices(PluginJAR)",1,3,3
"org.gjt.sp.jedit.ServiceManager.unregisterService(String,String)",1,1,1
"org.gjt.sp.jedit.SettingsReloader.handleMessage(EBMessage)",1,2,2
"org.gjt.sp.jedit.SettingsReloader.maybeReload(String)",3,15,15
"org.gjt.sp.jedit.TextUtilities.findMatchingBracket(JEditBuffer,int,int)",17,21,26
"org.gjt.sp.jedit.TextUtilities.findWordEnd(String,int,String)",1,1,1
"org.gjt.sp.jedit.TextUtilities.findWordEnd(String,int,String,boolean)",1,1,1
"org.gjt.sp.jedit.TextUtilities.findWordEnd(String,int,String,boolean,boolean)",12,11,21
"org.gjt.sp.jedit.TextUtilities.findWordStart(String,int,String)",1,1,1
"org.gjt.sp.jedit.TextUtilities.findWordStart(String,int,String,boolean)",1,1,1
"org.gjt.sp.jedit.TextUtilities.findWordStart(String,int,String,boolean,boolean)",12,11,20
"org.gjt.sp.jedit.TextUtilities.format(String,int,int)",3,3,4
"org.gjt.sp.jedit.TextUtilities.formatParagraph(String,int,int,StringBuffer)",1,4,4
"org.gjt.sp.jedit.TextUtilities.getComplementaryBracket(char,boolean[])",2,2,8
"org.gjt.sp.jedit.TextUtilities.getStringCase(String)",8,4,11
"org.gjt.sp.jedit.TextUtilities.getTokenAtOffset(Token,int)",5,1,6
"org.gjt.sp.jedit.TextUtilities.ignoringWhitespaceIndex(String,int)",4,2,5
"org.gjt.sp.jedit.TextUtilities.indexIgnoringWhitespace(String,int)",1,2,3
"org.gjt.sp.jedit.TextUtilities.indexIgnoringWhitespace(String,int,int,StringBuffer)",1,4,4
"org.gjt.sp.jedit.TextUtilities.spacesToTabs(String,int)",2,6,9
"org.gjt.sp.jedit.TextUtilities.tabsToSpaces(String,int)",2,4,6
"org.gjt.sp.jedit.TextUtilities.toTitleCase(String)",2,2,2
"org.gjt.sp.jedit.View.CaretHandler.caretUpdate(CaretEvent)",1,2,2
"org.gjt.sp.jedit.View.FocusHandler.focusGained(FocusEvent)",3,3,4
"org.gjt.sp.jedit.View.MyFocusTraversalPolicy.getDefaultComponent(Container)",1,1,1
"org.gjt.sp.jedit.View.ScrollHandler.scrolledHorizontally(JEditTextArea)",1,1,1
"org.gjt.sp.jedit.View.ScrollHandler.scrolledVertically(JEditTextArea)",1,2,2
"org.gjt.sp.jedit.View.View(Buffer,ViewConfig)",1,1,1
"org.gjt.sp.jedit.View.ViewConfig.ViewConfig()",1,1,1
"org.gjt.sp.jedit.View.ViewConfig.ViewConfig(boolean)",1,1,2
"org.gjt.sp.jedit.View.ViewConfig.ViewConfig(boolean,String,int,int,int,int,int)",1,1,1
"org.gjt.sp.jedit.View.WindowHandler.windowActivated(WindowEvent)",1,1,1
"org.gjt.sp.jedit.View.WindowHandler.windowClosing(WindowEvent)",1,1,1
"org.gjt.sp.jedit.View._preprocessKeyEvent(KeyEvent)",9,9,12
"org.gjt.sp.jedit.View.actionBar()",1,2,3
"org.gjt.sp.jedit.View.addToolBar(Component)",1,1,1
"org.gjt.sp.jedit.View.addToolBar(int,Component)",1,1,1
"org.gjt.sp.jedit.View.addToolBar(int,int,Component)",1,1,1
"org.gjt.sp.jedit.View.close()",1,3,5
"org.gjt.sp.jedit.View.createEditPane(Buffer)",1,1,1
"org.gjt.sp.jedit.View.getActionBar()",1,1,1
"org.gjt.sp.jedit.View.getBuffer()",2,2,2
"org.gjt.sp.jedit.View.getDockableWindowManager()",1,1,1
"org.gjt.sp.jedit.View.getEditPane()",1,1,1
"org.gjt.sp.jedit.View.getEditPanes()",2,2,2
"org.gjt.sp.jedit.View.getEditPanes(Vector,Component)",1,3,3
"org.gjt.sp.jedit.View.getInputHandler()",1,1,1
"org.gjt.sp.jedit.View.getKeyEventInterceptor()",1,1,1
"org.gjt.sp.jedit.View.getMacroRecorder()",1,1,1
"org.gjt.sp.jedit.View.getMinimumSize()",1,1,1
"org.gjt.sp.jedit.View.getNext()",1,1,1
"org.gjt.sp.jedit.View.getPrev()",1,1,1
"org.gjt.sp.jedit.View.getSearchBar()",1,1,1
"org.gjt.sp.jedit.View.getSplitConfig()",1,2,2
"org.gjt.sp.jedit.View.getSplitConfig(JSplitPane,StringBuffer)",1,3,4
"org.gjt.sp.jedit.View.getSplitPane()",1,1,1
"org.gjt.sp.jedit.View.getStatus()",1,1,1
"org.gjt.sp.jedit.View.getTextArea()",2,2,2
"org.gjt.sp.jedit.View.getToolBar()",1,1,1
"org.gjt.sp.jedit.View.getViewConfig()",1,1,1
"org.gjt.sp.jedit.View.goToBuffer(Buffer)",4,6,6
"org.gjt.sp.jedit.View.handleBufferUpdate(BufferUpdate)",4,5,5
"org.gjt.sp.jedit.View.handleEditPaneUpdate(EditPaneUpdate)",1,4,4
"org.gjt.sp.jedit.View.handleMessage(EBMessage)",1,6,6
"org.gjt.sp.jedit.View.hideWaitCursor()",1,3,4
"org.gjt.sp.jedit.View.isClosed()",1,1,1
"org.gjt.sp.jedit.View.isPlainView()",1,1,1
"org.gjt.sp.jedit.View.loadToolBars()",1,8,9
"org.gjt.sp.jedit.View.nextTextArea()",3,4,4
"org.gjt.sp.jedit.View.prevTextArea()",3,4,4
"org.gjt.sp.jedit.View.processKeyEvent(KeyEvent)",1,1,1
"org.gjt.sp.jedit.View.processKeyEvent(KeyEvent,boolean)",1,1,2
"org.gjt.sp.jedit.View.processKeyEvent(KeyEvent,int)",8,29,35
"org.gjt.sp.jedit.View.propertiesChanged()",1,6,6
"org.gjt.sp.jedit.View.quickHyperSearch(boolean)",3,7,8
"org.gjt.sp.jedit.View.quickIncrementalSearch(boolean)",1,6,8
"org.gjt.sp.jedit.View.removeToolBar(Component)",1,1,1
"org.gjt.sp.jedit.View.resplit()",1,2,2
"org.gjt.sp.jedit.View.restoreSplitConfig(Buffer,String)",6,11,17
"org.gjt.sp.jedit.View.setBuffer(Buffer)",1,1,1
"org.gjt.sp.jedit.View.setEditPane(EditPane)",1,1,1
"org.gjt.sp.jedit.View.setInputHandler(InputHandler)",1,1,1
"org.gjt.sp.jedit.View.setKeyEventInterceptor(KeyListener)",1,1,1
"org.gjt.sp.jedit.View.setMacroRecorder(Recorder)",1,1,1
"org.gjt.sp.jedit.View.setSplitConfig(Buffer,String)",1,3,4
"org.gjt.sp.jedit.View.setWaitSocket(Socket)",1,1,1
"org.gjt.sp.jedit.View.showWaitCursor()",1,3,3
"org.gjt.sp.jedit.View.split(int)",1,4,4
"org.gjt.sp.jedit.View.splitHorizontally()",1,1,1
"org.gjt.sp.jedit.View.splitVertically()",1,1,1
"org.gjt.sp.jedit.View.toString()",1,1,2
"org.gjt.sp.jedit.View.unsplit()",1,4,4
"org.gjt.sp.jedit.View.unsplitCurrent()",1,8,8
"org.gjt.sp.jedit.View.updateGutterBorders()",1,2,2
"org.gjt.sp.jedit.View.updateTitle()",1,9,9
"org.gjt.sp.jedit.browser.BrowserCommandsMenu.ActionHandler.actionPerformed(ActionEvent)",4,4,5
"org.gjt.sp.jedit.browser.BrowserCommandsMenu.BrowserCommandsMenu(VFSBrowser,VFSFile[])",1,20,23
"org.gjt.sp.jedit.browser.BrowserCommandsMenu.createEncodingMenu()",1,5,5
"org.gjt.sp.jedit.browser.BrowserCommandsMenu.createMenuItem(String)",1,1,1
"org.gjt.sp.jedit.browser.BrowserCommandsMenu.createPluginMenu(VFSBrowser)",1,1,1
"org.gjt.sp.jedit.browser.BrowserCommandsMenu.update()",1,3,3
"org.gjt.sp.jedit.browser.BrowserIORequest.BrowserIORequest(int,VFSBrowser,Object,VFS,String,String,Object[])",1,1,1
"org.gjt.sp.jedit.browser.BrowserIORequest.delete()",1,4,5
"org.gjt.sp.jedit.browser.BrowserIORequest.listDirectory()",1,3,4
"org.gjt.sp.jedit.browser.BrowserIORequest.mkdir()",1,4,5
"org.gjt.sp.jedit.browser.BrowserIORequest.rename()",3,7,8
"org.gjt.sp.jedit.browser.BrowserIORequest.run()",2,2,5
"org.gjt.sp.jedit.browser.BrowserIORequest.toString()",2,2,6
"org.gjt.sp.jedit.browser.BrowserView.BrowserView(VFSBrowser)",1,3,5
"org.gjt.sp.jedit.browser.BrowserView.ParentDirectoryRenderer.ParentDirectoryRenderer()",1,2,2
"org.gjt.sp.jedit.browser.BrowserView.ParentDirectoryRenderer.getListCellRendererComponent(JList,Object,int,boolean,boolean)",1,5,6
"org.gjt.sp.jedit.browser.BrowserView.ParentMouseHandler.mousePressed(MouseEvent)",1,6,6
"org.gjt.sp.jedit.browser.BrowserView.ParentMouseHandler.mouseReleased(MouseEvent)",2,6,7
"org.gjt.sp.jedit.browser.BrowserView.TableMouseHandler.mouseClicked(MouseEvent)",4,6,10
"org.gjt.sp.jedit.browser.BrowserView.TableMouseHandler.mousePressed(MouseEvent)",6,12,13
"org.gjt.sp.jedit.browser.BrowserView.TableMouseHandler.mouseReleased(MouseEvent)",1,3,3
"org.gjt.sp.jedit.browser.BrowserView.clearExpansionState()",1,1,1
"org.gjt.sp.jedit.browser.BrowserView.directoryLoaded(Object,String,ArrayList)",4,4,5
"org.gjt.sp.jedit.browser.BrowserView.focusOnFileView()",1,1,1
"org.gjt.sp.jedit.browser.BrowserView.getBrowser()",1,1,1
"org.gjt.sp.jedit.browser.BrowserView.getParentDirectoryList()",1,1,1
"org.gjt.sp.jedit.browser.BrowserView.getSelectedFiles()",1,1,1
"org.gjt.sp.jedit.browser.BrowserView.getTable()",1,1,1
"org.gjt.sp.jedit.browser.BrowserView.loadDirectory(Object,String,boolean)",2,2,3
"org.gjt.sp.jedit.browser.BrowserView.maybeReloadDirectory(String)",3,7,9
"org.gjt.sp.jedit.browser.BrowserView.propertiesChanged()",1,1,1
"org.gjt.sp.jedit.browser.BrowserView.removeNotify()",1,1,2
"org.gjt.sp.jedit.browser.BrowserView.saveExpansionState()",1,1,1
"org.gjt.sp.jedit.browser.BrowserView.selectNone()",1,1,1
"org.gjt.sp.jedit.browser.BrowserView.showFilePopup(VFSFile[],Component,Point)",1,1,1
"org.gjt.sp.jedit.browser.BrowserView.updateFileView()",1,1,1
"org.gjt.sp.jedit.browser.FileCellRenderer.ExpansionToggleBorder.ExpansionToggleBorder(int,int)",1,1,1
"org.gjt.sp.jedit.browser.FileCellRenderer.ExpansionToggleBorder.getBorderInsets(Component)",1,1,1
"org.gjt.sp.jedit.browser.FileCellRenderer.ExpansionToggleBorder.isBorderOpaque()",1,1,1
"org.gjt.sp.jedit.browser.FileCellRenderer.ExpansionToggleBorder.isExpansionToggle(int,int)",1,1,2
"org.gjt.sp.jedit.browser.FileCellRenderer.ExpansionToggleBorder.paintBorder(Component,Graphics,int,int,int,int)",2,2,3
"org.gjt.sp.jedit.browser.FileCellRenderer.FileCellRenderer()",1,2,2
"org.gjt.sp.jedit.browser.FileCellRenderer.getEntryWidth(Entry,Font,FontRenderContext)",1,2,2
"org.gjt.sp.jedit.browser.FileCellRenderer.getIconForFile(VFSFile,boolean)",1,1,1
"org.gjt.sp.jedit.browser.FileCellRenderer.getIconForFile(VFSFile,boolean,boolean)",4,2,5
"org.gjt.sp.jedit.browser.FileCellRenderer.getTableCellRendererComponent(JTable,Object,boolean,boolean,int,int)",1,5,8
"org.gjt.sp.jedit.browser.FileCellRenderer.paintComponent(Graphics)",1,5,5
"org.gjt.sp.jedit.browser.FileCellRenderer.propertiesChanged()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.ActionHandler.actionPerformed(ActionEvent)",1,3,5
"org.gjt.sp.jedit.browser.VFSBrowser.BrowserActionContext.getSelectedFiles(EventObject,VFSBrowser)",2,2,2
"org.gjt.sp.jedit.browser.VFSBrowser.BrowserActionContext.invokeAction(EventObject,EditAction)",1,4,4
"org.gjt.sp.jedit.browser.VFSBrowser.CommandsMenuButton.CommandsMenuButton()",1,2,2
"org.gjt.sp.jedit.browser.VFSBrowser.CommandsMenuButton.MouseHandler.mousePressed(MouseEvent)",1,2,2
"org.gjt.sp.jedit.browser.VFSBrowser.DirectoryLoadedAWTRequest.DirectoryLoadedAWTRequest(Object,Object[],boolean)",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.DirectoryLoadedAWTRequest.run()",6,13,17
"org.gjt.sp.jedit.browser.VFSBrowser.DirectoryLoadedAWTRequest.toString()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton.ActionHandler.actionPerformed(ActionEvent)",2,8,10
"org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton.FavoritesMenuButton()",1,2,2
"org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton.MouseHandler.mousePressed(MouseEvent)",2,4,4
"org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton.createPopupMenu()",1,3,4
"org.gjt.sp.jedit.browser.VFSBrowser.PluginsMenuButton.ActionHandler.actionPerformed(ActionEvent)",1,2,2
"org.gjt.sp.jedit.browser.VFSBrowser.PluginsMenuButton.MouseHandler.mousePressed(MouseEvent)",1,2,2
"org.gjt.sp.jedit.browser.VFSBrowser.PluginsMenuButton.PluginsMenuButton()",1,2,2
"org.gjt.sp.jedit.browser.VFSBrowser.PluginsMenuButton.createPopupMenu()",2,1,2
"org.gjt.sp.jedit.browser.VFSBrowser.PluginsMenuButton.updatePopupMenu()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.VFSBrowser(View,String)",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.VFSBrowser(View,String,int,boolean,String)",1,18,20
"org.gjt.sp.jedit.browser.VFSBrowser.addBrowserListener(BrowserListener)",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.addNotify()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.browseDirectory(View,String)",1,3,3
"org.gjt.sp.jedit.browser.VFSBrowser.browseDirectoryInNewWindow(View,String)",1,2,2
"org.gjt.sp.jedit.browser.VFSBrowser.createMenuBar()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.createPluginsMenu(JComponent,boolean)",3,10,11
"org.gjt.sp.jedit.browser.VFSBrowser.createToolBar()",2,2,2
"org.gjt.sp.jedit.browser.VFSBrowser.delete(VFSFile[])",5,4,8
"org.gjt.sp.jedit.browser.VFSBrowser.directoryLoaded(Object,Object[],boolean)",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.endRequest()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.filesActivated(int,boolean)",10,15,24
"org.gjt.sp.jedit.browser.VFSBrowser.filesSelected()",1,6,7
"org.gjt.sp.jedit.browser.VFSBrowser.focusOnDefaultComponent()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.getActionContext()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.getBrowserView()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.getDirectory()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.getDirectoryField()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.getFilenameFilter()",3,2,3
"org.gjt.sp.jedit.browser.VFSBrowser.getMode()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.getRootDirectory()",2,2,3
"org.gjt.sp.jedit.browser.VFSBrowser.getSelectedFiles()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.getShowHiddenFiles()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.getView()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.handleMessage(EBMessage)",1,9,9
"org.gjt.sp.jedit.browser.VFSBrowser.isHorizontalLayout()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.isMultipleSelectionEnabled()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.locateFile(String)",1,2,2
"org.gjt.sp.jedit.browser.VFSBrowser.maybeReloadDirectory(String)",2,3,6
"org.gjt.sp.jedit.browser.VFSBrowser.mkdir()",4,3,6
"org.gjt.sp.jedit.browser.VFSBrowser.newFile()",1,3,3
"org.gjt.sp.jedit.browser.VFSBrowser.propertiesChanged()",1,6,6
"org.gjt.sp.jedit.browser.VFSBrowser.reloadDirectory()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.removeBrowserListener(BrowserListener)",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.removeNotify()",1,3,3
"org.gjt.sp.jedit.browser.VFSBrowser.rename(String)",4,1,4
"org.gjt.sp.jedit.browser.VFSBrowser.rootDirectory()",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.searchInDirectory()",1,2,2
"org.gjt.sp.jedit.browser.VFSBrowser.searchInDirectory(String,boolean)",1,4,4
"org.gjt.sp.jedit.browser.VFSBrowser.setDirectory(String)",2,2,3
"org.gjt.sp.jedit.browser.VFSBrowser.setFilenameFilter(String)",1,4,4
"org.gjt.sp.jedit.browser.VFSBrowser.setShowHiddenFiles(boolean)",1,1,1
"org.gjt.sp.jedit.browser.VFSBrowser.startRequest()",2,2,2
"org.gjt.sp.jedit.browser.VFSBrowser.updateFilenameFilter()",1,2,3
"org.gjt.sp.jedit.browser.VFSBrowser.updateFilterEnabled()",1,1,1
"org.gjt.sp.jedit.browser.VFSDirectoryEntryTable.ClearTypeSelect.actionPerformed(ActionEvent)",1,1,1
