SmellsMetrics,Ter, 12 jun 2018 12:52:03 BRT
Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"javax.annotation.Generated.comment()",n/a,0,0,n/a,n/a,0,n/a,n/a
"javax.annotation.Generated.date()",n/a,0,0,n/a,n/a,0,n/a,n/a
"javax.annotation.Generated.value()",n/a,0,0,n/a,n/a,0,n/a,n/a
"javax.annotation.Resource.authenticationType()",n/a,2,0,n/a,n/a,0,n/a,n/a
"javax.annotation.Resource.description()",n/a,5,0,n/a,n/a,0,n/a,n/a
"javax.annotation.Resource.mappedName()",n/a,5,0,n/a,n/a,0,n/a,n/a
"javax.annotation.Resource.name()",n/a,7,0,n/a,n/a,0,n/a,n/a
"javax.annotation.Resource.shareable()",n/a,1,0,n/a,n/a,0,n/a,n/a
"javax.annotation.Resource.type()",n/a,28,0,n/a,n/a,0,n/a,n/a
"javax.annotation.Resources.value()",n/a,3,0,n/a,n/a,0,n/a,n/a
"javax.annotation.security.DeclareRoles.value()",n/a,3,0,n/a,n/a,0,n/a,n/a
"javax.annotation.security.RolesAllowed.value()",n/a,0,0,n/a,n/a,0,n/a,n/a
"javax.annotation.security.RunAs.value()",n/a,1,0,n/a,n/a,0,n/a,n/a
"javax.ejb.EJB.beanInterface()",n/a,0,0,n/a,n/a,0,n/a,n/a
"javax.ejb.EJB.beanName()",n/a,0,0,n/a,n/a,0,n/a,n/a
"javax.ejb.EJB.description()",n/a,0,0,n/a,n/a,0,n/a,n/a
"javax.ejb.EJB.mappedName()",n/a,0,0,n/a,n/a,0,n/a,n/a
"javax.ejb.EJB.name()",n/a,2,0,n/a,n/a,0,n/a,n/a
"javax.ejb.EJBs.value()",n/a,0,0,n/a,n/a,0,n/a,n/a
"javax.el.ArrayELResolver.ArrayELResolver()",0,3,n/a,3,0,0,1,1
"javax.el.ArrayELResolver.ArrayELResolver(boolean)",0,0,n/a,3,0,1,1,1
"javax.el.ArrayELResolver.checkBounds(Object,int)",4,3,n/a,6,1,2,2,3
"javax.el.ArrayELResolver.coerce(Object)",6,4,n/a,16,1,1,9,7
"javax.el.ArrayELResolver.getCommonPropertyType(ELContext,Object)",2,2,n/a,7,1,2,3,3
"javax.el.ArrayELResolver.getFeatureDescriptors(ELContext,Object)",13,2,n/a,18,2,2,15,4
"javax.el.ArrayELResolver.getType(ELContext,Object,Object)",8,6,n/a,14,1,3,8,4
"javax.el.ArrayELResolver.getValue(ELContext,Object,Object)",7,11,n/a,16,2,3,9,6
"javax.el.ArrayELResolver.isReadOnly(ELContext,Object,Object)",6,5,n/a,13,1,3,7,4
"javax.el.ArrayELResolver.setValue(ELContext,Object,Object,Object)",22,6,n/a,28,2,4,11,7
"javax.el.BeanELResolver.BeanELResolver()",0,3,n/a,3,0,0,1,1
"javax.el.BeanELResolver.BeanELResolver(boolean)",0,0,n/a,3,0,1,1,1
"javax.el.BeanELResolver.BeanProperties.BeanProperties(Class<?>)",7,1,n/a,14,2,1,10,3
"javax.el.BeanELResolver.BeanProperties.get(ELContext,String)",4,2,n/a,9,1,2,4,2
"javax.el.BeanELResolver.BeanProperties.getBeanProperty(String)",1,0,n/a,3,0,1,1,1
"javax.el.BeanELResolver.BeanProperties.getType()",0,1,n/a,3,0,0,1,1
"javax.el.BeanELResolver.BeanProperty.BeanProperty(Class<?>,PropertyDescriptor)",1,1,n/a,5,0,2,3,1
"javax.el.BeanELResolver.BeanProperty.getPropertyType()",0,1,n/a,4,0,0,1,1
"javax.el.BeanELResolver.BeanProperty.getReadMethod()",1,0,n/a,3,0,0,1,1
"javax.el.BeanELResolver.BeanProperty.getWriteMethod()",1,0,n/a,3,0,0,1,1
"javax.el.BeanELResolver.BeanProperty.isReadOnly()",2,1,n/a,4,0,0,1,2
"javax.el.BeanELResolver.BeanProperty.read(ELContext)",6,2,n/a,11,2,1,5,3
"javax.el.BeanELResolver.BeanProperty.write(ELContext)",6,2,n/a,11,2,1,5,3
"javax.el.BeanELResolver.ConcurrentCache.ConcurrentCache(int)",2,1,n/a,5,0,1,3,1
"javax.el.BeanELResolver.ConcurrentCache.get(K)",3,1,n/a,10,2,1,6,3
"javax.el.BeanELResolver.ConcurrentCache.put(K,V)",4,1,n/a,7,1,2,4,2
"javax.el.BeanELResolver.getCommonPropertyType(ELContext,Object)",1,2,n/a,10,1,2,5,3
