Dependency metrics,Qui, 26 out 2017 17:01:25 BRST
Class,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"Clock2",0,0,0,0,0
"CookieExample",0,9,51,0,0
"HelloWorldExample",0,6,50,0,0
"RequestHeaderExample",0,6,51,0,0
"RequestInfoExample",0,7,51,0,0
"RequestParamExample",0,7,51,0,0
"SessionExample",0,8,51,0,0
"async.Async0",0,9,54,0,0
"async.Async1",0,8,54,0,0
"async.Async2",0,9,54,0,0
"async.Async3",0,6,50,0,0
"async.AsyncStockServlet",0,11,52,0,0
"async.Stockticker",0,2,2,0,0
"async.Stockticker.Stock",0,0,0,3,3
"cal.Entries",0,2,44,0,0
"cal.Entry",0,0,0,0,0
"cal.JspCalendar",0,0,0,0,0
"cal.TableBean",0,2,44,0,0
"chat.ChatServlet",1,14,55,1,1
"chat.ChatServlet.MessageSender",1,3,55,1,1
"checkbox.CheckTest",0,0,0,0,0
"colors.ColorGameBean",0,0,0,0,0
"compressionFilters.CompressionFilter",0,8,44,0,0
"compressionFilters.CompressionFilterTestServlet",0,6,50,0,0
"compressionFilters.CompressionResponseStream",0,4,5,0,0
"compressionFilters.CompressionServletResponseWrapper",0,4,6,0,0
"dates.JspCalendar",0,0,0,0,0
"error.Smart",0,0,0,0,0
"examples.ExampleTagBase",0,5,67,2,2
"examples.FooTag",0,7,69,0,0
"examples.FooTagExtraInfo",0,3,11,0,0
"examples.LogTag",0,6,69,0,0
"examples.ShowSource",0,7,66,0,0
"examples.ValuesTag",0,5,66,0,0
"filters.ExampleFilter",0,7,38,0,0
"filters.SetCharacterEncodingFilter",0,6,38,0,0
"javax.annotation.Resource.AuthenticationType",0,0,0,2,339
"javax.el.ArrayELResolver",0,6,11,2,117
"javax.el.BeanELResolver",2,11,18,3,119
"javax.el.BeanELResolver.BeanProperties",2,6,18,1,119
"javax.el.BeanELResolver.BeanProperty",2,4,18,2,119
"javax.el.BeanELResolver.ConcurrentCache",0,0,0,1,120
"javax.el.CompositeELResolver",0,7,12,2,117
"javax.el.CompositeELResolver.FeatureIterator",0,2,10,1,118
"javax.el.ELContext",3,3,9,38,228
"javax.el.ELContextEvent",0,1,10,2,111
"javax.el.ELException",0,0,0,68,247
"javax.el.ELResolver",3,4,9,22,228
"javax.el.Expression",0,0,0,4,229
"javax.el.ExpressionFactory",0,4,13,12,123
"javax.el.FunctionMapper",0,0,0,15,235
"javax.el.ListELResolver",0,6,11,2,117
"javax.el.MapELResolver",0,5,10,2,117
"javax.el.MethodExpression",0,6,12,10,131
"javax.el.MethodInfo",0,0,0,8,170
"javax.el.MethodNotFoundException",0,1,1,7,139
"javax.el.PropertyNotFoundException",0,1,1,23,241
"javax.el.PropertyNotWritableException",0,1,1,16,230
"javax.el.ResourceBundleELResolver",0,5,10,2,117
"javax.el.ValueExpression",3,6,9,21,228
"javax.el.ValueReference",0,0,0,6,229
"javax.el.VariableMapper",3,1,9,13,228
"javax.mail.Authenticator",0,0,0,2,4
"javax.mail.PasswordAuthentication",0,0,0,1,1
"javax.mail.Session",0,1,1,3,3
"javax.mail.internet.InternetAddress",0,0,0,2,2
"javax.mail.internet.MimeMessage",0,3,4,1,1
"javax.mail.internet.MimePartDataSource",0,1,1,1,1
"javax.persistence.PersistenceContextType",0,0,0,1,339
"javax.servlet.AsyncEvent",10,3,37,4,626
"javax.servlet.DispatcherType",0,0,0,18,632
"javax.servlet.GenericServlet",0,6,38,22,383
"javax.servlet.HttpConstraintElement",0,3,3,4,633
"javax.servlet.HttpMethodConstraintElement",0,1,4,3,632
"javax.servlet.MultipartConfigElement",0,1,1,7,629
"javax.servlet.ServletContextAttributeEvent",0,2,39,5,343
"javax.servlet.ServletContextEvent",0,1,38,8,346
"javax.servlet.ServletException",0,0,0,141,638
"javax.servlet.ServletInputStream",0,0,0,8,627
"javax.servlet.ServletOutputStream",0,0,0,19,646
"javax.servlet.ServletRequestAttributeEvent",0,3,39,2,338
"javax.servlet.ServletRequestEvent",0,2,38,3,340
"javax.servlet.ServletRequestWrapper",0,7,38,5,341
"javax.servlet.ServletResponseWrapper",0,2,2,8,501
"javax.servlet.ServletSecurityElement",0,6,8,4,631
"javax.servlet.SessionTrackingMode",0,0,0,9,628
"javax.servlet.UnavailableException",0,2,38,10,441
"javax.servlet.annotation.ServletSecurity.EmptyRoleSemantic",0,0,0,5,637
"javax.servlet.annotation.ServletSecurity.TransportGuarantee",0,0,0,5,637
"javax.servlet.http.Cookie",0,0,0,27,551
"javax.servlet.http.HttpServlet",0,9,49,48,382
"javax.servlet.http.HttpServletRequestWrapper",0,7,45,2,339
"javax.servlet.http.HttpServletResponseWrapper",0,3,5,8,499
"javax.servlet.http.HttpSessionBindingEvent",0,2,41,4,340
"javax.servlet.http.HttpSessionEvent",0,1,40,6,343
"javax.servlet.http.HttpUtils",0,4,44,0,0
"javax.servlet.http.NoBodyOutputStream",0,1,1,1,384
"javax.servlet.http.NoBodyResponse",0,5,7,1,383
"javax.servlet.jsp.ErrorData",0,0,0,1,145
"javax.servlet.jsp.JspContext",0,4,16,21,147
"javax.servlet.jsp.JspEngineInfo",0,0,0,2,108
"javax.servlet.jsp.JspException",0,0,0,29,143
"javax.servlet.jsp.JspFactory",0,7,68,3,107
"javax.servlet.jsp.JspTagException",0,1,1,5,9
"javax.servlet.jsp.JspWriter",0,0,0,13,152
"javax.servlet.jsp.PageContext",0,10,59,19,144
"javax.servlet.jsp.SkipPageException",0,1,1,0,0
"javax.servlet.jsp.el.ELException",0,0,0,10,162
"javax.servlet.jsp.el.ELParseException",0,1,1,1,108
"javax.servlet.jsp.el.Expression",0,2,2,3,151
"javax.servlet.jsp.el.ExpressionEvaluator",0,4,4,4,149
"javax.servlet.jsp.el.ImplicitObjectELResolver",0,9,65,1,108
"javax.servlet.jsp.el.ImplicitObjectELResolver.ScopeManager",0,8,64,1,109
"javax.servlet.jsp.el.ImplicitObjectELResolver.ScopeMap",1,1,1,1,1
"javax.servlet.jsp.el.ImplicitObjectELResolver.ScopeMap.ScopeEntry",1,1,1,1,1
"javax.servlet.jsp.el.ScopedAttributeELResolver",0,7,60,1,108
"javax.servlet.jsp.tagext.BodyContent",0,1,1,10,146
"javax.servlet.jsp.tagext.BodyTagSupport",0,6,66,1,3
"javax.servlet.jsp.tagext.FunctionInfo",0,0,0,6,116
"javax.servlet.jsp.tagext.JspFragment",0,2,18,5,110
"javax.servlet.jsp.tagext.PageData",0,0,0,5,102
"javax.servlet.jsp.tagext.SimpleTagSupport",0,7,66,6,6
"javax.servlet.jsp.tagext.TagAdapter",0,5,65,1,7
"javax.servlet.jsp.tagext.TagAttributeInfo",0,1,1,12,109
"javax.servlet.jsp.tagext.TagData",0,2,2,10,108
"javax.servlet.jsp.tagext.TagExtraInfo",3,4,10,8,107
"javax.servlet.jsp.tagext.TagFileInfo",3,1,10,7,107
"javax.servlet.jsp.tagext.TagInfo",3,7,10,18,107
"javax.servlet.jsp.tagext.TagLibraryInfo",3,4,10,16,107
"javax.servlet.jsp.tagext.TagLibraryValidator",0,2,2,2,101
"javax.servlet.jsp.tagext.TagSupport",0,4,64,7,10
"javax.servlet.jsp.tagext.TagVariableInfo",0,0,0,8,108
"javax.servlet.jsp.tagext.ValidationMessage",0,0,0,7,110
"javax.servlet.jsp.tagext.VariableInfo",0,0,0,13,109
"jsp2.examples.BookBean",0,0,0,1,1
"jsp2.examples.FooBean",0,0,0,0,0
"jsp2.examples.ValuesBean",0,0,0,0,0
"jsp2.examples.el.Functions",0,0,0,0,0
"jsp2.examples.simpletag.EchoAttributesTag",0,5,68,0,0
"jsp2.examples.simpletag.FindBookSimpleTag",0,4,68,0,0
"jsp2.examples.simpletag.HelloWorldSimpleTag",0,3,67,0,0
"jsp2.examples.simpletag.RepeatSimpleTag",0,4,67,0,0
"jsp2.examples.simpletag.ShuffleSimpleTag",0,3,67,0,0
"jsp2.examples.simpletag.TileSimpleTag",0,3,67,0,0
"listeners.ContextListener",0,5,42,0,0
"listeners.SessionListener",0,8,46,0,0
"mypackage.Hello",0,5,50,0,0
"num.NumberGuessBean",0,0,0,0,0
"org.apache.catalina.CatalinaFactory",174,3,742,1,336
"org.apache.catalina.ContainerEvent",174,1,742,6,336
"org.apache.catalina.Globals",0,0,0,41,379
"org.apache.catalina.InstanceEvent",174,5,742,5,336
"org.apache.catalina.LifecycleEvent",3,1,4,23,368
"org.apache.catalina.LifecycleException",0,0,0,55,370
"org.apache.catalina.LifecycleState",3,1,4,34,368
"org.apache.catalina.SessionEvent",174,1,742,3,336
"org.apache.catalina.ant.AbstractCatalinaTask",0,3,18,14,14
"org.apache.catalina.ant.BaseRedirectorHelperTask",0,0,0,7,25
"org.apache.catalina.ant.DeployTask",0,1,19,0,0
"org.apache.catalina.ant.JKStatusUpdateTask",0,1,19,0,0
"org.apache.catalina.ant.JMXGetTask",0,1,19,0,0
"org.apache.catalina.ant.JMXQueryTask",0,1,19,0,0
"org.apache.catalina.ant.JMXSetTask",0,1,19,0,0
"org.apache.catalina.ant.ListTask",0,1,19,0,0
"org.apache.catalina.ant.ReloadTask",0,1,19,0,0
"org.apache.catalina.ant.ResourcesTask",0,1,19,0,0
"org.apache.catalina.ant.RolesTask",0,1,19,0,0
"org.apache.catalina.ant.ServerinfoTask",0,1,19,0,0
"org.apache.catalina.ant.SessionsTask",0,1,19,0,0
"org.apache.catalina.ant.StartTask",0,1,19,0,0
"org.apache.catalina.ant.StopTask",0,1,19,0,0
"org.apache.catalina.ant.UndeployTask",0,1,19,0,0
"org.apache.catalina.ant.ValidatorTask",0,4,31,0,0
"org.apache.catalina.ant.jmx.Arg",0,0,0,2,2
"org.apache.catalina.ant.jmx.JMXAccessorCondition",0,1,2,0,0
"org.apache.catalina.ant.jmx.JMXAccessorCreateTask",0,3,3,0,0
"org.apache.catalina.ant.jmx.JMXAccessorEqualsCondition",0,1,2,0,0
"org.apache.catalina.ant.jmx.JMXAccessorGetTask",0,2,2,0,0
"org.apache.catalina.ant.jmx.JMXAccessorInvokeTask",0,2,3,0,0
"org.apache.catalina.ant.jmx.JMXAccessorQueryTask",0,3,3,0,0
"org.apache.catalina.ant.jmx.JMXAccessorSetTask",0,2,3,0,0
"org.apache.catalina.ant.jmx.JMXAccessorTask",0,1,1,8,8
"org.apache.catalina.ant.jmx.JMXAccessorUnregisterTask",0,2,2,0,0
"org.apache.catalina.authenticator.AuthenticatorBase",0,24,743,5,6
"org.apache.catalina.authenticator.BasicAuthenticator",0,15,744,1,1
"org.apache.catalina.authenticator.Constants",0,0,0,9,337
"org.apache.catalina.authenticator.DigestAuthenticator",0,12,744,0,0
"org.apache.catalina.authenticator.FormAuthenticator",0,27,745,0,0
"org.apache.catalina.authenticator.NonLoginAuthenticator",0,6,744,0,0
"org.apache.catalina.authenticator.SSLAuthenticator",0,14,744,0,0
"org.apache.catalina.authenticator.SavedRequest",0,2,16,1,1
"org.apache.catalina.authenticator.SingleSignOn",174,15,742,4,336
"org.apache.catalina.authenticator.SingleSignOnEntry",174,4,742,1,336
"org.apache.catalina.comet.CometEvent.EventSubType",0,0,0,4,357
"org.apache.catalina.comet.CometEvent.EventType",0,0,0,6,357
"org.apache.catalina.connector.ClientAbortException",0,0,0,4,340
"org.apache.catalina.connector.CometEventImpl",174,10,742,3,336
"org.apache.catalina.connector.Connector",174,19,742,31,336
"org.apache.catalina.connector.Constants",0,0,0,9,340
"org.apache.catalina.connector.CoyoteAdapter",174,44,742,2,336
"org.apache.catalina.connector.CoyoteInputStream",0,4,89,1,337
"org.apache.catalina.connector.CoyoteOutputStream",0,3,44,1,337
"org.apache.catalina.connector.CoyotePrincipal",0,0,0,1,337
"org.apache.catalina.connector.CoyoteReader",0,2,89,1,337
"org.apache.catalina.connector.CoyoteWriter",0,2,43,1,337
"org.apache.catalina.connector.InputBuffer",0,13,88,3,339
"org.apache.catalina.connector.MapperListener",174,18,742,1,336
"org.apache.catalina.connector.OutputBuffer",0,9,42,3,339
"org.apache.catalina.connector.Request",174,69,742,97,336
"org.apache.catalina.connector.RequestFacade",174,33,742,16,336
"org.apache.catalina.connector.RequestFacade.GetAttributePrivilegedAction",174,2,742,1,336
"org.apache.catalina.connector.RequestFacade.GetCharacterEncodingPrivilegedAction",174,2,742,1,336
"org.apache.catalina.connector.RequestFacade.GetCookiesPrivilegedAction",174,3,742,1,336
"org.apache.catalina.connector.RequestFacade.GetHeaderNamesPrivilegedAction",174,2,742,1,336
"org.apache.catalina.connector.RequestFacade.GetHeadersPrivilegedAction",174,2,742,1,336
"org.apache.catalina.connector.RequestFacade.GetLocalePrivilegedAction",174,2,742,1,336
"org.apache.catalina.connector.RequestFacade.GetLocalesPrivilegedAction",174,2,742,1,336
"org.apache.catalina.connector.RequestFacade.GetParameterMapPrivilegedAction",174,2,742,1,336
"org.apache.catalina.connector.RequestFacade.GetParameterNamesPrivilegedAction",174,2,742,1,336
"org.apache.catalina.connector.RequestFacade.GetParameterPrivilegedAction",174,2,742,1,336
"org.apache.catalina.connector.RequestFacade.GetParameterValuePrivilegedAction",174,2,742,1,336
"org.apache.catalina.connector.RequestFacade.GetRequestDispatcherPrivilegedAction",174,3,742,1,336
"org.apache.catalina.connector.RequestFacade.GetSessionPrivilegedAction",174,3,742,1,336
"org.apache.catalina.connector.Response",174,29,742,75,336
"org.apache.catalina.connector.ResponseFacade",174,10,742,4,336
"org.apache.catalina.connector.ResponseFacade.DateHeaderPrivilegedAction",174,2,742,1,336
"org.apache.catalina.connector.ResponseFacade.SetContentTypePrivilegedAction",174,2,742,1,336
"org.apache.catalina.core.ApplicationContext",174,55,742,5,336
"org.apache.catalina.core.ApplicationContext.DispatchData",0,3,19,1,337
"org.apache.catalina.core.ApplicationContextFacade",174,15,742,1,336
"org.apache.catalina.core.ApplicationDispatcher",174,38,742,4,336
"org.apache.catalina.core.ApplicationDispatcher.PrivilegedForward",174,3,742,1,336
"org.apache.catalina.core.ApplicationDispatcher.PrivilegedInclude",174,5,742,1,336
"org.apache.catalina.core.ApplicationDispatcher.State",0,4,44,1,337
"org.apache.catalina.core.ApplicationFilterChain",174,23,742,3,336
"org.apache.catalina.core.ApplicationFilterConfig",174,19,742,3,336
"org.apache.catalina.core.ApplicationFilterFactory",174,14,742,3,336
"org.apache.catalina.core.ApplicationFilterRegistration",174,8,742,1,336
"org.apache.catalina.core.ApplicationHttpRequest",174,19,742,2,336
"org.apache.catalina.core.ApplicationHttpRequest.AttributeNamesEnumerator",174,4,742,1,336
"org.apache.catalina.core.ApplicationHttpResponse",0,7,8,1,337
"org.apache.catalina.core.ApplicationJspConfigDescriptor",0,3,3,1,337
"org.apache.catalina.core.ApplicationJspPropertyGroupDescriptor",0,2,2,1,337
"org.apache.catalina.core.ApplicationPart",0,6,14,1,337
"org.apache.catalina.core.ApplicationRequest",0,7,43,1,337
"org.apache.catalina.core.ApplicationResponse",0,4,5,1,337
"org.apache.catalina.core.ApplicationServletRegistration",174,13,742,1,336
"org.apache.catalina.core.ApplicationSessionCookieConfig",174,4,742,5,336
"org.apache.catalina.core.ApplicationTaglibDescriptor",0,1,1,1,337
"org.apache.catalina.core.AprLifecycleListener",0,9,14,3,352
"org.apache.catalina.core.AsyncContextImpl",174,21,742,3,336
"org.apache.catalina.core.AsyncContextImpl.AsyncState",0,0,0,3,337
"org.apache.catalina.core.AsyncContextImpl.DebugException",0,0,0,1,337
"org.apache.catalina.core.AsyncListenerWrapper",0,2,38,1,337
"org.apache.catalina.core.Constants",0,0,0,23,358
"org.apache.catalina.core.ContainerBase",174,29,742,20,336
"org.apache.catalina.core.ContainerBase.ContainerBackgroundProcessor",174,5,742,1,336
"org.apache.catalina.core.ContainerBase.NoopAccessLog",174,3,742,1,336
"org.apache.catalina.core.ContainerBase.PrivilegedAddChild",174,2,742,1,336
"org.apache.catalina.core.DefaultInstanceManager",174,19,742,2,336
"org.apache.catalina.core.DummyRequest",174,20,742,1,336
"org.apache.catalina.core.DummyResponse",174,7,742,1,336
"org.apache.catalina.core.JasperListener",0,7,12,0,0
"org.apache.catalina.core.JreMemoryLeakPreventionListener",0,7,12,1,1
"org.apache.catalina.core.NamingContextListener",174,42,742,3,336
"org.apache.catalina.core.StandardContext",174,79,742,23,336
"org.apache.catalina.core.StandardContext.ContextFilterMaps",0,2,9,1,337
"org.apache.catalina.core.StandardContextValve",174,22,742,1,336
"org.apache.catalina.core.StandardEngine",174,19,742,9,336
"org.apache.catalina.core.StandardEngineValve",174,12,742,1,336
"org.apache.catalina.core.StandardHost",174,18,742,13,336
"org.apache.catalina.core.StandardHost.MemoryLeakTrackingListener",174,8,742,1,336
"org.apache.catalina.core.StandardHostValve",174,24,742,1,336
"org.apache.catalina.core.StandardHostValve.PrivilegedSetTccl",0,0,0,1,337
"org.apache.catalina.core.StandardPipeline",174,13,742,1,336
"org.apache.catalina.core.StandardServer",174,20,742,9,336
"org.apache.catalina.core.StandardService",174,17,742,6,336
"org.apache.catalina.core.StandardThreadExecutor",0,9,34,0,0
"org.apache.catalina.core.StandardWrapper",174,43,742,9,336
"org.apache.catalina.core.StandardWrapperFacade",174,4,742,1,336
"org.apache.catalina.core.StandardWrapperValve",174,25,742,1,336
"org.apache.catalina.deploy.ApplicationParameter",0,0,0,3,337
"org.apache.catalina.deploy.Constants",0,0,0,1,337
"org.apache.catalina.deploy.ContextEjb",174,1,742,3,336
"org.apache.catalina.deploy.ContextEnvironment",174,1,742,10,336
"org.apache.catalina.deploy.ContextHandler",174,1,742,4,336
"org.apache.catalina.deploy.ContextLocalEjb",174,1,742,3,336
"org.apache.catalina.deploy.ContextResource",174,1,742,8,336
"org.apache.catalina.deploy.ContextResourceEnvRef",174,1,742,4,336
"org.apache.catalina.deploy.ContextResourceLink",174,1,742,7,336
"org.apache.catalina.deploy.ContextService",174,2,742,5,336
"org.apache.catalina.deploy.ContextTransaction",174,1,742,2,336
"org.apache.catalina.deploy.ErrorPage",0,1,7,5,337
"org.apache.catalina.deploy.FilterDef",0,1,38,12,337
"org.apache.catalina.deploy.FilterMap",0,3,8,10,338
"org.apache.catalina.deploy.InjectionTarget",0,0,0,4,338
"org.apache.catalina.deploy.JspPropertyGroup",0,0,0,2,338
"org.apache.catalina.deploy.LoginConfig",0,1,7,14,337
"org.apache.catalina.deploy.MessageDestination",174,1,742,2,336
"org.apache.catalina.deploy.MessageDestinationRef",174,1,742,4,336
"org.apache.catalina.deploy.MultipartDef",0,0,0,2,339
"org.apache.catalina.deploy.NamingResources",174,15,742,18,336
"org.apache.catalina.deploy.ResourceBase",174,3,742,22,336
"org.apache.catalina.deploy.SecurityCollection",0,2,7,6,340
"org.apache.catalina.deploy.SecurityConstraint",0,8,16,10,339
"org.apache.catalina.deploy.SecurityRoleRef",0,0,0,2,339
"org.apache.catalina.deploy.ServletDef",0,2,2,4,338
"org.apache.catalina.deploy.SessionConfig",0,1,1,1,337
"org.apache.catalina.deploy.WebXml",174,41,742,10,336
"org.apache.catalina.filters.AddDefaultCharsetFilter",0,8,43,0,0
"org.apache.catalina.filters.AddDefaultCharsetFilter.ResponseWrapper",0,3,6,1,1
"org.apache.catalina.filters.Constants",0,0,0,3,6
"org.apache.catalina.filters.CsrfPreventionFilter",0,14,58,0,0
"org.apache.catalina.filters.CsrfPreventionFilter.CsrfResponseWrapper",0,3,7,1,1
"org.apache.catalina.filters.CsrfPreventionFilter.LruCache",0,0,0,1,1
"org.apache.catalina.filters.FilterBase",0,7,47,2,4
"org.apache.catalina.filters.RemoteAddrFilter",0,9,60,0,0
"org.apache.catalina.filters.RemoteHostFilter",0,9,60,0,0
"org.apache.catalina.filters.RemoteIpFilter",0,12,51,1,1
"org.apache.catalina.filters.RemoteIpFilter.XForwardedRequest",0,4,46,2,2
"org.apache.catalina.filters.RequestDumperFilter",0,13,49,0,0
"org.apache.catalina.filters.RequestDumperFilter.Timestamp",0,0,0,1,1
"org.apache.catalina.filters.RequestFilter",0,11,59,2,2
"org.apache.catalina.filters.WebdavFixFilter",0,9,44,0,0
"org.apache.catalina.ha.ClusterListener",3,6,785,6,22
"org.apache.catalina.ha.ClusterMessageBase",0,2,2,3,16
"org.apache.catalina.ha.ClusterRuleSet",0,2,28,0,0
"org.apache.catalina.ha.Constants",0,0,0,0,0
"org.apache.catalina.ha.authenticator.ClusterSingleSignOn",1,14,788,2,3
"org.apache.catalina.ha.authenticator.ClusterSingleSignOnListener",1,10,788,1,3
"org.apache.catalina.ha.authenticator.SingleSignOnMessage",0,2,2,2,4
"org.apache.catalina.ha.backend.CollectedInfo",0,2,18,1,4
"org.apache.catalina.ha.backend.HeartbeatListener",3,11,749,3,3
"org.apache.catalina.ha.backend.MultiCastSender",3,5,749,1,3
"org.apache.catalina.ha.backend.Proxy",0,1,1,1,4
"org.apache.catalina.ha.backend.Proxy.State",0,0,0,1,5
"org.apache.catalina.ha.backend.TcpSender",3,6,749,1,3
"org.apache.catalina.ha.context.ReplicatedContext",1,15,801,1,1
"org.apache.catalina.ha.context.ReplicatedContext.MultiEnumeration",0,1,1,1,2
"org.apache.catalina.ha.context.ReplicatedContext.ReplApplContext",1,7,801,1,1
"org.apache.catalina.ha.deploy.FarmWarDeployer",0,21,794,1,2
"org.apache.catalina.ha.deploy.FileMessage",0,2,3,2,4
"org.apache.catalina.ha.deploy.FileMessageFactory",0,3,9,1,3
"org.apache.catalina.ha.deploy.UndeployMessage",0,2,2,1,3
"org.apache.catalina.ha.deploy.WarWatcher",0,6,8,1,3
"org.apache.catalina.ha.deploy.WarWatcher.WarFilter",0,0,0,1,4
"org.apache.catalina.ha.deploy.WarWatcher.WarInfo",0,0,0,1,4
"org.apache.catalina.ha.jmx.ClusterJmxHelper",1,12,877,1,1
"org.apache.catalina.ha.session.BackupManager",4,21,813,1,7
"org.apache.catalina.ha.session.ClusterManagerBase",0,6,786,3,8
"org.apache.catalina.ha.session.ClusterSessionListener",0,7,787,1,2
"org.apache.catalina.ha.session.Constants",0,0,0,6,13
"org.apache.catalina.ha.session.DeltaManager",4,30,813,4,7
"org.apache.catalina.ha.session.DeltaRequest",4,9,813,2,7
"org.apache.catalina.ha.session.DeltaRequest.AttributeInfo",0,0,0,1,8
"org.apache.catalina.ha.session.DeltaSession",4,22,813,5,7
"org.apache.catalina.ha.session.JvmRouteBinderValve",0,24,824,1,2
"org.apache.catalina.ha.session.JvmRouteSessionIDBinderListener",0,16,789,1,2
"org.apache.catalina.ha.session.ReplicatedSession",1,5,793,1,1
"org.apache.catalina.ha.session.SerializablePrincipal",0,7,744,4,11
"org.apache.catalina.ha.session.SessionIDMessage",0,1,3,2,4
"org.apache.catalina.ha.session.SessionMessageImpl",0,2,4,2,10
"org.apache.catalina.ha.session.SimpleTcpReplicationManager",1,24,793,1,1
"org.apache.catalina.ha.session.StandardSessionContext",0,3,41,0,0
"org.apache.catalina.ha.tcp.Constants",0,0,0,2,8
"org.apache.catalina.ha.tcp.ReplicationValve",4,23,813,2,7
"org.apache.catalina.ha.tcp.SendMessageData",0,1,1,1,2
"org.apache.catalina.ha.tcp.SimpleTcpCluster",1,38,877,1,1
"org.apache.catalina.loader.Constants",0,0,0,2,339
"org.apache.catalina.loader.JdbcLeakPrevention",0,0,0,0,0
"org.apache.catalina.loader.ResourceEntry",0,0,0,2,339
"org.apache.catalina.loader.StandardClassLoader",0,1,1,1,3
"org.apache.catalina.loader.VirtualWebappLoader",0,5,743,1,1
"org.apache.catalina.loader.WebappClassLoader",1,18,42,3,338
"org.apache.catalina.loader.WebappClassLoader.PrivilegedFindResourceByName",1,2,42,1,338
"org.apache.catalina.loader.WebappClassLoader.PrivilegedGetClassLoader",0,0,0,1,339
"org.apache.catalina.loader.WebappLoader",174,23,742,5,336
"org.apache.catalina.manager.Constants",0,1,1,4,4
