SmellMetrics,Ter, 12 jun 2018 17:05:48 BRT
Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"DocTaglet.genLink(String)",7,1,n/a,10,1,1,7,2
"DocTaglet.getBaseDocURI()",n/a,1,2,n/a,n/a,0,n/a,n/a
"DocTaglet.getHeader()",n/a,1,2,n/a,n/a,0,n/a,n/a
"DocTaglet.inConstructor()",0,0,n/a,3,0,0,1,1
"DocTaglet.inField()",0,0,n/a,3,0,0,1,1
"DocTaglet.inMethod()",0,0,n/a,3,0,0,1,1
"DocTaglet.inOverview()",0,0,n/a,3,0,0,1,1
"DocTaglet.inPackage()",0,0,n/a,3,0,0,1,1
"DocTaglet.inType()",0,0,n/a,3,0,0,1,1
"DocTaglet.isInlineTag()",0,0,n/a,3,0,0,1,1
"DocTaglet.toString(Tag)",1,0,n/a,3,0,1,1,1
"DocTaglet.toString(Tag[])",9,1,n/a,10,1,1,6,3
"ManualTaglet.getBaseDocURI()",0,1,n/a,4,0,0,1,1
"ManualTaglet.getHeader()",0,1,n/a,4,0,0,1,1
"ManualTaglet.getName()",0,2,n/a,3,0,0,1,1
"ManualTaglet.register(Map<String, Taglet>)",3,0,n/a,4,0,1,2,1
"ServerReleaseTaglet.getBaseDocURI()",0,1,n/a,4,0,0,1,1
"ServerReleaseTaglet.getHeader()",0,1,n/a,4,0,0,1,1
"ServerReleaseTaglet.getName()",0,1,n/a,4,0,0,1,1
"ServerReleaseTaglet.register(Map<String, Taglet>)",3,0,n/a,4,0,1,2,1
"com.mongodb.AcknowledgedBulkWriteResult.AcknowledgedBulkWriteResult(int,int,int,Integer,List<BulkWriteUpsert>)",2,1,n/a,8,0,5,5,1
"com.mongodb.AcknowledgedBulkWriteResult.equals(Object)",4,429,n/a,26,1,1,16,10
"com.mongodb.AcknowledgedBulkWriteResult.getInsertedCount()",0,0,n/a,4,0,0,1,1
"com.mongodb.AcknowledgedBulkWriteResult.getMatchedCount()",0,0,n/a,4,0,0,1,1
"com.mongodb.AcknowledgedBulkWriteResult.getModifiedCount()",1,1,n/a,8,1,0,3,2
"com.mongodb.AcknowledgedBulkWriteResult.getRemovedCount()",0,0,n/a,4,0,0,1,1
"com.mongodb.AcknowledgedBulkWriteResult.getUpserts()",0,0,n/a,4,0,0,1,1
"com.mongodb.AcknowledgedBulkWriteResult.hashCode()",2,296,n/a,9,0,0,6,2
"com.mongodb.AcknowledgedBulkWriteResult.isAcknowledged()",0,0,n/a,4,0,0,1,1
"com.mongodb.AcknowledgedBulkWriteResult.isModifiedCountAvailable()",0,1,n/a,4,0,0,1,1
"com.mongodb.AcknowledgedBulkWriteResult.toString()",0,564,n/a,10,0,0,1,1
"com.mongodb.AggregateIterableImpl.AggregateIterableImpl(ClientSession,MongoNamespace,Class<TDocument>,Class<TResult>,CodecRegistry,ReadPreference,ReadConcern,WriteConcern,OperationExecutor,List<? extends Bson>)",7,1,n/a,12,0,10,7,1
"com.mongodb.AggregateIterableImpl.allowDiskUse(Boolean)",0,0,n/a,5,0,1,2,1
"com.mongodb.AggregateIterableImpl.asReadOperation()",32,1,n/a,29,2,0,9,4
"com.mongodb.AggregateIterableImpl.batchSize(int)",1,8,n/a,5,0,1,2,1
"com.mongodb.AggregateIterableImpl.bypassDocumentValidation(Boolean)",0,0,n/a,5,0,1,2,1
"com.mongodb.AggregateIterableImpl.collation(Collation)",0,0,n/a,5,0,1,2,1
"com.mongodb.AggregateIterableImpl.comment(String)",0,0,n/a,5,0,1,2,1
"com.mongodb.AggregateIterableImpl.createAggregateToCollectionOperation(List<BsonDocument>)",8,2,n/a,9,0,1,1,2
"com.mongodb.AggregateIterableImpl.createBsonDocumentList(List<? extends Bson>)",5,2,n/a,10,2,1,6,3
"com.mongodb.AggregateIterableImpl.getOutCollection(List<BsonDocument>)",4,2,n/a,3,0,1,1,2
"com.mongodb.AggregateIterableImpl.hint(Bson)",0,0,n/a,5,0,1,2,1
"com.mongodb.AggregateIterableImpl.maxAwaitTime(long,TimeUnit)",2,0,n/a,6,0,2,3,1
"com.mongodb.AggregateIterableImpl.maxTime(long,TimeUnit)",2,0,n/a,6,0,2,3,1
"com.mongodb.AggregateIterableImpl.toCollection()",7,0,n/a,8,1,0,4,2
"com.mongodb.AggregateIterableImpl.useCursor(Boolean)",0,0,n/a,6,0,1,2,1
"com.mongodb.AggregationOptions.AggregationOptions(Builder)",0,1,n/a,8,0,1,6,1
"com.mongodb.AggregationOptions.Builder.Builder()",0,1,n/a,2,0,0,0,1
"com.mongodb.AggregationOptions.Builder.allowDiskUse(Boolean)",0,0,n/a,12,0,1,2,1
"com.mongodb.AggregationOptions.Builder.batchSize(Integer)",0,0,n/a,11,0,1,2,1
"com.mongodb.AggregationOptions.Builder.build()",1,1,n/a,8,0,0,1,1
"com.mongodb.AggregationOptions.Builder.bypassDocumentValidation(Boolean)",0,0,n/a,12,0,1,2,1
"com.mongodb.AggregationOptions.Builder.collation(Collation)",0,0,n/a,12,0,1,2,1
"com.mongodb.AggregationOptions.Builder.maxTime(long,TimeUnit)",1,0,n/a,12,0,2,2,1
"com.mongodb.AggregationOptions.Builder.outputMode(OutputMode)",0,0,n/a,15,0,1,2,1
"com.mongodb.AggregationOptions.builder()",1,1,n/a,8,0,0,1,1
"com.mongodb.AggregationOptions.getAllowDiskUse()",0,3,n/a,10,0,0,1,1
"com.mongodb.AggregationOptions.getBatchSize()",0,1,n/a,9,0,0,1,1
"com.mongodb.AggregationOptions.getBypassDocumentValidation()",0,1,n/a,10,0,0,1,1
"com.mongodb.AggregationOptions.getCollation()",0,4,n/a,10,0,0,1,1
"com.mongodb.AggregationOptions.getMaxTime(TimeUnit)",1,3,n/a,11,0,1,1,1
"com.mongodb.AggregationOptions.getOutputMode()",0,1,n/a,13,0,0,1,1
"com.mongodb.AggregationOptions.toString()",0,564,n/a,11,0,0,1,1
"com.mongodb.AggregationOutput.AggregationOutput(List<DBObject>)",0,2,n/a,3,0,1,1,1
"com.mongodb.AggregationOutput.results()",0,0,n/a,9,0,0,1,1
"com.mongodb.AuthenticationMechanism.AuthenticationMechanism(String)",0,5,n/a,3,0,1,1,1
"com.mongodb.AuthenticationMechanism.fromMechanismName(String)",2,1,n/a,14,1,1,4,2
"com.mongodb.AuthenticationMechanism.getMechanismName()",0,15,n/a,8,0,0,1,1
"com.mongodb.AuthenticationMechanism.toString()",0,577,n/a,4,0,0,1,1
"com.mongodb.BSONTimestampCodec.decode(BsonReader,DecoderContext)",4,103,n/a,5,0,2,2,1
"com.mongodb.BSONTimestampCodec.encode(BsonWriter,BSONTimestamp,EncoderContext)",4,100,n/a,4,0,3,1,1
"com.mongodb.BSONTimestampCodec.getEncoderClass()",0,13,n/a,4,0,0,1,1
"com.mongodb.BasicDBList.copy()",6,2,n/a,20,2,0,11,4
