Complexity metrics,Sex, 27 out 2017 11:21:48 BRST
Method,ev(G),iv(G),v(G)
"com.google.common.collect.ImmutableEnumSet.EnumSerializedForm.EnumSerializedForm(EnumSet<E>)",1,1,1
"com.google.common.collect.ImmutableEnumSet.EnumSerializedForm.readResolve()",1,1,1
"com.google.common.collect.ImmutableEnumSet.ImmutableEnumSet(EnumSet<E>)",1,1,1
"com.google.common.collect.ImmutableEnumSet.contains(Object)",1,1,1
"com.google.common.collect.ImmutableEnumSet.containsAll(Collection<?>)",1,1,1
"com.google.common.collect.ImmutableEnumSet.equals(Object)",1,2,2
"com.google.common.collect.ImmutableEnumSet.hashCode()",1,2,2
"com.google.common.collect.ImmutableEnumSet.isEmpty()",1,1,1
"com.google.common.collect.ImmutableEnumSet.isPartialView()",1,1,1
"com.google.common.collect.ImmutableEnumSet.iterator()",1,1,1
"com.google.common.collect.ImmutableEnumSet.size()",1,1,1
"com.google.common.collect.ImmutableEnumSet.toArray()",1,1,1
"com.google.common.collect.ImmutableEnumSet.toArray(T[])",1,1,1
"com.google.common.collect.ImmutableEnumSet.toString()",1,1,1
"com.google.common.collect.ImmutableEnumSet.writeReplace()",1,1,1
"com.google.common.collect.ImmutableEnumSet_CustomFieldSerializer.deserialize(SerializationStreamReader,ImmutableEnumSet<?>)",1,1,1
"com.google.common.collect.ImmutableEnumSet_CustomFieldSerializer.instantiate(SerializationStreamReader)",1,1,1
"com.google.common.collect.ImmutableEnumSet_CustomFieldSerializer.serialize(SerializationStreamWriter,ImmutableEnumSet<?>)",1,1,1
"com.google.common.collect.ImmutableList.Builder.Builder()",1,1,1
"com.google.common.collect.ImmutableList.Builder.Builder(int)",1,1,1
"com.google.common.collect.ImmutableList.Builder.add(E)",1,1,1
"com.google.common.collect.ImmutableList.Builder.add(E...)",1,2,2
"com.google.common.collect.ImmutableList.Builder.addAll(Iterable<? extends E>)",1,2,2
"com.google.common.collect.ImmutableList.Builder.addAll(Iterator<? extends E>)",1,1,1
"com.google.common.collect.ImmutableList.Builder.build()",4,4,5
"com.google.common.collect.ImmutableList.Builder.expandFor(int)",1,2,2
"com.google.common.collect.ImmutableList.ImmutableList()",1,1,1
"com.google.common.collect.ImmutableList.ReverseImmutableList.ReverseImmutableList(ImmutableList<E>)",1,1,1
"com.google.common.collect.ImmutableList.ReverseImmutableList.contains(Object)",1,1,1
"com.google.common.collect.ImmutableList.ReverseImmutableList.containsAll(Collection<?>)",1,1,1
"com.google.common.collect.ImmutableList.ReverseImmutableList.get(int)",1,1,1
"com.google.common.collect.ImmutableList.ReverseImmutableList.indexOf(Object)",1,2,2
"com.google.common.collect.ImmutableList.ReverseImmutableList.isEmpty()",1,1,1
"com.google.common.collect.ImmutableList.ReverseImmutableList.isPartialView()",1,1,1
"com.google.common.collect.ImmutableList.ReverseImmutableList.lastIndexOf(Object)",1,2,2
"com.google.common.collect.ImmutableList.ReverseImmutableList.listIterator(int)",1,1,1
"com.google.common.collect.ImmutableList.ReverseImmutableList.reverse()",1,1,1
"com.google.common.collect.ImmutableList.ReverseImmutableList.reverseIndex(int)",1,1,1
"com.google.common.collect.ImmutableList.ReverseImmutableList.reversePosition(int)",1,1,1
"com.google.common.collect.ImmutableList.ReverseImmutableList.size()",1,1,1
"com.google.common.collect.ImmutableList.ReverseImmutableList.subList(int,int)",1,1,1
"com.google.common.collect.ImmutableList.SerializedForm.SerializedForm(Object[])",1,1,1
"com.google.common.collect.ImmutableList.SerializedForm.readResolve()",1,1,1
"com.google.common.collect.ImmutableList.SubList.SubList(int,int)",1,1,1
"com.google.common.collect.ImmutableList.SubList.get(int)",1,1,1
"com.google.common.collect.ImmutableList.SubList.isPartialView()",1,1,1
"com.google.common.collect.ImmutableList.SubList.size()",1,1,1
"com.google.common.collect.ImmutableList.SubList.subList(int,int)",1,1,1
"com.google.common.collect.ImmutableList.add(int,E)",1,1,1
"com.google.common.collect.ImmutableList.addAll(int,Collection<? extends E>)",1,1,1
"com.google.common.collect.ImmutableList.asImmutableList(Object[])",3,3,4
"com.google.common.collect.ImmutableList.asList()",1,1,1
"com.google.common.collect.ImmutableList.builder()",1,1,1
"com.google.common.collect.ImmutableList.construct(Object...)",1,2,2
"com.google.common.collect.ImmutableList.contains(Object)",1,1,1
"com.google.common.collect.ImmutableList.copyFromCollection(Collection<? extends E>)",1,1,1
"com.google.common.collect.ImmutableList.copyOf(Collection<? extends E>)",2,3,3
"com.google.common.collect.ImmutableList.copyOf(E[])",4,3,4
"com.google.common.collect.ImmutableList.copyOf(Iterable<? extends E>)",1,2,2
"com.google.common.collect.ImmutableList.copyOf(Iterator<? extends E>)",3,3,3
"com.google.common.collect.ImmutableList.equals(Object)",1,1,1
"com.google.common.collect.ImmutableList.hashCode()",1,1,1
"com.google.common.collect.ImmutableList.indexOf(Object)",1,2,2
"com.google.common.collect.ImmutableList.iterator()",1,1,1
"com.google.common.collect.ImmutableList.lastIndexOf(Object)",1,2,2
"com.google.common.collect.ImmutableList.listIterator()",1,1,1
"com.google.common.collect.ImmutableList.listIterator(int)",1,1,1
"com.google.common.collect.ImmutableList.of()",1,1,1
"com.google.common.collect.ImmutableList.of(E)",1,1,1
"com.google.common.collect.ImmutableList.of(E,E)",1,1,1
"com.google.common.collect.ImmutableList.of(E,E,E)",1,1,1
"com.google.common.collect.ImmutableList.of(E,E,E,E)",1,1,1
"com.google.common.collect.ImmutableList.of(E,E,E,E,E)",1,1,1
"com.google.common.collect.ImmutableList.of(E,E,E,E,E,E)",1,1,1
"com.google.common.collect.ImmutableList.of(E,E,E,E,E,E,E)",1,1,1
"com.google.common.collect.ImmutableList.of(E,E,E,E,E,E,E,E)",1,1,1
"com.google.common.collect.ImmutableList.of(E,E,E,E,E,E,E,E,E)",1,1,1
"com.google.common.collect.ImmutableList.of(E,E,E,E,E,E,E,E,E,E)",1,1,1
"com.google.common.collect.ImmutableList.of(E,E,E,E,E,E,E,E,E,E,E)",1,1,1
"com.google.common.collect.ImmutableList.of(E,E,E,E,E,E,E,E,E,E,E,E,E...)",1,1,1
"com.google.common.collect.ImmutableList.readObject(ObjectInputStream)",1,1,1
"com.google.common.collect.ImmutableList.remove(int)",1,1,1
"com.google.common.collect.ImmutableList.reverse()",1,1,1
"com.google.common.collect.ImmutableList.set(int,E)",1,1,1
"com.google.common.collect.ImmutableList.subList(int,int)",4,4,4
"com.google.common.collect.ImmutableList.subListUnchecked(int,int)",1,1,1
"com.google.common.collect.ImmutableList.writeReplace()",1,1,1
"com.google.common.collect.ImmutableListMultimap.Builder.Builder()",1,1,1
"com.google.common.collect.ImmutableListMultimap.Builder.build()",1,1,1
"com.google.common.collect.ImmutableListMultimap.Builder.orderKeysBy(Comparator<? super K>)",1,1,1
"com.google.common.collect.ImmutableListMultimap.Builder.orderValuesBy(Comparator<? super V>)",1,1,1
"com.google.common.collect.ImmutableListMultimap.Builder.put(Entry<? extends K, ? extends V>)",1,1,1
"com.google.common.collect.ImmutableListMultimap.Builder.put(K,V)",1,1,1
"com.google.common.collect.ImmutableListMultimap.Builder.putAll(K,Iterable<? extends V>)",1,1,1
"com.google.common.collect.ImmutableListMultimap.Builder.putAll(K,V...)",1,1,1
"com.google.common.collect.ImmutableListMultimap.Builder.putAll(Multimap<? extends K, ? extends V>)",1,1,1
"com.google.common.collect.ImmutableListMultimap.ImmutableListMultimap(ImmutableMap<K, ImmutableList<V>>,int)",1,1,1
"com.google.common.collect.ImmutableListMultimap.builder()",1,1,1
"com.google.common.collect.ImmutableListMultimap.copyOf(Multimap<? extends K, ? extends V>)",4,5,6
"com.google.common.collect.ImmutableListMultimap.get(K)",1,2,2
"com.google.common.collect.ImmutableListMultimap.inverse()",1,2,2
"com.google.common.collect.ImmutableListMultimap.invert()",1,2,2
"com.google.common.collect.ImmutableListMultimap.of()",1,1,1
"com.google.common.collect.ImmutableListMultimap.of(K,V)",1,1,1
"com.google.common.collect.ImmutableListMultimap.of(K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableListMultimap.of(K,V,K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableListMultimap.of(K,V,K,V,K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableListMultimap.of(K,V,K,V,K,V,K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableListMultimap.readObject(ObjectInputStream)",4,4,6
"com.google.common.collect.ImmutableListMultimap.removeAll(Object)",1,1,1
"com.google.common.collect.ImmutableListMultimap.replaceValues(K,Iterable<? extends V>)",1,1,1
"com.google.common.collect.ImmutableListMultimap.writeObject(ObjectOutputStream)",1,1,1
"com.google.common.collect.ImmutableListMultimap_CustomFieldSerializer.deserialize(SerializationStreamReader,ImmutableListMultimap<?, ?>)",1,1,1
"com.google.common.collect.ImmutableListMultimap_CustomFieldSerializer.instantiate(SerializationStreamReader)",1,1,1
"com.google.common.collect.ImmutableListMultimap_CustomFieldSerializer.serialize(SerializationStreamWriter,ImmutableListMultimap<?, ?>)",1,1,1
"com.google.common.collect.ImmutableMap.Builder.Builder()",1,1,1
"com.google.common.collect.ImmutableMap.Builder.build()",1,1,1
"com.google.common.collect.ImmutableMap.Builder.fromEntryList(List<Entry<K, V>>)",4,4,4
"com.google.common.collect.ImmutableMap.Builder.put(Entry<? extends K, ? extends V>)",1,2,2
"com.google.common.collect.ImmutableMap.Builder.put(K,V)",1,1,1
"com.google.common.collect.ImmutableMap.Builder.putAll(Map<? extends K, ? extends V>)",1,2,2
"com.google.common.collect.ImmutableMap.ImmutableMap()",1,1,1
"com.google.common.collect.ImmutableMap.SerializedForm.SerializedForm(ImmutableMap<?, ?>)",1,2,2
"com.google.common.collect.ImmutableMap.SerializedForm.createMap(Builder<Object, Object>)",1,2,2
"com.google.common.collect.ImmutableMap.SerializedForm.readResolve()",1,1,1
"com.google.common.collect.ImmutableMap.builder()",1,1,1
"com.google.common.collect.ImmutableMap.clear()",1,1,1
"com.google.common.collect.ImmutableMap.containsKey(Object)",1,1,1
"com.google.common.collect.ImmutableMap.containsValue(Object)",1,2,2
"com.google.common.collect.ImmutableMap.copyOf(Map<? extends K, ? extends V>)",6,6,8
"com.google.common.collect.ImmutableMap.createKeySet()",1,1,1
"com.google.common.collect.ImmutableMap.createValues()",1,1,1
"com.google.common.collect.ImmutableMap.entryOf(K,V)",1,1,1
"com.google.common.collect.ImmutableMap.entrySet()",1,2,2
"com.google.common.collect.ImmutableMap.equals(Object)",1,1,1
"com.google.common.collect.ImmutableMap.hashCode()",1,1,1
"com.google.common.collect.ImmutableMap.isEmpty()",1,1,1
"com.google.common.collect.ImmutableMap.keySet()",1,2,2
"com.google.common.collect.ImmutableMap.of()",1,1,1
"com.google.common.collect.ImmutableMap.of(K,V)",1,1,1
"com.google.common.collect.ImmutableMap.of(K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableMap.of(K,V,K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableMap.of(K,V,K,V,K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableMap.of(K,V,K,V,K,V,K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableMap.put(K,V)",1,1,1
"com.google.common.collect.ImmutableMap.putAll(Map<? extends K, ? extends V>)",1,1,1
"com.google.common.collect.ImmutableMap.remove(Object)",1,1,1
"com.google.common.collect.ImmutableMap.toString()",1,1,1
"com.google.common.collect.ImmutableMap.values()",1,2,2
"com.google.common.collect.ImmutableMap.writeReplace()",1,1,1
"com.google.common.collect.ImmutableMapEntrySet.EntrySetSerializedForm.EntrySetSerializedForm(ImmutableMap<K, V>)",1,1,1
"com.google.common.collect.ImmutableMapEntrySet.EntrySetSerializedForm.readResolve()",1,1,1
"com.google.common.collect.ImmutableMapEntrySet.ImmutableMapEntrySet()",1,1,1
"com.google.common.collect.ImmutableMapEntrySet.contains(Object)",2,3,3
"com.google.common.collect.ImmutableMapEntrySet.isPartialView()",1,1,1
"com.google.common.collect.ImmutableMapEntrySet.size()",1,1,1
"com.google.common.collect.ImmutableMapEntrySet.writeReplace()",1,1,1
"com.google.common.collect.ImmutableMapKeySet.ImmutableMapKeySet(ImmutableSet<Entry<K, V>>)",1,1,1
"com.google.common.collect.ImmutableMapKeySet.ImmutableMapKeySet(ImmutableSet<Entry<K, V>>,int)",1,1,1
"com.google.common.collect.ImmutableMapKeySet.KeySetSerializedForm.KeySetSerializedForm(ImmutableMap<K, ?>)",1,1,1
"com.google.common.collect.ImmutableMapKeySet.KeySetSerializedForm.readResolve()",1,1,1
"com.google.common.collect.ImmutableMapKeySet.contains(Object)",1,1,1
"com.google.common.collect.ImmutableMapKeySet.createAsList()",1,1,1
"com.google.common.collect.ImmutableMapKeySet.isPartialView()",1,1,1
"com.google.common.collect.ImmutableMapKeySet.transform(Entry<K, V>)",1,1,1
"com.google.common.collect.ImmutableMapKeySet.writeReplace()",1,1,1
"com.google.common.collect.ImmutableMapValues.ImmutableMapValues()",1,1,1
"com.google.common.collect.ImmutableMapValues.SerializedForm.SerializedForm(ImmutableMap<?, V>)",1,1,1
"com.google.common.collect.ImmutableMapValues.SerializedForm.readResolve()",1,1,1
"com.google.common.collect.ImmutableMapValues.contains(Object)",1,1,1
"com.google.common.collect.ImmutableMapValues.createAsList()",1,1,1
"com.google.common.collect.ImmutableMapValues.isPartialView()",1,1,1
"com.google.common.collect.ImmutableMapValues.iterator()",1,1,1
"com.google.common.collect.ImmutableMapValues.size()",1,1,1
"com.google.common.collect.ImmutableMapValues.writeReplace()",1,1,1
"com.google.common.collect.ImmutableMultimap.Builder.Builder()",1,1,1
"com.google.common.collect.ImmutableMultimap.Builder.build()",1,5,5
"com.google.common.collect.ImmutableMultimap.Builder.orderKeysBy(Comparator<? super K>)",1,1,1
"com.google.common.collect.ImmutableMultimap.Builder.orderValuesBy(Comparator<? super V>)",1,1,1
"com.google.common.collect.ImmutableMultimap.Builder.put(Entry<? extends K, ? extends V>)",1,1,1
"com.google.common.collect.ImmutableMultimap.Builder.put(K,V)",1,1,1
"com.google.common.collect.ImmutableMultimap.Builder.putAll(K,Iterable<? extends V>)",1,2,2
"com.google.common.collect.ImmutableMultimap.Builder.putAll(K,V...)",1,1,1
"com.google.common.collect.ImmutableMultimap.Builder.putAll(Multimap<? extends K, ? extends V>)",1,2,2
"com.google.common.collect.ImmutableMultimap.BuilderMultimap.BuilderMultimap()",1,1,1
"com.google.common.collect.ImmutableMultimap.BuilderMultimap.createCollection()",1,1,1
"com.google.common.collect.ImmutableMultimap.EntryCollection.EntryCollection(ImmutableMultimap<K, V>)",1,1,1
"com.google.common.collect.ImmutableMultimap.EntryCollection.contains(Object)",2,2,2
"com.google.common.collect.ImmutableMultimap.EntryCollection.isPartialView()",1,1,1
"com.google.common.collect.ImmutableMultimap.EntryCollection.iterator()",1,5,5
"com.google.common.collect.ImmutableMultimap.EntryCollection.size()",1,1,1
"com.google.common.collect.ImmutableMultimap.ImmutableMultimap(ImmutableMap<K, ? extends ImmutableCollection<V>>,int)",1,1,1
"com.google.common.collect.ImmutableMultimap.Keys.KeysEntrySet.createAsList()",1,1,1
"com.google.common.collect.ImmutableMultimap.Keys.KeysEntrySet.iterator()",1,1,1
"com.google.common.collect.ImmutableMultimap.Keys.KeysEntrySet.size()",1,1,1
"com.google.common.collect.ImmutableMultimap.Keys.contains(Object)",1,1,1
"com.google.common.collect.ImmutableMultimap.Keys.count(Object)",1,2,2
"com.google.common.collect.ImmutableMultimap.Keys.createEntrySet()",1,1,1
"com.google.common.collect.ImmutableMultimap.Keys.elementSet()",1,1,1
"com.google.common.collect.ImmutableMultimap.Keys.isPartialView()",1,1,1
"com.google.common.collect.ImmutableMultimap.Keys.size()",1,1,1
"com.google.common.collect.ImmutableMultimap.Values.Values(ImmutableMultimap<?, V>)",1,1,1
"com.google.common.collect.ImmutableMultimap.Values.isPartialView()",1,1,1
"com.google.common.collect.ImmutableMultimap.Values.iterator()",1,1,1
"com.google.common.collect.ImmutableMultimap.Values.size()",1,1,1
"com.google.common.collect.ImmutableMultimap.asMap()",1,1,1
"com.google.common.collect.ImmutableMultimap.builder()",1,1,1
"com.google.common.collect.ImmutableMultimap.clear()",1,1,1
"com.google.common.collect.ImmutableMultimap.containsEntry(Object,Object)",1,2,2
"com.google.common.collect.ImmutableMultimap.containsKey(Object)",1,1,1
"com.google.common.collect.ImmutableMultimap.containsValue(Object)",3,2,3
"com.google.common.collect.ImmutableMultimap.copyOf(Multimap<? extends K, ? extends V>)",3,2,3
"com.google.common.collect.ImmutableMultimap.createKeys()",1,1,1
"com.google.common.collect.ImmutableMultimap.entries()",1,1,2
"com.google.common.collect.ImmutableMultimap.equals(Object)",2,2,2
"com.google.common.collect.ImmutableMultimap.hashCode()",1,1,1
"com.google.common.collect.ImmutableMultimap.isEmpty()",1,1,1
"com.google.common.collect.ImmutableMultimap.isPartialView()",1,1,1
"com.google.common.collect.ImmutableMultimap.keySet()",1,1,1
"com.google.common.collect.ImmutableMultimap.keys()",1,2,2
"com.google.common.collect.ImmutableMultimap.of()",1,1,1
"com.google.common.collect.ImmutableMultimap.of(K,V)",1,1,1
"com.google.common.collect.ImmutableMultimap.of(K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableMultimap.of(K,V,K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableMultimap.of(K,V,K,V,K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableMultimap.of(K,V,K,V,K,V,K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableMultimap.put(K,V)",1,1,1
"com.google.common.collect.ImmutableMultimap.putAll(K,Iterable<? extends V>)",1,1,1
"com.google.common.collect.ImmutableMultimap.putAll(Multimap<? extends K, ? extends V>)",1,1,1
"com.google.common.collect.ImmutableMultimap.remove(Object,Object)",1,1,1
"com.google.common.collect.ImmutableMultimap.removeAll(Object)",1,1,1
"com.google.common.collect.ImmutableMultimap.replaceValues(K,Iterable<? extends V>)",1,1,1
"com.google.common.collect.ImmutableMultimap.size()",1,1,1
"com.google.common.collect.ImmutableMultimap.toString()",1,1,1
"com.google.common.collect.ImmutableMultimap.values()",1,1,2
"com.google.common.collect.ImmutableMultiset.Builder.Builder()",1,1,1
"com.google.common.collect.ImmutableMultiset.Builder.Builder(Multiset<E>)",1,1,1
"com.google.common.collect.ImmutableMultiset.Builder.add(E)",1,1,1
"com.google.common.collect.ImmutableMultiset.Builder.add(E...)",1,1,1
"com.google.common.collect.ImmutableMultiset.Builder.addAll(Iterable<? extends E>)",1,3,3
"com.google.common.collect.ImmutableMultiset.Builder.addAll(Iterator<? extends E>)",1,1,1
"com.google.common.collect.ImmutableMultiset.Builder.addCopies(E,int)",1,1,1
"com.google.common.collect.ImmutableMultiset.Builder.build()",1,1,1
"com.google.common.collect.ImmutableMultiset.Builder.setCount(E,int)",1,1,1
"com.google.common.collect.ImmutableMultiset.EntrySet.contains(Object)",3,2,3
"com.google.common.collect.ImmutableMultiset.EntrySet.hashCode()",1,1,1
"com.google.common.collect.ImmutableMultiset.EntrySet.isPartialView()",1,1,1
"com.google.common.collect.ImmutableMultiset.EntrySet.toArray()",1,1,1
"com.google.common.collect.ImmutableMultiset.EntrySet.toArray(T[])",1,2,4
"com.google.common.collect.ImmutableMultiset.EntrySet.writeReplace()",1,1,1
"com.google.common.collect.ImmutableMultiset.EntrySetSerializedForm.EntrySetSerializedForm(ImmutableMultiset<E>)",1,1,1
"com.google.common.collect.ImmutableMultiset.EntrySetSerializedForm.readResolve()",1,1,1
"com.google.common.collect.ImmutableMultiset.ImmutableMultiset()",1,1,1
"com.google.common.collect.ImmutableMultiset.SerializedForm.SerializedForm(Multiset<?>)",1,2,2
"com.google.common.collect.ImmutableMultiset.SerializedForm.readResolve()",1,2,2
"com.google.common.collect.ImmutableMultiset.add(E,int)",1,1,1
"com.google.common.collect.ImmutableMultiset.builder()",1,1,1
"com.google.common.collect.ImmutableMultiset.contains(Object)",1,1,1
"com.google.common.collect.ImmutableMultiset.containsAll(Collection<?>)",1,1,1
"com.google.common.collect.ImmutableMultiset.copyFromEntries(Collection<? extends Entry<? extends E>>)",2,4,4
"com.google.common.collect.ImmutableMultiset.copyOf(E[])",1,1,1
"com.google.common.collect.ImmutableMultiset.copyOf(Iterable<? extends E>)",3,3,4
"com.google.common.collect.ImmutableMultiset.copyOf(Iterator<? extends E>)",1,1,1
"com.google.common.collect.ImmutableMultiset.copyOfInternal(E...)",1,1,1
"com.google.common.collect.ImmutableMultiset.copyOfInternal(Multiset<? extends E>)",1,1,1
"com.google.common.collect.ImmutableMultiset.entrySet()",1,2,2
"com.google.common.collect.ImmutableMultiset.equals(Object)",6,3,6
"com.google.common.collect.ImmutableMultiset.hashCode()",1,1,1
"com.google.common.collect.ImmutableMultiset.iterator()",1,3,3
"com.google.common.collect.ImmutableMultiset.of()",1,1,1
"com.google.common.collect.ImmutableMultiset.of(E)",1,1,1
"com.google.common.collect.ImmutableMultiset.of(E,E)",1,1,1
"com.google.common.collect.ImmutableMultiset.of(E,E,E)",1,1,1
"com.google.common.collect.ImmutableMultiset.of(E,E,E,E)",1,1,1
"com.google.common.collect.ImmutableMultiset.of(E,E,E,E,E)",1,1,1
"com.google.common.collect.ImmutableMultiset.of(E,E,E,E,E,E,E...)",1,1,1
"com.google.common.collect.ImmutableMultiset.remove(Object,int)",1,1,1
"com.google.common.collect.ImmutableMultiset.setCount(E,int)",1,1,1
"com.google.common.collect.ImmutableMultiset.setCount(E,int,int)",1,1,1
"com.google.common.collect.ImmutableMultiset.toString()",1,1,1
"com.google.common.collect.ImmutableMultiset.writeReplace()",1,1,1
"com.google.common.collect.ImmutableSet.ArrayImmutableSet.ArrayImmutableSet(Object[])",1,1,1
"com.google.common.collect.ImmutableSet.ArrayImmutableSet.containsAll(Collection<?>)",6,3,6
"com.google.common.collect.ImmutableSet.ArrayImmutableSet.createAsList()",1,1,1
"com.google.common.collect.ImmutableSet.ArrayImmutableSet.isEmpty()",1,1,1
"com.google.common.collect.ImmutableSet.ArrayImmutableSet.isPartialView()",1,1,1
"com.google.common.collect.ImmutableSet.ArrayImmutableSet.iterator()",1,1,1
"com.google.common.collect.ImmutableSet.ArrayImmutableSet.size()",1,1,1
"com.google.common.collect.ImmutableSet.ArrayImmutableSet.toArray()",1,1,1
"com.google.common.collect.ImmutableSet.ArrayImmutableSet.toArray(T[])",1,1,1
"com.google.common.collect.ImmutableSet.Builder.Builder()",1,1,1
"com.google.common.collect.ImmutableSet.Builder.Builder(int)",1,1,1
"com.google.common.collect.ImmutableSet.Builder.add(E)",1,1,1
"com.google.common.collect.ImmutableSet.Builder.add(E...)",1,2,2
"com.google.common.collect.ImmutableSet.Builder.addAll(Iterable<? extends E>)",1,2,2
"com.google.common.collect.ImmutableSet.Builder.addAll(Iterator<? extends E>)",1,1,1
"com.google.common.collect.ImmutableSet.Builder.build()",1,1,1
"com.google.common.collect.ImmutableSet.Builder.expandFor(int)",1,2,2
"com.google.common.collect.ImmutableSet.ImmutableSet()",1,1,1
"com.google.common.collect.ImmutableSet.SerializedForm.SerializedForm(Object[])",1,1,1
"com.google.common.collect.ImmutableSet.SerializedForm.readResolve()",1,1,1
"com.google.common.collect.ImmutableSet.builder()",1,1,1
"com.google.common.collect.ImmutableSet.chooseTableSize(int)",2,2,3
"com.google.common.collect.ImmutableSet.construct(int,Object...)",9,9,10
"com.google.common.collect.ImmutableSet.copyFromCollection(Collection<? extends E>)",3,3,4
"com.google.common.collect.ImmutableSet.copyOf(Collection<? extends E>)",3,2,4
"com.google.common.collect.ImmutableSet.copyOf(E[])",4,4,4
"com.google.common.collect.ImmutableSet.copyOf(Iterable<? extends E>)",1,2,2
"com.google.common.collect.ImmutableSet.copyOf(Iterator<? extends E>)",3,3,3
"com.google.common.collect.ImmutableSet.equals(Object)",3,4,6
"com.google.common.collect.ImmutableSet.hashCode()",1,1,1
"com.google.common.collect.ImmutableSet.isHashCodeFast()",1,1,1
"com.google.common.collect.ImmutableSet.of()",1,1,1
"com.google.common.collect.ImmutableSet.of(E)",1,1,1
"com.google.common.collect.ImmutableSet.of(E,E)",1,1,1
"com.google.common.collect.ImmutableSet.of(E,E,E)",1,1,1
"com.google.common.collect.ImmutableSet.of(E,E,E,E)",1,1,1
"com.google.common.collect.ImmutableSet.of(E,E,E,E,E)",1,1,1
"com.google.common.collect.ImmutableSet.of(E,E,E,E,E,E,E...)",1,1,1
"com.google.common.collect.ImmutableSet.writeReplace()",1,1,1
"com.google.common.collect.ImmutableSetMultimap.Builder.Builder()",1,1,1
"com.google.common.collect.ImmutableSetMultimap.Builder.build()",1,3,3
"com.google.common.collect.ImmutableSetMultimap.Builder.orderKeysBy(Comparator<? super K>)",1,1,1
"com.google.common.collect.ImmutableSetMultimap.Builder.orderValuesBy(Comparator<? super V>)",1,1,1
"com.google.common.collect.ImmutableSetMultimap.Builder.put(Entry<? extends K, ? extends V>)",1,1,1
"com.google.common.collect.ImmutableSetMultimap.Builder.put(K,V)",1,1,1
"com.google.common.collect.ImmutableSetMultimap.Builder.putAll(K,Iterable<? extends V>)",1,2,2
"com.google.common.collect.ImmutableSetMultimap.Builder.putAll(K,V...)",1,1,1
"com.google.common.collect.ImmutableSetMultimap.Builder.putAll(Multimap<? extends K, ? extends V>)",1,2,2
"com.google.common.collect.ImmutableSetMultimap.BuilderMultimap.BuilderMultimap()",1,1,1
"com.google.common.collect.ImmutableSetMultimap.BuilderMultimap.createCollection()",1,1,1
"com.google.common.collect.ImmutableSetMultimap.ImmutableSetMultimap(ImmutableMap<K, ImmutableSet<V>>,int,Comparator<? super V>)",1,2,2
"com.google.common.collect.ImmutableSetMultimap.SortedKeyBuilderMultimap.SortedKeyBuilderMultimap(Comparator<? super K>,Multimap<K, V>)",1,1,1
"com.google.common.collect.ImmutableSetMultimap.SortedKeyBuilderMultimap.createCollection()",1,1,1
"com.google.common.collect.ImmutableSetMultimap.builder()",1,1,1
"com.google.common.collect.ImmutableSetMultimap.copyOf(Multimap<? extends K, ? extends V>)",1,1,1
"com.google.common.collect.ImmutableSetMultimap.copyOf(Multimap<? extends K, ? extends V>,Comparator<? super V>)",4,7,8
"com.google.common.collect.ImmutableSetMultimap.entries()",1,2,2
"com.google.common.collect.ImmutableSetMultimap.get(K)",3,3,3
"com.google.common.collect.ImmutableSetMultimap.inverse()",1,2,2
"com.google.common.collect.ImmutableSetMultimap.invert()",1,2,2
"com.google.common.collect.ImmutableSetMultimap.of()",1,1,1
"com.google.common.collect.ImmutableSetMultimap.of(K,V)",1,1,1
"com.google.common.collect.ImmutableSetMultimap.of(K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableSetMultimap.of(K,V,K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableSetMultimap.of(K,V,K,V,K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableSetMultimap.of(K,V,K,V,K,V,K,V,K,V)",1,1,1
"com.google.common.collect.ImmutableSetMultimap.readObject(ObjectInputStream)",5,4,7
"com.google.common.collect.ImmutableSetMultimap.removeAll(Object)",1,1,1
"com.google.common.collect.ImmutableSetMultimap.replaceValues(K,Iterable<? extends V>)",1,1,1
"com.google.common.collect.ImmutableSetMultimap.writeObject(ObjectOutputStream)",1,1,1
"com.google.common.collect.ImmutableSetMultimap_CustomFieldSerializer.deserialize(SerializationStreamReader,ImmutableSetMultimap<?, ?>)",1,1,1
"com.google.common.collect.ImmutableSetMultimap_CustomFieldSerializer.instantiate(SerializationStreamReader)",1,1,1
"com.google.common.collect.ImmutableSetMultimap_CustomFieldSerializer.serialize(SerializationStreamWriter,ImmutableSetMultimap<?, ?>)",1,1,1
"com.google.common.collect.ImmutableSortedAsList.ImmutableSortedAsList(ImmutableSortedSet<E>,ImmutableList<E>)",1,1,1
"com.google.common.collect.ImmutableSortedAsList.comparator()",1,1,1
