Complexity metrics,Ter, 24 out 2017 16:51:12 BRST
Method,ev(G),iv(G),v(G)
"com.android.monkeyrunner.controller.VariableFrame.VariableHolder.compareTo(VariableHolder)",1,1,1
"com.android.monkeyrunner.controller.VariableFrame.VariableHolder.getKey()",1,1,1
"com.android.monkeyrunner.controller.VariableFrame.VariableHolder.getValue()",1,1,1
"com.android.monkeyrunner.controller.VariableFrame.VariableTableModel.getColumnCount()",1,1,1
"com.android.monkeyrunner.controller.VariableFrame.VariableTableModel.getRowCount()",1,1,1
"com.android.monkeyrunner.controller.VariableFrame.VariableTableModel.getValueAt(int,int)",2,2,2
"com.android.monkeyrunner.controller.VariableFrame.VariableTableModel.refresh()",1,2,3
"com.android.monkeyrunner.controller.VariableFrame.getNthElement(Set<E>,int)",3,1,3
"com.android.monkeyrunner.controller.VariableFrame.init(IChimpDevice)",1,1,1
"com.android.monkeyrunner.easy.By.By(String)",1,1,1
"com.android.monkeyrunner.easy.By.classDictInit(PyObject)",1,1,1
"com.android.monkeyrunner.easy.By.findView(HierarchyViewer)",1,1,1
"com.android.monkeyrunner.easy.By.id(PyObject[],String[])",1,1,1
"com.android.monkeyrunner.easy.By.id(String)",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.EasyMonkeyDevice(MonkeyDevice)",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.__findattr_ex__(String)",2,2,2
"com.android.monkeyrunner.easy.EasyMonkeyDevice.classDictInit(PyObject)",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.exists(By)",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.exists(PyObject[],String[])",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.getElementCenter(By)",2,2,2
"com.android.monkeyrunner.easy.EasyMonkeyDevice.getFocusedWindowId()",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.getFocusedWindowId(PyObject[],String[])",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.getSelector(ArgParser,int)",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.getText(By)",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.getText(PyObject[],String[])",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.locate(PyObject[],String[])",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.touch(By,TouchPressType)",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.touch(PyObject[],String[])",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.type(By,String)",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.type(PyObject[],String[])",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.visible(By)",1,1,1
"com.android.monkeyrunner.easy.EasyMonkeyDevice.visible(PyObject[],String[])",1,1,1
"com.android.monkeyrunner.recorder.ActionListModel.add(Action)",1,1,1
"com.android.monkeyrunner.recorder.ActionListModel.export(File)",1,2,2
"com.android.monkeyrunner.recorder.ActionListModel.getElementAt(int)",1,1,1
"com.android.monkeyrunner.recorder.ActionListModel.getSize()",1,1,1
"com.android.monkeyrunner.recorder.MonkeyRecorder.main(String[])",1,1,1
"com.android.monkeyrunner.recorder.MonkeyRecorder.start(IChimpDevice)",1,2,2
"com.android.monkeyrunner.recorder.MonkeyRecorder.start(MonkeyDevice)",1,1,1
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.MonkeyRecorderFrame(IChimpDevice)",1,1,1
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.addAction(Action)",1,2,2
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.getActionPanel()",1,2,2
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.getExportActionButton()",1,4,4
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.getFlingButton()",1,3,3
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.getHistoryList()",1,1,2
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.getHistoryPanel()",1,2,2
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.getJContentPane()",1,2,2
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.getPressButton()",1,3,3
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.getRefreshButton()",1,2,2
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.getTypeButton()",1,3,3
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.getWaitButton()",1,3,3
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.initialize()",1,1,1
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.newFlingAction(Direction,int,long)",2,2,5
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.refreshDisplay()",1,1,1
"com.android.monkeyrunner.recorder.MonkeyRecorderFrame.touch(MouseEvent)",2,2,4
"com.android.monkeyrunner.recorder.actions.DragAction.Direction.getNames()",1,1,1
"com.android.monkeyrunner.recorder.actions.DragAction.DragAction(Direction,int,int,int,int,int,long)",1,1,1
"com.android.monkeyrunner.recorder.actions.DragAction.execute(IChimpDevice)",1,1,1
"com.android.monkeyrunner.recorder.actions.DragAction.getDisplayName()",1,1,1
"com.android.monkeyrunner.recorder.actions.DragAction.serialize()",1,1,1
"com.android.monkeyrunner.recorder.actions.PressAction.PressAction(String)",1,1,1
"com.android.monkeyrunner.recorder.actions.PressAction.PressAction(String,String)",1,1,1
"com.android.monkeyrunner.recorder.actions.PressAction.execute(IChimpDevice)",1,1,1
"com.android.monkeyrunner.recorder.actions.PressAction.getDisplayName()",1,1,1
"com.android.monkeyrunner.recorder.actions.PressAction.serialize()",1,1,1
"com.android.monkeyrunner.recorder.actions.PyDictUtilBuilder.PyDictUtilBuilder()",1,1,1
"com.android.monkeyrunner.recorder.actions.PyDictUtilBuilder.add(String,String)",1,1,1
"com.android.monkeyrunner.recorder.actions.PyDictUtilBuilder.add(String,float)",1,1,1
"com.android.monkeyrunner.recorder.actions.PyDictUtilBuilder.add(String,int)",1,1,1
"com.android.monkeyrunner.recorder.actions.PyDictUtilBuilder.addHelper(String,String)",1,1,1
"com.android.monkeyrunner.recorder.actions.PyDictUtilBuilder.addTuple(String,int,int)",1,1,1
"com.android.monkeyrunner.recorder.actions.PyDictUtilBuilder.build()",1,1,1
"com.android.monkeyrunner.recorder.actions.PyDictUtilBuilder.newBuilder()",1,1,1
"com.android.monkeyrunner.recorder.actions.TouchAction.TouchAction(int,int,String)",1,1,1
"com.android.monkeyrunner.recorder.actions.TouchAction.execute(IChimpDevice)",1,1,1
"com.android.monkeyrunner.recorder.actions.TouchAction.getDisplayName()",1,1,1
"com.android.monkeyrunner.recorder.actions.TouchAction.serialize()",1,1,1
"com.android.monkeyrunner.recorder.actions.TypeAction.TypeAction(String)",1,1,1
"com.android.monkeyrunner.recorder.actions.TypeAction.execute(IChimpDevice)",1,1,1
"com.android.monkeyrunner.recorder.actions.TypeAction.getDisplayName()",1,1,1
"com.android.monkeyrunner.recorder.actions.TypeAction.serialize()",1,1,1
"com.android.monkeyrunner.recorder.actions.WaitAction.WaitAction(float)",1,1,1
"com.android.monkeyrunner.recorder.actions.WaitAction.execute(IChimpDevice)",1,1,1
"com.android.monkeyrunner.recorder.actions.WaitAction.getDisplayName()",1,1,1
"com.android.monkeyrunner.recorder.actions.WaitAction.serialize()",1,1,1
"com.android.ninepatch.GraphicsUtilities.createCompatibleImage(BufferedImage,int,int)",1,1,1
"com.android.ninepatch.GraphicsUtilities.createCompatibleImage(int,int)",1,1,1
"com.android.ninepatch.GraphicsUtilities.createTranslucentCompatibleImage(int,int)",1,1,1
"com.android.ninepatch.GraphicsUtilities.getGraphicsConfiguration()",1,1,1
"com.android.ninepatch.GraphicsUtilities.getPixels(BufferedImage,int,int,int,int,int[])",5,2,7
"com.android.ninepatch.GraphicsUtilities.isHeadless()",1,1,1
"com.android.ninepatch.GraphicsUtilities.loadCompatibleImage(InputStream)",1,1,1
"com.android.ninepatch.GraphicsUtilities.loadCompatibleImage(URL)",1,1,1
"com.android.ninepatch.GraphicsUtilities.toCompatibleImage(BufferedImage)",3,1,3
"com.android.ninepatch.NinePatch.NinePatch(BufferedImage)",1,1,1
"com.android.ninepatch.NinePatch.convertTo9Patch(BufferedImage)",1,1,1
"com.android.ninepatch.NinePatch.draw(Graphics2D,int,int,int,int)",1,1,1
"com.android.ninepatch.NinePatch.ensure9Patch(BufferedImage)",1,7,11
"com.android.ninepatch.NinePatch.extractBitmapContent(BufferedImage)",1,1,1
"com.android.ninepatch.NinePatch.getChunk()",1,1,1
"com.android.ninepatch.NinePatch.getHeight()",1,1,1
"com.android.ninepatch.NinePatch.getImage()",1,1,1
"com.android.ninepatch.NinePatch.getPadding(int[])",1,1,1
"com.android.ninepatch.NinePatch.getWidth()",1,1,1
"com.android.ninepatch.NinePatch.load(BufferedImage,boolean,boolean)",3,3,3
"com.android.ninepatch.NinePatch.load(InputStream,boolean,boolean)",1,1,2
"com.android.ninepatch.NinePatch.load(URL,boolean)",1,1,2
"com.android.ninepatch.NinePatchChunk.Pair.Pair(E,E)",1,1,1
"com.android.ninepatch.NinePatchChunk.Pair.toString()",1,1,1
"com.android.ninepatch.NinePatchChunk.computePatches(int,int)",1,2,16
"com.android.ninepatch.NinePatchChunk.create(BufferedImage)",1,1,1
"com.android.ninepatch.NinePatchChunk.draw(BufferedImage,Graphics2D,int,int,int,int)",3,7,10
"com.android.ninepatch.NinePatchChunk.draw(BufferedImage,Graphics2D,int,int,int,int,int,int)",1,2,4
"com.android.ninepatch.NinePatchChunk.findPatches(BufferedImage)",1,4,4
"com.android.ninepatch.NinePatchChunk.getHorizontalRectangles(int,List<Pair<Integer>>)",1,2,2
"com.android.ninepatch.NinePatchChunk.getPadding()",1,1,1
"com.android.ninepatch.NinePatchChunk.getPadding(List<Pair<Integer>>)",4,4,4
"com.android.ninepatch.NinePatchChunk.getPadding(int[])",1,1,1
"com.android.ninepatch.NinePatchChunk.getPatches(int[],boolean[])",1,6,8
"com.android.ninepatch.NinePatchChunk.getRectangles(List<Pair<Integer>>,List<Pair<Integer>>)",1,3,3
"com.android.ninepatch.NinePatchChunk.getVerticalRectangles(int,List<Pair<Integer>>)",1,2,2
"com.android.ninepatch.NinePatchTest.setUp()",1,1,1
"com.android.ninepatch.NinePatchTest.test9PatchLoad()",1,1,1
"com.android.ninepatch.NinePatchTest.test9PatchMinSize()",1,1,1
"com.android.prefs.AndroidLocation.AndroidLocationException.AndroidLocationException(String)",1,1,1
"com.android.prefs.AndroidLocation.findValidPath(String...)",4,4,5
"com.android.prefs.AndroidLocation.getFolder()",5,4,6
"com.android.prefs.AndroidLocation.resetFolder()",1,1,1
"com.android.resources.Density.Density(String,String,int)",1,1,1
"com.android.resources.Density.getByIndex(int)",3,1,3
"com.android.resources.Density.getDpiValue()",1,1,1
"com.android.resources.Density.getEnum(String)",3,2,3
"com.android.resources.Density.getEnum(int)",3,1,3
"com.android.resources.Density.getIndex(Density)",3,1,3
"com.android.resources.Density.getLegacyValue()",2,2,2
"com.android.resources.Density.getLongDisplayValue()",1,1,1
"com.android.resources.Density.getResourceValue()",1,1,1
"com.android.resources.Density.getShortDisplayValue()",1,1,1
"com.android.resources.Density.isFakeValue()",1,1,1
"com.android.resources.Density.isValidValueForDevice()",1,1,1
"com.android.resources.FolderTypeRelationShipTest.testResourceFolderType()",1,2,2
"com.android.resources.FolderTypeRelationShipTest.testResourceType()",1,2,2
"com.android.resources.FolderTypeRelationship.add(ResourceType,ResourceFolderType)",1,5,5
"com.android.resources.FolderTypeRelationship.getRelatedFolders(ResourceType)",2,1,2
"com.android.resources.FolderTypeRelationship.getRelatedResourceTypes(ResourceFolderType)",2,1,2
"com.android.resources.FolderTypeRelationship.makeSafe()",1,5,5
"com.android.resources.FolderTypeRelationship.match(ResourceType,ResourceFolderType)",2,2,2
"com.android.resources.Keyboard.Keyboard(String,String,String,String)",1,1,1
"com.android.resources.Keyboard.getByIndex(int)",3,1,3
"com.android.resources.Keyboard.getEnum(String)",3,4,5
"com.android.resources.Keyboard.getIndex(Keyboard)",3,1,3
"com.android.resources.Keyboard.getLongDisplayValue()",1,1,1
"com.android.resources.Keyboard.getResourceValue()",1,1,1
"com.android.resources.Keyboard.getShortDisplayValue()",1,1,1
"com.android.resources.Keyboard.isFakeValue()",1,1,1
"com.android.resources.Keyboard.isValidValueForDevice()",1,1,1
"com.android.resources.KeyboardState.KeyboardState(String,String,String)",1,1,1
"com.android.resources.KeyboardState.getByIndex(int)",3,1,3
"com.android.resources.KeyboardState.getEnum(String)",3,2,3
"com.android.resources.KeyboardState.getIndex(KeyboardState)",3,1,3
"com.android.resources.KeyboardState.getLongDisplayValue()",1,1,1
"com.android.resources.KeyboardState.getResourceValue()",1,1,1
"com.android.resources.KeyboardState.getShortDisplayValue()",1,1,1
"com.android.resources.KeyboardState.isFakeValue()",1,1,1
"com.android.resources.KeyboardState.isValidValueForDevice()",1,1,1
"com.android.resources.Navigation.Navigation(String,String,String)",1,1,1
"com.android.resources.Navigation.getByIndex(int)",3,1,3
"com.android.resources.Navigation.getEnum(String)",3,2,3
"com.android.resources.Navigation.getIndex(Navigation)",3,1,3
"com.android.resources.Navigation.getLongDisplayValue()",1,1,1
"com.android.resources.Navigation.getResourceValue()",1,1,1
"com.android.resources.Navigation.getShortDisplayValue()",1,1,1
"com.android.resources.Navigation.isFakeValue()",1,1,1
"com.android.resources.Navigation.isValidValueForDevice()",1,1,1
"com.android.resources.NavigationState.NavigationState(String,String,String)",1,1,1
"com.android.resources.NavigationState.getByIndex(int)",3,1,3
"com.android.resources.NavigationState.getEnum(String)",3,2,3
"com.android.resources.NavigationState.getIndex(NavigationState)",3,1,3
"com.android.resources.NavigationState.getLongDisplayValue()",1,1,1
"com.android.resources.NavigationState.getResourceValue()",1,1,1
"com.android.resources.NavigationState.getShortDisplayValue()",1,1,1
"com.android.resources.NavigationState.isFakeValue()",1,1,1
"com.android.resources.NavigationState.isValidValueForDevice()",1,1,1
"com.android.resources.NightMode.NightMode(String,String,String)",1,1,1
"com.android.resources.NightMode.getByIndex(int)",3,1,3
"com.android.resources.NightMode.getEnum(String)",3,2,3
"com.android.resources.NightMode.getIndex(NightMode)",3,1,3
"com.android.resources.NightMode.getLongDisplayValue()",1,1,1
"com.android.resources.NightMode.getResourceValue()",1,1,1
"com.android.resources.NightMode.getShortDisplayValue()",1,1,1
"com.android.resources.NightMode.isFakeValue()",1,1,1
"com.android.resources.NightMode.isValidValueForDevice()",1,1,1
"com.android.resources.ResourceFolderType.ResourceFolderType(String)",1,1,1
"com.android.resources.ResourceFolderType.getFolderType(String)",1,1,1
"com.android.resources.ResourceFolderType.getName()",1,1,1
"com.android.resources.ResourceFolderType.getTypeByName(String)",3,2,3
"com.android.resources.ResourceType.ResourceType(String,String,String...)",1,1,1
"com.android.resources.ResourceType.getDisplayName()",1,1,1
"com.android.resources.ResourceType.getEnum(String)",6,5,6
"com.android.resources.ResourceType.getName()",1,1,1
"com.android.resources.ResourceType.getNames()",1,2,2
"com.android.resources.ResourceType.toString()",1,1,1
"com.android.resources.ScreenOrientation.ScreenOrientation(String,String,String)",1,1,1
"com.android.resources.ScreenOrientation.getByIndex(int)",3,1,3
"com.android.resources.ScreenOrientation.getEnum(String)",3,2,3
"com.android.resources.ScreenOrientation.getIndex(ScreenOrientation)",3,1,3
"com.android.resources.ScreenOrientation.getLongDisplayValue()",1,1,1
"com.android.resources.ScreenOrientation.getResourceValue()",1,1,1
"com.android.resources.ScreenOrientation.getShortDisplayValue()",1,1,1
"com.android.resources.ScreenOrientation.isFakeValue()",1,1,1
"com.android.resources.ScreenOrientation.isValidValueForDevice()",1,1,1
"com.android.resources.ScreenRatio.ScreenRatio(String,String,String)",1,1,1
"com.android.resources.ScreenRatio.getByIndex(int)",3,1,3
"com.android.resources.ScreenRatio.getEnum(String)",3,2,3
"com.android.resources.ScreenRatio.getIndex(ScreenRatio)",3,1,3
"com.android.resources.ScreenRatio.getLongDisplayValue()",1,1,1
"com.android.resources.ScreenRatio.getResourceValue()",1,1,1
"com.android.resources.ScreenRatio.getShortDisplayValue()",1,1,1
"com.android.resources.ScreenRatio.isFakeValue()",1,1,1
"com.android.resources.ScreenRatio.isValidValueForDevice()",1,1,1
"com.android.resources.ScreenSize.ScreenSize(String,String,String)",1,1,1
"com.android.resources.ScreenSize.getByIndex(int)",3,1,3
"com.android.resources.ScreenSize.getEnum(String)",3,2,3
"com.android.resources.ScreenSize.getIndex(ScreenSize)",3,1,3
"com.android.resources.ScreenSize.getLongDisplayValue()",1,1,1
"com.android.resources.ScreenSize.getResourceValue()",1,1,1
"com.android.resources.ScreenSize.getShortDisplayValue()",1,1,1
"com.android.resources.ScreenSize.isFakeValue()",1,1,1
"com.android.resources.ScreenSize.isValidValueForDevice()",1,1,1
"com.android.resources.TouchScreen.TouchScreen(String,String,String)",1,1,1
"com.android.resources.TouchScreen.getByIndex(int)",3,1,3
"com.android.resources.TouchScreen.getEnum(String)",3,2,3
"com.android.resources.TouchScreen.getIndex(TouchScreen)",3,1,3
"com.android.resources.TouchScreen.getLongDisplayValue()",1,1,1
"com.android.resources.TouchScreen.getResourceValue()",1,1,1
"com.android.resources.TouchScreen.getShortDisplayValue()",1,1,1
"com.android.resources.TouchScreen.isFakeValue()",1,1,1
"com.android.resources.TouchScreen.isValidValueForDevice()",1,1,1
"com.android.resources.UiMode.UiMode(String,String)",1,1,1
"com.android.resources.UiMode.getByIndex(int)",3,1,3
"com.android.resources.UiMode.getEnum(String)",3,2,3
"com.android.resources.UiMode.getIndex(UiMode)",3,1,3
"com.android.resources.UiMode.getLongDisplayValue()",1,1,1
"com.android.resources.UiMode.getResourceValue()",1,1,1
"com.android.resources.UiMode.getShortDisplayValue()",1,1,1
"com.android.resources.UiMode.isFakeValue()",1,1,1
"com.android.resources.UiMode.isValidValueForDevice()",1,1,1
"com.android.screenshot.Screenshot.getDeviceImage(IDevice,String,boolean)",3,6,8
"com.android.screenshot.Screenshot.main(String[])",7,27,34
"com.android.screenshot.Screenshot.printAndExit(String,boolean)",1,2,2
"com.android.screenshot.Screenshot.printUsageAndQuit()",1,1,1
"com.android.sdklauncher.Main.AwtErrorDialog.AwtErrorDialog(Frame,String)",1,1,1
"com.android.sdklauncher.Main.archQuery()",4,7,8
"com.android.sdklauncher.Main.main(String[])",1,1,1
"com.android.sdklauncher.Main.mkPath(File,String...)",1,1,2
"com.android.sdklauncher.Main.run(String[])",3,4,4
"com.android.sdklauncher.Main.showAwtDialog(String)",1,1,1
"com.android.sdklauncher.MainTest.setUp()",1,1,1
"com.android.sdklauncher.MainTest.tearDown()",1,1,1
"com.android.sdklauncher.MainTest.testPlaceholder()",1,1,1
"com.android.sdklib.AddOnTarget.AddOnTarget(String,String,String,int,String,String[],Map<String, String[]>,boolean,boolean,PlatformTarget)",1,3,5
"com.android.sdklib.AddOnTarget.OptionalLibrary.OptionalLibrary(String,String,String,String)",1,1,1
"com.android.sdklib.AddOnTarget.OptionalLibrary.getDescription()",1,1,1
"com.android.sdklib.AddOnTarget.OptionalLibrary.getJarName()",1,1,1
"com.android.sdklib.AddOnTarget.OptionalLibrary.getJarPath()",1,1,1
"com.android.sdklib.AddOnTarget.OptionalLibrary.getName()",1,1,1
"com.android.sdklib.AddOnTarget.canRunOn(IAndroidTarget)",4,3,6
"com.android.sdklib.AddOnTarget.compareTo(IAndroidTarget)",5,4,5
"com.android.sdklib.AddOnTarget.equals(Object)",2,4,4
"com.android.sdklib.AddOnTarget.getAbiList()",1,1,1
"com.android.sdklib.AddOnTarget.getClasspathName()",1,1,1
"com.android.sdklib.AddOnTarget.getDefaultSkin()",1,1,1
"com.android.sdklib.AddOnTarget.getDescription()",1,1,1
"com.android.sdklib.AddOnTarget.getFullName()",1,1,1
"com.android.sdklib.AddOnTarget.getImagePath(String)",2,1,2
"com.android.sdklib.AddOnTarget.getLocation()",1,1,1
"com.android.sdklib.AddOnTarget.getName()",1,1,1
"com.android.sdklib.AddOnTarget.getOptionalLibraries()",1,1,1
"com.android.sdklib.AddOnTarget.getParent()",1,1,1
"com.android.sdklib.AddOnTarget.getPath(int)",12,4,14
"com.android.sdklib.AddOnTarget.getPlatformLibraries()",1,1,1
"com.android.sdklib.AddOnTarget.getProperties()",1,1,1
"com.android.sdklib.AddOnTarget.getProperty(String)",1,1,1
"com.android.sdklib.AddOnTarget.getProperty(String,Boolean)",1,1,1
"com.android.sdklib.AddOnTarget.getProperty(String,Integer)",1,1,1
"com.android.sdklib.AddOnTarget.getRevision()",1,1,1
"com.android.sdklib.AddOnTarget.getShortClasspathName()",1,1,1
"com.android.sdklib.AddOnTarget.getSkins()",1,1,1
"com.android.sdklib.AddOnTarget.getUsbVendorId()",1,1,1
"com.android.sdklib.AddOnTarget.getVendor()",1,1,1
"com.android.sdklib.AddOnTarget.getVersion()",1,1,1
"com.android.sdklib.AddOnTarget.getVersionName()",1,1,1
"com.android.sdklib.AddOnTarget.hasRenderingLibrary()",1,1,2
"com.android.sdklib.AddOnTarget.hashCode()",1,1,1
"com.android.sdklib.AddOnTarget.hashString()",1,1,1
"com.android.sdklib.AddOnTarget.isPlatform()",1,1,1
"com.android.sdklib.AddOnTarget.setSkins(String[],String)",1,1,1
"com.android.sdklib.AddOnTarget.setUsbVendorId(int)",2,1,2
"com.android.sdklib.AndroidVersion.AndroidVersion(Properties)",2,2,3
"com.android.sdklib.AndroidVersion.AndroidVersion(Properties,int,String)",1,2,2
"com.android.sdklib.AndroidVersion.AndroidVersion(int,String)",1,1,1
"com.android.sdklib.AndroidVersion.AndroidVersionException.AndroidVersionException(String,Throwable)",1,1,1
"com.android.sdklib.AndroidVersion.canRun(AndroidVersion)",2,2,2
"com.android.sdklib.AndroidVersion.compareTo(AndroidVersion)",1,1,1
"com.android.sdklib.AndroidVersion.compareTo(int,String)",6,4,6
"com.android.sdklib.AndroidVersion.equals(Object)",5,6,8
"com.android.sdklib.AndroidVersion.equals(int)",1,1,2
"com.android.sdklib.AndroidVersion.getApiLevel()",1,1,1
"com.android.sdklib.AndroidVersion.getApiString()",2,1,2
"com.android.sdklib.AndroidVersion.getCodename()",1,1,1
"com.android.sdklib.AndroidVersion.hashCode()",2,2,2
"com.android.sdklib.AndroidVersion.isGreaterOrEqualThan(int)",1,1,1
"com.android.sdklib.AndroidVersion.isPreview()",1,1,1
"com.android.sdklib.AndroidVersion.saveProperties(Properties)",1,2,2
"com.android.sdklib.AndroidVersion.toString()",1,2,2
"com.android.sdklib.NullSdkLog.error(Throwable,String,Object...)",1,1,1
"com.android.sdklib.NullSdkLog.getLogger()",1,1,1
"com.android.sdklib.NullSdkLog.printf(String,Object...)",1,1,1
"com.android.sdklib.NullSdkLog.warning(String,Object...)",1,1,1
"com.android.sdklib.PlatformTarget.PlatformTarget(String,String,int,String,String,int,String[],Map<String, String>)",1,2,4
"com.android.sdklib.PlatformTarget.canRunOn(IAndroidTarget)",3,2,3
"com.android.sdklib.PlatformTarget.compareTo(IAndroidTarget)",4,2,4
"com.android.sdklib.PlatformTarget.equals(Object)",2,2,2
"com.android.sdklib.PlatformTarget.getAbiList()",1,1,1
"com.android.sdklib.PlatformTarget.getClasspathName()",1,1,1
"com.android.sdklib.PlatformTarget.getDefaultSkin()",4,1,4
"com.android.sdklib.PlatformTarget.getDescription()",1,1,1
"com.android.sdklib.PlatformTarget.getFullName()",1,1,1
"com.android.sdklib.PlatformTarget.getImagePath(String)",2,1,2
"com.android.sdklib.PlatformTarget.getLocation()",1,1,1
"com.android.sdklib.PlatformTarget.getName()",1,1,1
"com.android.sdklib.PlatformTarget.getOptionalLibraries()",1,1,1
"com.android.sdklib.PlatformTarget.getParent()",1,1,1
"com.android.sdklib.PlatformTarget.getPath(int)",1,1,1
"com.android.sdklib.PlatformTarget.getPlatformLibraries()",1,1,1
"com.android.sdklib.PlatformTarget.getProperties()",1,1,1
"com.android.sdklib.PlatformTarget.getProperty(String)",1,1,1
"com.android.sdklib.PlatformTarget.getProperty(String,Boolean)",2,2,2
"com.android.sdklib.PlatformTarget.getProperty(String,Integer)",2,2,3
"com.android.sdklib.PlatformTarget.getRevision()",1,1,1
"com.android.sdklib.PlatformTarget.getShortClasspathName()",1,1,1
"com.android.sdklib.PlatformTarget.getSkins()",1,1,1
"com.android.sdklib.PlatformTarget.getUsbVendorId()",1,1,1
"com.android.sdklib.PlatformTarget.getVendor()",1,1,1
"com.android.sdklib.PlatformTarget.getVersion()",1,1,1
"com.android.sdklib.PlatformTarget.getVersionName()",1,1,1
"com.android.sdklib.PlatformTarget.hasRenderingLibrary()",1,1,1
"com.android.sdklib.PlatformTarget.hashCode()",1,1,1
"com.android.sdklib.PlatformTarget.hashString()",1,1,1
"com.android.sdklib.PlatformTarget.isPlatform()",1,1,1
"com.android.sdklib.PlatformTarget.setSamplesPath(String)",1,1,1
"com.android.sdklib.PlatformTarget.setSkins(String[])",1,1,1
"com.android.sdklib.SdkConstants.androidCmdName()",1,1,2
"com.android.sdklib.SdkConstants.currentPlatform()",4,3,4
"com.android.sdklib.SdkConstants.mkSdCardCmdName()",1,1,2
"com.android.sdklib.SdkManager.SdkManager(String)",1,1,1
"com.android.sdklib.SdkManager.addonManifestWarning(String)",1,1,1
"com.android.sdklib.SdkManager.checkPlatformContent(File,ISdkLog)",3,3,3
"com.android.sdklib.SdkManager.convertId(String)",3,4,5
"com.android.sdklib.SdkManager.createManager(String,ISdkLog)",1,2,2
"com.android.sdklib.SdkManager.getAbiList(String)",1,4,4
"com.android.sdklib.SdkManager.getLocation()",1,1,1
"com.android.sdklib.SdkManager.getSamplesVersion(File,ISdkLog)",1,4,4
"com.android.sdklib.SdkManager.getTargetFromHashString(String)",4,3,4
"com.android.sdklib.SdkManager.getTargets()",1,1,1
"com.android.sdklib.SdkManager.loadAddOns(String,ArrayList<IAndroidTarget>,ISdkLog)",4,7,7
"com.android.sdklib.SdkManager.loadAddon(File,IAndroidTarget[],ISdkLog)",4,18,19
"com.android.sdklib.SdkManager.loadPlatform(String,File,ISdkLog)",6,10,13
"com.android.sdklib.SdkManager.loadPlatforms(String,ArrayList<IAndroidTarget>,ISdkLog)",4,7,7
"com.android.sdklib.SdkManager.loadSamples(ISdkLog)",7,8,8
"com.android.sdklib.SdkManager.parseAddonProperties(File,IAndroidTarget[],ISdkLog)",11,13,14
"com.android.sdklib.SdkManager.parseSkinFolder(String)",2,5,5
"com.android.sdklib.SdkManager.reloadSdk(ISdkLog)",1,1,1
"com.android.sdklib.SdkManager.setTargets(IAndroidTarget[])",1,1,1
"com.android.sdklib.SdkManager.updateAdb()",1,5,5
"com.android.sdklib.StdSdkLog.error(Throwable,String,Object...)",1,7,7
"com.android.sdklib.StdSdkLog.printf(String,Object...)",1,5,5
"com.android.sdklib.StdSdkLog.warning(String,Object...)",1,5,5
"com.android.sdklib.build.ApkBuilder.ApkBuilder(File,File,File,PrivateKey,X509Certificate,PrintStream)",1,1,1
"com.android.sdklib.build.ApkBuilder.ApkBuilder(File,File,File,String,PrintStream)",1,2,2
"com.android.sdklib.build.ApkBuilder.ApkBuilder(String,String,String,PrivateKey,X509Certificate,PrintStream)",1,1,2
"com.android.sdklib.build.ApkBuilder.ApkBuilder(String,String,String,String,PrintStream)",1,1,2
"com.android.sdklib.build.ApkBuilder.JarStatusImpl.JarStatusImpl(List<String>,boolean)",1,1,1
"com.android.sdklib.build.ApkBuilder.JarStatusImpl.getNativeLibs()",1,1,1
"com.android.sdklib.build.ApkBuilder.JarStatusImpl.hasNativeLibsConflicts()",1,1,1
"com.android.sdklib.build.ApkBuilder.JavaAndNativeResourceFilter.checkEntry(String)",6,6,9
